Category,Genres,Director,Popularity,Winner
3,149,659,3.8,False
0,106,72,13.4,True
1,149,675,7.7,True
7,119,122,13.4,False
3,178,590,14.1,False
1,213,421,10.6,False
5,102,320,24.5,False
1,149,258,1.5,False
6,203,762,6.6,False
4,185,125,1079.0,False
6,76,712,98.2,False
6,102,18,14.4,False
5,188,123,3.4,True
6,0,695,1520.3,False
3,102,245,9.8,False
3,203,683,7.1,True
8,95,683,13.6,False
6,191,491,4.3,False
6,198,460,56.7,False
5,98,374,20.9,True
5,89,190,1.6,False
3,54,153,22.9,True
6,55,364,23.6,False
2,223,684,58.6,False
5,130,578,5.4,False
0,76,692,42.4,False
5,212,469,3.1,False
6,38,261,109.2,False
7,76,757,2.5,False
3,188,718,26.2,False
4,95,558,16.5,False
8,80,68,10.9,False
5,95,522,12.0,False
6,7,492,17.9,False
5,102,268,8.8,False
6,212,208,5.9,True
7,53,184,36.4,False
4,73,627,8.6,False
3,97,394,8.6,False
3,113,748,9.5,False
5,76,370,5.0,False
3,191,211,8.6,False
6,102,258,8.3,False
4,73,723,20.0,False
8,212,762,9.8,False
4,140,394,7.5,False
3,0,695,1520.3,False
3,119,108,4.0,False
1,90,231,3.4,False
0,203,454,67.3,False
0,177,191,1.9,False
1,136,491,9.7,True
1,212,360,4.5,False
3,96,117,3.7,False
0,203,550,21.5,False
1,203,718,33.4,False
5,104,570,9.4,True
3,149,644,13.8,False
7,95,569,70.7,False
4,0,695,1520.3,False
4,188,240,7.2,False
3,2,683,15.4,False
3,99,435,7.7,False
8,142,156,14.3,False
0,81,525,17.9,False
4,140,154,38.2,False
6,203,261,42.4,False
5,198,203,19.5,False
8,90,370,8.9,True
0,77,106,5.8,False
0,13,121,60.6,False
8,73,367,15.8,False
3,75,245,20.5,True
3,203,316,165.4,True
1,217,445,7.2,False
5,134,129,12.4,False
4,104,570,9.4,False
3,43,609,34.6,False
6,218,3,24.7,False
2,203,361,21.7,False
3,67,631,38.1,False
3,191,325,19.6,False
0,73,56,12.0,False
1,149,468,9.0,False
5,95,342,220.4,False
7,80,495,8.9,False
4,142,186,22.9,True
2,74,402,12.0,False
7,142,656,20.3,False
7,125,690,12.0,True
8,203,316,165.4,False
1,157,249,19.4,False
5,149,265,4.6,False
7,76,695,20.9,False
3,138,595,9.8,False
7,203,656,34.2,False
1,196,21,21.2,False
3,211,163,4.1,False
0,194,536,29.2,False
2,99,671,36.0,True
5,125,493,14.3,True
0,76,359,1.8,False
3,32,650,7.5,False
0,76,230,15.1,False
3,199,397,1.6,False
8,102,282,21.8,False
2,27,321,64.1,False
3,98,258,1.7,False
7,212,107,9.7,False
6,74,554,35.7,False
1,74,49,14.5,True
6,95,683,13.6,False
3,203,216,0.9,False
8,121,682,32.4,False
0,203,186,8.9,False
0,77,664,10.3,True
6,149,654,16.9,False
5,95,579,63.7,False
5,149,741,12.7,False
1,203,248,1.3,False
2,149,450,13.0,False
3,113,15,6.7,False
0,3,609,148.8,True
4,81,290,17.6,False
1,95,439,8.4,False
8,102,700,19.3,True
3,193,108,5.3,False
7,19,29,31.4,True
7,55,370,13.1,True
4,141,517,13.0,False
7,142,579,32.0,False
5,208,679,46.6,True
6,87,307,1.2,False
7,107,579,69.6,True
7,203,115,3.3,False
3,149,695,20.5,False
8,142,186,22.9,True
0,99,136,95.6,False
5,196,553,16.5,True
3,142,186,22.9,True
3,212,27,2.5,False
0,102,508,27.5,False
6,134,203,112.6,True
2,102,621,5.5,False
8,203,482,9.3,False
3,51,606,10.1,False
6,203,732,5.1,False
4,90,370,8.9,False
1,165,263,37.1,False
2,142,475,69.6,True
0,198,181,255.2,False
0,203,13,11.6,False
3,134,475,26.9,False
0,203,400,10.7,False
3,169,539,13.4,True
6,193,722,35.8,False
5,67,34,105.1,False
4,63,684,56.9,False
1,8,316,80.3,False
4,196,685,41.7,False
5,66,81,81.1,False
4,76,592,18.5,True
7,138,675,11.0,False
1,203,386,9.1,False
1,218,145,61.7,True
7,168,623,9.2,False
3,179,364,9.0,False
5,95,56,14.0,False
6,76,104,12.6,False
2,73,1,20.1,False
8,72,108,4.9,True
6,73,56,12.0,False
7,98,374,20.9,False
7,198,549,8.4,True
6,223,695,73.7,False
6,76,622,12.4,False
4,88,478,13.8,False
3,149,207,177.9,False
3,250,158,2.9,False
7,203,180,9.4,False
2,74,68,7.8,True
1,198,394,8.3,False
1,71,131,23.4,False
3,225,470,13.1,False
1,102,245,7.8,False
2,141,142,30.7,True
8,149,383,26.4,False
7,73,475,41.9,False
8,74,344,14.7,True
7,83,153,31.1,False
3,100,293,2.5,False
5,171,623,6.7,False
1,212,42,21.6,False
6,13,321,52.7,False
7,1,684,42.0,True
3,80,700,16.0,True
5,188,292,12.1,False
3,102,547,10.7,False
5,149,550,24.7,False
0,126,521,9.7,False
7,95,579,63.7,True
4,179,324,8.4,False
3,51,768,11.7,False
6,70,475,122.5,False
0,77,321,110.0,False
4,40,440,2.1,True
3,72,108,4.5,False
1,218,634,9.7,False
7,76,64,19.4,False
4,142,350,30.9,False
0,134,579,120.3,False
1,102,245,4.0,False
4,157,231,8.1,False
0,140,231,16.2,False
6,149,13,19.2,False
0,149,109,36.5,False
1,217,623,13.2,False
3,225,325,25.6,False
4,125,206,19.0,True
0,214,675,18.0,True
4,97,191,9.9,False
8,99,613,9.9,False
3,203,36,48.1,False
3,108,491,6.5,False
7,75,245,20.5,False
7,203,508,24.3,False
6,76,22,3.8,False
3,56,455,13.4,True
7,102,72,22.9,False
7,102,525,19.8,False
2,149,706,3.7,False
3,86,32,0.7,False
6,172,394,10.6,False
0,203,595,12.7,False
5,51,627,8.5,False
7,188,136,91.9,True
8,102,511,2.9,False
5,107,579,69.6,True
1,193,77,12.8,True
3,95,13,35.7,True
8,149,19,15.9,False
6,192,629,11.8,True
5,149,198,11.4,False
6,146,684,40.7,False
4,165,263,37.1,True
0,95,56,16.9,False
0,149,415,33.5,True
6,149,84,191.4,False
0,188,144,20.7,False
1,149,95,12.7,False
4,225,192,23.3,False
3,149,509,8.7,False
7,149,602,21.9,False
5,95,569,63.9,True
6,178,683,29.6,False
5,113,641,21.7,False
6,196,348,33.4,False
1,102,320,24.5,True
7,152,245,4.5,False
8,213,659,3.4,False
1,102,508,27.5,False
4,134,621,29.4,False
4,102,355,7.5,False
0,149,581,8.6,True
6,139,695,18.0,False
2,203,428,18.0,True
0,134,203,176.2,True
1,149,422,18.3,False
2,77,640,64.8,True
3,136,762,7.5,False
1,125,435,8.6,False
6,102,449,3.5,False
8,73,609,33.7,False
2,149,383,26.4,False
6,102,282,12.4,False
2,203,55,12.4,False
6,77,664,10.3,False
4,47,391,14.6,False
2,100,192,38.4,False
7,142,43,38.9,False
1,77,651,12.6,True
6,102,364,15.6,False
8,76,722,32.7,False
7,99,671,36.0,True
5,125,163,9.1,False
3,102,762,26.8,False
1,203,660,8.1,False
0,125,764,18.1,False
3,119,293,3.2,False
1,102,231,9.5,True
4,212,762,9.8,True
4,136,182,15.3,False
2,203,585,9.5,False
3,154,99,29.2,False
3,171,467,6.7,False
6,113,764,30.6,False
3,149,468,9.0,False
8,149,133,1.4,False
8,71,766,24.3,False
6,48,641,35.3,False
5,218,631,28.3,False
2,118,74,6.9,False
3,76,747,13.0,True
8,97,710,13.8,True
6,81,290,17.6,True
4,142,405,52.1,False
3,74,150,15.1,True
5,115,601,13.9,False
7,30,182,4.4,False
5,165,341,43.1,True
0,80,322,26.0,True
7,218,687,14.7,True
7,30,768,10.6,False
6,74,694,30.2,False
8,102,326,20.4,False
8,138,311,2.6,False
0,102,577,9.2,False
6,191,83,38.2,False
1,134,718,11.2,False
2,217,121,31.6,False
4,212,398,9.8,False
3,23,116,56.1,False
8,77,404,2.1,False
2,203,454,67.3,True
6,175,594,5.4,False
0,97,268,13.6,False
2,203,291,11.7,False
7,223,762,7.7,False
4,95,505,12.2,False
5,125,690,12.0,False
3,169,96,19.1,True
1,203,173,5.7,False
7,223,441,1.1,False
8,203,264,81.8,False
5,218,79,109.9,True
1,203,475,9.9,True
3,3,545,17.3,False
7,96,112,30.4,False
6,198,203,19.5,False
7,71,715,12.3,True
2,149,207,177.9,False
4,134,203,73.6,False
0,102,72,22.9,False
6,193,740,12.2,True
1,203,511,4.2,True
6,102,355,7.5,False
1,76,104,5.3,False
1,203,347,5.0,False
6,149,431,21.0,False
1,74,487,13.5,False
6,99,278,1.4,False
4,149,656,33.1,True
1,225,613,10.5,False
6,77,91,50.0,False
6,48,684,26.3,False
3,74,222,23.6,False
0,74,475,27.6,False
0,74,509,11.8,False
7,203,749,9.6,False
1,149,520,16.7,False
3,203,348,23.9,False
1,134,399,9.6,False
6,44,99,41.3,False
8,136,661,9.1,False
0,3,762,57.2,True
4,192,419,2.5,False
2,203,685,15.1,False
1,217,368,51.3,False
1,149,461,12.9,False
4,74,402,12.0,False
1,203,453,5.7,True
8,198,595,7.3,False
0,76,414,12.1,False
4,102,577,9.2,False
1,149,73,11.7,False
3,51,277,9.2,False
7,76,732,8.4,False
2,149,461,12.9,False
0,203,762,6.6,False
5,177,410,26.2,False
8,191,663,11.9,False
2,76,65,23.1,True
6,165,341,43.1,False
3,76,496,19.9,False
5,40,465,6.7,False
8,14,699,10.1,False
4,2,138,71.2,True
3,73,367,15.8,False
1,149,761,1.0,False
7,212,491,31.1,False
1,149,377,4.9,False
3,57,598,9.8,False
5,102,764,14.0,False
3,26,21,11.9,False
5,102,505,9.5,False
5,125,163,6.2,False
0,168,72,12.2,True
5,149,415,33.5,True
3,225,474,14.3,True
1,210,139,7.4,True
8,149,55,30.7,False
4,203,153,12.7,False
3,51,197,6.9,True
2,90,694,16.3,False
8,149,618,4.0,False
6,83,533,16.8,False
7,125,185,6.8,False
8,140,59,26.8,False
8,212,364,8.1,False
6,225,192,23.3,False
8,217,445,7.1,False
7,22,368,48.0,False
6,95,764,14.7,False
3,168,72,12.2,False
8,163,12,11.7,False
7,203,231,6.9,False
2,203,319,20.3,False
3,73,239,22.9,True
3,140,150,40.3,False
3,194,581,4.0,False
6,46,564,167.1,True
7,105,350,13.8,False
1,80,523,21.0,False
7,156,96,17.3,False
1,81,474,2.5,False
2,149,565,4.9,False
1,54,370,7.6,False
0,149,70,13.7,False
6,203,208,2.2,False
4,207,210,4.3,False
0,193,231,11.5,False
8,38,261,109.2,False
6,142,247,4.2,False
1,74,1,11.0,False
5,211,198,10.9,False
0,74,689,0.6,False
5,102,355,7.5,False
0,102,282,12.4,True
5,95,702,11.0,False
2,140,161,18.1,False
8,149,364,14.8,True
6,165,263,37.1,True
5,11,595,11.5,True
3,191,83,38.2,False
8,134,159,25.9,False
3,212,360,4.5,False
3,196,337,14.1,False
1,149,133,1.4,False
6,80,672,2.1,False
8,203,428,15.1,False
3,76,667,20.6,False
5,95,505,8.5,False
7,203,36,50.9,False
1,98,374,20.9,True
8,102,159,38.4,False
0,99,764,9.9,False
7,102,762,26.8,False
3,225,294,2.6,False
7,223,533,44.5,False
6,30,656,46.0,False
7,140,538,21.0,False
8,212,733,44.1,False
8,73,64,10.5,False
6,225,245,16.5,False
1,149,426,15.9,False
3,99,691,9.7,False
2,80,322,26.0,False
1,161,140,3.3,False
6,189,77,12.6,False
1,149,329,6.1,True
7,244,235,117.2,False
0,160,117,7.1,False
0,118,285,1.4,False
0,149,163,7.1,True
7,48,166,19.5,False
0,225,245,18.9,False
6,223,276,9.7,False
1,194,525,7.8,False
7,23,538,11.5,False
4,141,142,30.7,True
6,102,326,20.4,False
5,217,368,51.3,False
8,106,613,20.9,False
4,223,440,19.3,True
8,88,544,30.6,False
2,32,518,45.5,False
6,102,245,4.0,False
3,102,511,2.3,False
2,74,77,9.7,False
0,76,402,16.3,False
8,73,475,81.6,False
3,218,378,11.0,False
7,73,9,21.1,False
5,134,699,11.2,False
7,177,533,26.1,False
1,149,468,10.9,True
8,80,474,2.8,False
5,76,508,14.3,False
3,197,165,77.0,False
6,32,518,45.5,False
4,149,56,29.2,True
4,101,613,14.6,False
2,70,475,122.5,False
6,141,517,13.0,False
6,53,355,14.2,False
6,80,414,17.9,False
0,74,141,34.3,False
0,74,154,19.4,False
8,74,150,15.1,False
5,121,681,13.4,False
0,55,275,16.3,True
3,51,314,8.9,False
0,191,83,38.2,False
8,76,508,14.3,False
5,67,82,143.8,False
0,76,747,13.0,False
0,98,335,13.1,False
5,142,405,52.1,True
3,203,672,1.9,False
3,149,205,1.9,False
6,8,652,84.1,False
1,101,217,20.5,False
8,125,209,10.0,False
4,48,153,18.3,False
0,149,468,10.9,True
6,102,700,19.3,False
1,74,77,9.7,False
5,149,432,21.0,False
8,139,695,18.0,True
6,149,695,30.9,False
8,175,239,6.8,False
2,196,348,33.4,False
6,203,762,8.1,False
3,77,640,64.8,False
3,213,164,15.8,False
6,50,685,18.3,False
4,102,326,20.4,False
5,209,119,7.7,True
3,203,673,7.1,True
6,51,606,10.1,False
3,149,550,40.1,True
6,95,649,29.2,False
8,203,475,9.9,False
1,137,475,57.3,False
2,140,675,29.2,False
3,19,29,31.4,False
3,30,491,2.9,False
3,47,391,14.6,True
7,102,364,15.6,False
6,203,47,16.6,False
0,125,206,19.0,True
8,203,762,3.2,False
4,142,475,69.6,True
7,12,49,23.9,False
8,196,21,21.2,False
0,141,538,13.5,False
6,140,134,25.7,False
4,102,632,55.9,False
6,73,344,16.7,False
3,149,197,2.7,False
