antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Best Supporting Actress'}),frozenset({'Best Picture'}),0.2213069741900055,0.31466227347611203,0.09665019220208676,0.4367245657568238,1.387915243007288,1.0,0.02701323656734038,1.2167008977494573,0.3589282279779458,0.21999999999999997,0.17810531589998083,0.3719399443094764
frozenset({'Best Picture'}),frozenset({'Best Supporting Actress'}),0.31466227347611203,0.2213069741900055,0.09665019220208676,0.3071553228621291,1.387915243007288,1.0,0.02701323656734038,1.1239070624411254,0.4078206949300697,0.21999999999999997,0.1102467157488978,0.3719399443094764
frozenset({'Best Supporting Actress'}),frozenset({'Best Supporting Actor'}),0.2213069741900055,0.22679846238330587,0.06040637012630423,0.2729528535980149,1.2035039864454846,1.0,0.010214288665309025,1.0634819783601628,0.21714963456853445,0.1558073654390935,0.059692575569591746,0.26964833963193724
frozenset({'Best Supporting Actor'}),frozenset({'Best Supporting Actress'}),0.22679846238330587,0.2213069741900055,0.06040637012630423,0.26634382566585957,1.2035039864454844,1.0,0.010214288665309025,1.0613868635627977,0.2186918904958678,0.1558073654390935,0.05783646441292684,0.26964833963193724
"frozenset({'Best Cinematography', 'Best Actress'})",frozenset({'Best Actor'}),0.06809445359692477,0.2531576057111477,0.02086765513454146,0.30645161290322576,1.2105171086697921,1.0,0.0036290262997351365,1.0768425219978799,0.18661414880749314,0.06946983546617916,0.07135910815939275,0.19444055699391222
"frozenset({'Best Cinematography', 'Best Actor'})",frozenset({'Best Actress'}),0.07742998352553541,0.2602965403624382,0.02086765513454146,0.2695035460992908,1.0353712182422121,1.0,0.0007128983025240059,1.0126037651349147,0.03703007518797003,0.0658578856152513,0.012446887488350801,0.1748361612352994
"frozenset({'Best Actress', 'Best Actor'})",frozenset({'Best Cinematography'}),0.047775947281713346,0.34925864909390447,0.02086765513454146,0.43678160919540227,1.2505963999132508,1.0,0.00418149232774866,1.1553979087516388,0.21043525769440893,0.05547445255474452,0.1344973083078713,0.2482650184341791
frozenset({'Best Cinematography'}),"frozenset({'Best Actress', 'Best Actor'})",0.34925864909390447,0.047775947281713346,0.02086765513454146,0.05974842767295597,1.2505963999132508,1.0,0.00418149232774866,1.0127332734595824,0.3079280479680212,0.05547445255474452,0.01257317577419424,0.2482650184341791
frozenset({'Best Actress'}),"frozenset({'Best Cinematography', 'Best Actor'})",0.2602965403624382,0.07742998352553541,0.02086765513454146,0.08016877637130802,1.0353712182422121,1.0,0.0007128983025240059,1.0029774949745327,0.046184503575196476,0.0658578856152513,0.0029686558167570953,0.1748361612352994
frozenset({'Best Actor'}),"frozenset({'Best Cinematography', 'Best Actress'})",0.2531576057111477,0.06809445359692477,0.02086765513454146,0.0824295010845987,1.2105171086697921,1.0,0.0036290262997351365,1.0156228295314838,0.23285603715170283,0.06946983546617916,0.015382511181528717,0.19444055699391222
"frozenset({'Best Director', 'Best Actress'})",frozenset({'Best Actor'}),0.08072487644151564,0.2531576057111477,0.029104887424492038,0.36054421768707484,1.4241887644428706,1.0,0.008668770983229705,1.1679343825580986,0.32400081152363575,0.09549549549549549,0.14378751500600245,0.2377558398630602
"frozenset({'Best Actress', 'Best Actor'})",frozenset({'Best Director'}),0.047775947281713346,0.2591982427237781,0.029104887424492038,0.6091954022988506,2.3503068381063708,1.0,0.016721445844608072,1.8955809671479797,0.6033492198211138,0.10474308300395258,0.47245724802535727,0.3607417689460355
frozenset({'Best Director'}),"frozenset({'Best Actress', 'Best Actor'})",0.2591982427237781,0.047775947281713346,0.029104887424492038,0.11228813559322036,2.3503068381063708,1.0,0.016721445844608072,1.0726724412482849,0.7755430297774731,0.10474308300395258,0.06774895900533695,0.3607417689460355
frozenset({'Best Actor'}),"frozenset({'Best Director', 'Best Actress'})",0.2531576057111477,0.08072487644151564,0.029104887424492038,0.11496746203904556,1.4241887644428706,1.0,0.008668770983229705,1.0386907646089738,0.39880688124306346,0.09549549549549549,0.037249550999463546,0.2377558398630602
"frozenset({'Best Actress', 'Best Actor'})",frozenset({'Best Original Screenplay'}),0.047775947281713346,0.19769357495881384,0.01043382756727073,0.21839080459770113,1.1046934865900382,1.0,0.0009888297521049947,1.0264802790968117,0.09952649790566377,0.04439252336448598,0.025797163020132612,0.13558429118773946
"frozenset({'Best Actress', 'Best Original Screenplay'})",frozenset({'Best Actor'}),0.03898956617243273,0.2531576057111477,0.01043382756727073,0.2676056338028169,1.0570712779933396,1.0,0.0005633223473413031,1.0197271152790097,0.05618045112781961,0.03703703703703704,0.01934548467274233,0.1544101921725581
frozenset({'Best Actor'}),"frozenset({'Best Actress', 'Best Original Screenplay'})",0.2531576057111477,0.03898956617243273,0.01043382756727073,0.04121475054229935,1.0570712779933398,1.0,0.0005633223473413031,1.0023208370916483,0.0722910216718267,0.03703703703703704,0.0023154632785869246,0.1544101921725581
frozenset({'Best Original Screenplay'}),"frozenset({'Best Actress', 'Best Actor'})",0.19769357495881384,0.047775947281713346,0.01043382756727073,0.05277777777777778,1.1046934865900382,1.0,0.0009888297521049947,1.0052805248638803,0.11812385172376523,0.04439252336448598,0.0052527873894655875,0.13558429118773946
"frozenset({'Best Actress', 'Best Actor'})",frozenset({'Best Picture'}),0.047775947281713346,0.31466227347611203,0.034047226798462386,0.7126436781609196,2.26478907143287,1.0,0.019013938609323593,2.3849752883031305,0.5864772854113183,0.10367892976588629,0.5807084438549955,0.4104230607209484
"frozenset({'Best Actress', 'Best Picture'})",frozenset({'Best Actor'}),0.09170785282811642,0.2531576057111477,0.034047226798462386,0.37125748502994016,1.4665073324067703,1.0,0.010830686351586127,1.1878350461546507,0.3502262355189766,0.10954063604240286,0.1581322648820008,0.25287386182082694
frozenset({'Best Actor'}),"frozenset({'Best Actress', 'Best Picture'})",0.2531576057111477,0.09170785282811642,0.034047226798462386,0.1344902386117137,1.4665073324067703,1.0,0.010830686351586127,1.0494302753038556,0.425936907020873,0.10954063604240286,0.04710200998302941,0.25287386182082694
frozenset({'Best Picture'}),"frozenset({'Best Actress', 'Best Actor'})",0.31466227347611203,0.047775947281713346,0.034047226798462386,0.10820244328097732,2.2647890714328702,1.0,0.019013938609323593,1.0677580865118947,0.8148650744416873,0.10367892976588629,0.0634582752102997,0.4104230607209484
"frozenset({'Best Supporting Actor', 'Best Actress'})",frozenset({'Best Actor'}),0.047775947281713346,0.2531576057111477,0.015925315760571115,0.3333333333333333,1.316702819956616,1.0,0.0038304713361505486,1.1202635914332781,0.25259515570934254,0.055876685934489405,0.1073529411764706,0.19812002892263195
"frozenset({'Best Actress', 'Best Actor'})",frozenset({'Best Supporting Actor'}),0.047775947281713346,0.22679846238330587,0.015925315760571115,0.3333333333333333,1.4697336561743342,1.0,0.005089804378172648,1.159802306425041,0.33564013840830453,0.06157112526539278,0.1377840909090909,0.20177562550443906
frozenset({'Best Supporting Actor'}),"frozenset({'Best Actress', 'Best Actor'})",0.22679846238330587,0.047775947281713346,0.015925315760571115,0.0702179176755448,1.4697336561743344,1.0,0.005089804378172648,1.0241368066996157,0.4133522727272728,0.06157112526539278,0.023567951607362796,0.20177562550443906
frozenset({'Best Actor'}),"frozenset({'Best Supporting Actor', 'Best Actress'})",0.2531576057111477,0.047775947281713346,0.015925315760571115,0.06290672451193059,1.3167028199566162,1.0,0.0038304713361505486,1.01614650070169,0.3220588235294118,0.055876685934489405,0.015889933873255827,0.19812002892263195
"frozenset({'Best Actress', 'Best Actor'})",frozenset({'Best Supporting Actress'}),0.047775947281713346,0.2213069741900055,0.015925315760571115,0.3333333333333333,1.5062034739454093,1.0,0.005352165428593916,1.1680395387149916,0.35294117647058815,0.06290672451193058,0.14386459802538784,0.20264681555004135
frozenset({'Best Supporting Actress'}),"frozenset({'Best Actress', 'Best Actor'})",0.2213069741900055,0.047775947281713346,0.015925315760571115,0.07196029776674938,1.5062034739454093,1.0,0.005352165428593916,1.0260596076082074,0.4315937940761636,0.06290672451193058,0.025397752152970365,0.20264681555004135
"frozenset({'Best Adapted Screenplay', 'Best Cinematography'})",frozenset({'Best Actor'}),0.040637012630422846,0.2531576057111477,0.014827018121911038,0.36486486486486486,1.4412557894119717,1.0,0.004539449301139522,1.1758795144122356,0.3191290890203312,0.0531496062992126,0.1495727344992051,0.2117165972914346
"frozenset({'Best Cinematography', 'Best Actor'})",frozenset({'Best Adapted Screenplay'}),0.07742998352553541,0.1356397583745195,0.014827018121911038,0.19148936170212766,1.4117495046946333,1.0,0.004324433865564388,1.069077140957831,0.31613756613756616,0.07479224376731303,0.06461380410392278,0.15040055129640795
frozenset({'Best Adapted Screenplay'}),"frozenset({'Best Cinematography', 'Best Actor'})",0.1356397583745195,0.07742998352553541,0.014827018121911038,0.10931174089068825,1.4117495046946336,1.0,0.004324433865564388,1.0357945184963306,0.337427643653819,0.07479224376731303,0.03455754771544245,0.15040055129640795
frozenset({'Best Actor'}),"frozenset({'Best Adapted Screenplay', 'Best Cinematography'})",0.2531576057111477,0.040637012630422846,0.014827018121911038,0.05856832971800434,1.4412557894119715,1.0,0.004539449301139522,1.019046859855703,0.4099400871459696,0.0531496062992126,0.018690857708349114,0.2117165972914346
"frozenset({'Best Adapted Screenplay', 'Best Director'})",frozenset({'Best Actor'}),0.05656232839099396,0.2531576057111477,0.026908292147171883,0.4757281553398058,1.8791778110060442,1.0,0.012589108518260178,1.4245327150324405,0.4959017367133116,0.09514563106796117,0.29801541976013707,0.2910094138954994
"frozenset({'Best Adapted Screenplay', 'Best Actor'})",frozenset({'Best Director'}),0.04612850082372323,0.2591982427237781,0.026908292147171883,0.5833333333333333,2.250529661016949,1.0,0.01495186579418047,1.7779242174629322,0.5825314581791265,0.09664694280078896,0.4375463306152705,0.3435734463276836
"frozenset({'Best Director', 'Best Actor'})",frozenset({'Best Adapted Screenplay'}),0.11257550796265788,0.1356397583745195,0.026908292147171883,0.23902439024390243,1.762200059247556,1.0,0.011638577448228172,1.1358580098283557,0.4873964437260052,0.12158808933002481,0.11960826850962282,0.21870247852276092
frozenset({'Best Adapted Screenplay'}),"frozenset({'Best Director', 'Best Actor'})",0.1356397583745195,0.11257550796265788,0.026908292147171883,0.19838056680161942,1.762200059247556,1.0,0.011638577448228172,1.1070396441071892,0.500401939683116,0.12158808933002481,0.09668998276345853,0.21870247852276092
frozenset({'Best Director'}),"frozenset({'Best Adapted Screenplay', 'Best Actor'})",0.2591982427237781,0.04612850082372323,0.026908292147171883,0.1038135593220339,2.250529661016949,1.0,0.01495186579418047,1.0643672520359402,0.7500794239118923,0.09664694280078896,0.06047466409062966,0.3435734463276836
frozenset({'Best Actor'}),"frozenset({'Best Adapted Screenplay', 'Best Director'})",0.2531576057111477,0.05656232839099396,0.026908292147171883,0.10629067245119306,1.8791778110060442,1.0,0.012589108518260178,1.0556426374071646,0.6264405762304922,0.09514563106796117,0.052709729064972385,0.2910094138954994
"frozenset({'Best Adapted Screenplay', 'Best Actor'})",frozenset({'Best Picture'}),0.04612850082372323,0.31466227347611203,0.036243822075782535,0.7857142857142856,2.497008227374719,1.0,0.021728923134545077,3.1982427237781423,0.6285131103783953,0.11167512690355329,0.6873282967032964,0.450448765893792
"frozenset({'Best Adapted Screenplay', 'Best Picture'})",frozenset({'Best Actor'}),0.07962657880285558,0.2531576057111477,0.036243822075782535,0.4551724137931034,1.797980402423517,1.0,0.01608574803508159,1.3707866730618175,0.4822177623490273,0.12222222222222222,0.2704918864097363,0.29916972099633476
"frozenset({'Best Actor', 'Best Picture'})",frozenset({'Best Adapted Screenplay'}),0.13289401427786932,0.1356397583745195,0.036243822075782535,0.2727272727272727,2.010673536989326,1.0,0.018218110089712396,1.1884953322350358,0.5796917880515093,0.15602836879432622,0.1585999768973085,0.2699668752300331
frozenset({'Best Adapted Screenplay'}),"frozenset({'Best Actor', 'Best Picture'})",0.1356397583745195,0.13289401427786932,0.036243822075782535,0.2672064777327935,2.010673536989326,1.0,0.018218110089712396,1.1832882788583772,0.5815332486234646,0.15602836879432622,0.15489740085586884,0.2699668752300331
frozenset({'Best Actor'}),"frozenset({'Best Adapted Screenplay', 'Best Picture'})",0.2531576057111477,0.07962657880285558,0.036243822075782535,0.14316702819956617,1.797980402423517,1.0,0.01608574803508159,1.0741573346123634,0.59426247771836,0.12222222222222222,0.06903768398055489,0.29916972099633476
frozenset({'Best Picture'}),"frozenset({'Best Adapted Screenplay', 'Best Actor'})",0.31466227347611203,0.04612850082372323,0.036243822075782535,0.11518324607329843,2.497008227374719,1.0,0.021728923134545077,1.0780441203708218,0.8747814685314684,0.11167512690355329,0.07239418025300888,0.450448765893792
"frozenset({'Best Adapted Screenplay', 'Best Supporting Actor'})",frozenset({'Best Actor'}),0.040087863811092805,0.2531576057111477,0.015925315760571115,0.3972602739726028,1.569221168989392,1.0,0.005776768140080296,1.2390794268883232,0.3778900023672375,0.05742574257425743,0.19294923448831594,0.23008349924226668
"frozenset({'Best Adapted Screenplay', 'Best Actor'})",frozenset({'Best Supporting Actor'}),0.04612850082372323,0.22679846238330587,0.015925315760571115,0.34523809523809523,1.522224143894846,1.0,0.005463442701703628,1.1808896210873145,0.3596569590852242,0.06196581196581197,0.15318080357142858,0.20772800645682002
"frozenset({'Best Supporting Actor', 'Best Actor'})",frozenset({'Best Adapted Screenplay'}),0.071389346512905,0.1356397583745195,0.015925315760571115,0.22307692307692306,1.6446278417938336,1.0,0.006242082049045835,1.1125428852605195,0.42209262015946486,0.08333333333333333,0.10115824455087477,0.17024291497975708
frozenset({'Best Adapted Screenplay'}),"frozenset({'Best Supporting Actor', 'Best Actor'})",0.1356397583745195,0.071389346512905,0.015925315760571115,0.11740890688259109,1.6446278417938336,1.0,0.006242082049045835,1.052141428492259,0.45346799281426625,0.08333333333333333,0.0495574331361315,0.17024291497975708
frozenset({'Best Supporting Actor'}),"frozenset({'Best Adapted Screenplay', 'Best Actor'})",0.22679846238330587,0.04612850082372323,0.015925315760571115,0.0702179176755448,1.5222241438948463,1.0,0.005463442701703628,1.0259086696869852,0.4436961206896552,0.06196581196581197,0.025254362744483064,0.20772800645682002
frozenset({'Best Actor'}),"frozenset({'Best Adapted Screenplay', 'Best Supporting Actor'})",0.2531576057111477,0.040087863811092805,0.015925315760571115,0.06290672451193059,1.569221168989392,1.0,0.005776768140080296,1.024350682368255,0.48569979716024353,0.05742574257425743,0.023771822274728613,0.23008349924226668
"frozenset({'Best Supporting Actress', 'Best Adapted Screenplay'})",frozenset({'Best Actor'}),0.043382756727073035,0.2531576057111477,0.019220208676551345,0.44303797468354433,1.7500480518410721,1.0,0.00823753385437635,1.3409215715640757,0.44802361817287195,0.06930693069306931,0.2542442293373046,0.2594799417886268
"frozenset({'Best Supporting Actress', 'Best Actor'})",frozenset({'Best Adapted Screenplay'}),0.071389346512905,0.1356397583745195,0.019220208676551345,0.2692307692307692,1.9848956711304888,1.0,0.009536974965026064,1.182808751698026,0.5343414716566697,0.1023391812865497,0.15455478447854556,0.2054655870445344
"frozenset({'Best Adapted Screenplay', 'Best Actor'})",frozenset({'Best Supporting Actress'}),0.04612850082372323,0.2213069741900055,0.019220208676551345,0.41666666666666663,1.8827543424317614,1.0,0.009011649735331981,1.3349023299599905,0.49153713298791013,0.07743362831858407,0.25088152327221436,0.25175765095119934
frozenset({'Best Supporting Actress'}),"frozenset({'Best Adapted Screenplay', 'Best Actor'})",0.2213069741900055,0.04612850082372323,0.019220208676551345,0.08684863523573201,1.8827543424317617,1.0,0.009011649735331981,1.0445929732827162,0.6021156558533145,0.07743362831858407,0.0426893291676845,0.25175765095119934
frozenset({'Best Adapted Screenplay'}),"frozenset({'Best Supporting Actress', 'Best Actor'})",0.1356397583745195,0.071389346512905,0.019220208676551345,0.1417004048582996,1.9848956711304888,1.0,0.009536974965026064,1.0819190160910965,0.5740606280631693,0.1023391812865497,0.07571640286632972,0.2054655870445344
frozenset({'Best Actor'}),"frozenset({'Best Supporting Actress', 'Best Adapted Screenplay'})",0.2531576057111477,0.043382756727073035,0.019220208676551345,0.07592190889370933,1.750048051841072,1.0,0.00823753385437635,1.0352125566873693,0.5738655462184875,0.06930693069306931,0.034014808321150794,0.2594799417886268
