Popularity,Vote_Average,IMDb_Rating
6.0,5.9,6.5
57.8,7.6,7.8
8.9,7.0,7.2
8.0,6.9,7.3
1.2,6.0,6.7
9.1,7.7,8.1
45.7,8.4,8.5
1.6,6.8,7.0
5.1,6.2,6.6
20.5,7.2,7.4
2.6,5.2,6.5
2.7,5.7,6.3
8.1,7.3,7.9
1.7,6.7,7.1
50.9,7.8,7.7
19.0,8.3,8.6
69.6,8.2,8.5
19.9,7.8,8.0
12.7,7.7,7.9
11.5,7.8,7.7
14.4,7.3,7.8
23.3,7.3,7.6
57.8,8.2,8.1
8.0,7.5,7.6
19.3,7.1,7.4
25.6,6.9,7.1
3.0,6.7,7.0
8.4,6.9,7.2
16.9,7.0,7.1
23.6,7.0,7.1
12.7,6.7,7.2
4.9,7.1,7.3
33.7,8.1,8.4
32.8,7.5,7.6
6.2,7.0,7.5
14.7,6.4,6.9
5.2,6.7,7.1
16.8,6.9,7.2
29.2,7.1,7.3
24.9,7.9,7.9
15.7,7.5,7.6
22.9,6.7,6.8
8.8,6.8,7.2
30.9,7.6,7.5
3.6,6.2,6.6
26.2,7.1,7.4
18.5,7.4,7.5
10.9,7.2,7.6
15.6,7.3,7.7
0.9,6.0,6.5
29.0,7.3,7.5
23.6,7.6,7.5
11.5,6.6,7.0
30.2,7.4,7.4
30.7,7.7,8.0
4.9,6.1,6.6
24.3,7.2,7.7
15.1,7.3,7.5
17.3,7.0,7.4
20.3,7.4,7.7
13.2,7.7,8.0
18.1,6.8,7.1
59.7,7.6,7.8
16.5,7.6,7.9
24.2,7.0,7.2
19.6,7.4,7.5
50.9,7.8,7.7
6.1,6.8,7.7
112.6,8.6,9.0
18.3,7.4,7.3
38.4,8.3,8.6
120.3,8.5,8.9
19.3,7.8,8.1
18.0,7.2,7.3
19.2,7.2,7.5
16.7,7.9,8.1
15.8,7.2,7.5
9.8,6.8,7.5
19.1,6.5,6.6
19.6,7.4,7.5
14.8,6.3,6.5
8.0,7.4,7.6
23.1,7.7,7.7
6.9,6.9,7.3
35.7,7.5,7.7
11.0,7.7,8.0
12.6,7.1,7.4
9.2,6.8,7.0
63.7,7.4,7.6
18.6,7.0,7.1
13.3,7.9,8.1
46.6,7.9,8.0
3.0,6.8,6.8
12.7,7.7,7.9
17.4,7.0,7.3
8.7,5.9,6.6
24.3,6.8,7.2
19.4,7.8,7.9
4.7,6.8,7.3
2.0,6.4,6.7
36.4,7.6,7.8
19.8,6.9,7.2
31.9,7.0,7.3
3.7,6.3,7.0
13.6,7.6,7.6
14.7,7.5,7.8
36.0,7.9,8.0
61.7,7.7,8.0
6.9,6.3,7.1
9.3,7.2,7.6
19.4,6.7,7.0
29.4,7.3,7.4
14.0,6.7,7.0
19.0,8.3,8.6
12.0,6.5,6.6
19.6,7.4,6.9
10.3,7.7,7.9
15.3,6.6,6.9
8.6,7.6,8.0
10.0,6.5,7.2
16.0,7.7,7.9
1.6,5.9,6.2
21.9,7.5,7.9
2.2,6.3,6.3
4.3,6.5,6.9
12.2,7.0,7.1
30.2,7.4,7.4
4.7,6.2,6.2
10.6,6.8,7.3
57.3,7.4,7.6
24.7,7.1,6.8
29.8,7.9,8.2
12.5,7.3,7.8
69.6,8.2,8.5
17.1,6.5,6.6
19.3,7.2,7.4
1.5,5.5,6.1
34.2,7.4,7.7
18.9,7.6,7.6
37.9,7.0,7.3
6.5,6.5,6.9
10.6,6.7,6.9
42.4,7.2,7.8
3.0,7.0,7.3
4.2,5.6,5.5
18.2,7.6,7.9
10.6,6.7,7.1
26.5,7.4,7.6
10.3,7.3,7.6
13.4,6.4,6.6
2.6,5.8,6.1
33.1,8.0,8.3
146.9,8.5,9.0
15.1,7.0,7.2
9.2,7.0,7.4
12.4,7.4,7.5
12.8,7.2,7.5
20.5,7.8,7.7
8.3,6.6,7.1
9.1,6.5,6.9
7.6,5.2,5.6
24.3,7.5,7.5
15.6,6.1,5.9
15.3,6.8,7.0
29.6,8.0,8.2
11.9,7.0,7.4
24.4,7.6,7.7
5.3,6.5,6.7
7.4,7.0,7.7
7.8,6.4,7.0
15.1,6.7,6.8
11.8,6.8,7.2
2.6,5.8,6.8
15.3,7.4,7.7
17.9,7.1,7.2
35.8,7.3,7.5
17.9,7.1,7.2
3.0,7.0,7.3
16.8,6.6,6.8
2.6,5.5,6.3
13.7,7.5,8.0
99.4,7.7,8.0
4.0,6.8,7.4
88.5,6.9,7.1
4.0,6.8,7.4
8.7,5.9,6.6
13.6,6.8,7.1
4.1,6.9,7.1
17.1,6.5,6.6
20.5,7.8,7.7
10.5,6.7,7.0
15.9,7.6,7.7
6.5,7.2,7.3
5.4,7.0,6.9
8.8,7.0,7.2
18.0,6.5,7.0
108.1,8.6,9.0
12.3,6.9,6.3
6.8,7.2,7.7
11.3,6.8,7.2
4.4,6.8,7.1
15.3,7.4,7.7
112.6,8.6,9.0
11.2,7.3,7.9
8.4,7.5,7.5
8.7,7.0,7.3
19.9,7.1,7.4
8.6,6.6,7.5
8.0,6.5,6.8
8.9,6.3,6.9
41.7,7.5,7.6
12.9,7.1,7.7
46.9,8.0,8.1
26.0,7.8,7.7
8.5,6.6,6.8
15.7,7.2,7.5
20.9,7.4,7.6
32.8,7.5,7.6
12.8,7.4,7.8
3.1,6.7,6.8
16.9,7.1,7.5
7.6,5.2,5.6
13.0,7.7,7.7
109.9,8.5,8.5
29.0,7.3,7.5
13.7,7.5,7.8
10.7,6.7,7.3
18.3,7.7,8.0
23.9,7.4,7.7
7.7,7.3,7.5
22.0,7.2,7.3
3.2,6.4,6.3
17.4,7.9,8.0
11.1,7.8,8.1
4.5,6.5,7.5
17.9,7.0,7.2
19.3,7.2,7.4
45.4,7.8,7.6
35.7,7.5,7.7
17.1,7.0,7.2
6.0,6.7,7.3
11.1,7.5,7.8
3.7,6.3,6.8
307.8,7.3,6.4
5.7,6.1,6.4
10.9,7.3,7.5
7.1,7.6,7.9
15.7,6.8,7.1
18.8,7.3,7.7
56.4,8.2,8.4
14.8,6.3,6.5
20.0,7.5,7.8
58.7,8.1,8.2
2.8,5.7,6.3
8.9,7.0,7.2
13.4,7.6,7.9
6.4,6.8,7.3
2.8,5.2,6.3
11.6,7.3,7.5
10.7,7.3,7.7
35.4,7.5,7.8
136.7,8.0,8.3
29.8,7.9,8.2
17.9,7.0,7.4
21.0,7.3,7.4
21.5,7.3,7.4
14.1,7.0,7.1
2.5,5.9,6.5
14.5,7.8,8.1
8.5,6.6,7.1
17.1,6.8,7.2
38.4,7.1,7.7
8.9,7.0,7.2
9.4,7.1,7.7
176.2,8.7,9.2
29.3,7.6,7.8
26.9,7.3,7.5
6.6,6.9,6.9
9.4,7.1,8.1
20.4,6.9,7.4
30.4,7.2,7.5
13.6,7.1,7.6
18.9,7.3,7.6
1.4,6.2,7.0
23.3,7.3,7.6
13.2,7.7,8.0
10.6,6.7,6.9
21.1,7.6,7.9
24.7,8.1,8.2
11.1,6.5,6.8
4.2,6.5,6.9
9.8,7.0,7.6
10.2,6.8,7.3
26.2,6.6,6.8
9.2,7.3,7.7
17.6,6.6,6.6
2.0,6.2,6.3
2.1,5.6,6.5
17.5,6.7,7.1
13.0,6.8,6.7
7.2,6.0,6.7
5.0,6.5,7.0
19.0,7.7,8.0
9.7,7.5,7.7
15.1,7.3,7.5
8.1,7.0,7.4
52.1,7.5,7.7
21.0,7.7,7.8
17.5,7.3,6.7
2.3,6.6,7.3
11.9,7.0,7.4
9.9,7.1,7.4
1079.0,7.1,7.3
5.6,6.7,7.0
56.7,8.0,8.2
23.6,7.3,7.2
9.6,7.3,7.6
18.3,6.8,7.3
26.3,8.0,8.1
3.8,7.2,7.5
120.3,8.5,8.9
109.9,8.5,8.5
13.4,6.2,6.1
14.1,7.2,7.1
10.6,6.3,6.7
24.5,7.4,7.7
1.5,5.9,6.4
6.6,7.1,7.7
1079.0,7.1,7.3
98.2,8.1,7.8
14.4,7.1,7.5
11.7,6.1,6.3
69.6,8.2,8.5
1520.3,7.9,8.4
9.8,7.3,7.5
127.9,8.5,8.8
13.6,7.6,7.6
4.3,6.5,6.9
56.7,8.0,8.2
31.4,7.5,7.8
1.6,6.6,6.8
7.1,6.5,7.2
64.8,8.4,8.5
23.6,7.6,7.8
58.6,8.1,8.2
5.4,6.8,7.5
42.4,7.9,8.1
3.1,5.5,7.4
109.2,7.0,6.8
35.7,7.5,7.7
2.5,6.5,6.9
26.2,7.1,7.4
16.5,7.0,7.2
10.9,6.6,7.1
12.0,6.9,7.3
17.9,7.5,7.9
8.8,6.0,6.4
8.0,6.5,7.0
36.4,7.5,8.0
8.6,6.9,7.4
8.6,7.5,7.8
9.5,6.6,6.9
5.0,6.5,7.2
8.6,6.0,6.2
8.3,7.0,7.7
17.9,7.1,7.2
20.0,7.8,8.1
9.8,7.0,7.6
7.5,7.6,7.6
1520.3,7.9,8.4
4.0,6.8,7.0
3.4,5.9,6.3
67.3,8.1,7.8
1.9,5.0,7.542690875
69.6,8.2,8.5
4.5,6.5,7.5
3.7,6.3,7.0
21.5,7.3,7.4
33.4,7.1,7.5
27.3,7.7,7.6
44.1,7.9,8.2
13.8,7.1,7.6
70.7,8.1,8.2
1520.3,7.9,8.4
7.2,6.9,7.2
15.4,7.0,7.5
7.7,6.7,7.0
14.3,6.8,7.2
17.9,7.4,7.6
38.2,7.6,7.7
42.4,7.9,7.8
19.0,7.7,8.0
19.5,7.5,7.8
11.1,6.5,6.6
19.2,7.5,7.7
14.7,7.5,7.8
5.8,6.7,7.1
60.6,7.4,7.3
15.8,7.5,7.8
139.4,8.4,8.8
7.2,6.9,7.2
5.3,5.9,6.1
7.2,7.0,7.6
12.4,6.7,7.1
9.4,7.1,7.7
34.6,7.6,7.6
24.7,6.8,6.9
21.7,7.3,7.5
38.1,7.5,7.7
120.3,8.5,8.9
135.8,7.9,8.1
13.4,7.7,7.9
19.6,7.4,7.5
12.0,6.4,6.8
9.0,6.3,6.3
220.4,6.9,7.2
8.9,6.3,6.9
14.4,7.4,7.5
69.6,8.2,8.5
12.0,7.6,8.0
20.3,7.4,7.7
18.2,7.6,7.9
165.4,7.9,7.9
19.4,7.3,7.3
4.6,7.1,7.5
20.9,6.9,7.3
9.8,6.9,7.4
34.2,7.0,7.3
21.2,7.9,8.1
4.1,6.8,6.5
29.2,8.0,8.3
11.9,7.8,8.1
8.1,7.4,7.5
1.8,7.0,7.3
7.5,6.3,6.6
15.1,7.1,7.4
1.6,5.2,6.0
21.8,7.2,7.3
10.6,7.3,7.6
3.3,6.5,7.1
64.1,7.8,8.1
1.7,4.9,6.0
9.7,5.7,5.9
35.7,7.8,7.8
13.2,7.7,8.0
13.6,7.6,7.6
0.9,5.0,6.2
32.4,8.1,8.3
8.9,7.0,7.2
5.9,6.5,6.8
16.9,7.4,7.5
63.7,7.4,7.6
12.7,7.8,8.0
1.3,5.6,6.4
13.0,6.9,7.2
6.7,6.9,7.5
40.1,8.1,8.2
13.1,8.0,8.2
17.6,6.8,7.1
9.8,7.2,7.6
8.4,6.8,7.2
9.0,6.8,7.6
4.9,5.8,5.7
5.3,6.7,7.2
22.3,7.6,7.1
7.7,7.3,7.5
47.7,7.9,8.2
13.0,6.8,7.2
32.0,7.4,7.5
95.6,7.9,8.0
1.2,6.3,6.3
3.0,6.7,7.0
10.2,7.5,7.9
21.1,7.5,7.6
3.3,6.5,7.2
20.5,7.8,7.7
7.3,6.7,7.0
95.6,7.9,8.0
11.7,7.2,7.7
13.4,7.6,7.9
14.3,7.1,7.4
13.9,7.3,7.5
2.5,6.6,6.6
27.5,7.6,8.0
19.5,7.2,7.5
5.5,6.6,7.2
15.6,7.1,7.1
9.3,7.3,7.9
10.1,6.8,6.7
5.1,6.5,6.8
8.9,6.4,6.7
37.1,7.2,7.3
47.7,7.9,8.2
255.2,7.1,7.4
11.6,7.2,7.4
26.9,7.3,7.5
10.7,6.4,6.5
25.5,7.8,7.8
48.9,6.7,6.8
35.8,7.3,7.5
105.1,7.8,8.2
56.9,8.1,8.3
80.3,8.0,8.4
23.1,7.1,7.4
41.7,7.5,7.6
81.1,7.7,8.0
15.6,7.7,8.0
7.1,6.9,7.4
11.0,7.5,7.6
9.1,6.3,6.7
12.6,7.1,7.4
9.2,7.0,7.4
9.0,6.7,6.7
14.0,6.8,7.0
12.6,7.1,7.4
20.1,7.1,7.4
43.6,7.8,8.0
12.0,6.4,6.8
20.9,6.9,7.1
3.4,6.1,7.0
30.9,7.6,7.5
73.7,8.2,8.6
12.4,7.3,7.5
13.8,7.1,7.6
177.9,8.7,9.3
62.3,8.2,8.5
2.9,4.7,5.7
9.4,6.8,7.3
33.1,8.0,8.3
7.2,6.8,7.4
8.3,7.3,7.5
23.4,7.5,7.5
13.1,6.7,7.1
7.8,6.9,7.1
31.6,8.0,8.1
26.4,7.7,7.7
41.9,7.6,7.8
13.4,7.4,7.6
31.1,8.0,8.3
2.5,6.0,6.4
6.7,6.7,7.6
21.6,7.2,7.4
52.7,8.0,8.1
11.5,6.6,7.0
3.1,5.6,6.4
15.6,7.8,7.9
12.1,8.0,8.1
10.7,6.2,6.9
24.7,7.6,7.9
9.7,6.8,7.3
7.0,6.5,6.8
8.4,7.5,7.5
11.7,7.0,7.4
7.1,6.5,7.0
78.8,7.9,8.2
6.7,5.8,6.3
7.4,7.0,7.7
122.5,8.0,8.2
21.0,7.5,7.6
110.0,7.3,7.8
13.0,6.7,7.2
22.1,7.7,7.8
4.5,5.6,6.8
9.7,6.6,6.9
19.4,6.7,7.0
30.9,7.9,8.1
120.3,8.5,8.9
4.0,6.7,6.9
8.1,6.8,7.2
16.2,7.5,7.8
19.2,7.2,7.5
36.5,7.7,7.6
13.2,7.7,8.0
8.1,7.0,7.4
25.6,6.8,6.8
5.9,5.5,5.8
71.2,7.8,7.8
25.6,6.8,6.8
9.9,6.9,7.3
9.9,7.2,7.6
48.1,7.4,7.7
167.1,8.5,9.0
6.5,6.5,7.1
42.0,7.5,7.9
20.5,7.2,7.4
24.3,6.8,7.2
3.8,6.2,6.5
14.8,7.8,8.1
11.8,6.4,6.7
22.9,8.2,8.3
19.8,7.5,7.8
19.8,6.9,7.2
3.7,5.8,6.9
0.7,5.0,5.6
10.6,7.0,7.2
12.7,7.7,7.9
8.5,6.7,7.6
24.3,7.5,7.5
2.9,6.5,7.4
43.6,7.8,8.0
20.9,6.9,7.3
11.8,6.2,6.6
15.9,7.6,7.7
109.9,8.5,8.5
11.4,7.6,8.0
40.7,8.2,8.3
3.7,5.1,6.1
16.9,7.0,7.1
20.4,7.5,7.8
4.9,7.1,7.3
191.4,5.6,8.1
20.7,7.7,7.7
12.7,6.5,6.9
78.7,8.5,9.0
23.3,7.3,7.6
8.7,7.0,7.3
21.9,7.5,7.9
76.2,8.2,8.2
9.2,7.0,7.6
29.6,8.0,8.2
21.7,6.3,6.3
33.4,7.6,7.8
10.4,7.3,7.7
4.5,7.1,7.9
3.4,5.7,6.4
27.5,7.6,8.0
29.4,8.0,8.3
7.5,6.9,7.3
117.2,8.2,8.6
18.0,7.0,7.1
24.3,7.2,7.7
31.9,7.0,7.3
18.3,7.0,7.0
7.7,7.8,8.2
7.5,7.0,7.2
8.6,7.2,7.7
3.5,5.8,6.2
33.7,7.6,7.8
43.1,7.2,7.1
26.4,7.7,7.7
12.4,6.9,7.4
12.4,6.9,7.1
10.3,7.4,7.6
14.6,6.9,7.3
38.4,7.1,7.2
38.9,7.5,7.8
32.7,7.7,8.0
15.6,7.3,7.7
32.7,7.7,8.0
30.7,6.7,6.8
9.1,6.4,6.6
26.8,7.9,8.0
8.1,7.3,7.9
18.1,7.7,8.0
3.2,6.6,6.0
24.5,7.4,7.7
2.6,7.4,7.5
39.0,7.2,7.7
15.3,6.6,7.3
9.5,6.9,7.2
29.2,6.5,6.8
6.7,6.6,7.3
30.6,7.5,7.6
9.0,6.3,6.3
1.4,6.6,7.2
24.3,7.5,7.5
35.3,7.4,7.7
10.9,7.9,8.1
22.1,7.7,7.8
28.3,6.8,7.3
6.9,7.3,7.6
55.9,7.4,7.6
23.1,7.3,7.5
21.2,7.9,8.1
6.1,6.6,6.9
13.4,7.1,7.3
26.3,7.0,7.5
52.1,7.5,7.7
112.6,8.6,9.0
13.9,7.3,7.5
4.4,7.5,7.2
22.9,7.9,8.1
81.4,8.1,8.3
32.7,7.7,8.0
1.9,6.4,7.1
10.6,7.2,7.5
30.2,7.4,7.4
20.4,6.9,7.4
7.0,6.5,6.8
2.6,6.1,6.5
37.1,7.2,7.3
9.2,7.9,8.0
18.3,7.7,8.0
38.4,7.7,8.1
38.2,7.5,7.6
11.2,6.9,7.4
31.6,8.0,8.1
9.8,6.6,7.0
56.1,7.4,7.8
2.1,5.6,6.5
23.3,7.3,7.6
5.4,7.2,7.6
13.6,7.6,8.0
11.7,6.6,7.1
7.7,6.6,7.4
12.2,7.5,8.0
12.0,6.5,6.9
26.0,7.8,7.7
5.7,6.8,7.0
1.1,5.6,6.5
81.8,8.2,8.3
29.1,7.7,7.9
11.4,7.2,7.7
17.3,7.0,6.8
30.4,6.2,6.9
19.5,7.5,7.8
7.6,6.5,6.8
177.9,8.7,9.3
73.6,7.4,7.6
22.9,8.2,8.3
13.0,6.9,7.3
18.3,7.7,8.0
14.8,7.8,8.1
8.8,7.4,7.8
7.5,6.9,7.3
5.3,6.7,7.2
3.4,6.4,6.7
130.7,8.1,8.3
5.0,6.2,7.0
21.0,7.3,7.3
13.5,7.0,7.0
1.4,6.4,6.7
9.0,6.9,7.2
10.5,7.1,7.6
50.0,8.0,7.9
26.3,8.0,8.1
112.6,8.6,9.0
23.6,8.1,8.0
27.6,7.2,7.5
28.9,8.0,8.4
11.8,7.0,7.3
9.6,6.7,6.9
16.7,7.2,7.3
23.9,6.7,6.6
9.6,7.2,7.4
22.9,7.8,8.1
41.3,7.8,7.9
9.1,7.4,7.6
6.7,6.7,7.6
2.5,6.6,6.7
15.1,7.3,7.5
51.3,7.8,8.1
12.9,6.5,6.7
12.0,7.6,8.0
2.6,6.9,7.2
7.3,6.3,6.7
12.1,7.2,7.5
9.2,7.9,8.0
11.7,7.1,7.2
9.2,5.9,6.1
8.4,6.0,6.4
12.9,6.5,6.7
19.7,8.0,8.1
22.0,7.2,7.3
6.6,7.1,7.7
26.2,7.0,7.4
11.9,6.9,7.2
4.9,7.0,7.1
43.1,7.2,7.1
27.5,7.6,8.0
10.6,7.3,7.6
19.9,7.4,7.8
6.7,6.3,6.6
10.1,6.3,6.6
768.0,7.0,7.8
10.3,7.4,7.6
15.8,7.5,7.8
1.0,5.8,5.5
31.1,8.2,8.5
4.9,6.8,7.3
9.8,6.7,6.8
14.0,7.0,7.3
11.9,7.0,7.4
25.7,7.8,8.2
9.5,6.6,7.0
6.2,7.0,7.1
32.0,8.1,8.2
19.9,7.8,8.0
11.9,6.7,6.9
1.2,6.6,7.2
30.7,7.4,7.4
12.7,7.7,8.0
44.5,7.7,8.1
16.3,6.7,7.0
4.0,7.6,7.5
16.8,7.0,7.2
6.8,6.6,7.0
26.8,7.3,7.6
8.1,6.4,7.0
23.3,7.3,7.6
7.1,6.9,7.6
48.0,7.2,7.3
14.7,7.5,7.8
12.2,7.6,7.9
14.3,7.6,7.9
11.7,7.1,7.5
6.9,6.2,6.5
20.3,7.4,7.8
5.6,6.6,7.2
40.3,7.4,7.8
4.0,6.4,7.0
40.3,7.4,7.8
13.8,7.5,7.6
21.0,6.7,7.0
17.3,7.0,7.4
40.1,8.1,8.2
2.5,6.1,6.9
4.9,7.3,7.4
7.6,6.9,7.3
13.7,7.5,8.0
2.2,6.3,5.8
4.3,7.3,7.2
11.5,7.1,7.5
28.2,7.6,7.3
109.2,7.0,6.8
4.2,6.7,7.1
11.0,6.5,6.5
10.9,7.9,8.0
0.6,6.2,7.1
7.5,6.9,7.3
23.0,7.1,7.4
11.0,6.8,7.1
18.1,6.8,7.1
108.1,8.6,9.0
7.7,6.7,7.0
9.3,6.7,7.0
47.0,8.4,8.6
38.2,7.5,7.6
25.9,6.9,7.2
4.5,6.5,7.5
14.1,7.3,7.6
1.4,6.6,7.2
2.1,6.0,6.9
15.1,7.0,7.2
20.6,7.3,7.4
8.5,7.0,7.4
50.9,7.8,7.7
81.6,8.5,8.7
38.4,7.1,7.7
9.9,6.8,7.2
26.8,7.9,8.0
30.7,7.7,8.0
2.6,5.3,5.5
44.5,7.7,8.1
19.2,7.5,7.8
46.0,8.0,8.2
21.0,7.8,8.0
44.1,7.9,8.2
10.5,7.0,7.3
16.5,7.4,7.6
15.9,7.5,7.8
10.2,7.2,7.2
9.7,6.6,6.9
26.0,7.8,7.7
3.3,6.5,7.1
12.6,7.5,7.8
16.3,7.1,7.3
117.2,8.2,8.6
12.2,7.6,7.9
7.1,6.5,7.2
1.4,5.8,5.6
13.4,7.1,7.4
19.0,7.8,8.1
10.9,7.2,7.6
12.0,7.8,8.1
19.5,7.1,7.3
8.8,6.8,7.1
18.9,7.6,7.6
9.7,7.1,7.7
7.8,6.2,6.6
11.5,6.6,6.7
141.7,7.7,7.9
20.4,6.9,7.4
51.3,7.8,8.1
20.9,7.0,7.5
19.7,8.0,8.1
30.6,6.5,6.8
45.5,7.4,7.9
4.0,6.7,6.9
2.3,6.1,6.8
9.7,7.2,7.5
16.3,6.9,6.9
81.6,8.5,8.7
11.0,6.3,7.0
21.1,7.5,7.6
11.2,7.1,7.1
9.5,7.2,7.5
85.7,7.9,8.3
26.1,7.6,8.0
26.6,7.6,7.6
2.8,6.5,6.9
14.3,7.0,7.1
3.9,6.9,7.2
77.0,7.6,7.9
45.5,7.4,7.9
7.3,6.4,6.4
14.6,6.8,7.2
122.5,8.0,8.2
13.0,6.8,7.2
14.2,7.3,7.7
17.9,7.1,7.2
34.3,7.1,7.5
19.4,7.7,8.0
15.1,6.7,6.8
13.4,7.0,7.0
9.8,6.7,7.4
8.9,6.3,6.8
38.2,7.5,7.6
14.3,7.0,7.1
143.8,7.8,8.1
13.0,6.9,7.3
13.1,7.3,7.5
4.6,6.7,7.5
42.4,7.9,8.1
1.9,6.8,6.0
1.9,4.6,6.1
84.1,7.4,7.3
20.5,6.4,6.8
9.2,7.0,7.4
10.0,6.5,6.4
18.3,6.8,7.3
18.1,7.7,8.0
19.3,7.2,7.4
9.7,7.2,7.5
21.0,7.3,7.4
29.2,7.8,8.0
30.9,7.6,7.5
6.8,6.4,6.5
33.4,7.6,7.8
8.1,7.0,7.4
64.8,8.4,8.5
15.8,6.7,7.1
18.3,7.0,6.9
20.4,6.9,7.4
11.8,6.2,6.6
20.0,7.5,7.8
191.4,5.6,8.1
10.1,6.8,6.7
16.0,7.2,7.1
24.3,7.5,7.5
29.2,7.1,7.3
9.9,7.0,7.3
57.3,7.4,7.6
29.2,7.1,7.3
31.4,7.5,7.8
2.9,6.5,6.4
7.3,6.4,6.4
15.6,7.3,7.7
16.6,6.8,6.9
3.0,6.7,7.0
3.2,7.2,7.4
5.2,6.7,7.1
23.9,7.5,7.8
21.2,7.9,8.1
13.5,7.1,7.3
25.7,7.8,8.2
55.9,8.4,8.6
16.7,7.9,8.1
18.5,7.6,8.0
91.9,8.4,8.5
2.7,7.0,7.1
87.0075756795022,8.303120310485191,8.403120310485193
18.5,7.5,7.6
33.23409956422241,7.955300145259196,8.255300145259197
71.2,7.8,7.8
9.9,7.2,7.5
12.2,7.551909616855101,7.851909616855101
19.004075410609246,7.804075410609247,8.1
11.08360005190105,7.2327998961979,7.850800155703151
18.9,7.468417835053138,7.6
16.21744796796222,7.344965311974812,7.3174479679622175
14.3,7.3,7.8
18.5,7.6,7.93005883717469
19.2,7.5,7.8
94.1782454811863,8.092128989028879,8.192128989028879
13.268393024874136,7.034196512437068,7.3
13.0,6.952981740730333,7.3
69.44656743935697,8.174427906559496,8.44885581311899
17.361549833691935,6.825633444205375,7.287183277897312
69.6,8.2,8.5
7.408732331541472,6.3087323315414725,6.417464663082945
10.43233450882936,7.3,7.6838327455853195
6.489569430354231,7.2,7.304172227858308
10.5,6.895978905771199,7.195978905771199
29.2,7.8,8.0
19.13725640928419,7.8,8.1
10.2466384233919,6.59865536935676,7.10134463064324
81.55542053134272,8.175542053134272,8.291847351044758
7.1,6.380652272224766,7.37902159166285
17.3,7.0,7.4
22.9,7.9,8.1
23.1,7.361073484102673,7.540715656068449
14.568090481255387,6.70427144376616,7.120226203138467
5.687096668289127,6.8,7.617419333657825
50.082360841877346,7.980390275743488,7.892156110297396
10.441590736614694,7.0,7.3
31.93849811680762,8.084624529201905,8.184624529201905
13.7,7.5,8.0
21.0,7.3,7.373535029866575
10.676772388806677,7.3,7.676772388806678
22.0,7.2,7.3
6.991339895327342,7.008660104672658,7.4
22.0,7.2,7.3
62.505970810954956,8.03522335123603,8.376417513427024
11.694121110848698,7.208818333726953,7.7
31.020896966030197,8.081345449045296,8.341793932060394
24.136286771863297,7.460618871356117,7.760618871356117
7.180455286948827,6.819544713051173,7.4
4.741408781078874,6.903521952697184,7.3207043905394364
64.42051027271532,8.05500933883211,8.189508404948898
37.61101335712306,7.398426663268135,7.799213331634067
56.830989112808766,8.041927264304324,8.241927264304323
23.4,7.39225469110013,7.428169794066753
6.83838471518678,7.16161528481322,7.584845854439662
9.8,7.0,7.6
19.08359980637812,7.965600774487517,8.182000968109396
9.547158418791842,7.729262371812237,7.776420790604079
20.9,6.9,7.1
22.9,7.681062036617148,8.040531018308574
111.52500953588742,8.5601855383662,8.800927691831005
69.6,8.2,8.5
38.58642431859447,7.625430272562213,7.9881454088433195
19.592430876876517,7.897476958958839,8.19747695895884
19.07609064760569,7.417393765070461,7.717393765070461
31.6,8.0,8.1
19.52513384447327,7.912566922236635,8.1
18.5,7.509739339255355,7.61947867851071
51.613975041103615,7.5810041598160645,7.659497920091968
12.2,7.6,7.9
20.95794148993435,7.1317659597374,7.2158829798687
69.6,8.2,8.5
11.8,6.219052301590925,6.609526150795462
12.2,7.0,7.1
23.031214805669645,7.162429611339289,7.4312148056696445
81.52019081077258,8.300477026931445,8.420667837704022
18.2,7.6,7.9
69.6,8.2,8.5
20.31768252666812,7.5,7.758841263334061
10.4,7.0,7.3
9.2,7.0,7.520668044731288
12.7288916428675,7.4,7.728891642867499
71.2,7.8,7.8
11.853483867864302,7.5,7.788370966966075
13.0,6.944202437378286,7.3
35.7,7.5,7.7
23.73463327214942,7.55512224261686,7.8
29.2,7.8,8.0
19.6,7.4,7.558302627297901
29.2,7.8,8.0
81.8,8.2,8.3
18.615424993544572,6.989716670970287,7.1
9.698988887169833,6.774747221792458,6.925252778207542
46.99517582270787,7.9,8.071850149583248
22.06206414100776,7.510320705038788,7.610320705038788
27.23944618423551,7.6155694738840936,7.857784736942047
57.414039231824,8.007019615912,8.1
12.65335119252997,6.7,7.0134047701198785
18.5,7.6,7.8
24.758922881177558,7.7589228811775595,7.476768643532678
15.633910593953775,7.255363135348741,7.610726270697483
4.1592648533022505,6.4728432355348335,6.872843235534834
39.56976829951264,7.834884149756317,8.023256099837544
11.94600941604978,7.8,8.1
11.996581223406084,7.8,8.1
10.0,6.5,7.2
9.438514595735187,7.787702919147037,7.836891242558888
15.215565456213824,6.6306607262717066,6.707547635028941
119.90193435324024,8.505169683724153,8.905169683724154
21.03599970331631,7.3,7.371999406632617
67.81681270703716,8.122470117697267,7.957290823880876
21.018001043747272,7.3,7.336002087494545
95.6,7.9,8.0
14.3,7.3,7.8
4.367736560354071,6.841532929955741,7.258467070044259
1.5558960670667021,6.962358426826681,6.9558960670667025
12.26026210115356,6.93973789884644,7.22052420230712
69.6,8.2,8.5
14.8,7.1,7.4
7.296524041962904,6.703475958037096,7.4
15.30918240863675,6.4,6.561565328535139
18.891929324421103,6.805380450385931,7.1
38.14585410139589,7.441988777030454,7.8
