Popularity,Vote_Average,IMDb_Rating
6.3,6.3,7.0
18.9,7.6,7.6
9.7,7.6,7.9
26.6,7.6,7.6
7.3,6.7,7.4
6.5,6.6,6.9
3.4,6.2,6.0
11.7,6.4,6.5
14.8,7.8,8.1
12.5,7.4,7.5
56.5,7.9,8.3
19.2,7.5,7.7
38.4,7.7,8.1
8.0,7.5,7.8
1.4,6.2,7.3
29.7,7.0,7.0
3.0,5.9,6.2
9.8,6.6,7.0
14.3,6.5,6.9
19.0,8.3,8.6
13.1,7.0,7.2
14.9,7.5,7.9
9.4,6.6,6.7
8.8,7.4,7.8
10.0,6.5,7.2
67.8,7.7,7.8
19.5,7.1,7.2
9.7,7.6,7.9
4.5,6.5,7.5
9.8,5.6,5.8
90.3,7.8,8.9
14.7,7.5,7.8
1.0,6.8,7.4
5.4,5.8,7.0
17.1,6.8,7.2
67.8,7.7,7.8
31.1,8.2,8.5
15.6,7.7,8.0
5.4,7.1,7.6
30.7,7.4,7.4
112.6,8.6,9.0
57.8,8.2,8.1
51.3,7.8,8.1
6.6,6.3,7.0
2.6,6.4,7.0
15.0,7.4,7.6
26.7,7.5,7.2
26.1,7.6,8.0
41.7,7.5,7.6
1.6,6.1,6.8
18.4,7.4,7.4
19.5,7.3,7.7
81.8,8.2,8.3
19.9,7.4,7.8
16.5,7.6,7.9
21.6,7.1,7.3
11.3,6.8,7.2
13.6,7.1,7.6
11.5,6.6,6.5
99.8,8.5,8.6
21.6,7.2,7.4
38.2,7.4,7.4
10.5,6.7,7.0
7.5,7.0,7.2
57.8,7.6,7.8
117.2,8.2,8.6
11.4,7.2,7.7
13.6,7.3,7.3
16.0,7.7,7.9
32.7,7.7,8.0
9.8,6.9,7.1
95.6,7.9,8.0
7.8,7.1,7.8
4.8,6.1,6.3
13.9,7.4,7.7
20.1,6.7,6.8
21.0,7.3,7.4
16.0,7.2,7.1
61.2,8.3,8.4
16.7,7.9,8.1
58.7,8.1,8.2
1.0,6.0,5.6
0.3,5.0,5.9
9.3,7.5,7.9
130.7,8.1,8.3
2.6,7.0,7.3
42.4,7.9,8.1
19.5,7.1,7.2
26.3,8.0,8.1
19.0,7.7,8.0
28.1,7.2,7.4
4.4,6.1,5.9
6.5,6.4,6.7
6.5,7.2,7.3
8.0,6.7,6.6
9.6,6.8,7.1
8.7,7.0,7.3
23.0,7.1,7.4
59.8,7.8,8.1
46.9,8.0,8.1
3.1,6.0,6.3
14.8,6.3,6.5
41.3,7.7,7.8
6.5,6.6,6.9
11.8,7.9,8.1
20.4,7.5,7.8
30.9,7.6,7.5
165.4,7.9,7.9
10.7,7.0,7.5
3.1,5.5,6.4
37.6,7.4,7.8
13.3,7.9,8.1
20.5,7.2,7.4
18.3,7.7,8.0
19.5,7.3,7.7
6.5,6.6,6.9
8.6,7.3,7.6
31.1,8.2,8.5
14.7,7.4,7.7
14.2,7.0,7.4
85.5,8.1,8.2
18.9,7.6,7.6
77.5,7.7,7.8
32.8,7.5,7.6
9.8,7.2,7.8
11.4,7.1,7.2
10.4,7.1,7.3
9.7,7.2,7.5
37.6,7.4,7.8
5.3,7.1,7.2
33.4,7.1,7.5
29.1,7.4,7.5
11.8,6.8,7.1
130.7,7.8,8.0
10.8,5.9,6.2
8.9,6.4,6.7
11.5,6.6,7.0
17.1,7.0,7.2
8.7,6.9,7.4
78.8,7.9,8.2
11.1,6.5,6.8
24.5,7.2,7.5
12.8,7.4,7.8
18.9,6.8,7.1
9.8,7.0,7.6
10.6,6.1,6.4
18.8,7.2,7.3
8.5,6.7,7.3
26.2,7.0,7.4
7.2,6.9,7.2
24.0,7.9,8.1
4.4,5.9,6.2
13.2,7.7,8.0
77.5,7.7,7.8
5.7,6.3,6.3
10.3,7.0,7.1
17.9,7.0,7.2
6.1,6.5,6.7
4.0,7.1,7.3
4.2,5.9,6.5
17.7,7.4,7.5
33.4,7.9,8.2
31.6,8.0,8.1
23.4,7.5,7.5
6.6,6.9,7.3
30.7,7.5,7.9
25.9,6.9,7.2
8.8,6.1,6.4
85.7,7.9,8.3
21.9,7.3,7.6
12.2,7.3,7.7
12.4,7.3,7.5
11.0,7.4,7.6
13.9,7.1,7.3
22.9,7.8,8.1
12.8,7.5,7.7
13.8,6.6,6.8
16.0,7.2,7.1
12.3,6.9,7.1
10.9,7.2,7.6
0.8,6.4,6.3
9.0,7.7,8.1
23.1,7.6,7.7
21.0,7.3,7.4
1.4,4.5,6.1
2.6,6.4,7.0
14.4,7.1,7.5
17.3,7.7,7.9
79.0,8.1,8.6
11.2,6.9,7.4
18.0,7.8,8.1
45.7,8.4,8.5
6.3,6.9,7.7
7.6,6.3,7.2
4.4,5.2,5.6
10.5,7.0,7.3
14.3,7.6,7.8
33.7,8.1,8.4
23.2,6.7,6.6
10.7,7.0,7.3
19.3,7.8,8.1
9.4,6.7,7.0
5.7,6.7,7.0
11.9,6.6,6.7
33.7,8.1,8.4
58.1,7.8,7.8
46.9,6.5,7.6
15.6,7.8,7.9
20.4,7.5,7.8
13.3,7.9,8.1
14.7,6.4,6.9
24.3,6.9,7.2
5.1,6.4,6.3
1515.7,6.6,7.6
20.5,7.2,7.4
52.1,7.5,7.7
9.4,6.8,7.3
17.7,8.1,8.2
19.9,8.0,8.3
33.4,7.9,8.2
21.1,7.3,7.5
56.7,8.0,8.2
14.3,7.2,7.0
33.7,7.3,7.6
51.3,7.8,8.1
13.0,7.0,7.3
56.7,8.0,8.2
7.1,6.5,7.0
32.7,7.7,8.0
23.6,6.6,7.0
32.0,6.8,7.1
9.2,7.0,7.6
17.1,7.0,7.2
3.9,6.5,6.6
10.7,6.7,7.3
1.7,6.3,6.7
42.4,7.9,7.8
42.4,7.9,8.1
8.9,6.9,7.8
61.2,8.3,8.4
16.8,7.0,7.2
20.0,8.1,8.3
24.3,8.3,8.4
24.8,6.7,6.8
4.2,6.8,7.6
6.3,7.3,7.8
15.3,6.6,7.3
30.7,7.4,7.4
18.5,7.5,7.6
1.6,5.6,6.4
22.3,7.6,7.1
19.2,7.5,7.7
7.5,7.0,7.2
33.5,7.5,7.8
23.2,7.7,7.9
8.1,6.5,7.0
41.3,7.7,7.8
18.2,7.6,7.9
6.9,7.3,7.6
21.0,7.8,7.0
20.8,7.5,7.5
24.9,7.9,7.9
8.4,6.3,6.9
31.6,8.0,8.1
135.3,7.6,7.9
2.3,6.2,6.5
17.7,8.1,8.2
167.6,8.4,8.9
3.2,6.3,6.6
9.7,7.2,7.5
10.7,6.7,7.3
8.8,6.9,7.2
11.9,7.5,7.8
26.7,7.7,7.8
13.2,7.3,7.6
24.7,8.1,8.2
17.9,7.0,7.4
2.0,5.6,6.4
18.5,7.4,7.5
13.0,7.0,7.3
8.8,6.6,7.3
4.0,6.2,6.8
7.8,6.2,6.6
11.9,6.6,6.7
6.2,7.0,7.3
23.9,7.5,7.8
11.0,7.5,7.6
9.5,6.6,6.9
15.6,7.2,7.2
21.0,7.8,8.0
11.6,6.7,7.1
88.5,6.9,7.1
2.3,6.2,6.5
4.7,6.8,7.3
21.0,7.8,8.0
167.1,8.5,9.0
45.1,7.5,7.4
8.6,6.9,7.4
18.5,7.4,7.7
25.9,7.9,8.1
8.2,6.8,7.2
2.0,6.7,6.8
13.0,7.5,7.9
10.0,7.1,7.4
19.5,7.1,7.2
1.9,6.2,6.5
21.1,7.3,7.5
10.7,7.3,7.7
13.1,6.0,6.2
6.8,6.7,7.3
74.1,7.5,8.0
11.3,7.9,7.8
1.9,5.3,6.2
8.9,7.0,7.2
9.2,6.6,6.9
4.8,7.0,7.1
10.2,7.0,7.1
4.2,6.1,7.0
5.1,6.8,7.6
24.3,7.5,7.5
23.9,7.5,7.8
13.2,6.7,7.1
19.9,7.4,7.8
14.7,7.4,7.7
191.4,5.6,8.1
33.5,7.5,7.8
6.5,7.3,7.6
6.3,7.3,7.8
2.3,5.9,6.4
11.2,6.9,7.4
2.6,6.9,7.2
12.3,7.3,7.5
11.9,7.5,7.9
61.2,8.3,8.4
2.8,5.5,5.6
3.9,5.7,5.9
15.8,8.1,8.0
13.6,7.0,7.2
17.5,5.8,5.9
36.5,7.6,7.9
10.6,7.4,7.6
20.9,6.9,7.1
29.4,7.3,7.4
19.3,7.2,7.4
19.9,7.4,7.8
11.2,6.7,7.0
30.4,6.2,6.9
23.9,7.5,7.8
24.4,7.7,7.8
3.0,6.4,6.6
14.6,7.8,8.2
7.7,7.3,7.5
26.4,7.4,7.7
11.4,6.6,6.5
11.8,7.0,7.6
3.1,5.5,7.4
13.2,6.4,6.6
6.1,6.8,7.2
8.6,7.1,7.6
8.3,6.6,7.1
2.3,6.9,6.1
16.7,7.2,7.3
48.1,7.5,7.3
14.6,7.0,7.1
13.3,6.7,6.8
16.0,7.2,7.1
22.0,7.2,7.3
10.3,7.7,7.9
14.0,7.4,7.7
4.8,6.4,7.3
0.8,6.3,6.3
5.6,6.8,7.2
62.8,7.4,7.7
18.5,7.4,7.7
8.7,6.9,7.4
20.9,6.9,7.3
17.6,6.8,7.1
24.3,7.5,7.5
21.9,7.5,7.9
18.5,7.5,7.6
4.8,6.7,7.6
7.1,7.6,7.9
7.1,7.0,7.3
11.0,7.7,8.0
26.8,7.9,8.0
57.8,8.2,8.1
16.8,6.6,6.8
14.2,7.0,7.4
3.4,6.1,7.0
6.2,7.0,7.3
25.6,6.8,6.8
37.1,7.5,7.7
58.7,8.1,8.2
10.2,6.8,7.2
17.5,7.7,7.9
14.4,6.7,6.9
7.1,6.9,7.4
19.9,7.1,7.4
18.5,7.0,7.1
6.1,6.6,6.9
6.0,6.8,7.5
2.5,5.9,6.5
4.4,7.5,7.4
18.5,7.6,7.8
0.5,5.4,5.5
5.4,5.7,6.2
4.1,6.4,6.4
14.4,7.0,7.3
6.8,6.8,7.2
17.7,8.1,8.2
14.7,7.5,7.8
22.1,7.4,7.6
4.2,6.0,6.0
14.3,7.3,7.8
9.9,7.1,7.4
19.2,7.5,7.7
10.4,7.0,7.3
12.4,6.9,7.4
95.6,7.9,8.0
28.6,7.5,7.9
10.5,7.0,7.3
12.7,6.6,7.0
20.7,7.7,7.7
17.7,7.6,7.8
29.4,8.0,8.3
5.0,6.9,7.4
4.7,6.6,7.0
2.0,6.5,7.0
7.4,6.3,6.4
23.7,7.0,7.3
9.4,6.7,7.2
5.6,6.8,7.6
20.9,6.9,7.3
21.1,7.3,7.5
9.5,6.6,6.9
38.4,7.1,7.7
8.4,7.2,7.2
12.3,6.9,7.3
8.2,7.1,7.4
2.4,6.0,6.4
7.3,6.7,7.4
8.6,7.3,7.6
6.5,7.0,7.1
6.0,7.3,7.9
14.6,7.0,7.1
13.9,7.4,7.7
18.1,7.7,8.0
21.2,7.9,8.1
36.6,7.8,8.1
14.6,6.8,7.2
4.1,5.6,6.7
17.6,8.1,8.0
9.9,7.1,7.6
19.3,7.2,7.5
4.3,5.4,5.6
7.1,7.6,7.9
8.8,7.6,8.0
67.8,7.7,7.8
6.1,6.5,7.0
5.4,7.3,7.8
11.8,7.1,7.5
11.0,6.3,7.0
73.6,7.4,7.6
9.9,7.2,7.5
29.1,8.1,8.2
12.6,7.5,7.8
14.5,7.8,8.1
13.4,6.4,6.8
18.0,7.1,7.4
52.8,7.7,8.1
9.5,6.8,7.3
26.3,7.0,7.4
3.6,5.3,6.6
11.5,7.5,7.7
18.6,7.1,7.6
4.4,6.8,7.1
6.1,6.7,7.5
9.8,8.1,8.1
8.9,7.2,7.4
17.2,6.9,7.2
23.0,7.1,7.4
24.1,7.7,8.1
13.0,7.5,7.9
2.6,5.3,5.5
31.9,7.0,7.3
6.3,6.8,7.3
48.1,7.4,7.7
2.9,5.9,6.8
4.5,5.2,4.7
51.3,7.8,8.1
7.0,7.4,7.5
4.4,5.7,5.9
26.8,7.9,8.0
13.6,7.6,8.0
76.2,8.2,8.2
3.7,6.1,7.2
9.9,7.2,7.5
2.7,6.7,7.0
73.7,8.2,8.6
5.2,6.1,7.0
6.1,6.3,7.1
30.4,7.2,7.5
29.6,8.0,8.2
12.6,7.1,7.2
17.8,7.0,7.2
29.1,7.7,7.9
10.2,5.9,6.5
9.5,6.6,6.9
2.2,4.5,4.6
22.7,7.6,8.0
10.5,6.9,7.3
10.6,6.7,7.1
8.6,6.7,7.3
12.8,7.2,7.5
18.5,7.6,7.8
1.9,6.7,6.5
3.1,5.5,6.4
20.5,7.8,7.7
7.8,6.9,7.1
81.4,8.0,8.0
2.5,6.1,6.9
8.7,7.1,7.4
23.2,6.7,6.6
68.6,8.2,8.5
19.8,6.9,7.2
33.5,7.5,7.8
9.4,7.1,7.7
6.4,6.4,7.2
43.6,7.6,7.6
2.9,6.5,6.5
2.4,6.0,6.9
20.2,7.5,7.7
7.5,6.4,6.7
11.6,7.0,7.4
3.7,6.3,6.5
20.0,7.8,8.1
10.4,6.8,7.3
6.2,7.0,7.5
78.8,7.9,8.2
4.4,5.9,6.2
5.2,6.7,7.1
4.8,6.1,6.3
12.7,7.7,7.9
45.8,7.4,7.4
64.8,8.4,8.5
27.2,7.3,7.7
29.3,7.6,7.8
10.6,7.3,7.6
18.5,7.4,7.5
19.0,7.8,8.1
43.6,7.8,8.0
18.5,7.6,7.8
69.0,8.1,8.3
5.7,6.4,7.2
32.8,7.5,7.6
28.9,8.0,8.4
8.6,7.3,7.6
4.2,5.5,5.6
28.9,8.0,8.4
13.3,7.9,8.1
9.5,7.2,7.5
11.8,7.0,7.3
21.5,7.3,7.4
13.2,6.9,7.3
14.4,6.2,6.7
6.6,7.1,7.7
8.6,6.6,6.7
12.5,7.0,7.0
26.7,7.5,7.2
3.1,5.5,6.4
26.2,7.1,7.4
14.5,7.3,7.6
2.2,5.5,6.4
17.9,7.1,7.2
8.8,7.4,7.7
19.9,7.1,7.4
20.5,7.2,7.4
10.4,7.0,7.3
60.8,7.5,7.7
50.3,7.5,7.9
127.9,8.5,8.8
9.6,6.9,7.2
9.0,6.4,6.9
6.1,6.8,7.7
8.9,7.2,7.4
12.9,6.2,6.3
9.3,6.7,7.0
11.4,6.9,7.2
20.9,7.4,7.6
8.7,6.3,6.7
13.8,7.3,7.5
6.1,6.5,6.7
3.7,6.3,7.5
19.9,8.0,8.3
25.9,6.9,7.2
13.1,7.0,7.2
24.3,7.4,7.5
5.5,6.8,7.3
104.8,7.6,8.1
24.7,7.0,7.2
13.6,7.1,7.6
14.6,6.9,7.3
24.5,7.4,7.7
38.2,7.4,7.7
7.1,6.5,7.0
21.2,7.9,8.1
63.9,6.7,7.1
9.3,7.1,7.3
28.1,7.2,7.4
10.0,6.6,7.1
19.2,7.2,7.5
20.4,6.3,6.4
16.9,7.4,7.5
6.1,6.8,7.7
20.4,6.9,7.4
69.0,8.1,8.3
8.9,6.9,7.8
9.2,7.3,7.7
12.7,7.5,7.6
2.6,6.8,7.2
14.3,7.2,7.6
10.1,7.1,7.5
64.8,8.4,8.5
13.0,6.9,7.2
13.6,7.3,7.3
16.8,7.0,7.2
8.3,7.0,7.7
10.8,6.7,6.9
22.3,6.5,6.2
26.7,7.7,7.8
13.5,6.5,7.1
29.4,7.3,7.4
6.1,7.2,7.4
7.3,6.7,7.4
5.5,6.6,7.2
11.7,6.3,6.5
10.8,7.2,7.6
5.6,7.7,7.6
1.7,7.8,7.0
7.7,6.7,7.0
7.2,7.1,7.4
3.7,6.3,6.5
8.8,7.6,8.0
17.7,8.1,8.2
7.8,7.0,7.3
8.6,7.1,7.6
45.7,6.7,7.1
40.7,8.2,8.3
4.9,6.1,6.9
148.8,8.2,8.5
19.4,6.7,7.0
16.2,7.5,7.8
29.1,7.7,7.9
8.9,7.2,7.4
7.7,6.7,7.0
38.4,7.1,7.7
10.8,7.1,7.3
73.7,8.2,8.6
12.2,7.0,7.1
6.5,6.6,7.8
50.3,7.5,7.9
15.0,6.8,7.2
2.0,6.5,7.0
15.3,6.6,7.3
15.1,6.9,6.9
23.1,7.6,7.7
13.4,7.1,7.4
3.0,5.9,6.6
4.4,6.1,5.9
15.6,7.7,8.0
14.0,7.2,7.7
2.6,6.9,7.2
26.2,7.0,7.4
10.6,6.7,6.9
9.4,6.6,6.7
30.9,8.3,8.5
38.4,7.7,7.9
165.4,7.9,7.9
37.1,7.2,7.3
3.6,5.8,6.5
1.2,6.5,6.5
57.8,8.2,8.1
18.5,7.6,8.0
37.1,7.2,7.3
5.2,6.6,7.2
14.3,6.5,6.9
1.1,5.2,5.4
22.9,8.2,8.3
57.3,7.4,7.6
24.0,7.2,7.4
2.0,5.7,8.0
13.3,6.7,7.3
7.8,7.1,7.8
35.5,7.4,7.6
13.6,7.0,7.2
9.5,6.6,6.9
20.9,7.0,7.5
7.4,6.2,6.7
11.8,6.8,7.2
307.8,7.3,6.4
2.1,6.2,7.4
18.0,7.8,8.1
11.0,6.8,7.1
6.5,6.6,6.9
3.1,7.2,7.0
13.9,7.1,7.3
69.7,7.7,8.1
15.0,7.4,7.6
25.0,6.4,6.6
4.6,6.7,7.2
3.9,6.5,6.9
39.0,7.2,7.7
13.9,7.1,7.3
9.8,6.3,6.8
37.1,7.2,7.3
56.1,7.4,7.8
12.5,6.7,7.1
8.4,6.8,7.2
14.6,6.8,7.2
33.7,7.3,7.6
4.2,5.5,5.6
42.4,7.9,7.8
27.6,7.2,7.5
11.7,7.1,7.5
50.3,7.5,7.9
55.0,7.3,7.4
9.8,7.2,7.6
16.6,6.7,7.1
4.6,6.4,7.1
1.0,6.7,6.6
12.0,7.8,8.1
18.8,7.3,7.7
11.3,6.9,7.1
7.7,6.6,7.4
2.8,6.6,7.1
7.1,6.9,7.4
3.0,6.4,7.1
15.6,7.7,8.0
12.0,6.5,6.9
8.9,7.2,7.3
9.2,8.0,8.0
13.0,7.1,7.1
3.7,6.3,6.5
10.7,6.2,6.9
48.1,7.4,7.7
12.6,7.5,7.8
4.4,6.8,7.1
19.9,7.8,8.0
5.8,5.7,6.2
130.7,8.1,8.3
21.6,7.2,7.4
6.1,6.7,7.5
24.8,7.5,7.6
69.7,7.7,8.1
27.5,7.6,8.0
15.3,6.8,7.0
6.2,6.8,6.9
38.4,7.7,7.9
6.3,7.3,7.5
5.3,6.4,7.0
6.3,7.3,7.5
7.7,7.2,7.4
13.0,6.9,7.3
10.6,7.4,7.6
5.9,5.5,5.8
12.5,6.4,7.3
10.4,7.0,7.3
17.6,6.8,7.1
24.2,7.0,7.2
21.0,7.3,7.3
1.4,5.6,6.5
33.7,7.3,7.6
7.3,6.2,6.5
11.2,7.1,7.5
13.9,7.3,7.5
12.4,6.9,6.7
19.0,7.5,7.9
16.2,7.5,7.8
10.6,7.4,7.9
5.7,6.1,6.5
18.3,7.0,6.9
33.7,7.3,7.6
2.1,6.0,6.7
21.2,7.2,7.6
11.8,7.0,7.6
78.8,7.9,8.2
5.1,6.7,7.3
2.8,6.0,6.9
22.9,8.2,8.3
24.4,7.7,7.7
91.9,8.4,8.5
56.2,7.8,7.9
11.2,6.9,7.4
7.1,6.5,7.2
3.8,6.7,7.5
146.9,8.5,9.0
19.2,7.5,7.8
5.9,7.1,7.4
19.9,7.1,7.4
10.6,7.4,7.9
220.4,6.9,7.2
31.1,8.0,8.3
15.9,7.6,7.7
307.8,7.3,6.4
9.8,7.3,7.5
4.6,6.6,6.8
29.8,7.2,7.3
12.9,7.4,7.4
12.9,7.1,7.7
13.6,7.6,7.6
9.5,6.8,7.3
8.8,7.6,8.0
9.7,7.6,7.9
14.3,6.5,6.9
11.6,6.6,7.0
11.0,6.5,6.5
9.0,6.4,6.9
19.8,6.9,7.2
15.1,7.1,7.4
9.3,6.8,7.2
8.7,7.0,7.3
12.1,8.0,8.1
167.6,8.4,8.9
30.7,7.7,8.0
61.2,8.3,8.4
13.6,7.4,7.3
4.9,6.3,7.0
13.2,7.7,8.0
16.8,6.6,6.8
4.8,6.4,7.3
13.5,6.6,7.0
36.0,7.9,8.0
21.0,7.3,7.3
23.6,8.1,8.0
15.3,7.4,7.7
78.8,7.9,8.2
10.0,7.1,7.4
139.4,8.4,8.8
1.9,5.0,7.542690875
77.5,7.7,7.8
9.9,7.0,7.3
11.1,5.5,5.8
43.6,7.8,8.0
4.2,5.8,6.8
11.7,7.2,7.7
13.9,7.3,7.5
11.0,6.5,6.5
5.6,6.8,7.2
19.0,7.8,8.1
50.9,7.7,7.6
1.1,6.5,6.8
10.2,5.9,6.5
24.2,6.8,6.7
7.5,7.2,7.5
18.2,7.6,7.9
21.2,8.0,8.3
11.5,7.5,7.7
18.4,7.4,7.4
33.4,7.1,7.5
29.1,7.7,7.9
8.5,6.4,6.6
5.3,7.0,7.4
59.7,7.6,7.8
9.0,7.1,7.0
7.5,7.4,7.6
74.1,7.5,8.0
14.3,7.1,7.4
2.2,6.0,6.1
27.2,6.6,6.7
6.5,6.6,6.9
22.4,6.8,7.4
9.0,6.4,6.9
15.6,7.1,7.1
2.4,5.6,5.8
29.1,7.7,7.9
9.3,7.4,7.1
13.7,7.5,7.8
15.7,7.2,7.5
6.9,6.4,6.8
30.9,7.6,7.5
40.8,8.4,8.7
38.2,7.5,7.6
10.3,7.1,7.3
10.6,7.2,7.5
8.9,6.4,6.7
4.1,5.6,6.7
9.3,7.5,7.9
4.0,6.3,6.6
18.8,7.2,7.3
8.9,7.0,7.3
170.1,7.6,7.5
8.1,7.3,7.9
7.3,6.5,7.0
5.5,6.8,7.3
25.6,6.8,6.8
10.0,6.7,6.8
29.1,8.1,8.4
10.3,7.4,7.6
93.3,8.0,8.3
22.9,7.6,8.0
4.9,6.4,6.7
12.2,7.0,7.1
43.6,7.8,8.0
19.2,7.5,7.8
73.7,8.2,8.6
7.3,7.2,7.4
8.1,7.0,7.4
16.3,7.3,7.5
14.4,7.4,7.5
1.3,5.3,5.2
108.1,8.6,9.0
9.8,6.6,7.0
9.5,7.5,7.9
12.4,6.5,6.8
12.3,7.3,7.5
8.0,7.0,8.0
5.1,6.2,6.8
33.5,7.5,7.8
3.1,6.1,7.0
18.0,7.0,7.1
14.4,7.1,7.5
11.9,7.3,7.5
12.2,7.5,7.8
11.9,7.3,7.5
23.6,7.6,7.8
8.6,6.6,7.5
2.1,5.1,6.0
10.2,6.8,7.2
9.7,6.6,6.9
8.1,6.7,7.2
11.6,6.8,7.0
13.6,6.5,6.8
8.3,7.0,7.7
22.9,7.8,8.1
13.4,7.1,7.4
35.5,7.4,7.6
18.5,7.6,7.8
4.9,6.3,7.0
8.1,6.7,7.2
69.5,7.4,6.9
2.0,7.1,7.3
8.0,6.8,7.2
2.5,5.6,6.5
41.9,7.6,7.8
11.6,7.3,7.5
9.5,7.5,7.9
14.6,6.9,7.3
9.0,7.7,8.1
6.9,6.2,6.5
17.0,6.8,6.7
1.7,4.9,6.0
15.8,7.7,7.9
10.5,6.9,7.1
2.0,6.1,6.1
22.9,7.9,8.1
3.3,6.6,7.4
22.1,7.7,7.8
23.4,7.2,7.3
10.2,5.9,6.5
84.3,7.0,7.3
28.6,7.5,7.9
9.5,6.9,7.2
16.0,7.7,7.9
21.0,7.3,7.3
11.4,7.4,7.8
11.3,7.9,7.8
8.7,6.7,7.0
16.9,7.1,7.5
5.6,6.6,7.2
6.5,7.2,7.3
14.7,7.4,7.7
33.4,7.9,8.2
3.9,6.8,7.1
41.9,7.6,7.8
1.4,5.7,6.2
3.2,6.0,5.6
22.9,7.6,8.0
5.0,6.7,7.4
11.3,7.0,7.1
8.1,7.4,7.9
8.6,7.5,7.9
3.0,6.6,7.3
10.8,5.9,6.2
40.3,8.0,7.9
10.4,7.0,7.3
31.0,7.9,7.8
38.4,7.7,8.1
8.3,7.3,7.8
6.7,6.9,7.5
10.7,6.6,7.2
21.1,7.5,7.6
13.1,8.0,8.2
24.4,7.7,7.7
10.0,7.1,7.4
3.6,5.0,6.1
9.5,7.8,7.8
58.1,7.8,7.8
13.0,6.9,7.3
8.8,7.4,7.8
21.5,7.7,8.0
7.4,5.9,6.4
8.8,7.1,7.6
3.8,6.2,6.5
16.0,6.6,6.8
8.1,6.7,6.7
63.7,7.4,7.6
9.8,6.7,7.4
12.7,6.9,7.3
8.7,7.1,7.3
11.3,6.8,7.1
8.0,6.6,7.0
8.0,7.0,8.0
34.0,7.7,7.9
24.3,7.4,7.5
14.0,7.0,7.3
9.2,6.7,6.7
3.9,6.5,6.2
7.3,7.2,7.4
11.9,7.5,7.8
17.7,7.5,8.0
19.5,7.2,7.5
81.4,8.0,8.0
2.6,6.4,6.7
40.8,8.4,8.7
1.5,5.0,6.1
19.6,7.4,7.5
5.9,5.5,5.8
16.8,7.0,7.2
14.2,7.4,7.5
4.9,6.2,6.8
19.3,7.2,7.4
13.9,7.3,7.5
77.0,7.6,7.9
84.3,7.0,7.3
3.9,6.5,6.2
20.3,7.4,7.8
20.0,8.1,8.3
2.5,5.5,5.5
2.3,5.5,6.7
11.7,7.8,8.1
16.6,6.8,6.9
16.8,6.9,7.2
63.7,7.4,7.6
10.5,7.0,7.3
30.7,7.5,7.9
9.8,6.7,7.4
148.8,8.2,8.5
1.7,5.9,5.9
10.2,7.2,7.2
17.4,7.9,8.0
18.9,7.3,7.6
16.7,7.9,8.1
12.1,7.2,7.5
10.9,7.2,7.6
22.0,7.3,7.5
20.1,8.2,8.5
20.6,7.3,7.4
33.0,8.0,8.2
13.3,7.9,8.1
7.1,6.9,7.4
29.0,8.0,8.1
2.0,7.1,7.3
16.1,6.7,6.7
17.5,8.2,8.4
17.4,6.8,7.3
21.1,7.6,7.9
17.7,7.6,7.8
7.3,6.8,7.4
19.2,7.5,7.8
6.1,6.8,7.2
9.3,6.2,6.4
1.6,5.8,7.1
2.0,6.6,6.8
11.5,7.7,7.3
7.4,6.3,7.0
18.1,6.8,7.1
11.8,6.7,7.1
6.1,6.7,7.5
24.3,8.3,8.4
14.0,7.4,7.8
21.2,7.9,8.1
19.2,7.2,7.5
2.7,6.9,7.1
21.7,7.6,7.7
35.7,7.8,7.8
16.3,7.4,7.4
10.3,7.3,7.6
63.7,7.4,7.6
225.8,8.2,8.5
10.9,7.2,7.6
11.1,7.2,7.9
7.1,7.6,7.9
99.8,8.5,8.6
16.8,6.6,6.8
14.7,7.7,7.9
9.8,5.6,5.8
183.2,8.2,8.2
10.7,6.7,7.3
25.9,6.9,7.2
11.4,7.2,7.7
20.3,7.4,7.8
22.9,7.0,7.0
35.7,7.5,7.7
11.1,7.8,8.1
44.1,7.9,8.2
71.2,7.8,7.8
15.8,7.2,7.5
11.0,7.4,7.6
20.4,7.5,7.8
27.2,6.7,6.7
16.8,6.6,6.8
4.5,7.1,7.9
12.0,6.4,6.8
14.2,7.0,7.2
10.4,7.0,7.3
8.8,6.9,7.3
29.6,8.0,8.2
62.3,8.2,8.5
18.0,7.8,8.1
3.2,7.3,7.6
24.0,7.2,7.4
22.4,7.6,7.7
8.8,7.1,7.4
9.8,7.2,7.6
28.3,7.2,7.3
29.0,7.3,7.5
9.3,6.2,6.4
21.7,7.6,7.7
81.6,8.5,8.7
34.3,7.1,7.5
8.9,6.2,6.6
2.0,5.3,6.4
11.8,7.9,8.1
57.2,7.9,8.1
21.0,7.5,7.6
2.4,6.0,6.4
1079.0,7.1,7.3
20.4,7.5,7.8
42.0,7.5,7.9
15.1,7.3,7.5
20.5,7.3,7.4
50.0,8.0,7.9
1.2,6.0,5.7
11.7,6.6,7.1
23.1,7.7,7.7
21.1,7.3,7.5
15.6,7.3,7.7
35.3,7.4,7.7
25.6,7.5,7.8
19.5,7.2,7.5
7.7,6.7,7.2
6.2,7.0,7.5
8.8,6.3,6.2
12.9,6.3,6.5
21.0,7.9,8.1
4.9,6.3,6.9
3.9,6.3,6.7
191.4,5.6,8.1
8.6,7.2,7.7
77.5,7.7,7.8
7.9,6.5,7.0
35.3,7.4,7.7
8.0,6.6,7.0
10.6,6.3,6.7
