PC1,PC2,PC3
-0.8904600809724673,-0.04272851220514709,-0.03760854947782136
2.9209547199188943,0.15885477477218912,-0.8216395702114224
2.9209547199188957,0.1588547747721825,-0.8216395702113897
2.9209547199188957,0.15885477477218515,-0.8216395702113962
2.9209547199188957,0.15885477477218513,-0.8216395702113961
-2.749370595140933,1.7264523697205643,-0.5553103577352951
-0.3164815423213073,-0.1551885862717485,-0.08693683069748438
-0.3164815423213073,-0.1551885862717485,-0.08693683069748438
-1.337218374652903,1.0228061400354231,-0.4888199987336756
-0.28067174504331044,-0.060034790137179,-0.2682473031886174
3.0540287202568472,-1.6806002397164888,1.3487764437915168
3.0540287202568472,-1.6806002397164888,1.3487764437915168
1.6866440146565356,-0.10568138365109732,-0.273166983874895
2.572671428295007,0.0862657428907164,-0.7054238706591087
2.572671428295007,0.0862657428907164,-0.7054238706591087
2.572671428295007,0.0862657428907164,-0.7054238706591087
2.572671428295007,0.0862657428907164,-0.7054238706591087
2.572671428295007,0.0862657428907164,-0.7054238706591087
2.572671428295007,0.0862657428907164,-0.7054238706591087
0.9187628830279818,0.7556428751856211,-0.8091657851341887
0.9187628830279818,0.7556428751856211,-0.8091657851341887
0.9187628830279818,0.7556428751856211,-0.8091657851341887
2.409521422027394,-0.8395381765142174,0.5815526843853929
2.409521422027394,-0.8395381765142174,0.5815526843853929
0.2803573521809887,0.5013731994418283,-1.0141621386833264
0.5760371266180446,0.11124115215483053,-0.6828680026196948
0.5760371266180446,0.11124115215483053,-0.6828680026196948
-1.1947438913935955,-0.8713179699739698,0.9983774449080457
-0.5314139226606742,0.9725251104566822,-1.117864462171163
-0.6954693046509851,-1.414350628988477,1.1799156051350288
-0.6954693046509851,-1.414350628988477,1.1799156051350288
-0.6954693046509851,-1.414350628988477,1.1799156051350288
0.04518051082606456,0.8366005360272387,-1.1187796301917337
2.3656760509340704,-0.1448479219194327,-0.31156911331526693
2.3656760509340704,-0.1448479219194327,-0.31156911331526693
2.3656760509340704,-0.1448479219194327,-0.31156911331526693
2.3656760509340704,-0.1448479219194327,-0.31156911331526693
2.3656760509340704,-0.1448479219194327,-0.31156911331526693
-0.03886751969887729,0.5306275351064829,-0.8788978377023382
-1.2895835778194584,1.1497542667888963,-0.7505421163321894
-1.2895835778194584,1.1497542667888963,-0.7505421163321894
2.584370121886813,-0.9367523768681068,0.3163663308156084
2.584370121886813,-0.9367523768681068,0.3163663308156084
