Year,Category,Film,Film_ID,Nominee,Winner,TMDb_ID,Popularity,Vote_Count,Vote_Average,Genres,Director,IMDb_Rating
2024,Best Original Screenplay,5-Sep,tt28082769,"Written by Moritz Binder, Tim Fehlbaum; Co-Written by Alex David",FALSE,1211472,63.916,25,6.7,"Drama, History, Thriller",Tim Fehlbaum,7.1
1941,Best Actor,Sergeant York,tt0034167,Gary Cooper,TRUE,16442,11.444,208,7.204,"Biography, Drama, History",Howard Hawks,7.7
1941,Best Supporting Actor,Sergeant York,tt0034167,Walter Brennan,FALSE,16442,11.444,208,7.204,"Biography, Drama, History",Howard Hawks,7.7
1941,Best Supporting Actress,Sergeant York,tt0034167,Margaret Wycherly,FALSE,16442,11.444,208,7.204,"Biography, Drama, History",Howard Hawks,7.7
1941,Best Cinematography,Sergeant York,tt0034167,Sol Polito,FALSE,16442,11.444,208,7.204,"Biography, Drama, History",Howard Hawks,7.7
1941,Best Director,Sergeant York,tt0034167,Howard Hawks,FALSE,16442,11.444,208,7.204,"Biography, Drama, History",Howard Hawks,7.7
1941,Best Original Screenplay,Sergeant York,tt0034167,"Abem Finkel, Harry Chandlee, Howard Koch, John Huston",FALSE,16442,11.444,208,7.204,"Biography, Drama, History",Howard Hawks,7.7
1973,Best Actor,Serpico,tt0070666,Al Pacino,FALSE,9040,18.841,1943,7.528,"Biography, Crime, Drama",Sidney Lumet,7.7
1976,Best Actor,Seven Beauties,tt0075040,Giancarlo Giannini,FALSE,37550,7.952,136,7.5,"Comedy, Drama, War",Lina Wertmüller,7.8
1976,Best Director,Seven Beauties,tt0075040,Lina Wertmüller,FALSE,37550,7.952,136,7.5,"Comedy, Drama, War",Lina Wertmüller,7.8
1976,Best Original Screenplay,Seven Beauties,tt0075040,Lina Wertmüller,FALSE,37550,7.952,136,7.5,"Comedy, Drama, War",Lina Wertmüller,7.8
1954,Best Cinematography,Seven Brides for Seven Brothers,tt0047472,George Folsey,FALSE,16563,19.639,537,7.159,"Musical, Romance, Western",Stanley Donen,7.3
1954,Best Picture,Seven Brides for Seven Brothers,tt0047472,"Jack Cummings, Producer",FALSE,16563,19.639,537,7.159,"Musical, Romance, Western",Stanley Donen,7.3
1964,Best Supporting Actor,Seven Days in May,tt0058576,Edmond O'Brien,FALSE,23518,9.763,198,7.25,"Drama, Thriller",John Frankenheimer,7.8
1989,Best Original Screenplay,"sex, lies, and videotape",tt0098724,Steven Soderbergh,FALSE,1412,27.082,916,6.9,Drama,Steven Soderbergh,7.2
2001,Best Supporting Actor,Sexy Beast,tt0203119,Ben Kingsley,FALSE,11826,12.101,784,7,"Crime, Drama, Thriller",Jonathan Glazer,7.3
2000,Best Supporting Actor,Shadow of the Vampire,tt0189998,Willem Dafoe,FALSE,10873,12.627,586,6.7,"Drama, Horror",E. Elias Merhige,6.9
1993,Best Actress,Shadowlands,tt0108101,Debra Winger,FALSE,10445,8.796,274,6.9,"Biography, Drama, Romance",Richard Attenborough,7.3
1993,Best Adapted Screenplay,Shadowlands,tt0108101,William Nicholson,FALSE,10445,8.796,274,6.9,"Biography, Drama, Romance",Richard Attenborough,7.3
1998,Best Supporting Actor,Shakespeare in Love,tt0138097,Geoffrey Rush,FALSE,1934,20.851,3005,6.9,"Comedy, Drama, History",John Madden,7.1
1998,Best Actress,Shakespeare in Love,tt0138097,Gwyneth Paltrow,TRUE,1934,20.851,3005,6.9,"Comedy, Drama, History",John Madden,7.1
1998,Best Supporting Actress,Shakespeare in Love,tt0138097,Judi Dench,TRUE,1934,20.851,3005,6.9,"Comedy, Drama, History",John Madden,7.1
1998,Best Cinematography,Shakespeare in Love,tt0138097,Richard Greatrex,FALSE,1934,20.851,3005,6.9,"Comedy, Drama, History",John Madden,7.1
1998,Best Director,Shakespeare in Love,tt0138097,John Madden,FALSE,1934,20.851,3005,6.9,"Comedy, Drama, History",John Madden,7.1
1998,Best Picture,Shakespeare in Love,tt0138097,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",TRUE,1934,20.851,3005,6.9,"Comedy, Drama, History",John Madden,7.1
1998,Best Original Screenplay,Shakespeare in Love,tt0138097,"Marc Norman, Tom Stoppard",TRUE,1934,20.851,3005,6.9,"Comedy, Drama, History",John Madden,7.1
1975,Best Supporting Actor,Shampoo,tt0073692,Jack Warden,FALSE,31121,8.846,216,5.979,"Comedy, Drama, Romance",Hal Ashby,6.4
1975,Best Supporting Actress,Shampoo,tt0073692,Lee Grant,TRUE,31121,8.846,216,5.979,"Comedy, Drama, Romance",Hal Ashby,6.4
1975,Best Original Screenplay,Shampoo,tt0073692,"Robert Towne, Warren Beatty",FALSE,31121,8.846,216,5.979,"Comedy, Drama, Romance",Hal Ashby,6.4
1953,Best Supporting Actor,Shane,tt0046303,Brandon De Wilde,FALSE,3110,16.537,615,7.4,"Drama, Western",George Stevens,7.6
1953,Best Supporting Actor,Shane,tt0046303,Jack Palance,FALSE,3110,16.537,615,7.4,"Drama, Western",George Stevens,7.6
1953,Best Cinematography,Shane,tt0046303,Loyal Griggs,TRUE,3110,16.537,615,7.4,"Drama, Western",George Stevens,7.6
1953,Best Director,Shane,tt0046303,George Stevens,FALSE,3110,16.537,615,7.4,"Drama, Western",George Stevens,7.6
1953,Best Picture,Shane,tt0046303,"George Stevens, Producer",FALSE,3110,16.537,615,7.4,"Drama, Western",George Stevens,7.6
1931,Best Cinematography,Shanghai Express,tt0023458,Lee Garmes,TRUE,875,14.561,202,6.9,"Adventure, Drama, Film-Noir",Josef von Sternberg,7.3
1931,Best Director,Shanghai Express,tt0023458,Josef Von Sternberg,FALSE,875,14.561,202,6.9,"Adventure, Drama, Film-Noir",Josef von Sternberg,7.3
1931,Best Picture,Shanghai Express,tt0023458,Paramount Publix,FALSE,875,14.561,202,6.9,"Adventure, Drama, Film-Noir",Josef von Sternberg,7.3
1995,Best Cinematography,Shanghai Triad,tt0115012,Lu Yue,FALSE,37557,16.612,97,6.7,"Crime, Drama, History",Yimou Zhang,7.1
1932,Best Picture,She Done Him Wrong,tt0024548,Paramount,FALSE,43595,6.708,114,5.8,"Comedy, Drama, History",Lowell Sherman,6.3
1949,Best Cinematography,She Wore a Yellow Ribbon,tt0041866,Winton Hoch,TRUE,13909,14.561,357,6.8,Western,John Ford,7.2
1996,Best Actor,Shine,tt0117631,Geoffrey Rush,TRUE,7863,10.28,653,7.4,"Biography, Drama, Music",Scott Hicks,7.6
1996,Best Supporting Actor,Shine,tt0117631,Armin Mueller-Stahl,FALSE,7863,10.28,653,7.4,"Biography, Drama, Music",Scott Hicks,7.6
1996,Best Director,Shine,tt0117631,Scott Hicks,FALSE,7863,10.28,653,7.4,"Biography, Drama, Music",Scott Hicks,7.6
1996,Best Picture,Shine,tt0117631,"Jane Scott, Producer",FALSE,7863,10.28,653,7.4,"Biography, Drama, Music",Scott Hicks,7.6
1996,Best Original Screenplay,Shine,tt0117631,Screenplay by Jan Sardi; Story by Scott Hicks,FALSE,7863,10.28,653,7.4,"Biography, Drama, Music",Scott Hicks,7.6
1965,Best Actor,Ship of Fools,tt0059712,Oskar Werner,FALSE,30080,7.131,89,6.5,"Drama, Romance",Stanley Kramer,7
1965,Best Supporting Actor,Ship of Fools,tt0059712,Michael Dunn,FALSE,30080,7.131,89,6.5,"Drama, Romance",Stanley Kramer,7
1965,Best Actress,Ship of Fools,tt0059712,Simone Signoret,FALSE,30080,7.131,89,6.5,"Drama, Romance",Stanley Kramer,7
1965,Best Cinematography,Ship of Fools,tt0059712,Ernest Laszlo,TRUE,30080,7.131,89,6.5,"Drama, Romance",Stanley Kramer,7
1965,Best Picture,Ship of Fools,tt0059712,"Stanley Kramer, Producer",FALSE,30080,7.131,89,6.5,"Drama, Romance",Stanley Kramer,7
1989,Best Actress,Shirley Valentine,tt0098319,Pauline Collins,FALSE,18683,7.591,95,6.3,"Comedy, Drama, Romance",Lewis Gilbert,7.2
1947,Best Original Screenplay,Shoe-Shine,tt0038913,"Sergio Amidei, Adolfo Franci, C. G. Viola, Cesare Zavattini",FALSE,43469,12.746,248,7.8,Drama,Vittorio De Sica,8
1993,Best Director,Short Cuts,tt0108122,Robert Altman,FALSE,695,16.261,600,7.213,"Comedy, Drama",Robert Altman,7.6
1951,Best Cinematography,Show Boat,tt0044030,Charles Rosher,FALSE,17820,6.676,73,6,"Drama, Family, Musical",George Sidney,6.8
2001,Best Adapted Screenplay,Shrek,tt0126029,Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,FALSE,808,141.734,17336,7.745,"Animation, Adventure, Comedy","Andrew Adamson, Vicky Jenson",7.9
2015,Best Cinematography,Sicario,tt3397884,Roger Deakins,FALSE,273481,62.776,8697,7.41,"Action, Crime, Drama",Denis Villeneuve,7.7
2004,Best Supporting Actor,Sideways,tt0375063,Thomas Haden Church,FALSE,9675,14.357,1678,7.1,"Comedy, Drama, Romance",Alexander Payne,7.5
2004,Best Supporting Actress,Sideways,tt0375063,Virginia Madsen,FALSE,9675,14.357,1678,7.1,"Comedy, Drama, Romance",Alexander Payne,7.5
2004,Best Director,Sideways,tt0375063,Alexander Payne,FALSE,9675,14.357,1678,7.1,"Comedy, Drama, Romance",Alexander Payne,7.5
2004,Best Picture,Sideways,tt0375063,"Michael London, Producer",FALSE,9675,14.357,1678,7.1,"Comedy, Drama, Romance",Alexander Payne,7.5
2004,Best Adapted Screenplay,Sideways,tt0375063,Screenplay by Alexander Payne & Jim Taylor,TRUE,9675,14.357,1678,7.1,"Comedy, Drama, Romance",Alexander Payne,7.5
2016,Best Cinematography,Silence,tt0490215,Rodrigo Prieto,FALSE,68730,28.123,3064,7.127,"Drama, History",Martin Scorsese,7.2
1983,Best Actress,Silkwood,tt0086312,Meryl Streep,FALSE,12502,14.317,324,6.954,"Biography, Drama, History",Mike Nichols,7.1
1983,Best Supporting Actress,Silkwood,tt0086312,Cher,FALSE,12502,14.317,324,6.954,"Biography, Drama, History",Mike Nichols,7.1
1983,Best Director,Silkwood,tt0086312,Mike Nichols,FALSE,12502,14.317,324,6.954,"Biography, Drama, History",Mike Nichols,7.1
1983,Best Original Screenplay,Silkwood,tt0086312,"Nora Ephron, Alice Arlen",FALSE,12502,14.317,324,6.954,"Biography, Drama, History",Mike Nichols,7.1
2012,Best Actor,Silver Linings Playbook,tt1045658,Bradley Cooper,FALSE,82693,38.389,12028,7.143,"Comedy, Drama, Romance",David O. Russell,7.7
2012,Best Supporting Actor,Silver Linings Playbook,tt1045658,Robert De Niro,FALSE,82693,38.389,12028,7.143,"Comedy, Drama, Romance",David O. Russell,7.7
2012,Best Actress,Silver Linings Playbook,tt1045658,Jennifer Lawrence,TRUE,82693,38.389,12028,7.143,"Comedy, Drama, Romance",David O. Russell,7.7
2012,Best Supporting Actress,Silver Linings Playbook,tt1045658,Jacki Weaver,FALSE,82693,38.389,12028,7.143,"Comedy, Drama, Romance",David O. Russell,7.7
2012,Best Director,Silver Linings Playbook,tt1045658,David O. Russell,FALSE,82693,38.389,12028,7.143,"Comedy, Drama, Romance",David O. Russell,7.7
2012,Best Picture,Silver Linings Playbook,tt1045658,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",FALSE,82693,38.389,12028,7.143,"Comedy, Drama, Romance",David O. Russell,7.7
2012,Best Adapted Screenplay,Silver Linings Playbook,tt1045658,Screenplay by David O. Russell,FALSE,82693,38.389,12028,7.143,"Comedy, Drama, Romance",David O. Russell,7.7
1944,Best Supporting Actor,Since You Went Away,tt0037280,Monty Woolley,FALSE,42401,4.486,48,6.5,"Drama, Romance, War","John Cromwell, Edward F. Cline, Tay Garnett",7.5
1944,Best Actress,Since You Went Away,tt0037280,Claudette Colbert,FALSE,42401,4.486,48,6.5,"Drama, Romance, War","John Cromwell, Edward F. Cline, Tay Garnett",7.5
1944,Best Supporting Actress,Since You Went Away,tt0037280,Jennifer Jones,FALSE,42401,4.486,48,6.5,"Drama, Romance, War","John Cromwell, Edward F. Cline, Tay Garnett",7.5
1944,Best Cinematography,Since You Went Away,tt0037280,"Stanley Cortez, Lee Garmes",FALSE,42401,4.486,48,6.5,"Drama, Romance, War","John Cromwell, Edward F. Cline, Tay Garnett",7.5
1944,Best Picture,Since You Went Away,tt0037280,Selznick International Pictures,FALSE,42401,4.486,48,6.5,"Drama, Romance, War","John Cromwell, Edward F. Cline, Tay Garnett",7.5
2024,Best Actor,Sing Sing,tt28479262,Colman Domingo,FALSE,1155828,60.818,81,7.457,Drama,Greg Kwedar,7.7
2024,Best Adapted Screenplay,Sing Sing,tt28479262,"Screenplay by Clint Bentley, Greg Kwedar; Story by Clint Bentley, Greg Kwedar, Clarence Maclin, John \""Divine G\"" Whitfield",FALSE,1155828,60.818,81,7.457,Drama,Greg Kwedar,7.7
1952,Best Supporting Actress,Singin' in the Rain,tt0045152,Jean Hagen,FALSE,872,32.366,3176,8.1,"Comedy, Musical, Romance","Stanley Donen, Gene Kelly",8.3
1946,Best Actress,Sister Kenny,tt0038948,Rosalind Russell,FALSE,51571,2.111,14,6.5,"Biography, Drama",Dudley Nichols,7.2
1948,Best Actor,Sitting Pretty,tt0040795,Clifton Webb,FALSE,76211,3.988,43,7.1,"Comedy, Family",Walter Lang,7.4
