Year,Popularity,Vote_Count,Vote_Average,IMDb_Rating
2018,12.383,1476,7.4,7.5
2004,30.622,5660,7.227,7.5
1936,6.156,37,6.8,6.9
1952,2.563,34,7.4,7.5
1952,2.563,34,7.4,7.5
1951,1.405,5,7.0,6.9
1949,3.84,23,6.3,7.1
1949,3.84,23,6.3,7.1
1949,3.84,23,6.3,7.1
1949,3.84,23,6.3,7.1
1978,4.294,66,6.0,6.3
1978,10.433,188,7.0,7.3
1978,10.433,188,7.0,7.3
1978,10.433,188,7.0,7.3
1978,10.433,188,7.0,7.3
1978,10.433,188,7.0,7.3
1978,10.433,188,7.0,7.3
1978,10.433,188,7.0,7.3
2024,255.206,1064,7.1,7.4
2024,255.206,1064,7.1,7.4
2024,255.206,1064,7.1,7.4
2024,255.206,1064,7.1,7.4
1929,2.075,14,6.4,6.4
1937,3.12,21,6.6,6.5
1967,21.215,1439,7.727,8.1
1967,21.215,1439,7.727,8.1
1928,4.155,27,5.6,5.5
1943,2.143,11,6.2,6.5
1984,2.891,32,6.391,6.6
1976,3.618,37,6.2,6.6
1976,3.618,37,6.2,6.6
1944,6.485,89,6.4,6.7
2005,24.333,3492,7.225,7.7
2005,24.333,3492,7.225,7.7
2005,24.333,3492,7.225,7.7
2005,24.333,3492,7.225,7.7
2009,11.92,1059,6.9,7.2
2009,11.92,1059,6.9,7.2
2015,55.902,7484,7.409,7.6
1973,11.824,692,7.9,8.1
1973,11.824,692,7.9,8.1
1973,11.824,692,7.9,8.1
1989,8.763,878,7.418,7.8
1989,8.763,878,7.418,7.8
1989,8.763,878,7.418,7.8
1986,4.813,62,6.1,6.3
1986,4.813,62,6.1,6.3
1986,4.813,62,6.1,6.3
1983,2.763,23,6.5,6.9
1983,2.763,23,6.5,6.9
1947,15.296,138,6.6,7.3
1947,15.296,138,6.6,7.3
1947,15.296,138,6.6,7.3
1947,15.296,138,6.6,7.3
2000,25.413,3233,7.4,7.9
2000,25.413,3233,7.4,7.9
2000,25.413,3233,7.4,7.9
2000,25.413,3233,7.4,7.9
1987,9.024,211,7.0,7.4
1950,7.308,61,6.8,7.4
1990,13.085,766,7.326,7.5
2013,24.949,8505,7.9,7.9
2013,24.949,8505,7.9,7.9
2013,24.949,8505,7.9,7.9
2013,24.949,8505,7.9,7.9
1992,27.154,602,6.633,6.7
1990,43.628,4272,7.8,8.0
1990,43.628,4272,7.8,8.0
1990,43.628,4272,7.8,8.0
1990,43.628,4272,7.8,8.0
1990,43.628,4272,7.8,8.0
1990,43.628,4272,7.8,8.0
1990,43.628,4272,7.8,8.0
1935,4.687,49,6.7,6.8
1988,19.549,1167,7.2,7.5
1988,19.549,1167,7.2,7.5
1988,19.549,1167,7.2,7.5
1988,19.549,1167,7.2,7.5
1987,9.702,88,6.8,7.3
1939,5.28,141,6.954,7.4
1939,5.28,141,6.954,7.4
2017,25.776,5120,7.351,7.4
2017,25.776,5120,7.351,7.4
2017,25.776,5120,7.351,7.4
1965,9.304,130,6.7,7.0
1965,9.304,130,6.7,7.0
1965,9.304,130,6.7,7.0
1965,9.304,130,6.7,7.0
1982,29.132,2240,8.084,8.4
1982,29.132,2240,8.084,8.4
1982,29.132,2240,8.084,8.4
1993,11.462,756,6.651,6.9
1951,6.066,61,5.8,6.1
1962,4.307,55,7.3,7.2
1935,8.822,68,6.588,7.3
1974,10.269,597,7.786,8.0
1974,10.269,597,7.786,8.0
1974,10.269,597,7.786,8.0
1978,17.706,1028,7.5,8.0
1962,8.627,192,7.466,7.9
1962,8.627,192,7.466,7.9
1937,7.502,126,7.0,7.2
1937,7.502,126,7.0,7.2
1937,7.502,126,7.0,7.2
1995,23.091,1354,7.3,7.5
1995,23.091,1354,7.3,7.5
1995,23.091,1354,7.3,7.5
1989,63.938,11427,8.3,8.1
1989,63.938,11427,8.3,8.1
1989,63.938,11427,8.3,8.1
1989,63.938,11427,8.3,8.1
1951,2.551,16,6.9,7.2
1951,2.551,16,6.9,7.2
1951,2.551,16,6.9,7.2
1951,2.551,16,6.9,7.2
1951,3.614,44,6.7,7.2
1997,13.613,968,7.3,7.3
1972,14.153,1603,7.306,7.7
1972,14.153,1603,7.306,7.7
1957,7.629,70,6.5,6.8
1958,4.114,20,6.8,6.5
1951,6.224,142,6.982,7.5
1951,6.224,142,6.982,7.5
1951,6.224,142,6.982,7.5
1970,3.972,37,6.4,6.9
1990,14.388,938,6.1,6.2
1990,14.388,938,6.1,6.2
1945,2.479,30,5.9,6.5
1982,13.959,282,6.8,7.0
2003,8.812,447,6.9,7.2
1929,3.718,20,5.1,6.1
1929,3.718,20,5.1,6.1
2009,45.485,9563,7.4,7.9
2009,45.485,9563,7.4,7.9
1941,8.254,28,6.3,6.5
1967,3.64,22,5.8,6.3
1962,9.154,470,7.903,8.0
1962,9.154,470,7.903,8.0
1962,9.154,470,7.903,8.0
2012,69.558,26444,8.182,8.5
2012,69.558,26444,8.182,8.5
2012,69.558,26444,8.182,8.5
2012,69.558,26444,8.182,8.5
1989,19.364,1789,7.8,7.9
1989,19.364,1789,7.8,7.9
1967,12.13,180,6.2,6.2
1967,12.13,180,6.2,6.2
1965,28.637,1155,7.5,7.9
1965,28.637,1155,7.5,7.9
1965,28.637,1155,7.5,7.9
1965,28.637,1155,7.5,7.9
1936,6.578,129,7.085,7.7
1936,6.578,129,7.085,7.7
1936,6.578,129,7.085,7.7
1936,6.578,129,7.085,7.7
1975,19.9,2994,7.843,8.0
1975,19.9,2994,7.843,8.0
1975,19.9,2994,7.843,8.0
1975,19.9,2994,7.843,8.0
1975,19.9,2994,7.843,8.0
2021,33.072,8372,7.1,7.2
2021,33.072,8372,7.1,7.2
1997,24.077,4462,7.5,7.7
1944,20.05,1820,8.113,8.3
1944,20.05,1820,8.113,8.3
1944,20.05,1820,8.113,8.3
1944,20.05,1820,8.113,8.3
2008,15.677,1712,7.2,7.5
2008,15.677,1712,7.2,7.5
2008,15.677,1712,7.2,7.5
2008,15.677,1712,7.2,7.5
2008,15.677,1712,7.2,7.5
1940,2.495,24,6.0,6.4
1940,4.163,29,6.3,7.4
1931,10.281,291,7.3,7.6
1931,10.281,291,7.3,7.6
1941,9.16,166,6.4,6.8
1964,33.722,5678,8.117,8.4
1964,33.722,5678,8.117,8.4
1964,33.722,5678,8.117,8.4
1928,0.913,1,6.0,6.5
1944,3.429,14,6.4,5.9
1944,3.429,14,6.4,5.9
2006,23.165,1008,6.727,6.6
2006,23.165,1008,6.727,6.6
2021,16.878,1281,7.42,7.5
2021,16.878,1281,7.42,7.5
2021,16.878,1281,7.42,7.5
1989,22.027,1600,7.237,7.3
1989,22.027,1600,7.237,7.3
1989,22.027,1600,7.237,7.3
1989,22.027,1600,7.237,7.3
1989,22.027,1600,7.237,7.3
1939,8.14,109,6.4,7.0
1939,8.14,109,6.4,7.0
1946,10.648,169,6.3,6.7
1946,10.648,169,6.3,6.7
2021,130.718,13098,7.785,8.0
2021,130.718,13098,7.785,8.0
2021,130.718,13098,7.785,8.0
2024,225.798,6170,8.15,8.5
2024,225.798,6170,8.15,8.5
2017,56.122,16583,7.45,7.8
2017,56.122,16583,7.45,7.8
2017,56.122,16583,7.45,7.8
1982,50.319,11269,7.514,7.9
1982,50.319,11269,7.514,7.9
1982,50.319,11269,7.514,7.9
1982,50.319,11269,7.514,7.9
1974,15.612,328,6.111,5.9
1930,2.175,13,6.3,5.8
2007,26.461,3371,7.355,7.6
1969,19.51,1970,7.06,7.3
1994,12.344,2331,7.484,7.8
1983,8.37,182,6.846,7.2
1983,8.37,182,6.846,7.2
1983,8.37,182,6.846,7.2
1949,2.894,19,6.526,6.5
2023,18.013,279,6.183,6.4
1984,7.538,69,7.232,7.7
1999,17.174,1075,6.854,7.2
1998,23.972,1393,7.2,7.4
1998,23.972,1393,7.2,7.4
1998,23.972,1393,7.2,7.4
2007,20.138,1226,6.7,6.8
2016,11.78,1873,6.657,7.1
1960,11.671,178,7.2,7.7
1960,11.671,178,7.2,7.7
1960,11.671,178,7.2,7.7
2022,48.142,3466,7.513,7.3
2022,48.142,3466,7.513,7.3
2022,48.142,3466,7.513,7.3
2024,307.828,1103,7.3,6.4
2024,307.828,1103,7.3,6.4
2024,307.828,1103,7.3,6.4
2024,307.828,1103,7.3,6.4
2024,307.828,1103,7.3,6.4
2024,307.828,1103,7.3,6.4
1931,1.873,12,6.5,6.9
2022,9.198,553,6.7,6.7
1987,20.33,1929,7.5,7.7
1992,5.191,67,6.6,7.3
1992,5.191,67,6.6,7.3
1989,3.661,40,6.288,6.5
1989,3.661,40,6.288,6.5
1989,3.661,40,6.288,6.5
1977,6.503,137,7.0,7.1
1977,6.503,137,7.0,7.1
2000,30.243,3237,7.4,7.4
2000,30.243,3237,7.4,7.4
2000,30.243,3237,7.4,7.4
2000,30.243,3237,7.4,7.4
2000,30.243,3237,7.4,7.4
1935,0.498,5,5.4,5.5
2004,68.974,15147,8.093,8.3
2004,68.974,15147,8.093,8.3
1991,8.272,250,7.3,7.5
2022,71.181,6731,7.769,7.8
2022,71.181,6731,7.769,7.8
2022,71.181,6731,7.769,7.8
2022,71.181,6731,7.769,7.8
2022,71.181,6731,7.769,7.8
2022,71.181,6731,7.769,7.8
2022,71.181,6731,7.769,7.8
1996,17.733,481,6.105,6.3
2015,37.486,13358,7.571,7.7
1981,19.509,1016,6.9,7.3
1954,3.898,52,7.0,7.4
1954,3.898,52,7.0,7.4
1960,11.545,201,6.6,6.7
1960,11.545,201,6.6,6.7
2011,18.281,2008,6.978,6.9
2011,18.281,2008,6.978,6.9
1976,8.735,114,7.3,7.5
1976,8.735,114,7.3,7.5
1968,10.38,195,7.128,7.6
1968,10.38,195,7.128,7.6
1968,10.38,195,7.128,7.6
1980,13.236,464,6.428,6.6
1961,4.422,38,6.776,7.1
1961,4.422,38,6.776,7.1
1961,4.422,38,6.776,7.1
1983,11.734,784,7.8,8.1
1983,11.734,784,7.8,8.1
1983,11.734,784,7.8,8.1
1966,9.764,448,6.7,6.8
2002,8.894,614,7.028,7.3
2002,8.894,614,7.028,7.3
2002,8.894,614,7.028,7.3
1993,21.032,588,7.94,8.1
1975,13.522,152,6.6,7.0
1996,30.898,8157,7.86,8.1
1996,30.898,8157,7.86,8.1
1996,30.898,8157,7.86,8.1
1996,30.898,8157,7.86,8.1
1996,30.898,8157,7.86,8.1
1996,30.898,8157,7.86,8.1
1972,10.291,159,7.0,7.3
1987,24.66,1515,6.84,6.9
1987,24.66,1515,6.84,6.9
1987,24.66,1515,6.84,6.9
1987,24.66,1515,6.84,6.9
1987,24.66,1515,6.84,6.9
1964,3.982,36,6.4,7.0
1964,10.72,174,7.017,7.3
1950,10.24,205,7.0,7.1
1950,10.24,205,7.0,7.1
1993,11.252,317,6.885,7.1
1963,16.526,2305,8.1,8.0
1963,16.526,2305,8.1,8.0
1970,10.638,330,6.7,6.9
2016,23.419,2621,6.86,7.2
2016,23.419,2621,6.86,7.2
2016,23.419,2621,6.86,7.2
2016,23.419,2621,6.86,7.2
1971,19.049,574,7.704,8.0
1971,19.049,574,7.704,8.0
1971,19.049,574,7.704,8.0
1971,19.049,574,7.704,8.0
1971,19.049,574,7.704,8.0
1989,16.901,1509,7.098,7.5
1989,16.901,1509,7.098,7.5
2003,105.138,19405,7.818,8.2
2004,18.759,3557,7.3,7.7
2004,18.759,3557,7.3,7.7
2004,18.759,3557,7.3,7.7
1939,1.694,12,7.8,7.0
2018,10.295,1335,7.0,7.1
1970,8.208,523,7.112,7.4
1970,8.208,523,7.112,7.4
1970,8.208,523,7.112,7.4
1952,7.522,87,7.6,7.6
1943,6.916,130,6.9,7.3
1931,2.964,38,6.592,7.3
1983,22.342,1478,6.495,6.2
2012,28.326,6019,6.8,7.3
2012,28.326,6019,6.8,7.3
1934,2.799,13,5.5,5.6
2016,10.029,1461,6.666,6.8
1961,4.106,31,6.1,6.9
1996,15.102,464,6.9,6.9
1991,6.284,75,6.2,6.4
1943,11.123,190,6.5,6.8
1943,11.123,190,6.5,6.8
1943,11.123,190,6.5,6.8
1943,11.123,190,6.5,6.8
1943,11.123,190,6.5,6.8
2019,52.669,8100,8.004,8.1
1940,11.938,392,7.0,7.4
1940,11.938,392,7.0,7.4
1940,11.938,392,7.0,7.4
1940,11.938,392,7.0,7.4
1994,127.926,27783,8.469,8.8
1994,127.926,27783,8.469,8.8
1994,127.926,27783,8.469,8.8
1994,127.926,27783,8.469,8.8
1994,127.926,27783,8.469,8.8
1994,127.926,27783,8.469,8.8
1938,4.252,27,6.5,6.9
1938,4.252,27,6.5,6.9
1938,4.252,27,6.5,6.9
1928,2.719,3,7.0,7.1
1939,11.722,94,7.0,7.4
1994,32.03,2711,6.8,7.1
1994,32.03,2711,6.8,7.1
2014,19.442,2304,6.7,7.0
2014,19.442,2304,6.7,7.0
2014,19.442,2304,6.7,7.0
2014,19.442,2304,6.7,7.0
1982,6.593,110,6.9,7.2
1982,6.593,110,6.9,7.2
1962,5.031,70,6.5,7.2
2002,13.599,2017,7.41,7.3
1991,26.406,1356,7.708,7.7
1991,26.406,1356,7.708,7.7
1956,7.67,119,6.6,7.4
1956,7.67,119,6.6,7.4
1956,7.67,119,6.6,7.4
1956,7.67,119,6.6,7.4
1953,10.635,637,7.3,7.6
1953,10.635,637,7.3,7.6
1953,10.635,637,7.3,7.6
1953,10.635,637,7.3,7.6
1953,10.635,637,7.3,7.6
1953,10.635,637,7.3,7.6
1953,10.635,637,7.3,7.6
1953,10.635,637,7.3,7.6
2008,13.255,1181,7.28,7.6
2008,13.255,1181,7.28,7.6
2008,13.255,1181,7.28,7.6
2008,13.255,1181,7.28,7.6
2008,12.381,320,6.663,7.1
2008,12.381,320,6.663,7.1
1987,58.585,10600,8.127,8.2
1957,13.374,687,7.0,7.0
1957,13.374,687,7.0,7.0
1968,8.883,396,7.2,7.3
1968,8.883,396,7.2,7.3
1968,8.883,396,7.2,7.3
1968,8.883,396,7.2,7.3
1975,5.407,64,5.2,6.4
1945,3.462,35,6.4,7.2
1987,1.046,10,6.0,6.8
1982,18.461,2309,7.6,8.0
1982,18.461,2309,7.6,8.0
1982,18.461,2309,7.6,8.0
1982,18.461,2309,7.6,8.0
1982,18.461,2309,7.6,8.0
2002,26.93,6673,7.322,7.5
2002,26.93,6673,7.322,7.5
2002,26.93,6673,7.322,7.5
2002,26.93,6673,7.322,7.5
2002,26.93,6673,7.322,7.5
1944,16.185,493,7.5,7.8
1944,16.185,493,7.5,7.8
1944,16.185,493,7.5,7.8
1944,16.185,493,7.5,7.8
1944,16.185,493,7.5,7.8
1961,8.12,129,7.442,7.9
1947,8.895,252,7.0,7.2
1947,8.895,252,7.0,7.2
1947,8.895,252,7.0,7.2
1947,8.895,252,7.0,7.2
1947,8.895,252,7.0,7.2
1947,8.895,252,7.0,7.2
1995,4.19,43,5.9,6.5
1966,4.947,48,6.3,6.9
1966,4.947,48,6.3,6.9
1966,4.947,48,6.3,6.9
2017,59.653,17603,7.615,7.8
2017,59.653,17603,7.615,7.8
2017,59.653,17603,7.615,7.8
2017,59.653,17603,7.615,7.8
1990,43.147,5598,7.2,7.1
1990,43.147,5598,7.2,7.1
1990,43.147,5598,7.2,7.1
2001,9.272,1422,7.1,7.3
1996,10.806,147,6.6,6.7
1956,18.873,698,7.6,7.6
1956,18.873,698,7.6,7.6
1956,18.873,698,7.6,7.6
1956,18.873,698,7.6,7.6
1956,18.873,698,7.6,7.6
1956,18.873,698,7.6,7.6
1958,14.355,320,6.2,6.7
1958,14.355,320,6.2,6.7
1958,14.355,320,6.2,6.7
2003,15.323,1379,6.599,6.9
1999,28.207,3859,7.6,7.3
1975,0.594,7,6.2,7.1
2000,148.769,19291,8.2,8.5
2000,148.769,19291,8.2,8.5
2000,148.769,19291,8.2,8.5
2000,148.769,19291,8.2,8.5
2000,148.769,19291,8.2,8.5
2000,148.769,19291,8.2,8.5
2022,46.968,5677,7.05,7.1
1992,17.061,1399,7.346,7.7
1980,9.776,231,6.859,7.1
1989,19.988,1629,7.473,7.8
1989,19.988,1629,7.473,7.8
1998,7.834,363,7.0,7.3
1998,7.834,363,7.0,7.3
1998,7.834,363,7.0,7.3
1944,7.68,176,6.7,7.0
1944,7.68,176,6.7,7.0
1944,7.68,176,6.7,7.0
1944,7.68,176,6.7,7.0
1944,7.68,176,6.7,7.0
1944,7.68,176,6.7,7.0
2007,26.836,3794,7.303,7.6
2014,108.271,18765,7.891,8.1
1939,44.075,4061,7.9,8.2
1939,44.075,4061,7.9,8.2
1939,44.075,4061,7.9,8.2
1939,44.075,4061,7.9,8.2
1939,44.075,4061,7.9,8.2
1939,44.075,4061,7.9,8.2
1939,44.075,4061,7.9,8.2
1990,81.624,13065,8.457,8.7
1990,81.624,13065,8.457,8.7
1990,81.624,13065,8.457,8.7
1990,81.624,13065,8.457,8.7
1990,81.624,13065,8.457,8.7
1987,20.57,2746,7.3,7.3
2005,15.145,990,7.1,7.4
2005,15.145,990,7.1,7.4
2005,15.145,990,7.1,7.4
2005,15.145,990,7.1,7.4
2005,15.145,990,7.1,7.4
1997,81.848,12535,8.2,8.3
1997,81.848,12535,8.2,8.3
1997,81.848,12535,8.2,8.3
1997,81.848,12535,8.2,8.3
1997,81.848,12535,8.2,8.3
1997,81.848,12535,8.2,8.3
1939,8.095,120,7.329,7.9
1939,8.095,120,7.329,7.9
1939,8.095,120,7.329,7.9
1939,8.095,120,7.329,7.9
1969,11.904,37,6.7,6.9
1988,13.514,590,6.987,7.0
1988,13.514,590,6.987,7.0
2001,14.576,1108,6.8,7.2
2001,14.576,1108,6.8,7.2
2001,14.576,1108,6.8,7.2
2001,14.576,1108,6.8,7.2
2001,14.576,1108,6.8,7.2
1991,8.481,199,6.457,6.8
1931,12.329,310,6.9,7.3
1938,12.711,695,7.8,8.1
2013,39.033,15410,7.164,7.7
2013,39.033,15410,7.164,7.7
2013,39.033,15410,7.164,7.7
2013,39.033,15410,7.164,7.7
1947,12.456,338,7.283,7.8
1947,12.456,338,7.283,7.8
1947,12.456,338,7.283,7.8
2018,76.166,11769,8.24,8.2
2018,76.166,11769,8.24,8.2
2018,76.166,11769,8.24,8.2
2018,76.166,11769,8.24,8.2
1990,11.671,486,6.122,6.3
1947,1.606,17,6.1,6.8
1948,2.548,13,6.6,6.0
1984,20.441,466,6.3,6.4
1984,20.441,466,6.3,6.4
1967,13.567,847,7.553,7.6
1967,13.567,847,7.553,7.6
1967,13.567,847,7.553,7.6
1967,13.567,847,7.553,7.6
1967,13.567,847,7.553,7.6
1967,13.567,847,7.553,7.6
1967,13.567,847,7.553,7.6
1939,7.43,155,6.5,7.2
1955,7.692,228,6.6,7.1
1962,6.895,70,6.3,7.1
2016,113.549,13885,8.195,8.1
2016,113.549,13885,8.195,8.1
2016,113.549,13885,8.195,8.1
1944,3.997,67,7.022,7.6
2006,9.116,872,6.6,7.1
1929,2.503,30,6.6,6.7
1948,11.006,263,7.397,7.6
1948,11.006,263,7.397,7.6
1948,11.006,263,7.397,7.6
1948,11.006,263,7.397,7.6
1996,12.231,476,7.34,7.7
1986,14.661,1056,7.505,7.8
1986,14.661,1056,7.505,7.8
1986,14.661,1056,7.505,7.8
1986,14.661,1056,7.505,7.8
1986,14.661,1056,7.505,7.8
1952,3.726,67,6.3,6.8
2008,9.482,459,6.6,7.0
2019,17.477,800,7.315,6.7
1974,7.215,87,7.1,7.4
1974,7.215,87,7.1,7.4
2009,112.275,19628,7.686,7.6
1950,10.329,621,7.7,7.9
1950,10.329,621,7.7,7.9
1962,12.98,234,6.703,7.2
1966,6.791,44,6.4,6.5
1966,6.791,44,6.4,6.5
1943,9.938,223,6.922,7.3
1943,9.938,223,6.922,7.3
1978,9.478,405,6.6,6.9
1978,9.478,405,6.6,6.9
1978,9.478,405,6.6,6.9
1978,9.478,405,6.6,6.9
1978,9.478,405,6.6,6.9
1978,9.478,405,6.6,6.9
1978,9.478,405,6.6,6.9
1957,7.55,128,6.898,7.3
1994,13.943,923,7.0,7.3
1975,0.815,10,6.4,6.3
2016,21.909,4486,7.3,7.6
2016,21.909,4486,7.3,7.6
2016,21.909,4486,7.3,7.6
1929,12.505,91,6.4,7.3
1969,11.27,357,7.0,7.1
1969,11.27,357,7.0,7.1
1943,1.899,30,6.2,6.5
1990,10.862,196,6.1,6.3
1946,7.987,114,6.6,7.0
1946,7.987,114,6.6,7.0
1989,12.118,377,7.2,7.5
1989,12.118,377,7.2,7.5
2013,46.642,14348,7.9,8.0
2013,46.642,14348,7.9,8.0
1941,6.696,105,6.938,7.5
1941,6.696,105,6.938,7.5
1941,6.696,105,6.938,7.5
1941,6.696,105,6.938,7.5
1934,3.467,19,5.8,6.2
1975,4.994,27,6.2,7.0
2016,98.16,9798,8.058,7.8
2016,98.16,9798,8.058,7.8
2016,98.16,9798,8.058,7.8
1952,17.285,1446,7.7,7.9
1952,17.285,1446,7.7,7.9
1952,17.285,1446,7.7,7.9
1998,8.513,101,6.7,7.3
1998,8.513,101,6.7,7.3
2020,31.862,929,6.715,6.7
1960,14.688,818,7.7,7.9
1992,12.462,314,6.3,6.6
1941,2.6,42,6.6,7.3
1941,2.6,42,6.6,7.3
1930,2.435,21,6.2,6.3
1928,2.325,25,5.7,5.7
1944,2.491,9,5.6,6.5
1953,12.662,210,6.555,7.0
1986,11.229,512,7.1,7.4
1987,7.477,196,6.867,7.3
1987,7.477,196,6.867,7.3
1987,7.477,196,6.867,7.3
1987,7.477,196,6.867,7.3
1968,1.609,25,6.6,6.8
2004,24.096,2873,7.7,8.1
2004,24.096,2873,7.7,8.1
2004,24.096,2873,7.7,8.1
2004,23.936,1640,7.284,7.5
2003,12.834,772,7.2,7.5
2003,12.834,772,7.2,7.5
1958,14.689,176,6.4,6.7
1941,15.468,404,7.27,7.7
1941,15.468,404,7.27,7.7
1941,15.468,404,7.27,7.7
1941,15.468,404,7.27,7.7
1963,22.718,435,6.99,7.0
1963,22.718,435,6.99,7.0
1963,22.718,435,6.99,7.0
1992,17.878,538,7.02,7.4
1992,17.878,538,7.02,7.4
1992,17.878,538,7.02,7.4
1992,17.878,538,7.02,7.4
1992,17.878,538,7.02,7.4
1992,17.878,538,7.02,7.4
1963,14.328,312,7.264,7.8
1963,14.328,312,7.264,7.8
1963,14.328,312,7.264,7.8
1963,14.328,312,7.264,7.8
1963,14.328,312,7.264,7.8
2011,24.486,7225,7.174,7.5
2011,24.486,7225,7.174,7.5
2011,24.486,7225,7.174,7.5
2011,24.486,7225,7.174,7.5
1992,7.906,460,7.0,7.5
1992,7.906,460,7.0,7.5
1964,10.917,257,7.259,7.5
1964,10.917,257,7.259,7.5
2005,14.953,386,7.1,7.3
1932,7.657,209,7.797,8.2
1932,7.657,209,7.797,8.2
2001,43.589,2305,7.565,7.6
1970,3.274,36,6.6,7.4
1970,3.274,36,6.6,7.4
1948,4.508,58,7.1,7.9
1948,4.508,58,7.1,7.9
1948,4.508,58,7.1,7.9
1948,4.508,58,7.1,7.9
1948,4.508,58,7.1,7.9
1958,8.56,102,6.9,7.4
1958,8.56,102,6.9,7.4
1958,8.56,102,6.9,7.4
2017,23.399,5845,7.488,7.5
2017,23.399,5845,7.488,7.5
2007,13.603,707,6.537,6.8
2024,90.321,227,7.8,8.9
2024,90.321,227,7.8,8.9
1968,8.928,165,6.2,6.6
2014,7.72,975,7.2,7.4
2018,12.403,1137,6.927,7.1
2018,12.403,1137,6.927,7.1
1938,1.666,10,6.7,7.1
1934,6.308,83,7.0,7.5
1959,9.873,285,7.4,7.8
1959,9.873,285,7.4,7.8
1997,9.967,695,6.5,6.4
2003,5.795,347,7.173,7.7
2003,5.795,347,7.173,7.7
2003,5.795,347,7.173,7.7
2008,24.874,5205,7.492,7.9
1967,9.49,381,7.5,7.9
1967,9.49,381,7.5,7.9
1965,10.816,141,6.585,7.3
1928,2.583,27,5.3,5.5
1928,2.583,27,5.3,5.5
1928,2.583,27,5.3,5.5
1928,2.583,27,5.3,5.5
1937,4.88,39,6.4,6.7
1937,4.88,39,6.4,6.7
2001,11.163,353,6.9,7.4
2001,11.163,353,6.9,7.4
2001,11.163,353,6.9,7.4
2001,11.163,353,6.9,7.4
2001,11.163,353,6.9,7.4
1967,21.142,1089,7.632,7.9
1967,21.142,1089,7.632,7.9
1967,21.142,1089,7.632,7.9
1993,24.659,1602,7.0,7.2
1993,24.659,1602,7.0,7.2
2009,11.647,685,7.0,7.4
1993,16.69,1764,7.905,8.1
1993,16.69,1764,7.905,8.1
1993,16.69,1764,7.905,8.1
1993,16.69,1764,7.905,8.1
1993,16.69,1764,7.905,8.1
1993,16.69,1764,7.905,8.1
2007,16.343,993,6.78,7.2
1943,7.55,88,6.807,7.2
2010,139.382,36973,8.369,8.8
2010,139.382,36973,8.369,8.8
2010,139.382,36973,8.369,8.8
1992,12.491,218,7.0,7.0
2009,77.935,22494,8.2,8.4
2009,77.935,22494,8.2,8.4
2009,77.935,22494,8.2,8.4
2009,77.935,22494,8.2,8.4
2009,77.935,22494,8.2,8.4
2014,26.462,2496,6.6,6.6
1960,9.139,417,7.68,8.1
1960,9.139,417,7.68,8.1
1965,5.837,49,5.7,6.2
2013,20.29,2694,7.188,7.4
1980,3.589,28,6.4,7.0
2015,135.812,22209,7.912,8.1
1978,10.602,350,6.84,7.3
1978,10.602,350,6.84,7.3
1978,10.602,350,6.84,7.3
1978,10.602,350,6.84,7.3
1939,3.316,39,6.7,6.6
1955,2.292,12,5.5,6.7
2007,36.634,9566,7.797,8.1
2014,17.517,4250,5.8,5.9
2009,18.02,4121,7.183,7.3
2009,18.02,4121,7.183,7.3
2001,11.001,195,6.4,7.0
2001,11.001,195,6.4,7.0
2001,11.001,195,6.4,7.0
1963,18.279,417,7.4,7.3
1963,18.279,417,7.4,7.3
1987,7.455,128,6.355,6.7
1987,7.455,128,6.355,6.7
1966,14.111,210,7.167,7.1
1968,4.206,30,6.1,7.0
1977,6.91,21,6.4,7.1
1934,19.028,1270,7.8,8.1
1934,19.028,1270,7.8,8.1
1934,19.028,1270,7.8,8.1
1934,19.028,1270,7.8,8.1
1963,15.415,596,6.967,7.5
1946,38.366,4419,8.3,8.6
1946,38.366,4419,8.3,8.6
1946,38.366,4419,8.3,8.6
1952,10.07,178,6.781,6.7
1952,10.07,178,6.781,6.7
2016,11.141,2303,6.455,6.6
1997,32.023,6392,7.4,7.5
1975,4.488,16,5.2,4.7
1985,12.868,260,6.269,6.5
1975,52.782,10582,7.662,8.1
1996,31.908,3316,6.963,7.3
1996,31.908,3316,6.963,7.3
1996,31.908,3316,6.963,7.3
1996,31.908,3316,6.963,7.3
1938,8.102,197,7.023,7.4
1938,8.102,197,7.023,7.4
1938,8.102,197,7.023,7.4
1938,8.102,197,7.023,7.4
1991,26.106,2132,7.601,8.0
1991,26.106,2132,7.601,8.0
1991,26.106,2132,7.601,8.0
1991,26.106,2132,7.601,8.0
1991,26.106,2132,7.601,8.0
1948,8.421,77,6.0,6.4
1948,8.421,77,6.0,6.4
1948,8.421,77,6.0,6.4
1948,6.055,67,6.8,7.7
1948,6.055,67,6.8,7.7
1948,6.055,67,6.8,7.7
1948,6.055,67,6.8,7.7
1948,6.055,67,6.8,7.7
1948,6.055,67,6.8,7.7
1948,6.055,67,6.8,7.7
1942,3.274,40,6.1,7.0
2019,40.297,9640,8.015,7.9
2019,40.297,9640,8.015,7.9
2019,40.297,9640,8.015,7.9
2019,81.386,26061,8.142,8.3
2019,81.386,26061,8.142,8.3
2019,81.386,26061,8.142,8.3
2019,81.386,26061,8.142,8.3
2019,81.386,26061,8.142,8.3
1949,1.274,10,6.0,6.6
1973,7.553,47,6.0,6.0
2015,19.063,4108,6.542,6.6
1939,2.499,21,6.5,6.9
1939,2.499,21,6.5,6.9
2020,20.633,1538,7.3,7.4
