Winner,Category,Genres,Director,Popularity
False,Best Director,"Crime, Drama, Thriller",Paul Haggis,24.3
True,Best Picture,"Crime, Drama, Thriller",Paul Haggis,24.3
True,Best Original Screenplay,"Crime, Drama, Thriller",Paul Haggis,24.3
True,Best Actor,"Drama, Music, Romance",Scott Cooper,11.9
False,Best Supporting Actress,"Drama, Music, Romance",Scott Cooper,11.9
False,Best Supporting Actor,"Action, Drama, Sport",Ryan Coogler,55.9
True,Best Cinematography,"Drama, Psychological",Ingmar Bergman,11.8
False,Best Director,"Drama, Psychological",Ingmar Bergman,11.8
False,Best Picture,"Drama, Psychological",Ingmar Bergman,11.8
False,Best Supporting Actor,"Comedy, Drama",Woody Allen,8.8
False,Best Director,"Comedy, Drama",Woody Allen,8.8
False,Best Original Screenplay,"Comedy, Drama",Woody Allen,8.8
False,Best Actress,"Comedy, Drama",Bruce Beresford,4.8
False,Best Supporting Actress,"Comedy, Drama",Bruce Beresford,4.8
False,Best Adapted Screenplay,"Comedy, Drama",Bruce Beresford,4.8
False,Best Supporting Actor,"Biography, Drama, Romance",Martin Ritt,2.8
False,Best Supporting Actress,"Biography, Drama, Romance",Martin Ritt,2.8
False,Best Supporting Actor,"Crime, Drama, Film-Noir",Edward Dmytryk,15.3
False,Best Supporting Actress,"Crime, Drama, Film-Noir",Edward Dmytryk,15.3
False,Best Director,"Crime, Drama, Film-Noir",Edward Dmytryk,15.3
False,Best Picture,"Crime, Drama, Film-Noir",Edward Dmytryk,15.3
True,Best Cinematography,"Action, Adventure, Drama",Ang Lee,25.4
False,Best Director,"Action, Adventure, Drama",Ang Lee,25.4
False,Best Picture,"Action, Adventure, Drama",Ang Lee,25.4
False,Best Adapted Screenplay,"Action, Adventure, Drama",Ang Lee,25.4
False,Best Supporting Actor,"Biography, Drama, History",Richard Attenborough,9.0
True,Best Actor,"Adventure, Drama, Romance",Michael Gordon,7.3
False,Best Actor,"Comedy, Drama, History",Jean-Paul Rappeneau,13.1
True,Best Actor,"Biography, Drama",Jean-Marc Vallée,24.9
True,Best Supporting Actor,"Biography, Drama",Jean-Marc Vallée,24.9
False,Best Picture,"Biography, Drama",Jean-Marc Vallée,24.9
False,Best Original Screenplay,"Biography, Drama",Jean-Marc Vallée,24.9
False,Best Supporting Actress,"Drama, Romance",Louis Malle,27.2
False,Best Actor,"Adventure, Drama, Western",Kevin Costner,43.6
False,Best Supporting Actor,"Adventure, Drama, Western",Kevin Costner,43.6
False,Best Supporting Actress,"Adventure, Drama, Western",Kevin Costner,43.6
True,Best Cinematography,"Adventure, Drama, Western",Kevin Costner,43.6
True,Best Director,"Adventure, Drama, Western",Kevin Costner,43.6
True,Best Picture,"Adventure, Drama, Western",Kevin Costner,43.6
True,Best Adapted Screenplay,"Adventure, Drama, Western",Kevin Costner,43.6
True,Best Actress,"Drama, Romance",Alfred E. Green,4.7
False,Best Actress,"Drama, Romance",Stephen Frears,19.5
False,Best Supporting Actress,"Drama, Romance",Stephen Frears,19.5
False,Best Picture,"Drama, Romance",Stephen Frears,19.5
True,Best Adapted Screenplay,"Drama, Romance",Stephen Frears,19.5
False,Best Actor,"Comedy, Romance, Drama",Nikita Mikhalkov,9.7
False,Best Actress,"Drama, Romance",Edmund Goulding,5.3
False,Best Picture,"Drama, Romance",Edmund Goulding,5.3
True,Best Actor,"Drama, War",Joe Wright,25.8
False,Best Cinematography,"Drama, War",Joe Wright,25.8
False,Best Picture,"Drama, War",Joe Wright,25.8
True,Best Actress,"Drama, Romance",John Schlesinger,9.3
False,Best Director,"Drama, Romance",John Schlesinger,9.3
False,Best Picture,"Drama, Romance",John Schlesinger,9.3
True,Best Original Screenplay,"Drama, Romance",John Schlesinger,9.3
False,Best Cinematography,"Drama, War",Wolfgang Petersen,29.1
False,Best Director,"Drama, War",Wolfgang Petersen,29.1
False,Best Adapted Screenplay,"Drama, War",Wolfgang Petersen,29.1
False,Best Original Screenplay,"Comedy, Romance",Ivan Reitman,11.5
False,Best Cinematography,"Drama, Family, History",Henry King,6.1
False,Best Director,"Drama, Romance, Psychological",Frank Perry,4.3
False,Best Picture,"Adventure, Drama, Family",George Cukor,8.8
False,Best Supporting Actress,"Comedy, Drama, Romance",François Truffaut,10.3
False,Best Director,"Comedy, Drama, Romance",François Truffaut,10.3
False,Best Original Screenplay,"Comedy, Drama, Romance",François Truffaut,10.3
True,Best Cinematography,"Drama, Romance",Terrence Malick,17.7
False,Best Actor,"Drama, Romance",Blake Edwards,8.6
False,Best Actress,"Drama, Romance",Blake Edwards,8.6
False,Best Supporting Actress,"Crime, Drama, Film-Noir",William Wyler,7.5
False,Best Cinematography,"Crime, Drama, Film-Noir",William Wyler,7.5
False,Best Picture,"Crime, Drama, Film-Noir",William Wyler,7.5
False,Best Actor,"Crime, Drama",Tim Robbins,23.1
True,Best Actress,"Crime, Drama",Tim Robbins,23.1
False,Best Director,"Crime, Drama",Tim Robbins,23.1
False,Best Actor,"Comedy, Drama",Peter Weir,63.9
False,Best Director,"Comedy, Drama",Peter Weir,63.9
False,Best Picture,"Comedy, Drama",Peter Weir,63.9
True,Best Original Screenplay,"Comedy, Drama",Peter Weir,63.9
False,Best Actor,Drama,Laslo Benedek,2.6
False,Best Supporting Actor,Drama,Laslo Benedek,2.6
False,Best Supporting Actress,Drama,Laslo Benedek,2.6
False,Best Cinematography,Drama,Laslo Benedek,2.6
False,Best Picture,"Drama, War",Anatole Litvak,3.6
False,Best Original Screenplay,Comedy,Woody Allen,13.6
False,Best Director,"Adventure, Drama, Thriller",John Boorman,14.2
False,Best Picture,"Adventure, Drama, Thriller",John Boorman,14.2
True,Best Original Screenplay,"Comedy, Romance",Vincente Minnelli,7.6
False,Best Cinematography,"Drama, Romance, Tragedy",Delbert Mann,4.1
False,Best Actress,"Crime, Drama, Film-Noir",William Wyler,6.2
False,Best Supporting Actress,"Crime, Drama, Film-Noir",William Wyler,6.2
False,Best Director,"Crime, Drama, Film-Noir",William Wyler,6.2
False,Best Actress,"Comedy, Drama, Romance",Frank Perry,4.0
False,Best Supporting Actor,"Action, Comedy, Crime",Warren Beatty,14.4
False,Best Cinematography,"Action, Comedy, Crime",Warren Beatty,14.4
False,Best Original Screenplay,"Biography, Crime, Drama",Max Nosseck,2.5
False,Best Original Screenplay,"Comedy, Drama",Barry Levinson,14.0
False,Best Original Screenplay,"Crime, Drama, Thriller",Stephen Frears,8.8
True,Best Actor,"Biography, Drama, History",Alfred E. Green,3.7
False,Best Picture,"Biography, Drama, History",Alfred E. Green,3.7
False,Best Picture,"Action, Sci-Fi, Thriller",Neill Blomkamp,45.5
False,Best Adapted Screenplay,"Action, Sci-Fi, Thriller",Neill Blomkamp,45.5
False,Best Cinematography,"Drama, Romance, War",Michael Curtiz,8.3
False,Best Original Screenplay,"Comedy, Drama, Romance",Bud Yorkin,3.6
False,Best Actor,"Comedy, Drama, Romance",Pietro Germi,9.2
False,Best Director,"Comedy, Drama, Romance",Pietro Germi,9.2
True,Best Original Screenplay,"Comedy, Drama, Romance",Pietro Germi,9.2
True,Best Supporting Actor,"Comedy, Drama, Western",Quentin Tarantino,69.6
False,Best Cinematography,"Comedy, Drama, Western",Quentin Tarantino,69.6
False,Best Picture,"Comedy, Drama, Western",Quentin Tarantino,69.6
True,Best Original Screenplay,"Comedy, Drama, Western",Quentin Tarantino,69.6
False,Best Supporting Actor,"Comedy, Drama",Spike Lee,19.4
False,Best Original Screenplay,"Comedy, Drama",Spike Lee,19.4
False,Best Cinematography,"Adventure, Comedy, Family",Richard Fleischer,12.1
False,Best Picture,"Adventure, Comedy, Family",Richard Fleischer,12.1
False,Best Supporting Actor,"Drama, Romance, War",David Lean,28.6
True,Best Cinematography,"Drama, Romance, War",David Lean,28.6
False,Best Director,"Drama, Romance, War",David Lean,28.6
False,Best Picture,"Drama, Romance, War",David Lean,28.6
False,Best Actor,"Drama, Romance",William Wyler,6.6
False,Best Supporting Actress,"Drama, Romance",William Wyler,6.6
False,Best Director,"Drama, Romance",William Wyler,6.6
False,Best Picture,"Drama, Romance",William Wyler,6.6
False,Best Actor,"Biography, Crime, Drama",Sidney Lumet,19.9
False,Best Supporting Actor,"Biography, Crime, Drama",Sidney Lumet,19.9
False,Best Director,"Biography, Crime, Drama",Sidney Lumet,19.9
False,Best Picture,"Biography, Crime, Drama",Sidney Lumet,19.9
True,Best Original Screenplay,"Biography, Crime, Drama",Sidney Lumet,19.9
False,Best Picture,"Comedy, Drama, Sci-Fi",Adam McKay,33.1
False,Best Original Screenplay,"Comedy, Drama, Sci-Fi",Adam McKay,33.1
False,Best Adapted Screenplay,"Biography, Crime, Drama",Mike Newell,24.1
False,Best Actress,"Crime, Drama, Film-Noir",Billy Wilder,20.0
False,Best Cinematography,"Crime, Drama, Film-Noir",Billy Wilder,20.0
False,Best Director,"Crime, Drama, Film-Noir",Billy Wilder,20.0
False,Best Picture,"Crime, Drama, Film-Noir",Billy Wilder,20.0
False,Best Supporting Actor,"Drama, Mystery",John Patrick Shanley,15.7
False,Best Actress,"Drama, Mystery",John Patrick Shanley,15.7
False,Best Supporting Actress,"Drama, Mystery",John Patrick Shanley,15.7
False,Best Supporting Actress,"Drama, Mystery",John Patrick Shanley,15.7
False,Best Adapted Screenplay,"Drama, Mystery",John Patrick Shanley,15.7
False,Best Cinematography,"Comedy, Drama, Musical",Irving Cummings,2.5
False,Best Original Screenplay,"Biography, Drama",William Dieterle,4.2
True,Best Actor,"Horror, Sci-Fi",Rouben Mamoulian,10.3
False,Best Cinematography,"Horror, Sci-Fi",Rouben Mamoulian,10.3
False,Best Cinematography,"Drama, Horror, Sci-Fi",Victor Fleming,9.2
False,Best Actor,"Comedy, War, Satire",Stanley Kubrick,33.7
False,Best Director,"Comedy, War, Satire",Stanley Kubrick,33.7
False,Best Picture,"Comedy, War, Satire",Stanley Kubrick,33.7
False,Best Director,Drama,Frank Lloyd,0.9
False,Best Supporting Actress,"Drama, History, War","Harold S. Bucquet, Jack Conway",3.4
False,Best Cinematography,"Drama, History, War","Harold S. Bucquet, Jack Conway",3.4
False,Best Supporting Actor,"Drama, Musical",Bill Condon,23.2
True,Best Supporting Actress,"Drama, Musical",Bill Condon,23.2
False,Best Director,Drama,Ryûsuke Hamaguchi,16.9
False,Best Picture,Drama,Ryûsuke Hamaguchi,16.9
False,Best Adapted Screenplay,Drama,Ryûsuke Hamaguchi,16.9
False,Best Actor,"Comedy, Drama",Bruce Beresford,22.0
False,Best Supporting Actor,"Comedy, Drama",Bruce Beresford,22.0
True,Best Actress,"Comedy, Drama",Bruce Beresford,22.0
True,Best Picture,"Comedy, Drama",Bruce Beresford,22.0
True,Best Adapted Screenplay,"Comedy, Drama",Bruce Beresford,22.0
False,Best Supporting Actress,"Drama, Romance, War",John Ford,8.1
False,Best Cinematography,"Drama, Romance, War",John Ford,8.1
False,Best Actress,"Drama, Romance, Western","King Vidor, Otto Brower, William Dieterle",10.6
False,Best Supporting Actress,"Drama, Romance, Western","King Vidor, Otto Brower, William Dieterle",10.6
True,Best Cinematography,"Action, Adventure, Drama",Denis Villeneuve,130.7
False,Best Picture,"Action, Adventure, Drama",Denis Villeneuve,130.7
False,Best Adapted Screenplay,"Action, Adventure, Drama",Denis Villeneuve,130.7
False,Best Cinematography,"Action, Adventure, Drama",Denis Villeneuve,225.8
False,Best Picture,"Action, Adventure, Drama",Denis Villeneuve,225.8
False,Best Cinematography,"Action, Drama, History",Christopher Nolan,56.1
False,Best Director,"Action, Drama, History",Christopher Nolan,56.1
False,Best Picture,"Action, Drama, History",Christopher Nolan,56.1
False,Best Cinematography,"Adventure, Family, Sci-Fi",Steven Spielberg,50.3
False,Best Director,"Adventure, Family, Sci-Fi",Steven Spielberg,50.3
False,Best Picture,"Adventure, Family, Sci-Fi",Steven Spielberg,50.3
False,Best Original Screenplay,"Adventure, Family, Sci-Fi",Steven Spielberg,50.3
False,Best Cinematography,"Action, Drama, Thriller",Mark Robson,15.6
False,Best Picture,"Drama, Romance",Frank Lloyd,2.2
False,Best Actor,"Crime, Drama, Thriller",David Cronenberg,26.5
False,Best Supporting Actor,"Adventure, Drama, History",Dennis Hopper,19.5
True,Best Supporting Actor,"Biography, Comedy, Drama",Tim Burton,12.3
False,Best Actor,"Comedy, Drama",Lewis Gilbert,8.4
False,Best Actress,"Comedy, Drama",Lewis Gilbert,8.4
False,Best Adapted Screenplay,"Comedy, Drama",Lewis Gilbert,8.4
False,Best Actress,"Drama, Romance",George Cukor,2.9
False,Best Cinematography,"Comedy, Fantasy, History",Pablo Larraín,18.0
False,Best Original Screenplay,"Adventure, Drama",Gregory Nava,7.5
False,Best Adapted Screenplay,"Comedy, Romance",Alexander Payne,17.2
False,Best Actress,"Biography, Drama, History",Shekhar Kapur,24.0
False,Best Cinematography,"Biography, Drama, History",Shekhar Kapur,24.0
False,Best Picture,"Biography, Drama, History",Shekhar Kapur,24.0
False,Best Actress,"Biography, Drama, History",Shekhar Kapur,20.1
False,Best Actress,"Crime, Drama, Thriller",Paul Verhoeven,11.8
True,Best Actor,"Drama, History, Romance",Richard Brooks,11.7
True,Best Supporting Actress,"Drama, History, Romance",Richard Brooks,11.7
False,Best Picture,"Drama, History, Romance",Richard Brooks,11.7
False,Best Actor,"Biography, Drama, Music",Baz Luhrmann,48.1
False,Best Cinematography,"Biography, Drama, Music",Baz Luhrmann,48.1
False,Best Picture,"Biography, Drama, Music",Baz Luhrmann,48.1
False,Best Actress,"Comedy, Crime, Drama",Jacques Audiard,307.8
False,Best Supporting Actress,"Comedy, Crime, Drama",Jacques Audiard,307.8
False,Best Cinematography,"Comedy, Crime, Drama",Jacques Audiard,307.8
False,Best Director,"Comedy, Crime, Drama",Jacques Audiard,307.8
False,Best Picture,"Comedy, Crime, Drama",Jacques Audiard,307.8
False,Best Adapted Screenplay,"Comedy, Crime, Drama",Jacques Audiard,307.8
False,Best Actress,Drama,Clarence Brown,1.9
False,Best Cinematography,"Drama, Romance",Sam Mendes,9.2
False,Best Cinematography,"Drama, War",Steven Spielberg,20.3
False,Best Supporting Actress,Drama,Mike Newell,5.2
False,Best Adapted Screenplay,Drama,Mike Newell,5.2
False,Best Supporting Actress,"Comedy, Drama, Romance",Paul Mazursky,3.7
False,Best Supporting Actress,"Comedy, Drama, Romance",Paul Mazursky,3.7
False,Best Adapted Screenplay,"Comedy, Drama, Romance",Paul Mazursky,3.7
False,Best Actor,"Drama, Mystery, Psychological",Sidney Lumet,6.5
False,Best Supporting Actor,"Drama, Mystery, Psychological",Sidney Lumet,6.5
False,Best Supporting Actor,"Biography, Drama",Steven Soderbergh,30.2
True,Best Actress,"Biography, Drama",Steven Soderbergh,30.2
False,Best Director,"Biography, Drama",Steven Soderbergh,30.2
False,Best Picture,"Biography, Drama",Steven Soderbergh,30.2
False,Best Original Screenplay,"Biography, Drama",Steven Soderbergh,30.2
False,Best Actress,Drama,Paul Czinner,0.5
False,Best Actress,"Drama, Romance, Sci-Fi",Michel Gondry,69.0
True,Best Original Screenplay,"Drama, Romance, Sci-Fi",Michel Gondry,69.0
False,Best Adapted Screenplay,"Drama, History, War",Agnieszka Holland,8.3
True,Best Supporting Actor,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert",71.2
True,Best Actress,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert",71.2
True,Best Supporting Actress,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert",71.2
False,Best Supporting Actress,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert",71.2
True,Best Director,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert",71.2
True,Best Picture,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert",71.2
True,Best Original Screenplay,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert",71.2
False,Best Cinematography,"Biography, Drama, History",Alan Parker,17.7
False,Best Original Screenplay,"Drama, Sci-Fi, Thriller",Alex Garland,37.5
False,Best Cinematography,"Adventure, Drama, Fantasy",John Boorman,19.5
False,Best Supporting Actress,"Drama, Romance",Robert Wise,3.9
False,Best Cinematography,"Drama, Romance",Robert Wise,3.9
False,Best Supporting Actor,"Action, Drama, History",Otto Preminger,11.5
False,Best Cinematography,"Action, Drama, History",Otto Preminger,11.5
False,Best Supporting Actor,"Adventure, Drama, Mystery",Stephen Daldry,18.3
False,Best Picture,"Adventure, Drama, Mystery",Stephen Daldry,18.3
False,Best Actress,"Drama, Psychological",Ingmar Bergman,8.7
False,Best Director,"Drama, Psychological",Ingmar Bergman,8.7
False,Best Supporting Actor,"Drama, Indie",John Cassavetes,10.4
False,Best Supporting Actress,"Drama, Indie",John Cassavetes,10.4
False,Best Original Screenplay,"Drama, Indie",John Cassavetes,10.4
False,Best Original Screenplay,"Drama, Music, Musical",Alan Parker,13.2
False,Best Actor,"Drama, Musical",Joshua Logan,4.4
False,Best Cinematography,"Drama, Musical",Joshua Logan,4.4
False,Best Picture,"Drama, Musical",Joshua Logan,4.4
True,Best Cinematography,Drama,Ingmar Bergman,11.7
False,Best Director,Drama,Ingmar Bergman,11.7
False,Best Original Screenplay,Drama,Ingmar Bergman,11.7
False,Best Cinematography,"Adventure, Family, Sci-Fi",Richard Fleischer,9.8
False,Best Actress,"Drama, Romance",Todd Haynes,8.9
False,Best Cinematography,"Drama, Romance",Todd Haynes,8.9
False,Best Original Screenplay,"Drama, Romance",Todd Haynes,8.9
False,Best Cinematography,"Drama, Music, Romance",Kaige Chen,21.0
False,Best Supporting Actress,"Crime, Mystery, Thriller",Dick Richards,13.5
False,Best Supporting Actor,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",30.9
True,Best Actress,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",30.9
False,Best Cinematography,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",30.9
False,Best Director,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",30.9
False,Best Picture,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",30.9
True,Best Original Screenplay,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",30.9
False,Best Supporting Actress,"Drama, Sport",John Huston,10.3
False,Best Actress,"Drama, Thriller",Adrian Lyne,24.7
False,Best Supporting Actress,"Drama, Thriller",Adrian Lyne,24.7
False,Best Director,"Drama, Thriller",Adrian Lyne,24.7
False,Best Picture,"Drama, Thriller",Adrian Lyne,24.7
False,Best Adapted Screenplay,"Drama, Thriller",Adrian Lyne,24.7
False,Best Cinematography,"Drama, Mystery",Ralph Nelson,4.0
True,Best Original Screenplay,"Adventure, Comedy, Romance",Ralph Nelson,10.7
False,Best Actor,"Comedy, Drama, Romance",Vincente Minnelli,10.2
False,Best Picture,"Comedy, Drama, Romance",Vincente Minnelli,10.2
False,Best Supporting Actress,"Drama, Thriller",Peter Weir,11.3
False,Best Director,"Drama, Fantasy",Federico Fellini,16.5
False,Best Original Screenplay,"Drama, Fantasy",Federico Fellini,16.5
False,Best Director,"Drama, Fantasy, History",Federico Fellini,10.6
False,Best Actor,Drama,Denzel Washington,23.4
True,Best Supporting Actress,Drama,Denzel Washington,23.4
False,Best Picture,Drama,Denzel Washington,23.4
False,Best Adapted Screenplay,Drama,Denzel Washington,23.4
False,Best Actor,"Drama, Family, Musical",Norman Jewison,19.0
False,Best Supporting Actor,"Drama, Family, Musical",Norman Jewison,19.0
True,Best Cinematography,"Drama, Family, Musical",Norman Jewison,19.0
False,Best Director,"Drama, Family, Musical",Norman Jewison,19.0
False,Best Picture,"Drama, Family, Musical",Norman Jewison,19.0
False,Best Picture,"Drama, Family, Fantasy",Phil Alden Robinson,16.9
False,Best Adapted Screenplay,"Drama, Family, Fantasy",Phil Alden Robinson,16.9
False,Best Original Screenplay,"Animation, Adventure, Comedy","Andrew Stanton, Lee Unkrich",105.1
False,Best Actor,"Biography, Drama, Family",Marc Forster,18.8
False,Best Picture,"Biography, Drama, Family",Marc Forster,18.8
False,Best Adapted Screenplay,"Biography, Drama, Family",Marc Forster,18.8
False,Best Cinematography,"Comedy, Musical, Mystery",Henry Koster,1.7
False,Best Original Screenplay,"Drama, Mystery, Thriller",Paul Schrader,10.3
False,Best Actor,"Drama, Romance",Bob Rafelson,8.2
False,Best Supporting Actress,"Drama, Romance",Bob Rafelson,8.2
False,Best Picture,"Drama, Romance",Bob Rafelson,8.2
False,Best Director,"Crime, Drama, Mystery",Joseph L. Mankiewicz,7.5
False,Best Cinematography,"Thriller, War",Billy Wilder,6.9
False,Best Picture,"Crime, Drama",Mervyn LeRoy,3.0
False,Best Cinematography,"Drama, Music, Romance",Adrian Lyne,22.3
False,Best Actor,"Drama, Thriller",Robert Zemeckis,28.3
False,Best Original Screenplay,"Drama, Thriller",Robert Zemeckis,28.3
False,Best Picture,Musical,Frank Borzage,2.8
False,Best Actress,"Biography, Comedy, Drama",Stephen Frears,10.0
False,Best Cinematography,"Comedy, Drama, Musical",Henry Koster,4.1
False,Best Cinematography,"Adventure, Drama, Family",Carroll Ballard,15.1
False,Best Actress,"Comedy, Drama, Music",Mark Rydell,6.3
False,Best Actor,"Adventure, Drama, History",Sam Wood,11.1
False,Best Supporting Actor,"Adventure, Drama, History",Sam Wood,11.1
False,Best Actress,"Adventure, Drama, History",Sam Wood,11.1
True,Best Supporting Actress,"Adventure, Drama, History",Sam Wood,11.1
False,Best Cinematography,"Adventure, Drama, History",Sam Wood,11.1
False,Best Picture,"Action, Biography, Drama",James Mangold,52.7
False,Best Supporting Actor,"Action, Drama, Romance",Alfred Hitchcock,11.9
False,Best Cinematography,"Action, Drama, Romance",Alfred Hitchcock,11.9
False,Best Picture,"Action, Drama, Romance",Alfred Hitchcock,11.9
False,Best Original Screenplay,"Action, Drama, Romance",Alfred Hitchcock,11.9
True,Best Actor,"Drama, Romance",Robert Zemeckis,127.9
False,Best Supporting Actor,"Drama, Romance",Robert Zemeckis,127.9
False,Best Cinematography,"Drama, Romance",Robert Zemeckis,127.9
True,Best Director,"Drama, Romance",Robert Zemeckis,127.9
True,Best Picture,"Drama, Romance",Robert Zemeckis,127.9
True,Best Adapted Screenplay,"Drama, Romance",Robert Zemeckis,127.9
False,Best Supporting Actor,"Drama, Music, Romance",Michael Curtiz,4.3
False,Best Director,"Drama, Music, Romance",Michael Curtiz,4.3
False,Best Picture,"Drama, Music, Romance",Michael Curtiz,4.3
False,Best Cinematography,Drama,F.W. Murnau,2.7
False,Best Cinematography,"Adventure, Drama, Romance",Zoltan Korda,11.7
False,Best Picture,"Comedy, Drama, Romance",Mike Newell,32.0
False,Best Original Screenplay,"Comedy, Drama, Romance",Mike Newell,32.0
False,Best Actor,"Biography, Drama, History",Bennett Miller,19.4
False,Best Supporting Actor,"Biography, Drama, History",Bennett Miller,19.4
False,Best Director,"Biography, Drama, History",Bennett Miller,19.4
False,Best Original Screenplay,"Biography, Drama, History",Bennett Miller,19.4
False,Best Actress,"Biography, Drama, Romance",Graeme Clifford,6.6
False,Best Supporting Actress,"Biography, Drama, Romance",Graeme Clifford,6.6
False,Best Original Screenplay,"Biography, Drama, History",John Huston,5.0
False,Best Actress,"Biography, Drama, Romance",Julie Taymor,13.6
False,Best Supporting Actress,Drama,Jon Avnet,26.4
False,Best Adapted Screenplay,Drama,Jon Avnet,26.4
False,Best Supporting Actor,"Drama, War",William Wyler,7.7
False,Best Director,"Drama, War",William Wyler,7.7
False,Best Picture,"Drama, War",William Wyler,7.7
False,Best Adapted Screenplay,"Drama, War",William Wyler,7.7
False,Best Actor,"Drama, Romance, War",Fred Zinnemann,10.6
False,Best Actor,"Drama, Romance, War",Fred Zinnemann,10.6
True,Best Supporting Actor,"Drama, Romance, War",Fred Zinnemann,10.6
False,Best Actress,"Drama, Romance, War",Fred Zinnemann,10.6
True,Best Supporting Actress,"Drama, Romance, War",Fred Zinnemann,10.6
True,Best Cinematography,"Drama, Romance, War",Fred Zinnemann,10.6
True,Best Director,"Drama, Romance, War",Fred Zinnemann,10.6
True,Best Picture,"Drama, Romance, War",Fred Zinnemann,10.6
False,Best Actor,"Biography, Drama, History",Ron Howard,13.3
False,Best Director,"Biography, Drama, History",Ron Howard,13.3
False,Best Picture,"Biography, Drama, History",Ron Howard,13.3
False,Best Adapted Screenplay,"Biography, Drama, History",Ron Howard,13.3
False,Best Actress,"Crime, Drama",Courtney Hunt,12.4
False,Best Original Screenplay,"Crime, Drama",Courtney Hunt,12.4
False,Best Adapted Screenplay,"Drama, War",Stanley Kubrick,58.6
False,Best Cinematography,"Comedy, Musical, Romance",Stanley Donen,13.4
False,Best Original Screenplay,"Comedy, Musical, Romance",Stanley Donen,13.4
True,Best Actress,"Biography, Comedy, Drama",William Wyler,8.9
False,Best Supporting Actress,"Biography, Comedy, Drama",William Wyler,8.9
False,Best Cinematography,"Biography, Comedy, Drama",William Wyler,8.9
False,Best Picture,"Biography, Comedy, Drama",William Wyler,8.9
False,Best Cinematography,"Biography, Drama, Musical",Herbert Ross,5.4
False,Best Supporting Actor,"Biography, Drama, War",William A. Wellman,3.5
False,Best Supporting Actress,"Drama, Romance",Luis Mandoki,1.0
True,Best Actor,"Biography, Drama, History",Richard Attenborough,18.5
True,Best Cinematography,"Biography, Drama, History",Richard Attenborough,18.5
True,Best Director,"Biography, Drama, History",Richard Attenborough,18.5
True,Best Picture,"Biography, Drama, History",Richard Attenborough,18.5
True,Best Original Screenplay,"Biography, Drama, History",Richard Attenborough,18.5
False,Best Actor,"Crime, Drama",Martin Scorsese,26.9
False,Best Cinematography,"Crime, Drama",Martin Scorsese,26.9
False,Best Director,"Crime, Drama",Martin Scorsese,26.9
False,Best Picture,"Crime, Drama",Martin Scorsese,26.9
False,Best Original Screenplay,"Crime, Drama",Martin Scorsese,26.9
False,Best Actor,"Crime, Drama, Mystery",George Cukor,16.2
True,Best Actress,"Crime, Drama, Mystery",George Cukor,16.2
False,Best Supporting Actress,"Crime, Drama, Mystery",George Cukor,16.2
False,Best Cinematography,"Crime, Drama, Mystery",George Cukor,16.2
False,Best Picture,"Crime, Drama, Mystery",George Cukor,16.2
False,Best Original Screenplay,"Drama, History, War",Roberto Rossellini,8.1
False,Best Actor,"Drama, Romance",Elia Kazan,8.9
False,Best Actress,"Drama, Romance",Elia Kazan,8.9
True,Best Supporting Actress,"Drama, Romance",Elia Kazan,8.9
False,Best Supporting Actress,"Drama, Romance",Elia Kazan,8.9
True,Best Director,"Drama, Romance",Elia Kazan,8.9
True,Best Picture,"Drama, Romance",Elia Kazan,8.9
False,Best Supporting Actress,"Drama, Music",Ulu Grosbard,4.2
False,Best Supporting Actor,"Comedy, Drama, Romance",Silas Marner,4.9
False,Best Actress,"Comedy, Drama, Romance",Silas Marner,4.9
False,Best Cinematography,"Comedy, Drama, Romance",Silas Marner,4.9
False,Best Actor,"Horror, Mystery, Thriller",Jordan Peele,59.7
False,Best Director,"Horror, Mystery, Thriller",Jordan Peele,59.7
False,Best Picture,"Horror, Mystery, Thriller",Jordan Peele,59.7
True,Best Original Screenplay,"Horror, Mystery, Thriller",Jordan Peele,59.7
True,Best Supporting Actress,"Drama, Fantasy, Romance",Jerry Zucker,43.1
False,Best Picture,"Drama, Fantasy, Romance",Jerry Zucker,43.1
True,Best Original Screenplay,"Drama, Fantasy, Romance",Jerry Zucker,43.1
False,Best Adapted Screenplay,"Comedy, Drama",Terry Zwigoff,9.3
False,Best Supporting Actor,"Drama, History",Rob Reiner,10.8
False,Best Actor,"Drama, Western",George Stevens,18.9
False,Best Actor,"Drama, Western",George Stevens,18.9
False,Best Supporting Actress,"Drama, Western",George Stevens,18.9
True,Best Director,"Drama, Western",George Stevens,18.9
False,Best Picture,"Drama, Western",George Stevens,18.9
False,Best Adapted Screenplay,"Drama, Western",George Stevens,18.9
True,Best Cinematography,"Comedy, Musical, Romance",Vincente Minnelli,14.4
