Winner,Category,Genres,Director,Popularity
True,Best Adapted Screenplay,"Biography, Drama, Thriller",Morten Tyldum,81.4
False,Best Actress,"Drama, History, Thriller",J.A. Bayona,39.7
False,Best Original Screenplay,"Animation, Action, Adventure",Brad Bird,81.1
True,Best Actor,"Crime, Drama",John Ford,7.3
True,Best Director,"Crime, Drama",John Ford,7.3
False,Best Picture,"Crime, Drama",John Ford,7.3
False,Best Director,"Biography, Drama, War",Mark Robson,6.8
False,Best Actor,"Biography, Drama, History",Michael Mann,19.9
False,Best Cinematography,"Biography, Drama, History",Michael Mann,19.9
False,Best Director,"Biography, Drama, History",Michael Mann,19.9
False,Best Picture,"Biography, Drama, History",Michael Mann,19.9
False,Best Adapted Screenplay,"Biography, Drama, History",Michael Mann,19.9
False,Best Supporting Actor,"Biography, Crime, Drama",Martin Scorsese,41.9
False,Best Supporting Actor,"Biography, Crime, Drama",Martin Scorsese,41.9
False,Best Cinematography,"Biography, Crime, Drama",Martin Scorsese,41.9
False,Best Director,"Biography, Crime, Drama",Martin Scorsese,41.9
False,Best Picture,"Biography, Crime, Drama",Martin Scorsese,41.9
False,Best Adapted Screenplay,"Biography, Crime, Drama",Martin Scorsese,41.9
True,Best Actress,"Biography, Drama",Phyllida Lloyd,15.6
False,Best Actor,"Biography, Drama, Music",Alfred E. Green,2.3
False,Best Supporting Actor,"Biography, Drama, Music",Alfred E. Green,2.3
False,Best Cinematography,"Biography, Drama, Music",Alfred E. Green,2.3
False,Best Supporting Actor,"Crime, Drama, Mystery",David Dobkin,55.0
False,Best Supporting Actor,"Action, Drama, Family",John G. Avildsen,48.0
False,Best Actor,"Drama, War",John M. Stahl,8.8
False,Best Cinematography,"Drama, War",John M. Stahl,8.8
False,Best Supporting Actor,"Comedy, Drama, Romance",Lisa Cholodenko,11.5
False,Best Actress,"Comedy, Drama, Romance",Lisa Cholodenko,11.5
False,Best Picture,"Comedy, Drama, Romance",Lisa Cholodenko,11.5
False,Best Original Screenplay,"Comedy, Drama, Romance",Lisa Cholodenko,11.5
False,Best Director,"Crime, Drama, Film-Noir",Robert Siodmak,13.2
False,Best Actor,"Biography, Drama, History",Roland Joffé,19.8
True,Best Supporting Actor,"Biography, Drama, History",Roland Joffé,19.8
True,Best Cinematography,"Biography, Drama, History",Roland Joffé,19.8
False,Best Director,"Biography, Drama, History",Roland Joffé,19.8
False,Best Picture,"Biography, Drama, History",Roland Joffé,19.8
False,Best Adapted Screenplay,"Biography, Drama, History",Roland Joffé,19.8
True,Best Actor,"Biography, Drama, Musical",Walter Lang,13.0
False,Best Actress,"Biography, Drama, Musical",Walter Lang,13.0
False,Best Cinematography,"Biography, Drama, Musical",Walter Lang,13.0
False,Best Director,"Biography, Drama, Musical",Walter Lang,13.0
False,Best Picture,"Biography, Drama, Musical",Walter Lang,13.0
True,Best Actor,"Biography, Drama, History",Tom Hooper,32.7
False,Best Supporting Actor,"Biography, Drama, History",Tom Hooper,32.7
False,Best Supporting Actress,"Biography, Drama, History",Tom Hooper,32.7
False,Best Cinematography,"Biography, Drama, History",Tom Hooper,32.7
True,Best Director,"Biography, Drama, History",Tom Hooper,32.7
True,Best Picture,"Biography, Drama, History",Tom Hooper,32.7
True,Best Original Screenplay,"Biography, Drama, History",Tom Hooper,32.7
False,Best Actress,Drama,Bryan Forbes,4.4
False,Best Original Screenplay,"Comedy, Crime, Thriller",Alexander Mackendrick,9.1
False,Best Supporting Actress,"Comedy, Drama",Hal Ashby,5.4
False,Best Actor,"Drama, Romance, Sport",Daniel Mann,1.5
True,Best Actor,"Drama, Romance, War",Josef von Sternberg,6.0
False,Best Actor,"Comedy, Drama",Hal Ashby,14.8
False,Best Supporting Actor,"Comedy, Drama",Hal Ashby,14.8
True,Best Cinematography,"Biography, Drama, History",Bernardo Bertolucci,23.1
True,Best Director,"Biography, Drama, History",Bernardo Bertolucci,23.1
True,Best Picture,"Biography, Drama, History",Bernardo Bertolucci,23.1
True,Best Adapted Screenplay,"Biography, Drama, History",Bernardo Bertolucci,23.1
True,Best Actor,"Biography, Drama, History",Kevin Macdonald,19.9
False,Best Supporting Actor,Drama,Peter Bogdanovich,15.6
True,Best Supporting Actor,Drama,Peter Bogdanovich,15.6
False,Best Supporting Actress,Drama,Peter Bogdanovich,15.6
True,Best Supporting Actress,Drama,Peter Bogdanovich,15.6
False,Best Cinematography,Drama,Peter Bogdanovich,15.6
False,Best Director,Drama,Peter Bogdanovich,15.6
False,Best Picture,Drama,Peter Bogdanovich,15.6
False,Best Supporting Actor,"Action, Drama",Edward Zwick,53.2
False,Best Supporting Actor,"Biography, Drama, Romance",Michael Hoffman,8.9
False,Best Actress,"Biography, Drama, Romance",Michael Hoffman,8.9
False,Best Director,Drama,Martin Scorsese,20.6
False,Best Original Screenplay,"Comedy, Crime, Drama",Robert Benton,3.5
False,Best Actor,"Comedy, Crime",Charles Crichton,7.5
False,Best Actress,Drama,Jean de Limur,1.1
False,Best Supporting Actor,"Crime, Drama, Film-Noir",William Wyler,13.9
False,Best Actress,"Crime, Drama, Film-Noir",William Wyler,13.9
False,Best Cinematography,"Crime, Drama, Film-Noir",William Wyler,13.9
False,Best Director,"Crime, Drama, Film-Noir",William Wyler,13.9
False,Best Picture,"Crime, Drama, Film-Noir",William Wyler,13.9
False,Best Actor,"Biography, Drama",William Dieterle,13.2
True,Best Supporting Actor,"Biography, Drama",William Dieterle,13.2
False,Best Director,"Biography, Drama",William Dieterle,13.2
True,Best Picture,"Biography, Drama",William Dieterle,13.2
False,Best Cinematography,"Drama, Fantasy, Horror",Robert Eggers,45.1
False,Best Actor,"Biography, Drama, History",Anthony Harvey,10.6
True,Best Actress,"Biography, Drama, History",Anthony Harvey,10.6
False,Best Director,"Biography, Drama, History",Anthony Harvey,10.6
False,Best Picture,"Biography, Drama, History",Anthony Harvey,10.6
False,Best Actress,"Drama, Romance",William Wyler,7.9
False,Best Supporting Actress,"Drama, Romance",William Wyler,7.9
False,Best Supporting Actress,"Drama, Romance",William Wyler,7.9
False,Best Director,"Drama, Romance",William Wyler,7.9
False,Best Director,"Adventure, Drama, War",Henry Hathaway,4.7
False,Best Picture,"Adventure, Drama, War",Henry Hathaway,4.7
False,Best Original Screenplay,"Drama, Romance, Sci-Fi",Yorgos Lanthimos,30.9
False,Best Cinematography,"Drama, War",John Ford,6.3
False,Best Picture,"Drama, War",John Ford,6.3
True,Best Cinematography,"War, Action, Drama","Ken Annakin, Andrew Marton, Bernhard Wicki",22.4
False,Best Picture,"War, Action, Drama","Ken Annakin, Andrew Marton, Bernhard Wicki",22.4
False,Best Supporting Actor,"Adventure, Drama, Fantasy",Peter Jackson,167.6
True,Best Cinematography,"Adventure, Drama, Fantasy",Peter Jackson,167.6
False,Best Director,"Adventure, Drama, Fantasy",Peter Jackson,167.6
False,Best Picture,"Adventure, Drama, Fantasy",Peter Jackson,167.6
False,Best Adapted Screenplay,"Adventure, Drama, Fantasy",Peter Jackson,167.6
True,Best Director,"Adventure, Drama, Fantasy",Peter Jackson,167.1
True,Best Picture,"Adventure, Drama, Fantasy",Peter Jackson,167.1
True,Best Adapted Screenplay,"Adventure, Drama, Fantasy",Peter Jackson,167.1
False,Best Picture,"Adventure, Drama, Fantasy",Peter Jackson,124.2
False,Best Actress,Drama,Maggie Gyllenhaal,12.9
False,Best Supporting Actress,Drama,Maggie Gyllenhaal,12.9
False,Best Adapted Screenplay,Drama,Maggie Gyllenhaal,12.9
True,Best Actor,"Drama, Film-Noir",Billy Wilder,12.2
False,Best Cinematography,"Drama, Film-Noir",Billy Wilder,12.2
True,Best Director,"Drama, Film-Noir",Billy Wilder,12.2
True,Best Picture,"Drama, Film-Noir",Billy Wilder,12.2
False,Best Actor,"Comedy, Musical, Romance",Ernst Lubitsch,3.0
False,Best Cinematography,"Comedy, Musical, Romance",Ernst Lubitsch,3.0
False,Best Director,"Comedy, Musical, Romance",Ernst Lubitsch,3.0
False,Best Picture,"Comedy, Musical, Romance",Ernst Lubitsch,3.0
False,Best Supporting Actor,"Drama, Fantasy, Thriller",Peter Jackson,51.1
False,Best Cinematography,"Biography, Drama, Romance",Jean-Jacques Annaud,22.3
False,Best Cinematography,"Adventure, Drama, Music",Charles Vidor,2.3
False,Best Supporting Actor,"Comedy, Fantasy, Romance",Henry Koster,4.1
False,Best Actor,"Biography, Comedy, Drama",Nicholas Hytner,11.8
False,Best Supporting Actress,"Biography, Comedy, Drama",Nicholas Hytner,11.8
False,Best Adapted Screenplay,"Biography, Comedy, Drama",Nicholas Hytner,11.8
False,Best Cinematography,"Drama, Romance",Henry King,2.2
False,Best Supporting Actress,"Drama, Romance","Orson Welles, Fred Fleck, Robert Wise",9.6
False,Best Cinematography,"Drama, Romance","Orson Welles, Fred Fleck, Robert Wise",9.6
False,Best Actor,"Biography, Drama",John Sturges,0.8
False,Best Supporting Actor,"Crime, Drama, Film-Noir",John Huston,23.2
False,Best Actor,"Drama, War",Arthur Hiller,7.8
False,Best Cinematography,"Crime, Drama",Joel Coen,11.0
False,Best Adapted Screenplay,Adventure,John Huston,15.1
False,Best Actor,"Crime, Drama, Romance",Otto Preminger,13.5
False,Best Supporting Actress,"Thriller, War",John Frankenheimer,19.0
False,Best Actor,Drama,Guy Green,2.1
False,Best Actor,"Adventure, Drama, Sci-Fi",Ridley Scott,63.5
False,Best Picture,"Adventure, Drama, Sci-Fi",Ridley Scott,63.5
False,Best Adapted Screenplay,"Adventure, Drama, Sci-Fi",Ridley Scott,63.5
False,Best Actor,"Drama, History",Paul Thomas Anderson,21.3
False,Best Supporting Actor,"Drama, History",Paul Thomas Anderson,21.3
False,Best Supporting Actress,"Drama, History",Paul Thomas Anderson,21.3
False,Best Supporting Actress,"Comedy, Drama, Romance",Mitchell Leisen,2.9
False,Best Actress,"Drama, Family",Fred Zinnemann,4.0
False,Best Supporting Actor,"Drama, Romance, War",Oren Moverman,10.6
False,Best Original Screenplay,"Drama, Romance, War",Oren Moverman,10.6
False,Best Cinematography,"Comedy, Musical",Victor Schertzinger,2.7
False,Best Original Screenplay,"Comedy, Romance, War",Preston Sturges,5.4
True,Best Actress,"Biography, Drama",Arthur Penn,14.5
True,Best Supporting Actress,"Biography, Drama",Arthur Penn,14.5
False,Best Director,"Biography, Drama",Arthur Penn,14.5
False,Best Supporting Actress,"Comedy, Drama, Romance",Barbra Streisand,15.9
True,Best Cinematography,"Adventure, Drama, History",Roland Joffé,18.4
False,Best Director,"Adventure, Drama, History",Roland Joffé,18.4
False,Best Picture,"Adventure, Drama, History",Roland Joffé,18.4
False,Best Actress,"Comedy, Romance",Otto Preminger,2.8
True,Best Supporting Actor,Comedy,George Stevens,9.0
False,Best Actress,Comedy,George Stevens,9.0
False,Best Director,Comedy,George Stevens,9.0
False,Best Actress,"Crime, Mystery, Romance",Sidney Lumet,8.7
False,Best Adapted Screenplay,"Adventure, Biography, Drama",Walter Salles,14.0
True,Best Cinematography,"Crime, Drama, Film-Noir",Jules Dassin,6.0
False,Best Original Screenplay,"Adventure, Drama, Thriller",Cornel Wilde,9.8
False,Best Supporting Actress,"Drama, Sport",Barry Levinson,13.3
False,Best Cinematography,"Drama, Sport",Barry Levinson,13.3
False,Best Cinematography,"Biography, Drama, History",Terrence Malick,16.0
False,Best Supporting Actress,Drama,John Huston,10.8
False,Best Cinematography,Drama,John Huston,10.8
False,Best Actor,Drama,John Francis Dillon,0.9
False,Best Cinematography,"Drama, Romance, War",Lewis Milestone,4.4
False,Best Original Screenplay,"Drama, Romance, War",Lewis Milestone,4.4
False,Best Actress,Drama,Fred Zinnemann,13.6
False,Best Cinematography,Drama,Fred Zinnemann,13.6
False,Best Director,Drama,Fred Zinnemann,13.6
False,Best Picture,Drama,Fred Zinnemann,13.6
False,Best Original Screenplay,"Drama, History",Luis Puenzo,9.2
False,Best Actor,"Adventure, Drama",John Sturges,9.1
False,Best Cinematography,"Adventure, Drama",John Sturges,9.1
False,Best Original Screenplay,Drama,Mario Monicelli,5.8
True,Best Supporting Actor,Drama,James Bridges,8.0
False,Best Supporting Actress,"Crime, Drama, Romance",Alfred Hitchcock,7.3
False,Best Cinematography,Drama,Mel Gibson,64.3
False,Best Actor,"Drama, Romance, Sport",Alfred Santell,1.6
False,Best Actor,"Drama, History, Thriller",Ernst Lubitsch,1.9
False,Best Director,"Drama, History, Thriller",Ernst Lubitsch,1.9
False,Best Picture,"Drama, History, Thriller",Ernst Lubitsch,1.9
False,Best Cinematography,"Action, Drama, History",Roland Emmerich,31.9
False,Best Actor,"Drama, History, Thriller",Ernst Lubitsch,6.9
False,Best Actor,"Biography, Drama",Milos Forman,11.8
False,Best Director,"Biography, Drama",Milos Forman,11.8
False,Best Cinematography,"Drama, Musical, Romance",Joel Schumacher,27.3
True,Best Actor,"Comedy, Romance",George Cukor,17.7
False,Best Actress,"Comedy, Romance",George Cukor,17.7
False,Best Supporting Actress,"Comedy, Romance",George Cukor,17.7
False,Best Director,"Comedy, Romance",George Cukor,17.7
False,Best Picture,"Comedy, Romance",George Cukor,17.7
True,Best Actor,"Biography, Drama, Music",Roman Polanski,64.8
False,Best Cinematography,"Biography, Drama, Music",Roman Polanski,64.8
True,Best Director,"Biography, Drama, Music",Roman Polanski,64.8
False,Best Picture,"Biography, Drama, Music",Roman Polanski,64.8
True,Best Adapted Screenplay,"Biography, Drama, Music",Roman Polanski,64.8
True,Best Actress,"Drama, Music, Romance",Jane Campion,19.6
True,Best Supporting Actress,"Drama, Music, Romance",Jane Campion,19.6
False,Best Cinematography,"Drama, Music, Romance",Jane Campion,19.6
False,Best Director,"Drama, Music, Romance",Jane Campion,19.6
False,Best Picture,"Drama, Music, Romance",Jane Campion,19.6
True,Best Original Screenplay,"Drama, Music, Romance",Jane Campion,19.6
False,Best Supporting Actress,"Drama, Fantasy, Horror",Albert Lewin,11.7
True,Best Cinematography,"Drama, Fantasy, Horror",Albert Lewin,11.7
False,Best Actor,"Drama, War",Irving Pichel,1.6
False,Best Cinematography,"Drama, War",Irving Pichel,1.6
False,Best Director,"Comedy, Crime, Drama",Robert Altman,15.5
False,Best Adapted Screenplay,"Comedy, Crime, Drama",Robert Altman,15.5
False,Best Supporting Actress,"Action, Comedy, Crime",Stuart Rosenberg,10.1
False,Best Supporting Actress,"Drama, Romance",Jane Campion,13.1
False,Best Supporting Actress,"Drama, History, Thriller",Ernst Lubitsch,22.6
False,Best Cinematography,"Drama, History, Thriller",Ernst Lubitsch,22.6
False,Best Actress,"Biography, Drama, History",Steven Spielberg,24.2
False,Best Picture,"Biography, Drama, History",Steven Spielberg,24.2
False,Best Actor,"Biography, Comedy, Drama","Michael Radford, Massimo Troisi",11.3
False,Best Director,"Biography, Comedy, Drama","Michael Radford, Massimo Troisi",11.3
False,Best Picture,"Biography, Comedy, Drama","Michael Radford, Massimo Troisi",11.3
False,Best Adapted Screenplay,"Biography, Comedy, Drama","Michael Radford, Massimo Troisi",11.3
False,Best Actor,"Drama, Western",Jane Campion,25.6
False,Best Supporting Actor,"Drama, Western",Jane Campion,25.6
False,Best Supporting Actor,"Drama, Western",Jane Campion,25.6
False,Best Supporting Actress,"Drama, Western",Jane Campion,25.6
False,Best Cinematography,"Drama, Western",Jane Campion,25.6
True,Best Director,"Drama, Western",Jane Campion,25.6
False,Best Picture,"Drama, Western",Jane Campion,25.6
False,Best Adapted Screenplay,"Drama, Western",Jane Campion,25.6
False,Best Cinematography,"Drama, Mystery, Sci-Fi",Christopher Nolan,68.6
False,Best Actor,"Biography, Drama, Romance",Sam Wood,8.0
False,Best Actress,"Biography, Drama, Romance",Sam Wood,8.0
False,Best Cinematography,"Biography, Drama, Romance",Sam Wood,8.0
True,Best Actress,Drama,Sidney Lumet,7.7
False,Best Actor,"Drama, Romance",Barbra Streisand,16.8
False,Best Supporting Actress,"Drama, Romance",Barbra Streisand,16.8
False,Best Cinematography,"Drama, Romance",Barbra Streisand,16.8
False,Best Picture,"Drama, Romance",Barbra Streisand,16.8
False,Best Adapted Screenplay,"Drama, Romance",Barbra Streisand,16.8
True,Best Actor,"Biography, Drama, History",Alexander Korda,6.6
False,Best Picture,"Biography, Drama, History",Alexander Korda,6.6
False,Best Cinematography,"Biography, Drama, History",Michael Curtiz,11.5
False,Best Supporting Actor,"Action, Adventure, Thriller",Ronald Neame,13.3
True,Best Original Screenplay,"Action, Adventure, Thriller",Ronald Neame,13.3
False,Best Cinematography,Drama,Ronald Neame,13.8
False,Best Director,Comedy,Mel Brooks,13.8
False,Best Actress,Comedy,Mel Brooks,3.9
False,Best Original Screenplay,"Comedy, Fantasy, Romance",Woody Allen,13.5
False,Best Actor,"Biography, Drama",Gabriele Muccino,73.1
True,Best Actress,"Biography, Drama",Stephen Frears,12.7
False,Best Director,"Biography, Drama",Stephen Frears,12.7
False,Best Picture,"Biography, Drama",Stephen Frears,12.7
False,Best Original Screenplay,"Biography, Drama",Stephen Frears,12.7
False,Best Actor,"Drama, Romance, Thriller",Phillip Noyce,10.1
False,Best Supporting Actor,"Comedy, Drama, Romance",John Ford,15.6
True,Best Cinematography,"Comedy, Drama, Romance",John Ford,15.6
True,Best Director,"Comedy, Drama, Romance",John Ford,15.6
False,Best Picture,"Comedy, Drama, Romance",John Ford,15.6
False,Best Picture,"Crime, Drama, Film-Noir",Lewis Milestone,3.5
False,Best Actress,"Action, Adventure, Western",Richard Brooks,6.0
False,Best Cinematography,Drama,Clarence Brown,2.9
False,Best Supporting Actor,"Drama, Romance",Edmund Goulding,9.4
True,Best Supporting Actress,"Drama, Romance",Edmund Goulding,9.4
False,Best Picture,"Drama, Romance",Edmund Goulding,9.4
True,Best Actress,"Drama, Mystery, Romance",Stephen Daldry,41.7
False,Best Cinematography,"Drama, Mystery, Romance",Stephen Daldry,41.7
False,Best Director,"Drama, Mystery, Romance",Stephen Daldry,41.7
False,Best Picture,"Drama, Mystery, Romance",Stephen Daldry,41.7
False,Best Adapted Screenplay,"Drama, Mystery, Romance",Stephen Daldry,41.7
True,Best Original Screenplay,"Action, Adventure, Western",Richard Brooks,11.5
False,Best Picture,"Drama, Music, Romance","Michael Powell, Emeric Pressburger",12.4
False,Best Supporting Actor,Drama,Jack Clayton,6.4
False,Best Actor,"Drama, Romance",James Ivory,20.3
False,Best Actress,"Drama, Romance",James Ivory,20.3
False,Best Director,"Drama, Romance",James Ivory,20.3
False,Best Picture,"Drama, Romance",James Ivory,20.3
False,Best Adapted Screenplay,"Drama, Romance",James Ivory,20.3
True,Best Actor,"Action, Adventure, Drama",Alejandro G. Iñárritu,74.1
False,Best Supporting Actor,"Action, Adventure, Drama",Alejandro G. Iñárritu,74.1
True,Best Cinematography,"Action, Adventure, Drama",Alejandro G. Iñárritu,74.1
True,Best Director,"Action, Adventure, Drama",Alejandro G. Iñárritu,74.1
False,Best Picture,"Action, Adventure, Drama",Alejandro G. Iñárritu,74.1
False,Best Supporting Actor,"Adventure, Biography, Drama",Philip Kaufman,14.0
False,Best Cinematography,"Adventure, Biography, Drama",Philip Kaufman,14.0
False,Best Picture,"Adventure, Biography, Drama",Philip Kaufman,14.0
False,Best Cinematography,Drama,Richard Wallace,0.8
False,Best Actress,Drama,Mark Rydell,9.0
False,Best Cinematography,Drama,Mark Rydell,9.0
False,Best Actor,"Drama, History, Romance",Henry Koster,13.0
False,Best Cinematography,"Drama, History, Romance",Henry Koster,13.0
False,Best Picture,"Drama, History, Romance",Henry Koster,13.0
False,Best Actor,"Musical, Romance","Lionel Barrymore, Hal Roach",2.5
False,Best Supporting Actress,"Drama, Romance",Joseph Anthony,5.6
False,Best Supporting Actor,"Short, Comedy, Drama",Albert Lamorisse,7.8
False,Best Actress,"Comedy, Drama",Mark Rydell,7.8
False,Best Actor,"Comedy, Music, Mystery","George Cukor, Cyril Gardner",1.4
False,Best Original Screenplay,"Comedy, Drama",Wes Anderson,21.0
False,Best Actor,"Drama, Romance",José Quintero,10.7
False,Best Actor,"Drama, Music",Mark Rydell,9.0
False,Best Picture,"Drama, Music",Mark Rydell,9.0
False,Best Actor,"Comedy, Drama, Musical",Peter Medak,14.3
False,Best Supporting Actor,"Comedy, War",Norman Jewison,14.3
False,Best Cinematography,"Comedy, War",Norman Jewison,14.3
False,Best Picture,"Adventure, Drama, Romance",Robert Wise,14.3
False,Best Actress,"Comedy, Drama",Tamara Jenkins,11.0
False,Best Original Screenplay,"Comedy, Drama",Tamara Jenkins,11.0
False,Best Actor,"Drama, War",Fred Zinnemann,8.9
False,Best Director,"Drama, War",Fred Zinnemann,8.9
False,Best Supporting Actress,"Biography, Comedy, Drama",Ben Lewin,12.6
False,Best Supporting Actor,"Drama, Film-Noir, Mystery",Fred Zinnemann,5.0
True,Best Original Screenplay,"Drama, Music",Compton Bennett,3.4
False,Best Supporting Actor,"Drama, Fantasy, Romance",Guillermo del Toro,37.1
False,Best Actress,"Drama, Fantasy, Romance",Guillermo del Toro,37.1
False,Best Supporting Actress,"Drama, Fantasy, Romance",Guillermo del Toro,37.1
False,Best Cinematography,"Drama, Fantasy, Romance",Guillermo del Toro,37.1
True,Best Director,"Drama, Fantasy, Romance",Guillermo del Toro,37.1
True,Best Picture,"Drama, Fantasy, Romance",Guillermo del Toro,37.1
False,Best Original Screenplay,"Drama, Fantasy, Romance",Guillermo del Toro,37.1
False,Best Actor,Drama,Frank Darabont,177.9
False,Best Cinematography,Drama,Frank Darabont,177.9
False,Best Picture,Drama,Frank Darabont,177.9
False,Best Adapted Screenplay,Drama,Frank Darabont,177.9
False,Best Original Screenplay,"Adventure, Drama, Romance",Robert Wise,8.5
False,Best Actress,"Adventure, Drama, Romance",Robert Wise,8.4
False,Best Cinematography,"Drama, History",Cecil B. DeMille,5.1
True,Best Actor,"Crime, Drama, Thriller",Jonathan Demme,19.0
True,Best Actress,"Crime, Drama, Thriller",Jonathan Demme,19.0
True,Best Director,"Crime, Drama, Thriller",Jonathan Demme,19.0
True,Best Picture,"Crime, Drama, Thriller",Jonathan Demme,19.0
True,Best Adapted Screenplay,"Crime, Drama, Thriller",Jonathan Demme,19.0
False,Best Cinematography,"Drama, Romance",Victor Saville,5.2
True,Best Actress,"Crime, Drama, Romance",Edgar Selwyn,3.0
False,Best Supporting Actor,"Drama, Mystery, Thriller",M. Night Shyamalan,56.7
False,Best Supporting Actress,"Drama, Mystery, Thriller",M. Night Shyamalan,56.7
False,Best Director,"Drama, Mystery, Thriller",M. Night Shyamalan,56.7
False,Best Picture,"Drama, Mystery, Thriller",M. Night Shyamalan,56.7
False,Best Original Screenplay,"Drama, Mystery, Thriller",M. Night Shyamalan,56.7
False,Best Picture,"Comedy, Musical, Romance",Ernst Lubitsch,6.1
False,Best Actress,"Drama, Mystery",Anatole Litvak,8.8
False,Best Director,"Drama, Mystery",Anatole Litvak,8.8
False,Best Picture,"Drama, Mystery",Anatole Litvak,8.8
False,Best Cinematography,"Adventure, Drama, Romance","Henry King, Roy Ward Baker",9.2
False,Best Actor,"Biography, Drama",David Fincher,63.2
False,Best Cinematography,"Biography, Drama",David Fincher,63.2
False,Best Director,"Biography, Drama",David Fincher,63.2
False,Best Picture,"Biography, Drama",David Fincher,63.2
True,Best Adapted Screenplay,"Biography, Drama",David Fincher,63.2
False,Best Supporting Actor,"Biography, Drama, Mystery",Henry King,9.2
True,Best Actress,"Biography, Drama, Mystery",Henry King,9.2
False,Best Supporting Actress,"Biography, Drama, Mystery",Henry King,9.2
False,Best Supporting Actress,"Biography, Drama, Mystery",Henry King,9.2
True,Best Cinematography,"Biography, Drama, Mystery",Henry King,9.2
False,Best Director,"Biography, Drama, Mystery",Henry King,9.2
False,Best Actress,"Musical, Drama, Family",Robert Wise,38.4
False,Best Supporting Actress,"Musical, Drama, Family",Robert Wise,38.4
False,Best Cinematography,"Musical, Drama, Family",Robert Wise,38.4
True,Best Director,"Musical, Drama, Family",Robert Wise,38.4
True,Best Picture,"Musical, Drama, Family",Robert Wise,38.4
False,Best Director,Drama,Jean Renoir,4.4
False,Best Cinematography,"Adventure, Drama, Romance",Frank Borzage,7.1
False,Best Supporting Actress,"Drama, Horror, Mystery",Robert Siodmak,8.5
False,Best Actor,"Musical, Drama, Family",Robert Wise,9.4
False,Best Original Screenplay,"Comedy, Drama",Noah Baumbach,12.0
False,Best Actress,"Drama, Romance",Stuart Heisler,3.1
False,Best Actress,"Drama, Thriller",Martin Ritt,3.7
False,Best Actor,"Comedy, Drama, Romance",Alan J. Pakula,19.9
False,Best Cinematography,"Comedy, Crime, Drama",George Roy Hill,19.9
True,Best Director,"Comedy, Crime, Drama",George Roy Hill,19.9
True,Best Picture,"Comedy, Crime, Drama",George Roy Hill,19.9
False,Best Actress,"Comedy, Crime, Drama",George Roy Hill,11.8
True,Best Actor,"Biography, Drama, History",William Dieterle,4.7
False,Best Picture,"Biography, Drama, History",William Dieterle,4.7
False,Best Actor,"Biography, Drama",David Lynch,19.4
True,Best Supporting Actor,"Biography, Drama, History",François Truffaut,1.4
False,Best Actress,Drama,Ulu Grosbard,1.4
False,Best Actress,"Drama, Horror, Sci-Fi",Coralie Fargeat,1079.0
False,Best Director,"Drama, Horror, Sci-Fi",Coralie Fargeat,1079.0
False,Best Picture,"Drama, Horror, Sci-Fi",Coralie Fargeat,1079.0
False,Best Original Screenplay,"Drama, Horror, Sci-Fi",Coralie Fargeat,1079.0
False,Best Actress,Drama,Ulu Grosbard,5.2
False,Best Supporting Actress,"Adventure, Drama, Romance",Fred Zinnemann,5.2
False,Best Director,"Adventure, Drama, Romance",Fred Zinnemann,5.2
False,Best Picture,"Adventure, Drama, Romance",Fred Zinnemann,5.2
False,Best Actor,"Adventure, Drama, Romance",Fred Zinnemann,8.8
True,Best Supporting Actor,Comedy,Herbert Ross,8.8
False,Best Adapted Screenplay,Comedy,Herbert Ross,8.8
False,Best Director,Drama,Atom Egoyan,8.7
False,Best Adapted Screenplay,Drama,Atom Egoyan,8.7
False,Best Supporting Actor,"Crime, Drama, Thriller",Anthony Minghella,26.8
False,Best Adapted Screenplay,"Crime, Drama, Thriller",Anthony Minghella,26.8
False,Best Cinematography,"Comedy, Drama, Romance",George Stevens,9.8
False,Best Cinematography,Comedy,Herbert Ross,41.3
False,Best Picture,"Adventure, Drama",Cecil B. DeMille,41.3
True,Best Actor,"Biography, Drama, Romance",James Marsh,26.0
False,Best Actress,"Biography, Drama, Romance",James Marsh,26.0
False,Best Picture,"Biography, Drama, Romance",James Marsh,26.0
False,Best Adapted Screenplay,"Biography, Drama, Romance",James Marsh,26.0
True,Best Cinematography,"Adventure, Family, Fantasy","Ludwig Berger, Michael Powell, Tim Whelan",13.4
False,Best Actor,"Comedy, Crime, Mystery",W.S. Van Dyke,9.3
False,Best Director,"Comedy, Crime, Mystery",W.S. Van Dyke,9.3
False,Best Picture,"Comedy, Crime, Mystery",W.S. Van Dyke,9.3
False,Best Cinematography,"Drama, History, War",Terrence Malick,32.8
False,Best Director,"Drama, History, War",Terrence Malick,32.8
False,Best Picture,"Drama, History, War",Terrence Malick,32.8
False,Best Adapted Screenplay,"Drama, History, War",Terrence Malick,32.8
True,Best Cinematography,"Drama, Film-Noir, Mystery",Carol Reed,19.1
False,Best Director,"Drama, Film-Noir, Mystery",Carol Reed,19.1
True,Best Actress,"Adventure, Drama",Cecil B. DeMille,11.1
False,Best Cinematography,"Action, Adventure, Drama",George Sidney,11.8
False,Best Original Screenplay,"Biography, Drama",Nunnally Johnson,11.3
False,Best Supporting Actor,Western,Anthony Mann,23.7
True,Best Cinematography,"Action, Drama, Thriller",John Guillermin,23.7
False,Best Picture,"Action, Drama, Thriller",John Guillermin,23.7
False,Best Supporting Actor,"Crime, Drama, Thriller",Ben Affleck,62.0
False,Best Actor,"Drama, Mystery, Thriller",Joel Coen,25.6
