IMDb_Rating,Popularity,Vote_Average,Category,Winner
7.3,22.0,7.2,4,0
6.4,20.4,6.3,7,0
7.8,14.3,7.6,8,0
6.8,19.2,6.8,8,0
7.0,4.2,6.5,2,0
7.5,8.4,7.5,2,0
8.4,28.9,8.0,0,0
7.9,16.0,7.7,5,1
7.5,12.8,7.2,5,0
7.8,63.2,7.4,7,1
7.3,13.4,7.0,5,0
8.0,81.4,8.0,7,1
7.2,28.1,7.1,0,0
7.4,4.4,6.7,8,0
8.1,12.7,7.8,2,0
7.4,255.2,7.1,7,0
6.6,3.3,5.2,0,0
8.1,29.0,8.0,3,0
7.8,20.4,7.5,2,1
7.3,24.7,7.7,0,1
7.0,11.5,6.6,3,0
7.8,110.0,7.3,2,0
7.0,3.3,6.1,5,1
7.8,98.2,8.1,6,0
6.4,307.8,7.3,8,0
5.8,0.8,5.5,0,0
7.6,34.6,7.6,8,0
7.2,13.6,7.0,2,0
8.2,40.1,8.1,2,0
7.3,3.0,7.3,8,0
6.2,11.6,5.9,5,0
8.0,18.5,7.6,3,1
6.9,6.5,6.5,0,0
8.1,12.4,8.0,2,0
7.9,9.7,7.6,0,0
8.0,12.0,7.6,0,0
7.1,18.1,6.8,5,0
7.1,1.0,6.9,0,0
6.9,10.7,6.2,5,0
8.1,21.2,7.7,5,1
7.5,15.8,7.2,0,1
7.5,7.1,6.3,8,1
8.1,44.5,7.7,0,0
7.3,13.0,6.9,5,0
7.5,7.0,7.4,2,0
7.8,8.0,7.5,1,0
7.5,12.4,7.3,1,0
7.5,27.6,7.2,5,0
8.5,69.6,8.2,2,0
7.8,7.8,7.1,4,0
7.8,11.3,7.9,7,0
7.2,3.6,6.7,2,0
7.4,3.9,7.0,0,0
7.4,29.4,7.3,2,0
6.8,4.4,6.1,0,0
7.4,2.2,6.6,1,0
8.0,29.2,7.8,3,1
6.7,14.8,6.6,5,1
8.3,31.1,8.0,1,1
8.2,46.0,8.0,3,0
8.1,20.0,7.8,6,0
7.8,12.3,7.5,5,1
7.7,13.5,7.4,3,0
8.0,13.7,7.5,2,1
7.2,2.1,6.5,8,0
8.3,33.1,8.0,1,1
7.8,19.8,7.5,7,0
8.2,29.8,7.9,8,0
7.8,18.1,7.5,4,0
7.4,255.2,7.1,2,0
7.7,23.1,7.6,7,1
7.3,11.0,6.7,8,0
6.6,6.4,6.2,6,0
8.1,24.1,7.7,3,0
8.0,26.1,7.6,1,0
6.7,8.7,6.0,0,0
7.9,13.4,7.7,1,0
8.0,16.5,8.1,3,0
7.7,54.0,7.4,0,0
7.8,14.3,7.6,6,0
7.3,6.6,6.9,5,0
7.7,37.5,7.6,3,0
7.8,25.3,7.4,5,1
8.5,225.8,8.2,2,0
7.0,3.0,6.7,0,0
7.4,17.3,7.0,4,0
8.0,61.7,7.7,0,0
7.2,17.1,7.0,2,0
7.3,10.5,7.0,1,0
7.2,25.9,6.9,2,0
7.1,1.2,7.0,8,0
8.1,24.0,7.9,3,0
8.0,29.2,7.8,4,1
7.4,10.0,7.1,1,0
6.9,24.7,6.8,6,0
7.5,6.1,6.7,7,0
7.4,30.2,7.4,1,0
6.8,8.5,6.5,3,0
7.6,9.6,7.3,6,0
6.7,2.7,6.3,8,1
8.0,43.6,7.8,1,1
7.1,11.3,7.0,2,0
6.5,5.4,6.1,7,0
7.0,11.0,6.4,8,0
5.8,36.2,6.2,0,0
7.2,9.9,6.8,6,0
7.5,11.1,7.2,0,1
6.5,5.8,6.9,5,0
7.6,10.4,7.1,5,0
7.7,11.4,7.2,6,0
7.0,4.9,6.3,3,0
6.2,12.1,6.2,2,0
7.2,6.6,6.9,8,0
7.1,41.3,7.8,0,0
7.6,38.2,7.5,7,0
7.6,13.6,7.1,0,0
6.2,14.4,6.1,0,0
6.6,2.4,5.7,3,0
8.8,127.9,8.5,5,0
7.2,12.7,6.7,1,0
6.9,9.8,6.8,5,1
7.9,18.2,7.6,8,1
7.3,2.9,7.1,0,0
8.0,36.4,7.5,4,0
8.3,94.1,7.8,7,0
7.3,20.9,6.9,6,0
7.9,9.3,7.5,1,0
7.7,21.3,7.6,1,0
5.8,9.8,5.6,1,0
7.6,13.5,7.0,2,0
6.8,6.0,6.4,0,1
8.4,28.9,8.0,2,1
6.5,10.2,5.9,6,0
6.9,10.5,6.4,8,0
8.1,77.9,7.6,0,0
7.1,11.7,6.6,0,0
7.7,9.4,7.1,3,1
8.2,59.5,7.7,0,0
8.2,32.0,8.1,2,0
7.4,4.0,7.1,4,0
7.2,10.0,6.5,5,0
7.0,10.0,7.1,0,0
7.8,11.1,7.5,1,0
7.7,10.0,7.3,2,0
7.4,20.6,7.3,5,0
6.3,2.2,6.3,4,0
7.4,5.8,7.0,6,0
7.8,9.9,7.4,6,0
8.3,33.1,8.0,8,0
8.4,77.9,8.2,5,1
6.9,6.5,6.6,2,0
7.2,8.1,6.7,5,0
7.7,15.5,7.3,6,0
6.5,11.7,6.3,1,0
6.7,4.9,6.4,2,0
7.6,8.6,7.3,4,1
8.0,29.2,7.8,1,1
7.4,17.9,7.0,6,0
6.9,2.2,6.0,2,0
7.4,26.2,7.1,2,0
7.9,19.6,7.4,2,0
7.7,27.2,7.3,2,1
8.1,113.5,8.2,2,0
7.8,12.6,7.5,3,0
7.4,6.9,7.1,0,1
6.6,4.0,6.3,5,0
6.9,10.4,6.8,3,0
8.0,8.0,7.0,0,0
7.5,3.8,6.7,6,0
8.5,79.2,8.3,3,0
7.7,20.7,7.7,5,0
8.1,18.0,7.8,4,0
8.1,44.5,7.7,3,0
6.9,12.6,6.7,5,0
7.6,13.4,7.4,7,0
7.6,8.5,7.4,0,1
7.8,25.3,7.4,6,0
7.8,25.6,7.5,7,0
7.1,6.3,6.6,5,0
8.0,43.9,7.8,2,0
7.4,14.8,7.1,2,1
6.8,12.6,6.7,8,1
7.2,33.1,7.1,3,0
7.2,12.6,6.8,8,0
7.6,5.6,6.8,8,1
7.6,13.6,7.6,5,0
7.3,7.0,7.0,4,0
7.0,6.3,6.3,1,0
7.5,12.4,7.4,0,0
7.2,5.2,6.6,3,0
6.2,10.8,5.9,3,0
7.2,16.5,7.0,3,0
7.5,6.1,6.7,2,0
7.1,9.3,6.7,5,0
7.6,8.9,7.0,1,0
8.2,33.4,7.9,5,1
7.5,20.6,7.2,1,0
7.5,9.8,7.3,1,0
6.7,31.9,6.7,6,0
8.1,31.6,8.0,8,1
6.5,1.1,5.6,3,0
7.7,34.2,7.4,4,0
7.7,23.9,7.4,5,0
6.5,6.7,5.9,6,0
6.5,89.4,6.7,0,0
6.6,13.4,6.4,0,0
7.5,12.3,7.3,7,0
7.3,18.0,7.2,5,0
6.8,15.0,7.1,2,0
7.5,9.9,7.2,4,1
6.3,2.4,6.2,8,0
8.2,17.7,8.1,8,0
6.0,7.6,6.0,0,0
6.3,2.8,5.7,2,0
6.2,14.4,6.1,5,0
7.5,9.9,7.2,2,0
8.2,62.8,7.8,3,0
7.3,17.2,7.0,7,0
7.4,17.3,7.0,2,1
7.4,8.7,7.1,0,0
8.5,69.6,8.2,5,0
7.1,21.3,7.1,4,0
7.6,35.5,7.4,6,0
7.3,10.8,7.1,2,0
7.4,14.8,7.1,1,1
5.7,2.0,4.5,0,0
7.5,8.7,7.3,1,0
8.3,20.0,8.1,8,0
8.9,90.3,7.8,2,0
6.3,15.9,6.6,8,0
7.3,13.4,7.1,1,0
6.8,22.3,7.0,0,0
6.7,1.2,6.8,0,0
7.8,33.4,7.6,6,0
6.7,12.7,6.2,7,0
5.7,1.8,5.8,0,0
6.4,9.0,6.8,0,0
7.4,21.6,7.2,2,1
7.2,9.5,6.9,3,1
6.8,11.1,6.5,4,0
8.2,17.7,8.1,5,1
7.1,9.6,6.8,7,0
7.1,13.6,6.8,2,0
7.7,20.2,7.5,2,1
6.1,6.1,5.8,0,0
7.2,2.4,6.8,0,0
7.4,13.2,7.2,8,0
7.4,20.3,7.2,0,0
7.4,11.0,7.1,4,0
7.8,71.2,7.8,1,1
8.3,29.2,8.0,1,0
7.5,13.8,7.3,6,1
7.3,9.5,6.8,6,0
7.9,24.9,7.9,3,0
7.8,33.4,7.6,0,0
6.4,8.8,6.0,6,1
7.5,18.3,7.6,4,0
7.4,14.8,7.1,8,1
6.7,2.8,6.4,8,0
7.9,77.0,7.6,7,0
7.8,67.3,8.1,7,1
6.3,3.3,6.0,1,1
7.8,23.9,7.5,5,0
7.3,15.0,7.1,8,0
7.4,15.1,7.1,0,0
7.0,9.8,6.6,4,0
7.1,14.3,7.0,1,0
6.3,6.8,6.0,8,0
6.7,13.0,6.6,0,0
6.8,109.2,7.0,5,0
8.0,26.1,7.6,2,0
7.2,11.6,7.4,0,0
7.1,68.5,7.5,8,0
7.3,37.1,7.2,3,0
7.6,7.9,7.3,0,0
5.6,7.6,5.2,1,0
8.4,25.3,8.3,4,0
7.6,57.3,7.4,2,0
8.3,11.8,6.8,8,0
7.2,8.1,6.7,1,0
7.3,20.6,7.3,4,0
7.8,23.6,7.6,1,0
8.3,81.4,8.1,7,0
6.9,10.8,6.7,4,0
7.3,1.9,7.1,5,1
7.1,27.9,7.0,3,0
7.6,16.3,7.2,1,0
7.6,17.9,7.6,0,0
7.2,8.1,6.8,2,0
7.3,2.9,7.1,6,0
7.1,10.5,6.9,6,0
7.8,8.0,7.5,4,0
8.2,29.1,8.1,1,0
7.7,6.8,7.2,2,0
7.8,7.1,7.3,2,0
7.0,6.3,6.3,0,0
7.6,18.9,7.6,2,0
7.9,9.7,7.6,6,0
7.6,26.6,7.6,2,0
7.4,7.3,6.7,2,0
6.9,6.5,6.6,1,0
6.0,3.4,6.2,0,0
6.5,11.7,6.4,0,0
8.1,14.8,7.8,2,0
7.5,12.5,7.4,8,1
8.3,56.5,7.9,3,0
7.7,19.2,7.5,7,0
8.1,38.4,7.7,0,0
7.8,8.0,7.5,3,0
7.3,1.4,6.2,5,1
7.0,29.7,7.0,4,0
6.2,3.0,5.9,0,0
7.0,9.8,6.6,2,0
6.9,14.3,6.5,6,0
8.6,19.0,8.3,4,1
7.2,13.1,7.0,0,0
7.9,14.9,7.5,0,0
6.7,9.4,6.6,2,0
7.8,8.8,7.4,1,0
7.2,10.0,6.5,6,1
7.8,67.8,7.7,0,1
7.2,19.5,7.1,1,0
7.9,9.7,7.6,2,0
7.5,4.5,6.5,2,0
5.8,9.8,5.6,8,0
8.9,90.3,7.8,8,0
7.8,14.7,7.5,7,0
7.4,1.0,6.8,3,0
7.0,5.4,5.8,6,0
7.2,17.1,6.8,6,1
7.8,67.8,7.7,2,0
8.5,31.1,8.2,4,0
8.0,15.6,7.7,5,1
7.6,5.4,7.1,2,0
7.4,30.7,7.4,0,0
9.0,112.6,8.6,5,1
8.1,57.8,8.2,8,0
8.1,51.3,7.8,4,0
7.0,6.6,6.3,2,0
7.0,2.6,6.4,6,0
7.6,15.0,7.4,4,0
7.2,26.7,7.5,8,0
8.0,26.1,7.6,7,0
7.6,41.7,7.5,0,0
6.8,1.6,6.1,0,0
7.4,18.4,7.4,1,0
7.7,19.5,7.3,0,0
8.3,81.8,8.2,5,1
7.8,19.9,7.4,1,0
7.9,16.5,7.6,1,0
7.3,21.6,7.1,0,0
7.2,11.3,6.8,4,0
7.6,13.6,7.1,8,0
6.5,11.5,6.6,4,0
8.6,99.8,8.5,2,0
7.4,21.6,7.2,0,1
7.4,38.2,7.4,5,0
7.0,10.5,6.7,6,1
7.2,7.5,7.0,6,0
7.8,57.8,7.6,4,0
8.6,117.2,8.2,3,0
7.7,11.4,7.2,4,1
7.3,13.6,7.3,3,0
7.9,16.0,7.7,1,0
8.0,32.7,7.7,3,1
7.1,9.8,6.9,8,0
8.0,95.6,7.9,8,1
7.8,7.8,7.1,4,0
6.3,4.8,6.1,6,0
7.7,13.9,7.4,4,0
6.8,20.1,6.7,8,0
7.4,21.0,7.3,4,0
7.1,16.0,7.2,1,1
8.4,61.2,8.3,7,0
8.1,16.7,7.9,5,0
8.2,58.7,8.1,4,0
5.6,1.0,6.0,8,0
5.9,0.3,5.0,0,0
7.9,9.3,7.5,4,0
8.3,130.7,8.1,2,1
7.3,2.6,7.0,0,0
8.1,42.4,7.9,6,1
7.2,19.5,7.1,0,0
8.1,26.3,8.0,1,0
8.0,19.0,7.7,5,0
7.4,28.1,7.2,5,0
5.9,4.4,6.1,3,0
6.7,6.5,6.4,0,0
7.3,6.5,7.2,7,0
6.6,8.0,6.7,6,0
7.1,9.6,6.8,8,0
7.3,8.7,7.0,5,0
7.4,23.0,7.1,2,0
8.1,59.8,7.8,5,0
8.1,46.9,8.0,2,0
6.3,3.1,6.0,8,0
6.5,14.8,6.3,2,0
7.8,41.3,7.7,2,0
6.9,6.5,6.6,0,0
8.1,11.8,7.9,1,0
7.8,20.4,7.5,3,0
7.5,30.9,7.6,8,0
7.9,165.4,7.9,2,1
7.5,10.7,7.0,8,0
6.4,3.1,5.5,2,0
7.8,37.6,7.4,7,1
8.1,13.3,7.9,1,0
7.4,20.5,7.2,2,0
8.0,18.3,7.7,0,1
7.7,19.5,7.3,7,0
6.9,6.5,6.6,8,0
7.6,8.6,7.3,2,0
8.5,31.1,8.2,1,1
7.7,14.7,7.4,1,0
7.4,14.2,7.0,3,0
8.2,85.5,8.1,0,0
7.6,18.9,7.6,7,0
7.8,77.5,7.7,7,0
7.6,32.8,7.5,1,0
7.8,9.8,7.2,5,0
7.2,11.4,7.1,0,0
7.3,10.4,7.1,0,0
7.5,9.7,7.2,4,0
7.8,37.6,7.4,1,0
7.2,5.3,7.1,6,0
7.5,33.4,7.1,5,0
7.5,29.1,7.4,0,0
7.1,11.8,6.8,0,0
8.0,130.7,7.8,2,0
6.2,10.8,5.9,6,0
6.7,8.9,6.4,2,0
7.0,11.5,6.6,2,0
7.2,17.1,7.0,0,0
7.4,8.7,6.9,1,0
8.2,78.8,7.9,7,1
6.8,11.1,6.5,5,0
7.5,24.5,7.2,1,0
7.8,12.8,7.4,2,0
7.1,18.9,6.8,6,1
7.6,9.8,7.0,0,1
6.4,10.6,6.1,5,0
7.3,18.8,7.2,7,0
7.3,8.5,6.7,8,0
7.4,26.2,7.0,2,0
7.2,7.2,6.9,2,0
8.1,24.0,7.9,0,0
6.2,4.4,5.9,2,0
8.0,13.2,7.7,1,0
7.8,77.5,7.7,8,1
6.3,5.7,6.3,0,0
7.1,10.3,7.0,3,0
7.2,17.9,7.0,6,0
6.7,6.1,6.5,5,0
7.3,4.0,7.1,0,0
6.5,4.2,5.9,6,0
7.5,17.7,7.4,6,0
8.2,33.4,7.9,2,1
8.1,31.6,8.0,4,0
7.5,23.4,7.5,6,1
7.3,6.6,6.9,8,0
7.9,30.7,7.5,6,0
7.2,25.9,6.9,1,0
6.4,8.8,6.1,0,0
8.3,85.7,7.9,3,0
7.6,21.9,7.3,5,0
7.7,12.2,7.3,7,0
7.5,12.4,7.3,5,0
7.6,11.0,7.4,2,1
7.3,13.9,7.1,2,0
8.1,22.9,7.8,5,0
7.7,12.8,7.5,0,1
6.8,13.8,6.6,7,0
7.1,16.0,7.2,5,0
7.1,12.3,6.9,0,0
7.6,10.9,7.2,0,0
6.3,0.8,6.4,8,0
8.1,9.0,7.7,5,0
7.7,23.1,7.6,0,1
7.4,21.0,7.3,1,0
6.1,1.4,4.5,5,0
7.0,2.6,6.4,6,0
7.5,14.4,7.1,6,0
7.9,17.3,7.7,4,1
8.6,79.0,8.1,0,0
7.4,11.2,6.9,6,0
8.1,18.0,7.8,4,1
8.5,45.7,8.4,6,0
7.7,6.3,6.9,3,0
7.2,7.6,6.3,8,0
5.6,4.4,5.2,6,0
7.3,10.5,7.0,4,1
7.8,14.3,7.6,1,0
8.4,33.7,8.1,1,0
6.6,23.2,6.7,6,1
7.3,10.7,7.0,3,1
8.1,19.3,7.8,0,0
7.0,9.4,6.7,6,1
7.0,5.7,6.7,5,0
6.7,11.9,6.6,7,1
8.4,33.7,8.1,4,0
7.8,58.1,7.8,6,0
7.6,46.9,6.5,7,0
7.9,15.6,7.8,2,0
7.8,20.4,7.5,0,0
8.1,13.3,7.9,2,0
6.9,14.7,6.4,3,0
7.2,24.3,6.9,0,0
6.3,5.1,6.4,8,0
7.6,1515.7,6.6,0,0
7.4,20.5,7.2,6,1
7.7,52.1,7.5,8,0
7.3,9.4,6.8,6,1
8.2,17.7,8.1,8,0
8.3,19.9,8.0,1,1
8.2,33.4,7.9,4,0
7.5,21.1,7.3,4,1
8.2,56.7,8.0,1,0
7.0,14.3,7.2,5,0
7.6,33.7,7.3,7,0
8.1,51.3,7.8,5,0
7.3,13.0,7.0,0,0
8.2,56.7,8.0,6,0
7.0,7.1,6.5,2,0
8.0,32.7,7.7,1,1
7.0,23.6,6.6,4,0
7.1,32.0,6.8,3,0
7.6,9.2,7.0,1,0
7.2,17.1,7.0,5,0
6.6,3.9,6.5,4,0
7.3,10.7,6.7,8,0
6.7,1.7,6.3,2,0
7.8,42.4,7.9,6,0
8.1,42.4,7.9,2,1
7.8,8.9,6.9,4,0
8.4,61.2,8.3,1,0
7.2,16.8,7.0,0,0
8.3,20.0,8.1,2,0
8.4,24.3,8.3,0,0
6.8,24.8,6.7,2,0
7.6,4.2,6.8,8,1
7.8,6.3,7.3,2,0
7.3,15.3,6.6,6,0
7.4,30.7,7.4,5,1
7.6,18.5,7.5,1,0
6.4,1.6,5.6,8,0
7.1,22.3,7.6,4,0
7.7,19.2,7.5,5,0
7.2,7.5,7.0,2,0
7.8,33.5,7.5,2,0
7.9,23.2,7.7,5,0
7.0,8.1,6.5,6,0
7.8,41.3,7.7,3,0
7.9,18.2,7.6,1,0
7.6,6.9,7.3,5,0
7.0,21.0,7.8,4,0
7.5,20.8,7.5,2,0
7.9,24.9,7.9,2,0
6.9,8.4,6.3,4,0
8.1,31.6,8.0,1,1
7.9,135.3,7.6,0,1
6.5,2.3,6.2,5,0
8.2,17.7,8.1,2,1
8.9,167.6,8.4,1,0
6.6,3.2,6.3,0,0
7.5,9.7,7.2,2,0
7.3,10.7,6.7,5,0
7.2,8.8,6.9,3,0
7.8,11.9,7.5,6,0
7.8,26.7,7.7,6,0
7.6,13.2,7.3,8,0
8.2,24.7,8.1,1,0
7.4,17.9,7.0,8,1
6.4,2.0,5.6,4,0
7.5,18.5,7.4,0,0
7.3,13.0,7.0,1,0
7.3,8.8,6.6,2,0
6.8,4.0,6.2,8,0
6.6,7.8,6.2,6,0
6.7,11.9,6.6,0,1
7.3,6.2,7.0,8,0
7.8,23.9,7.5,8,0
7.6,11.0,7.5,3,0
6.9,9.5,6.6,2,0
7.2,15.6,7.2,4,0
8.0,21.0,7.8,5,0
7.1,11.6,6.7,6,1
7.1,88.5,6.9,4,0
6.5,2.3,6.2,0,0
7.3,4.7,6.8,2,0
8.0,21.0,7.8,2,0
9.0,167.1,8.5,7,1
7.4,45.1,7.5,0,0
7.4,8.6,6.9,0,0
7.7,18.5,7.4,2,0
8.1,25.9,7.9,7,0
7.2,8.2,6.8,7,0
6.8,2.0,6.7,5,0
7.9,13.0,7.5,4,0
7.4,10.0,7.1,6,0
7.2,19.5,7.1,8,0
6.5,1.9,6.2,0,0
7.5,21.1,7.3,8,0
7.7,10.7,7.3,5,0
6.2,13.1,6.0,6,0
7.3,6.8,6.7,1,0
8.0,74.1,7.5,4,1
7.8,11.3,7.9,4,0
6.2,1.9,5.3,8,0
7.2,8.9,7.0,1,1
6.9,9.2,6.6,4,0
7.1,4.8,7.0,8,0
7.1,10.2,7.0,4,0
7.0,4.2,6.1,8,0
7.6,5.1,6.8,5,0
7.5,24.3,7.5,0,0
7.8,23.9,7.5,3,0
7.1,13.2,6.7,2,1
7.8,19.9,7.4,4,0
7.7,14.7,7.4,2,0
8.1,191.4,5.6,0,0
7.8,33.5,7.5,1,0
7.6,6.5,7.3,1,0
7.8,6.3,7.3,0,0
6.4,2.3,5.9,1,1
7.4,11.2,6.9,4,0
7.2,2.6,6.9,4,0
7.5,12.3,7.3,0,0
7.9,11.9,7.5,4,1
8.4,61.2,8.3,2,0
5.6,2.8,5.5,2,0
5.9,3.9,5.7,0,0
8.0,15.8,8.1,1,0
7.2,13.6,7.0,4,0
5.9,17.5,5.8,6,0
7.9,36.5,7.6,7,0
7.6,10.6,7.4,1,0
7.1,20.9,6.9,1,0
7.4,29.4,7.3,3,0
7.4,19.3,7.2,3,0
7.8,19.9,7.4,7,0
7.0,11.2,6.7,8,0
6.9,30.4,6.2,2,0
7.8,23.9,7.5,0,1
7.8,24.4,7.7,3,0
6.6,3.0,6.4,0,0
8.2,14.6,7.8,1,0
7.5,7.7,7.3,1,0
7.7,26.4,7.4,1,0
6.5,11.4,6.6,8,0
7.6,11.8,7.0,1,0
7.4,3.1,5.5,6,0
6.6,13.2,6.4,3,0
7.2,6.1,6.8,1,0
7.6,8.6,7.1,8,0
7.1,8.3,6.6,1,0
6.1,2.3,6.9,0,0
7.3,16.7,7.2,6,0
7.3,48.1,7.5,4,0
7.1,14.6,7.0,8,0
6.8,13.3,6.7,3,0
7.1,16.0,7.2,0,1
7.3,22.0,7.2,2,1
7.9,10.3,7.7,4,0
7.7,14.0,7.4,7,0
7.3,4.8,6.4,5,0
6.3,0.8,6.3,8,0
7.2,5.6,6.8,6,1
7.7,62.8,7.4,0,0
7.7,18.5,7.4,1,0
7.4,8.7,6.9,7,0
7.3,20.9,6.9,2,0
7.1,17.6,6.8,2,1
7.5,24.3,7.5,2,0
7.9,21.9,7.5,1,0
7.6,18.5,7.5,0,1
7.6,4.8,6.7,8,0
7.9,7.1,7.6,4,0
7.3,7.1,7.0,8,0
8.0,11.0,7.7,1,0
8.0,26.8,7.9,1,0
8.1,57.8,8.2,2,0
6.8,16.8,6.6,0,0
7.4,14.2,7.0,4,0
7.0,3.4,6.1,8,0
7.3,6.2,7.0,6,0
6.8,25.6,6.8,4,0
7.7,37.1,7.5,5,0
8.2,58.7,8.1,2,0
7.2,10.2,6.8,7,0
7.9,17.5,7.7,3,0
6.9,14.4,6.7,5,0
7.4,7.1,6.9,2,0
7.4,19.9,7.1,2,0
7.1,18.5,7.0,7,0
6.9,6.1,6.6,5,0
7.5,6.0,6.8,7,0
6.5,2.5,5.9,3,0
7.4,4.4,7.5,0,0
7.8,18.5,7.6,1,1
5.5,0.5,5.4,8,0
6.2,5.4,5.7,0,0
6.4,4.1,6.4,4,0
7.3,14.4,7.0,1,0
7.2,6.8,6.8,0,0
8.2,17.7,8.1,1,1
7.8,14.7,7.5,6,1
7.6,22.1,7.4,5,0
6.0,4.2,6.0,8,0
7.8,14.3,7.3,0,1
7.4,9.9,7.1,4,0
7.7,19.2,7.5,2,0
7.3,10.4,7.0,4,1
7.4,12.4,6.9,4,1
8.0,95.6,7.9,2,0
7.9,28.6,7.5,0,1
7.3,10.5,7.0,2,0
7.0,12.7,6.6,6,0
7.7,20.7,7.7,2,0
7.8,17.7,7.6,8,0
8.3,29.4,8.0,2,0
7.4,5.0,6.9,8,0
7.0,4.7,6.6,2,0
7.0,2.0,6.5,5,0
6.4,7.4,6.3,8,1
7.3,23.7,7.0,5,0
7.2,9.4,6.7,5,0
7.6,5.6,6.8,1,0
7.3,20.9,6.9,7,0
7.5,21.1,7.3,7,0
6.9,9.5,6.6,7,0
7.7,38.4,7.1,1,0
7.2,8.4,7.2,4,0
7.3,12.3,6.9,2,1
7.4,8.2,7.1,4,0
6.4,2.4,6.0,8,0
7.4,7.3,6.7,4,1
7.6,8.6,7.3,6,0
7.1,6.5,7.0,5,0
7.9,6.0,7.3,4,1
7.1,14.6,7.0,6,0
7.7,13.9,7.4,5,1
8.0,18.1,7.7,2,1
8.1,21.2,7.9,0,1
8.1,36.6,7.8,5,0
7.2,14.6,6.8,3,1
6.7,4.1,5.6,1,0
8.0,17.6,8.1,8,0
7.6,9.9,7.1,4,0
7.5,19.3,7.2,3,0
5.6,4.3,5.4,0,0
7.9,7.1,7.6,6,0
8.0,8.8,7.6,0,0
7.8,67.8,7.7,7,0
7.0,6.1,6.5,8,0
7.8,5.4,7.3,5,0
7.5,11.8,7.1,8,0
7.0,11.0,6.3,5,0
7.6,73.6,7.4,0,0
7.5,9.9,7.2,5,0
8.2,29.1,8.1,4,0
7.8,12.6,7.5,1,0
8.1,14.5,7.8,8,1
6.8,13.4,6.4,5,1
7.4,18.0,7.1,7,1
8.1,52.8,7.7,2,0
7.3,9.5,6.8,5,1
7.4,26.3,7.0,1,0
6.6,3.6,5.3,0,0
7.7,11.5,7.5,3,1
7.6,18.6,7.1,1,1
7.1,4.4,6.8,2,0
7.5,6.1,6.7,4,0
8.1,9.8,8.1,4,0
7.4,8.9,7.2,5,0
7.2,17.2,6.9,7,0
7.4,23.0,7.1,3,1
8.1,24.1,7.7,4,0
7.9,13.0,7.5,6,0
5.5,2.6,5.3,2,0
7.3,31.9,7.0,4,0
7.3,6.3,6.8,6,0
7.7,48.1,7.4,8,0
6.8,2.9,5.9,0,0
4.7,4.5,5.2,6,0
8.1,51.3,7.8,5,0
7.5,7.0,7.4,8,0
5.9,4.4,5.7,5,0
8.0,26.8,7.9,2,0
8.0,13.6,7.6,5,1
8.2,76.2,8.2,4,0
7.2,3.7,6.1,0,0
7.5,9.9,7.2,1,0
7.0,2.7,6.7,8,0
8.6,73.7,8.2,0,1
7.0,5.2,6.1,6,0
7.1,6.1,6.3,2,0
7.5,30.4,7.2,0,1
8.2,29.6,8.0,6,0
7.2,12.6,7.1,4,0
7.2,17.8,7.0,7,0
7.9,29.1,7.7,2,0
6.5,10.2,5.9,4,0
6.9,9.5,6.6,4,0
4.6,2.2,4.5,0,0
8.0,22.7,7.6,5,0
7.3,10.5,6.9,2,0
7.1,10.6,6.7,3,0
7.3,8.6,6.7,4,0
7.5,12.8,7.2,0,0
7.8,18.5,7.6,6,0
6.5,1.9,6.7,8,0
6.4,3.1,5.5,1,0
7.7,20.5,7.8,8,0
7.1,7.8,6.9,3,1
8.0,81.4,8.0,6,0
6.9,2.5,6.1,4,0
7.4,8.7,7.1,6,0
6.6,23.2,6.7,5,0
8.5,68.6,8.2,0,0
7.2,19.8,6.9,1,0
7.8,33.5,7.5,3,1
7.7,9.4,7.1,2,0
7.2,6.4,6.4,5,0
7.6,43.6,7.6,4,0
6.5,2.9,6.5,8,0
6.9,2.4,6.0,2,0
7.7,20.2,7.5,0,0
6.7,7.5,6.4,4,0
7.4,11.6,7.0,7,0
6.5,3.7,6.3,6,0
8.1,20.0,7.8,2,1
7.3,10.4,6.8,8,0
7.5,6.2,7.0,8,0
8.2,78.8,7.9,0,0
6.2,4.4,5.9,0,1
7.1,5.2,6.7,1,0
6.3,4.8,6.1,8,0
7.9,12.7,7.7,0,0
7.4,45.8,7.4,0,0
8.5,64.8,8.4,4,1
7.7,27.2,7.3,5,0
7.8,29.3,7.6,3,0
7.6,10.6,7.3,5,1
7.5,18.5,7.4,5,0
8.1,19.0,7.8,4,1
8.0,43.6,7.8,6,0
7.8,18.5,7.6,5,0
8.3,69.0,8.1,8,0
7.2,5.7,6.4,5,0
7.6,32.8,7.5,0,0
8.4,28.9,8.0,1,1
7.6,8.6,7.3,0,0
5.6,4.2,5.5,1,0
8.4,28.9,8.0,4,1
8.1,13.3,7.9,4,0
7.5,9.5,7.2,2,0
7.3,11.8,7.0,1,0
7.4,21.5,7.3,2,0
7.3,13.2,6.9,7,0
6.7,14.4,6.2,0,1
7.7,6.6,7.1,1,0
6.7,8.6,6.6,8,0
7.0,12.5,7.0,8,0
7.2,26.7,7.5,0,0
6.4,3.1,5.5,3,1
7.4,26.2,7.1,3,0
7.6,14.5,7.3,0,0
6.4,2.2,5.5,3,0
7.2,17.9,7.1,3,1
7.7,8.8,7.4,8,0
7.4,19.9,7.1,1,0
7.4,20.5,7.2,0,1
7.3,10.4,7.0,2,0
