Winner,Category,Genres,Director,Vote_Count,Popularity
False,1,136,72,1820,20.05
False,3,136,72,1820,20.05
False,4,136,72,1820,20.05
False,6,136,72,1820,20.05
False,7,194,375,1712,15.677
False,1,194,375,1712,15.677
False,8,194,375,1712,15.677
False,8,194,375,1712,15.677
False,2,194,375,1712,15.677
False,3,100,293,24,2.495
False,5,74,757,29,4.163
True,0,232,645,291,10.281
False,3,232,645,291,10.281
False,3,185,732,166,9.16
False,0,132,684,5678,33.722
False,4,132,684,5678,33.722
False,6,132,684,5678,33.722
False,4,149,208,1,0.913
False,8,178,272,14,3.429
False,3,178,272,14,3.429
False,7,192,68,1008,23.165
True,8,192,68,1008,23.165
False,4,149,654,1281,16.878
False,6,149,654,1281,16.878
False,2,149,654,1281,16.878
False,0,95,88,1600,22.027
False,7,95,88,1600,22.027
True,1,95,88,1600,22.027
True,6,95,88,1600,22.027
True,2,95,88,1600,22.027
False,8,212,364,109,8.14
False,3,212,364,109,8.14
False,1,213,421,169,10.648
False,8,213,421,169,10.648
True,3,3,165,13098,130.718
False,6,3,165,13098,130.718
False,2,3,165,13098,130.718
False,3,3,165,6170,225.798
False,6,3,165,6170,225.798
False,3,23,116,16583,56.122
False,4,23,116,16583,56.122
False,6,23,116,16583,56.122
False,3,57,695,11269,50.319
False,4,57,695,11269,50.319
False,6,57,695,11269,50.319
False,5,57,695,11269,50.319
False,3,29,467,328,15.612
False,6,203,208,13,2.175
False,0,142,148,3371,26.461
False,7,48,166,1970,19.51
True,7,71,715,2331,12.344
False,0,95,439,182,8.37
False,1,95,439,182,8.37
False,2,95,439,182,8.37
False,1,203,231,19,2.894
False,3,111,540,279,18.013
False,5,44,259,69,7.538
False,2,125,18,1075,17.174
False,1,76,670,1393,23.972
False,3,76,670,1393,23.972
False,6,76,670,1393,23.972
False,1,76,670,1226,20.138
False,1,142,551,1873,11.78
True,0,175,595,178,11.671
True,8,175,595,178,11.671
False,6,175,595,178,11.671
False,0,77,58,3466,48.142
False,3,77,58,3466,48.142
False,6,77,58,3466,48.142
False,1,90,312,1103,307.828
False,8,90,312,1103,307.828
False,3,90,312,1103,307.828
False,4,90,312,1103,307.828
False,6,90,312,1103,307.828
False,2,90,312,1103,307.828
False,1,149,117,12,1.873
False,3,203,656,553,9.198
False,3,223,695,1929,20.33
False,8,149,507,67,5.191
False,2,149,507,67,5.191
False,8,102,547,40,3.661
False,8,102,547,40,3.661
False,2,102,547,40,3.661
False,0,195,675,137,6.503
False,7,195,675,137,6.503
False,7,74,694,3237,30.243
True,1,74,694,3237,30.243
False,4,74,694,3237,30.243
False,6,74,694,3237,30.243
False,5,74,694,3237,30.243
False,1,149,543,5,0.498
False,1,208,501,15147,68.974
True,5,208,501,15147,68.974
False,2,178,4,250,8.272
True,7,2,138,6731,71.181
True,1,2,138,6731,71.181
True,8,2,138,6731,71.181
False,8,2,138,6731,71.181
True,4,2,138,6731,71.181
True,6,2,138,6731,71.181
True,5,2,138,6731,71.181
False,3,76,9,481,17.733
False,5,216,14,13358,37.486
False,3,46,355,1016,19.509
False,8,203,627,52,3.898
False,3,203,627,52,3.898
False,7,23,538,201,11.545
False,3,23,538,201,11.545
False,7,50,685,2008,18.281
False,6,50,685,2008,18.281
False,1,202,292,114,8.735
False,4,202,292,114,8.735
False,7,187,358,195,10.38
False,8,187,358,195,10.38
False,5,187,358,195,10.38
False,5,189,9,464,13.236
False,0,192,398,38,4.422
False,3,192,398,38,4.422
False,6,192,398,38,4.422
True,3,149,292,784,11.734
False,4,149,292,784,11.734
False,5,149,292,784,11.734
False,3,57,598,448,9.764
False,1,203,719,614,8.894
False,3,203,719,614,8.894
False,5,203,719,614,8.894
False,3,191,406,588,21.032
False,8,145,170,152,13.522
False,7,142,350,8157,30.898
True,1,142,350,8157,30.898
False,3,142,350,8157,30.898
False,4,142,350,8157,30.898
False,6,142,350,8157,30.898
True,5,142,350,8157,30.898
False,8,217,370,159,10.291
False,1,218,3,1515,24.66
False,8,218,3,1515,24.66
False,4,218,3,1515,24.66
False,6,218,3,1515,24.66
False,2,218,3,1515,24.66
False,3,194,581,36,3.982
True,5,40,581,174,10.72
False,0,102,740,205,10.24
False,6,102,740,205,10.24
False,8,218,569,317,11.252
False,4,161,198,2305,16.526
False,5,161,198,2305,16.526
False,4,162,198,330,10.638
False,0,149,168,2621,23.419
True,8,149,168,2621,23.419
False,6,149,168,2621,23.419
False,2,149,168,2621,23.419
False,0,156,525,574,19.049
False,7,156,525,574,19.049
True,3,156,525,574,19.049
False,4,156,525,574,19.049
False,6,156,525,574,19.049
False,6,153,571,1509,16.901
False,2,153,571,1509,16.901
False,5,67,34,19405,105.138
False,0,75,462,3557,18.759
False,6,75,462,3557,18.759
False,2,75,462,3557,18.759
False,3,120,278,12,1.694
False,5,198,549,1335,10.295
False,0,203,78,523,8.208
False,8,203,78,523,8.208
False,6,203,78,523,8.208
False,4,140,394,87,7.522
False,3,248,72,130,6.916
False,6,134,482,38,2.964
False,3,191,3,1478,22.342
False,0,218,631,6019,28.326
False,5,218,631,6019,28.326
False,6,233,205,13,2.799
False,1,71,686,1461,10.029
False,3,100,278,31,4.106
False,3,45,97,464,15.102
False,1,99,468,75,6.284
False,0,48,659,190,11.123
False,7,48,659,190,11.123
False,1,48,659,190,11.123
True,8,48,659,190,11.123
False,3,48,659,190,11.123
False,6,13,321,8100,52.669
False,7,26,21,392,11.938
False,3,26,21,392,11.938
False,6,26,21,392,11.938
False,5,26,21,392,11.938
True,0,203,631,27783,127.926
False,7,203,631,27783,127.926
False,3,203,631,27783,127.926
True,4,203,631,27783,127.926
True,6,203,631,27783,127.926
True,2,203,631,27783,127.926
False,7,191,491,27,4.252
False,4,191,491,27,4.252
False,6,191,491,27,4.252
False,3,149,197,3,2.719
False,3,51,768,94,11.722
False,6,102,507,2711,32.03
False,5,102,507,2711,32.03
False,0,76,64,2304,19.442
False,7,76,64,2304,19.442
False,4,76,64,2304,19.442
False,5,76,64,2304,19.442
False,1,80,255,110,6.593
False,8,80,255,110,6.593
False,5,76,370,70,5.031
False,1,80,403,2017,13.599
False,8,149,383,1356,26.406
False,2,149,383,1356,26.406
False,7,223,762,119,7.67
False,4,223,762,119,7.67
False,6,223,762,119,7.67
False,2,223,762,119,7.67
False,0,212,218,637,10.635
False,0,212,218,637,10.635
True,7,212,218,637,10.635
False,1,212,218,637,10.635
True,8,212,218,637,10.635
True,3,212,218,637,10.635
True,4,212,218,637,10.635
True,6,212,218,637,10.635
False,0,76,641,1181,13.255
False,4,76,641,1181,13.255
False,6,76,641,1181,13.255
False,2,76,641,1181,13.255
False,1,134,129,320,12.381
False,5,134,129,320,12.381
False,2,223,684,10600,58.585
False,3,121,681,687,13.374
False,5,121,681,687,13.374
True,1,71,762,396,8.883
False,8,71,762,396,8.883
False,3,71,762,396,8.883
False,6,71,762,396,8.883
False,3,78,282,64,5.407
False,7,83,754,35,3.462
False,8,203,457,10,1.046
True,0,76,592,2309,18.461
True,3,76,592,2309,18.461
True,4,76,592,2309,18.461
True,6,76,592,2309,18.461
True,5,76,592,2309,18.461
False,0,134,475,6673,26.93
False,3,134,475,6673,26.93
False,4,134,475,6673,26.93
False,6,134,475,6673,26.93
False,5,134,475,6673,26.93
False,0,140,231,493,16.185
True,1,140,231,493,16.185
False,8,140,231,493,16.185
False,3,140,231,493,16.185
False,6,140,231,493,16.185
False,5,178,633,129,8.12
False,0,203,186,252,8.895
False,1,203,186,252,8.895
True,8,203,186,252,8.895
False,8,203,186,252,8.895
True,4,203,186,252,8.895
True,6,203,186,252,8.895
False,8,188,729,43,4.19
False,7,102,676,48,4.947
False,1,102,676,48,4.947
False,3,102,676,48,4.947
False,0,231,390,17603,59.653
False,4,231,390,17603,59.653
False,6,231,390,17603,59.653
True,5,231,390,17603,59.653
True,8,165,341,5598,43.147
False,6,165,341,5598,43.147
True,5,165,341,5598,43.147
False,2,95,711,1422,9.272
False,7,172,611,147,10.806
False,0,225,245,698,18.873
False,0,225,245,698,18.873
False,8,225,245,698,18.873
True,4,225,245,698,18.873
False,6,225,245,698,18.873
False,2,225,245,698,18.873
True,3,121,740,320,14.355
True,4,121,740,320,14.355
True,6,121,740,320,14.355
False,3,80,568,1379,15.323
True,8,74,321,3859,28.207
False,0,74,689,7,0.594
True,0,3,609,19291,148.769
False,7,3,609,19291,148.769
False,3,3,609,19291,148.769
False,4,3,609,19291,148.769
True,6,3,609,19291,148.769
False,5,3,609,19291,148.769
False,2,90,591,5677,46.968
False,7,140,317,1399,17.061
False,1,142,358,231,9.776
True,7,76,184,1629,19.988
True,3,76,184,1629,19.988
False,0,74,68,363,7.834
False,8,74,68,363,7.834
True,2,74,68,363,7.834
True,0,99,435,176,7.68
False,0,99,435,176,7.68
True,7,99,435,176,7.68
False,3,99,435,176,7.68
True,4,99,435,176,7.68
True,6,99,435,176,7.68
False,8,140,59,3794,26.836
False,1,198,150,18765,108.271
False,0,212,733,4061,44.075
True,1,212,733,4061,44.075
False,8,212,733,4061,44.075
True,8,212,733,4061,44.075
True,3,212,733,4061,44.075
True,4,212,733,4061,44.075
True,6,212,733,4061,44.075
True,7,73,475,13065,81.624
False,8,73,475,13065,81.624
False,4,73,475,13065,81.624
False,6,73,475,13065,81.624
False,2,73,475,13065,81.624
False,0,71,56,2746,20.57
False,0,76,230,990,15.145
False,3,76,230,990,15.145
False,4,76,230,990,15.145
False,6,76,230,990,15.145
False,5,76,230,990,15.145
False,0,203,264,12535,81.848
True,7,203,264,12535,81.848
False,8,203,264,12535,81.848
False,4,203,264,12535,81.848
False,6,203,264,12535,81.848
True,5,203,264,12535,81.848
True,0,203,660,120,8.095
False,1,203,660,120,8.095
False,4,203,660,120,8.095
False,6,203,660,120,8.095
False,0,193,282,37,11.904
False,1,74,487,590,13.514
False,2,74,487,590,13.514
False,8,101,613,1108,14.576
False,8,101,613,1108,14.576
False,4,101,613,1108,14.576
False,6,101,613,1108,14.576
True,5,101,613,1108,14.576
False,5,134,430,199,8.481
True,6,203,180,310,12.329
False,6,223,330,695,12.711
False,1,216,19,15410,39.033
True,3,216,19,15410,39.033
True,4,216,19,15410,39.033
False,6,216,19,15410,39.033
True,3,50,153,338,12.456
False,4,50,153,338,12.456
False,6,50,153,338,12.456
False,0,71,560,11769,76.166
True,7,71,560,11769,76.166
True,6,71,560,11769,76.166
True,5,71,560,11769,76.166
False,5,102,569,486,11.671
False,3,51,736,17,1.606
False,3,160,451,13,2.548
False,7,44,290,466,20.441
False,2,44,290,466,20.441
False,0,95,683,847,13.567
False,7,95,683,847,13.567
True,1,95,683,847,13.567
False,8,95,683,847,13.567
False,4,95,683,847,13.567
False,6,95,683,847,13.567
True,5,95,683,847,13.567
False,3,42,245,155,7.43
False,3,91,394,228,7.692
False,3,71,482,70,6.895
False,0,76,479,13885,113.549
False,4,76,479,13885,113.549
False,6,76,479,13885,113.549
False,5,131,578,67,3.997
False,0,149,653,872,9.116
False,4,192,419,30,2.503
True,0,149,429,263,11.006
False,8,149,429,263,11.006
False,4,149,429,263,11.006
True,6,149,429,263,11.006
False,2,149,414,476,12.231
True,7,95,764,1056,14.661
True,8,95,764,1056,14.661
False,4,95,764,1056,14.661
False,6,95,764,1056,14.661
True,5,95,764,1056,14.661
False,3,84,106,67,3.726
False,5,102,505,459,9.482
False,1,13,409,800,17.477
True,0,36,547,87,7.215
False,5,36,547,87,7.215
False,3,4,160,19628,112.275
False,0,97,278,621,10.329
True,8,97,278,621,10.329
False,3,2,286,234,12.98
False,8,175,239,44,6.791
False,3,175,239,44,6.791
False,3,97,191,223,9.938
False,4,97,191,223,9.938
False,0,113,748,405,9.478
False,7,113,748,405,9.478
False,8,113,748,405,9.478
False,3,113,748,405,9.478
False,4,113,748,405,9.478
False,6,113,748,405,9.478
False,2,113,748,405,9.478
False,1,54,370,128,7.55
False,5,73,564,923,13.943
False,1,175,728,10,0.815
False,7,142,155,4486,21.909
False,6,142,155,4486,21.909
False,5,142,155,4486,21.909
False,3,223,288,91,12.505
False,3,121,227,357,11.27
False,6,121,227,357,11.27
False,3,233,266,30,1.899
False,3,74,573,196,10.862
False,0,76,429,114,7.987
False,6,76,429,114,7.987
False,0,76,414,377,12.118
False,4,76,414,377,12.118
False,6,208,679,14348,46.642
True,5,208,679,14348,46.642
False,0,113,15,105,6.696
False,7,113,15,105,6.696
False,3,113,15,105,6.696
False,4,113,15,105,6.696
False,6,102,449,19,3.467
False,1,203,347,27,4.994
False,8,76,712,9798,98.16
False,6,76,712,9798,98.16
False,2,76,712,9798,98.16
True,0,222,218,1446,17.285
False,4,222,218,1446,17.285
False,6,222,218,1446,17.285
False,1,77,26,101,8.513
False,8,77,26,101,8.513
False,8,74,641,929,31.862
False,5,175,6,818,14.688
False,3,73,143,314,12.462
False,1,203,511,42,2.6
False,3,203,511,42,2.6
False,1,95,183,21,2.435
False,6,115,105,25,2.325
False,3,51,275,9,2.491
False,8,212,363,210,12.662
False,7,217,146,512,11.229
False,3,102,355,196,7.477
False,4,102,355,196,7.477
False,6,102,355,196,7.477
False,5,102,355,196,7.477
False,5,89,190,25,1.609
False,0,76,709,2873,24.096
False,8,76,709,2873,24.096
False,5,76,709,2873,24.096
False,3,3,765,1640,23.936
False,0,134,731,772,12.834
False,8,134,731,772,12.834
False,5,125,480,176,14.689
True,7,152,364,404,15.468
False,8,152,364,404,15.468
True,3,152,364,404,15.468
True,4,152,364,404,15.468
False,3,55,365,435,22.718
False,6,55,365,435,22.718
True,5,55,365,435,22.718
True,1,203,319,538,17.878
False,8,203,319,538,17.878
False,3,203,319,538,17.878
False,4,203,319,538,17.878
False,6,203,319,538,17.878
True,2,203,319,538,17.878
False,0,225,474,312,14.328
True,7,225,474,312,14.328
True,1,225,474,312,14.328
True,3,225,474,312,14.328
False,4,225,474,312,14.328
True,3,45,475,7225,24.486
False,4,45,475,7225,24.486
False,6,45,475,7225,24.486
False,2,45,475,7225,24.486
False,8,102,764,460,7.906
False,5,102,764,460,7.906
False,8,186,612,257,10.917
False,3,186,612,257,10.917
False,0,138,130,386,14.953
False,0,136,482,209,7.657
False,6,136,482,209,7.657
False,0,149,343,2305,43.589
False,0,152,248,36,3.274
False,7,152,248,36,3.274
False,7,152,245,58,4.508
False,1,152,245,58,4.508
False,8,152,245,58,4.508
False,8,152,245,58,4.508
False,3,152,245,58,4.508
True,1,73,627,102,8.56
False,3,73,627,102,8.56
False,4,73,627,102,8.56
False,1,71,131,5845,23.399
True,8,71,131,5845,23.399
False,8,77,719,707,13.603
False,1,76,746,227,90.321
False,6,76,746,227,90.321
False,3,9,380,165,8.928
False,3,149,552,975,7.72
True,8,203,55,1137,12.403
False,2,203,55,1137,12.403
False,7,60,208,10,1.666
False,6,102,373,83,6.308
False,8,203,173,285,9.873
False,8,203,173,285,9.873
False,8,125,209,695,9.967
False,7,149,344,347,5.795
False,1,149,344,347,5.795
False,5,149,344,347,5.795
False,5,90,473,5205,24.874
False,3,73,595,381,9.49
False,4,73,595,381,9.49
False,3,30,538,141,10.816
True,0,225,294,27,2.583
False,3,225,294,27,2.583
False,4,225,294,27,2.583
False,6,225,294,27,2.583
True,8,24,276,39,4.88
False,6,24,276,39,4.88
False,0,134,718,353,11.163
False,1,134,718,353,11.163
False,8,134,718,353,11.163
False,6,134,718,353,11.163
False,2,134,718,353,11.163
True,0,140,525,1089,21.142
False,4,140,525,1089,21.142
True,6,140,525,1089,21.142
False,7,19,763,1602,24.659
False,5,19,763,1602,24.659
False,2,88,46,685,11.647
False,0,73,344,1764,16.69
False,7,73,344,1764,16.69
False,8,73,344,1764,16.69
False,4,73,344,1764,16.69
False,6,73,344,1764,16.69
False,2,73,344,1764,16.69
False,0,140,546,993,16.343
False,5,223,530,88,7.55
True,3,8,116,36973,139.382
False,6,8,116,36973,139.382
False,5,8,116,36973,139.382
False,1,212,655,218,12.491
True,7,54,579,22494,77.935
False,3,54,579,22494,77.935
False,4,54,579,22494,77.935
False,6,54,579,22494,77.935
False,5,54,579,22494,77.935
False,2,90,550,2496,26.462
False,0,76,683,417,9.139
False,3,76,683,417,9.139
False,8,191,621,49,5.837
False,3,188,192,2694,20.29
False,8,102,596,28,3.589
False,5,67,556,22209,135.812
False,1,152,764,350,10.602
False,8,152,764,350,10.602
False,4,152,764,350,10.602
False,5,152,764,350,10.602
False,3,191,260,39,3.316
False,1,77,132,12,2.292
False,7,34,666,9566,36.634
False,8,36,610,4250,17.517
False,0,76,121,4121,18.02
False,7,76,121,4121,18.02
True,7,80,597,195,11.001
False,1,80,597,195,11.001
False,8,80,597,195,11.001
False,1,125,72,417,18.279
False,3,125,72,417,18.279
False,0,149,274,128,7.455
False,1,149,274,128,7.455
False,3,178,590,210,14.111
False,1,74,408,30,4.206
False,3,159,212,21,6.91
True,0,125,206,1270,19.028
True,1,125,206,1270,19.028
True,4,125,206,1270,19.028
True,6,125,206,1270,19.028
False,3,2,683,596,15.415
False,0,153,206,4419,38.366
False,4,153,206,4419,38.366
False,6,153,206,4419,38.366
False,3,51,606,178,10.07
False,6,51,606,178,10.07
False,1,74,540,2303,11.141
False,7,142,579,6392,32.023
False,8,203,265,16,4.488
False,7,198,603,260,12.868
False,6,65,695,10582,52.782
False,0,102,94,3316,31.908
True,7,102,94,3316,31.908
False,6,102,94,3316,31.908
False,5,102,94,3316,31.908
True,1,203,762,197,8.102
True,8,203,762,197,8.102
False,3,203,762,197,8.102
False,6,203,762,197,8.102
False,7,177,533,2132,26.106
True,3,177,533,2132,26.106
False,4,177,533,2132,26.106
False,6,177,533,2132,26.106
False,2,177,533,2132,26.106
False,7,76,732,77,8.421
False,1,76,732,77,8.421
True,3,76,732,77,8.421
False,0,149,329,67,6.055
False,7,149,329,67,6.055
True,1,149,329,67,6.055
False,8,149,329,67,6.055
False,3,149,329,67,6.055
False,4,149,329,67,6.055
False,6,149,329,67,6.055
True,7,143,482,40,3.274
False,8,106,701,9640,40.297
False,6,106,701,9640,40.297
True,2,106,701,9640,40.297
True,0,142,720,26061,81.386
False,3,142,720,26061,81.386
False,4,142,720,26061,81.386
False,6,142,720,26061,81.386
False,2,142,720,26061,81.386
False,3,85,279,10,1.274
False,3,161,270,47,7.553
False,1,74,159,4108,19.063
False,7,76,757,21,2.499
False,3,76,757,21,2.499
True,7,76,667,1538,20.633
False,7,76,667,1538,20.633
False,3,76,667,1538,20.633
False,6,76,667,1538,20.633
False,5,76,667,1538,20.633
True,0,178,683,804,29.569
False,0,178,683,804,29.569
False,7,178,683,804,29.569
False,8,178,683,804,29.569
False,3,178,683,804,29.569
False,4,178,683,804,29.569
False,6,178,683,804,29.569
True,1,77,651,1179,12.584
True,7,83,218,147,10.047
False,7,83,218,147,10.047
False,1,83,218,147,10.047
True,8,83,218,147,10.047
False,3,83,218,147,10.047
False,4,83,218,147,10.047
False,6,83,218,147,10.047
False,5,218,32,33,2.703
False,1,80,523,2092,20.964
False,0,172,394,211,10.595
False,3,172,394,211,10.595
False,6,172,394,211,10.595
False,8,95,572,225,7.263
False,3,4,768,102,8.705
False,1,95,326,7208,23.04
False,4,95,326,7208,23.04
False,6,95,326,7208,23.04
True,5,95,326,7208,23.04
True,7,209,147,11,1.35
True,8,19,370,536,9.695
False,5,3,57,111,9.781
False,7,137,475,3431,57.295
False,1,137,475,3431,57.295
False,3,137,475,3431,57.295
False,4,137,475,3431,57.295
False,6,137,475,3431,57.295
False,3,61,369,845,19.006
False,3,223,90,70,8.136
True,0,81,589,2525,23.555
False,8,81,589,2525,23.555
False,6,81,589,2525,23.555
False,5,81,589,2525,23.555
True,3,7,124,118,6.953
False,6,7,124,118,6.953
False,3,149,659,38,3.768
False,4,149,659,38,3.768
False,8,80,68,468,10.943
False,3,59,757,13,3.557
False,7,136,275,148,8.15
True,0,149,274,300,14.438
False,4,149,274,300,14.438
False,6,149,274,300,14.438
False,2,149,274,300,14.438
True,1,203,659,43,4.25
False,4,203,659,43,4.25
False,6,203,659,43,4.25
True,1,140,7,446,11.328
False,5,90,591,12570,91.687
False,0,102,310,28,3.896
True,0,155,614,2231,18.511
False,7,155,614,2231,18.511
False,8,155,614,2231,18.511
True,8,155,614,2231,18.511
False,3,155,614,2231,18.511
True,4,155,614,2231,18.511
True,6,155,614,2231,18.511
True,2,155,614,2231,18.511
False,3,76,475,452,11.596
True,8,140,134,5004,25.665
False,3,140,134,5004,25.665
False,4,140,134,5004,25.665
False,6,140,134,5004,25.665
True,2,140,134,5004,25.665
False,4,127,769,400,8.18
False,2,127,769,400,8.18
False,4,203,213,1876,15.8
False,5,203,213,1876,15.8
False,5,201,6,38,3.726
False,0,99,136,17022,95.59
True,1,99,136,17022,95.59
True,3,99,136,17022,95.59
True,4,99,136,17022,95.59
False,6,99,136,17022,95.59
False,5,99,136,17022,95.59
False,5,211,198,1071,10.945
True,1,77,534,1615,12.547
False,1,95,261,8565,29.384
False,8,95,261,8565,29.384
False,4,95,261,8565,29.384
False,6,95,261,8565,29.384
False,5,95,261,8565,29.384
False,1,95,206,84,5.872
False,4,95,206,84,5.872
False,6,95,206,84,5.872
False,3,193,511,9,1.616
False,3,149,308,8,1.968
False,1,77,674,64,4.097
False,5,102,131,1843,23.466
False,3,45,215,125,7.864
False,8,203,210,39,3.322
False,0,203,65,1225,68.854
False,4,203,65,1225,68.854
False,5,196,6,487,11.422
False,7,169,539,809,13.407
True,3,169,539,809,13.407
False,4,169,539,809,13.407
False,0,83,153,3058,31.092
False,7,83,153,3058,31.092
True,3,83,153,3058,31.092
True,4,83,153,3058,31.092
True,6,83,153,3058,31.092
False,1,170,373,240,8.469
True,3,170,373,240,8.469
True,0,203,504,1454,21.068
False,1,203,504,1454,21.068
False,4,203,504,1454,21.068
False,2,203,504,1454,21.068
True,3,212,184,2594,32.491
False,0,74,77,263,9.717
False,1,74,77,263,9.717
False,3,74,77,263,9.717
False,4,74,77,263,9.717
False,6,74,77,263,9.717
False,2,74,77,263,9.717
False,3,175,594,50,5.355
False,6,175,594,50,5.355
False,0,193,722,5298,35.766
True,8,193,722,5298,35.766
False,6,193,722,5298,35.766
False,4,3,121,2076,29.493
False,6,3,121,2076,29.493
False,5,3,121,2076,29.493
False,6,125,306,117,7.146
False,4,102,550,2271,23.647
False,6,102,550,2271,23.647
False,5,102,550,2271,23.647
False,5,152,323,6,1.49
True,0,102,632,13162,55.887
False,4,102,632,13162,55.887
False,6,102,632,13162,55.887
False,5,102,632,13162,55.887
True,3,46,36,13126,44.533
True,4,46,36,13126,44.533
False,6,46,36,13126,44.533
False,2,46,36,13126,44.533
False,0,108,491,63,6.52
False,3,108,491,63,6.52
False,3,223,21,435,10.556
False,4,223,21,435,10.556
False,1,193,108,54,5.323
False,3,193,108,54,5.323
False,4,193,108,54,5.323
True,0,149,581,182,8.603
False,8,149,581,182,8.603
False,3,149,581,182,8.603
False,6,149,581,182,8.603
True,0,76,695,3795,20.876
False,7,76,695,3795,20.876
False,8,76,695,3795,20.876
False,3,76,695,3795,20.876
False,4,76,695,3795,20.876
False,6,76,695,3795,20.876
False,2,76,695,3795,20.876
False,7,74,222,6580,23.618
False,8,74,222,6580,23.618
False,3,74,222,6580,23.618
False,6,74,222,6580,23.618
False,2,74,222,6580,23.618
False,7,36,49,632,9.731
False,7,203,718,1020,33.359
False,1,203,718,1020,33.359
False,2,203,718,1020,33.359
False,7,203,115,11,3.285
False,2,203,115,11,3.285
True,7,95,385,7173,22.103
False,8,95,385,7173,22.103
False,6,95,385,7173,22.103
True,5,95,385,7173,22.103
False,8,99,466,187,8.09
False,4,157,231,136,8.121
False,6,157,231,136,8.121
False,3,157,482,210,11.554
False,1,157,249,1237,19.375
False,1,203,261,6325,42.382
False,8,203,261,6325,42.382
False,6,203,261,6325,42.382
False,2,203,261,6325,42.382
False,0,149,532,421,14.164
False,2,149,532,421,14.164
False,2,27,321,19397,64.115
False,3,8,486,947,12.994
False,5,200,377,362,9.983
False,8,149,738,18,4.456
False,1,149,675,68,4.857
False,7,203,527,69,5.114
False,8,198,595,112,7.335
False,3,198,595,112,7.335
False,1,74,237,533,15.036
False,5,74,237,533,15.036
False,7,46,206,221,13.524
False,6,46,206,221,13.524
False,0,95,678,7396,34.199
False,4,95,678,7396,34.199
False,6,95,678,7396,34.199
True,5,95,678,7396,34.199
False,3,119,293,7,3.235
False,1,102,435,111,6.178
False,8,102,435,111,6.178
False,6,102,435,111,6.178
False,1,149,388,68,6.034
False,1,196,757,22,4.623
False,0,77,106,46,5.837
False,0,203,47,691,16.593
False,7,203,47,691,16.593
False,1,203,47,691,16.593
False,4,203,47,691,16.593
False,6,203,47,691,16.593
False,1,203,621,61,4.033
False,3,203,621,61,4.033
False,5,203,621,61,4.033
False,5,125,163,151,6.234
False,7,125,135,21,2.999
False,1,80,338,922,7.099
False,0,74,740,191,9.92
True,7,74,740,191,9.92
False,2,74,740,191,9.92
False,8,106,613,1035,20.866
False,4,106,613,1035,20.866
False,6,106,613,1035,20.866
False,0,188,229,1163,10.847
False,1,188,229,1163,10.847
False,3,100,528,8,1.022
False,3,8,237,22800,104.798
False,4,8,237,22800,104.798
False,6,8,237,22800,104.798
False,0,80,483,38,5.607
False,1,80,483,38,5.607
False,3,80,483,38,5.607
False,1,149,446,8,1.019
False,4,149,446,8,1.019
False,0,76,83,732,14.773
False,1,76,83,732,14.773
False,3,76,83,732,14.773
False,6,76,83,732,14.773
False,5,76,83,732,14.773
False,1,203,173,113,5.733
False,7,149,550,3586,21.491
False,5,149,550,3586,21.491
False,0,76,680,1676,19.971
False,3,212,251,2264,45.849
False,5,76,396,39,6.754
True,0,149,415,5873,33.474
False,7,149,415,5873,33.474
False,8,149,415,5873,33.474
False,4,149,415,5873,33.474
False,6,149,415,5873,33.474
True,5,149,415,5873,33.474
False,8,102,764,2421,15.843
False,5,102,764,2421,15.843
False,0,74,150,1615,15.078
False,8,74,150,1615,15.078
True,3,74,150,1615,15.078
False,4,74,150,1615,15.078
False,6,74,150,1615,15.078
False,7,142,378,1091,16.976
False,5,218,303,1816,23.349
False,3,77,540,170,89.416
False,1,134,399,391,9.608
False,7,76,743,29,4.799
False,1,76,743,29,4.799
True,5,149,437,6,0.602
False,3,52,380,91,8.08
False,1,102,741,516,10.968
False,0,203,522,6978,34.042
False,1,203,522,6978,34.042
True,8,203,522,6978,34.042
False,6,203,522,6978,34.042
False,5,203,522,6978,34.042
False,7,93,386,286,11.602
False,3,76,295,10,2.464
False,1,149,340,591,11.631
True,1,109,625,4704,36.351
False,3,109,625,4704,36.351
False,4,109,625,4704,36.351
False,6,109,625,4704,36.351
False,1,76,104,55,5.297
True,3,3,569,3187,30.397
False,4,3,569,3187,30.397
False,6,3,569,3187,30.397
False,5,210,764,4083,19.181
False,3,172,377,113,9.258
False,5,149,719,835,24.844
False,1,225,613,398,10.541
False,3,96,740,388,15.862
False,7,95,386,65,6.868
True,8,95,386,65,6.868
True,5,95,386,65,6.868
False,5,240,116,15027,56.423
True,3,203,610,3096,24.691
False,6,121,513,174,10.801
False,8,125,529,35,2.898
False,3,125,529,35,2.898
False,5,102,753,160,7.958
False,0,140,725,1754,17.071
False,7,140,725,1754,17.071
True,8,140,725,1754,17.071
False,4,140,725,1754,17.071
False,6,140,725,1754,17.071
False,5,140,725,1754,17.071
False,3,76,517,471,13.112
False,0,225,378,1423,18.066
False,0,225,378,1423,18.066
False,8,225,378,1423,18.066
True,4,225,378,1423,18.066
True,6,225,378,1423,18.066
False,7,73,9,1713,21.146
False,4,73,9,1713,21.146
False,6,73,9,1713,21.146
True,2,73,9,1713,21.146
False,4,113,764,7312,30.581
False,6,113,764,7312,30.581
True,5,113,764,7312,30.581
True,8,113,764,686,10.492
False,5,113,764,686,10.492
True,1,136,491,400,9.745
False,8,136,491,400,9.745
