Popularity,Vote_Average,IMDb_Rating,Genres,Director
5.7,6.3,6.3,213,99
15.9,7.6,7.7,149,19
19.8,6.9,7.2,102,525
9.8,6.6,7.0,212,398
10.0,7.1,7.4,89,764
43.6,7.8,8.0,55,416
42.4,7.9,8.1,76,692
31.1,8.2,8.5,212,491
12.0,7.8,8.1,212,762
11.9,6.6,6.7,37,486
1515.7,6.6,7.6,226,617
10.0,7.1,7.4,89,764
30.7,7.4,7.4,149,55
18.9,7.6,7.6,225,245
9.0,7.7,8.1,203,762
28.9,8.0,8.4,77,509
18.1,7.7,8.0,125,764
51.3,7.8,8.1,217,368
8.8,7.4,7.8,95,764
10.0,7.1,7.4,89,764
2.6,6.4,7.0,178,697
15.0,7.4,7.6,34,208
10.6,7.4,7.9,76,40
26.1,7.6,8.0,177,533
4.4,5.2,5.6,172,117
3.3,6.7,6.6,191,260
11.9,7.5,7.8,102,206
8.4,7.5,7.5,179,324
18.1,7.5,7.8,225,378
25.0,6.4,6.6,88,327
7.2,6.9,7.2,188,240
26.9,7.2,7.3,97,554
11.3,6.8,7.2,149,18
13.6,7.1,7.6,149,218
2.3,6.7,7.2,77,20
26.8,7.9,8.0,102,762
99.8,8.5,8.6,135,207
81.4,8.0,8.0,82,512
16.0,7.7,7.9,76,7
21.0,7.5,7.6,89,389
38.2,7.4,7.4,218,721
21.3,7.1,7.1,172,550
10.2,7.0,7.1,102,740
24.6,6.0,5.5,172,30
12.5,7.3,7.8,50,153
77.0,7.6,7.9,197,165
12.4,8.0,8.1,191,498
25.2,7.3,7.5,102,500
63.9,8.3,8.1,95,569
9.7,7.6,7.9,136,491
10.5,6.9,7.3,100,449
69.6,8.2,8.5,107,579
54.0,7.4,7.7,23,609
7.8,7.0,7.3,74,68
10.0,6.5,7.2,83,218
57.2,7.9,8.1,3,762
19.5,7.2,7.5,203,686
41.3,7.8,7.1,88,282
23.1,7.7,7.7,149,386
32.5,7.4,7.5,212,184
7.8,7.1,7.8,76,561
11.1,6.5,6.8,48,659
17.7,8.1,8.2,149,394
7.9,7.3,7.6,51,286
9.5,7.2,7.5,102,231
71.5,8.0,8.1,73,695
10.6,6.7,6.9,162,198
11.5,6.6,7.0,102,448
18.1,7.5,7.8,225,378
44.5,7.7,8.1,223,533
2.6,6.4,6.7,149,273
31.1,8.0,8.3,83,153
16.7,7.9,8.1,73,344
32.0,6.8,7.1,102,507
43.9,7.8,8.0,149,472
4.9,6.3,7.0,136,231
18.6,7.1,7.6,142,694
9.3,7.5,7.9,92,742
11.1,5.5,5.8,193,610
10.6,6.7,7.1,212,535
17.1,7.0,7.2,203,319
25.3,8.3,8.4,106,101
13.6,7.5,8.0,223,452
176.2,8.7,9.2,134,203
6.1,6.5,6.7,178,538
2.3,6.9,6.1,49,106
5.8,7.0,7.4,149,644
29.2,8.0,8.3,194,536
44.5,7.7,8.1,223,533
18.3,7.7,8.0,149,508
26.3,8.0,8.1,48,684
62.3,8.2,8.5,140,91
21.7,7.3,7.5,203,361
77.0,7.6,7.9,197,165
11.0,6.4,7.0,80,597
4.4,6.1,5.9,212,440
6.5,7.2,7.3,204,474
42.4,7.9,8.1,76,692
9.8,7.0,7.6,212,762
9.6,6.8,7.1,70,464
3.9,6.3,6.7,242,629
110.0,7.3,7.8,77,321
15.9,6.7,6.6,102,54
14.9,7.5,7.9,128,72
45.7,8.4,8.5,231,21
59.8,7.8,8.1,28,226
23.6,6.6,7.0,198,724
14.4,7.1,7.5,102,18
46.9,8.0,8.1,35,750
4.9,6.3,7.0,136,231
3.1,6.0,6.3,90,698
16.6,6.8,6.9,203,47
1.4,5.7,6.7,125,482
12.0,6.5,6.9,125,690
6.5,6.6,7.8,248,367
1.3,4.5,5.4,33,20
6.5,6.6,6.9,203,282
24.8,7.5,7.6,102,72
15.8,8.1,8.0,203,213
30.9,7.6,7.5,149,695
7.3,6.7,7.4,134,364
18.6,7.0,7.1,134,388
5.6,6.8,7.6,203,305
6.5,6.6,6.9,203,282
5.2,6.6,7.2,149,56
7.7,6.8,7.0,223,66
13.4,6.4,6.6,29,241
13.3,7.9,8.1,95,206
5.1,6.4,6.3,213,182
20.9,6.9,7.3,76,695
14.3,7.1,7.4,125,493
11.0,7.1,7.4,188,67
6.5,6.6,6.9,203,282
10.6,7.3,7.6,212,218
17.9,7.0,7.4,203,319
63.9,8.3,8.1,95,569
14.4,6.2,6.7,121,740
23.3,6.9,7.1,218,303
12.7,7.7,8.0,203,153
11.0,6.3,7.0,218,378
18.9,7.3,7.6,139,628
38.4,7.7,8.1,234,627
13.6,7.3,7.3,95,506
10.7,7.0,7.5,149,662
8.3,6.6,7.1,191,742
6.1,6.8,7.2,149,435
8.7,7.0,7.3,149,509
20.5,7.8,7.7,149,695
4.0,6.8,7.4,203,621
8.1,6.7,7.2,149,467
24.9,7.5,7.9,90,473
21.0,7.3,7.3,149,431
12.0,7.6,8.0,74,402
9.8,7.3,7.5,218,762
29.2,7.8,8.0,149,56
12.6,6.8,7.2,46,63
38.4,7.1,7.7,102,159
14.8,6.3,6.5,76,83
13.4,7.7,7.9,106,72
7.2,6.9,7.2,188,240
8.0,7.5,7.8,106,444
11.8,6.8,7.1,3,242
14.3,6.5,6.9,142,686
10.8,5.9,6.2,131,289
8.9,6.4,6.7,90,370
11.5,6.6,7.0,102,448
109.2,7.0,6.8,38,261
8.7,6.9,7.4,149,51
1.2,7.0,7.1,149,234
3.3,6.6,7.4,152,248
33.4,7.1,7.5,203,718
12.8,7.4,7.8,193,77
12.9,7.1,7.7,223,182
95.6,7.9,8.0,99,136
44.5,7.4,7.9,46,36
18.8,7.2,7.3,149,111
21.3,7.6,7.7,149,713
26.2,7.0,7.4,177,410
24.0,7.9,8.1,196,423
17.5,8.2,8.4,140,72
10.8,6.7,6.9,188,229
29.0,8.0,8.1,223,490
19.2,7.5,7.7,149,675
4.0,7.1,7.3,250,41
11.4,7.2,7.7,76,286
9.8,7.2,7.6,142,683
10.5,6.7,7.0,113,764
22.1,7.7,7.8,95,385
8.9,7.0,7.3,203,719
25.9,6.9,7.2,134,159
8.8,6.1,6.4,97,203
85.7,7.9,8.3,83,479
21.9,7.3,7.6,142,155
32.7,7.7,8.0,76,722
12.4,7.3,7.5,76,622
12.7,6.7,7.2,79,53
13.9,7.1,7.3,176,224
17.7,7.5,8.0,203,708
13.4,7.1,7.3,203,640
17.9,7.6,7.6,153,19
8.4,6.0,6.4,76,732
15.5,7.2,7.5,90,613
24.3,6.9,7.2,51,42
165.4,7.9,7.9,203,316
2.6,6.4,7.0,178,697
15.3,6.8,7.0,203,462
40.3,8.0,7.9,106,701
11.2,6.9,7.4,134,718
7.8,7.1,7.8,76,561
18.8,7.2,7.3,149,111
6.2,7.0,7.3,102,435
9.8,5.6,5.8,225,752
14.3,7.6,7.8,149,700
33.7,8.1,8.4,132,684
12.5,7.3,7.8,50,153
19.3,7.8,8.1,223,440
8.8,7.1,7.6,194,27
5.5,6.6,7.2,102,621
25.8,7.4,7.4,223,348
62.8,7.8,8.2,167,263
46.9,6.5,7.6,149,580
12.6,6.8,7.2,46,63
5.5,6.1,7.0,102,474
14.7,6.4,6.9,218,687
19.5,7.3,7.7,90,350
7.4,6.2,6.7,45,456
8.3,6.9,7.3,149,336
1.0,6.9,7.1,100,528
11.9,7.5,7.9,45,732
15.5,7.3,7.7,152,364
11.2,6.9,7.4,134,718
33.7,7.3,7.6,81,64
51.3,7.8,8.1,217,368
8.7,7.1,7.4,203,27
24.3,7.4,7.5,140,189
7.9,7.2,7.8,218,90
32.0,6.8,7.1,102,507
9.2,7.0,7.6,79,276
6.5,7.3,7.6,16,707
2.3,6.2,6.5,30,440
10.7,6.7,7.3,102,320
1.7,6.3,6.7,102,276
42.4,7.9,7.8,203,261
56.7,8.0,8.2,198,460
19.0,8.3,8.6,142,386
16.8,7.0,7.2,83,533
24.8,6.7,6.8,161,708
6.3,7.3,7.8,44,440
15.3,6.6,7.3,136,182
9.2,7.0,7.6,79,276
18.5,7.5,7.6,149,488
1.6,5.6,6.4,149,767
19.6,7.4,7.9,96,240
7.4,6.3,6.4,210,139
59.5,7.7,8.2,21,116
33.5,7.5,7.8,149,415
6.3,7.3,7.5,229,157
6.9,7.3,7.6,118,74
21.0,7.8,7.0,76,27
30.7,7.5,7.9,36,94
1.2,6.5,6.5,102,298
7.0,7.0,7.3,218,344
6.5,6.6,6.9,203,282
47.7,7.9,8.2,79,641
15.6,7.1,7.1,80,484
58.7,8.1,8.2,134,475
3.0,5.1,6.7,125,135
11.9,7.5,7.8,102,206
26.7,7.7,7.8,140,9
13.2,7.3,7.6,142,13
3.1,5.5,6.4,76,276
17.1,7.0,7.2,203,319
2.0,5.6,6.4,95,76
18.5,7.4,7.5,169,21
13.0,7.0,7.3,78,745
10.2,7.2,7.2,102,72
20.4,7.5,7.8,102,502
13.2,7.2,7.4,220,315
11.6,6.7,7.0,99,686
23.9,7.5,7.8,12,49
3.8,6.7,7.5,149,561
4.2,6.3,7.4,74,757
21.0,7.8,8.0,140,538
10.4,7.1,7.3,102,72
5.2,6.7,7.1,51,218
4.7,6.8,7.3,76,757
7.1,6.5,7.0,203,683
5.3,7.0,7.4,203,180
7.6,6.0,6.0,161,270
8.7,5.9,5.9,144,675
20.5,7.3,7.4,238,21
8.2,6.8,7.2,127,769
2.0,6.7,6.8,149,467
3.4,6.0,6.9,51,276
21.1,7.3,7.5,203,504
10.7,7.3,7.7,76,218
13.1,6.0,6.2,203,325
6.8,6.7,7.3,83,467
11.7,6.6,7.1,203,291
11.3,7.9,7.8,71,499
69.6,8.2,8.5,142,475
8.6,7.3,7.6,149,581
2.2,6.6,7.4,203,304
4.2,6.1,7.0,74,408
24.3,7.5,7.5,71,766
25.4,7.4,7.9,3,36
19.9,7.4,7.8,76,496
10.3,7.0,7.1,198,549
33.5,7.5,7.8,149,415
5.9,7.1,7.4,95,206
6.3,7.3,7.8,44,440
6.6,6.9,7.3,149,740
12.1,6.2,6.2,37,598
16.5,8.1,8.0,161,198
13.4,6.4,6.8,133,643
73.7,8.2,8.6,223,695
61.2,8.3,8.4,199,203
11.8,6.7,7.1,142,551
3.9,5.7,5.9,173,594
26.4,7.4,7.7,97,679
17.5,5.8,5.9,36,610
36.5,7.6,7.9,216,19
10.6,7.4,7.6,223,21
20.9,6.9,7.1,98,374
29.4,7.3,7.4,95,261
768.0,7.0,7.8,102,665
19.9,7.4,7.8,76,496
61.2,8.3,8.4,199,203
8.2,7.1,7.4,203,78
5.4,7.2,7.6,175,594
84.4,8.1,8.4,68,33
29.8,7.9,8.2,198,640
7.5,6.4,6.7,149,274
11.4,6.6,6.5,149,487
14.4,6.1,6.2,14,747
6.1,6.6,6.9,149,368
61.2,8.3,8.4,199,203
5.2,6.6,7.3,149,507
16.7,7.2,7.3,149,520
14.6,7.0,7.1,34,334
13.3,6.7,6.8,102,686
9.8,7.2,7.6,142,683
15.9,7.6,7.7,149,19
10.3,7.7,7.9,97,278
40.8,8.4,8.7,202,509
4.8,6.4,7.3,76,743
8.3,6.6,7.1,191,742
11.9,7.5,7.8,102,206
18.5,7.4,7.7,77,705
8.7,6.9,7.4,149,51
2.4,6.2,6.3,95,183
35.7,7.5,7.7,95,13
20.8,7.5,7.5,70,680
21.9,7.5,7.9,149,602
10.4,7.0,7.3,212,268
4.8,6.7,7.6,203,739
7.1,7.6,7.9,102,258
7.1,7.0,7.3,203,231
11.0,7.7,8.0,240,394
12.6,6.7,6.9,180,176
4.8,6.7,7.6,203,739
3.4,6.1,7.0,203,704
14.3,6.5,6.9,142,686
37.1,7.5,7.7,218,611
58.7,8.1,8.2,134,475
8.0,7.0,8.0,102,513
19.9,7.1,7.4,210,569
18.5,7.0,7.1,134,582
6.0,6.8,7.5,40,239
2.5,5.9,6.5,35,60
4.4,7.5,7.4,149,739
0.5,5.4,5.5,149,543
4.5,6.5,7.5,212,360
4.1,6.4,6.4,141,491
94.1,7.8,8.3,67,433
6.8,6.8,7.2,173,562
21.2,7.9,8.1,196,21
11.7,7.2,7.7,175,595
13.4,7.1,7.3,203,640
4.2,6.0,6.0,102,10
4.3,6.9,7.0,37,147
109.2,7.0,6.8,38,261
19.2,7.5,7.7,149,675
29.8,7.9,8.2,198,640
95.6,7.9,8.0,99,136
27.6,7.2,7.5,74,475
10.5,7.0,7.3,73,64
21.2,7.2,7.7,133,478
17.7,7.6,7.8,125,231
29.4,8.0,8.3,134,621
20.7,7.7,7.7,188,144
27.2,7.3,7.7,76,59
23.7,7.0,7.3,250,41
9.4,6.7,7.2,113,529
5.6,6.8,7.6,203,305
20.9,6.9,7.3,76,695
8.8,6.9,7.3,80,592
9.5,6.6,6.9,113,748
10.2,5.9,6.5,39,727
13.6,7.0,7.2,71,2
2.4,6.0,6.4,95,252
6.5,7.0,7.1,195,675
26.2,7.1,7.4,188,718
14.6,7.0,7.1,34,334
18.3,7.7,8.0,149,508
4.9,6.4,6.7,24,276
36.6,7.8,8.1,34,666
8.1,5.9,5.9,52,380
17.6,8.1,8.0,149,746
11.5,7.5,7.7,203,186
19.3,7.2,7.5,89,103
19.5,7.1,7.2,91,610
8.8,7.6,8.0,149,265
67.8,7.7,7.8,178,181
11.8,7.1,7.5,152,520
9.9,7.2,7.5,76,264
29.1,8.1,8.2,118,72
12.6,7.5,7.8,189,77
14.4,7.1,7.5,102,18
7.8,6.0,7.0,223,47
21.6,7.1,7.3,41,436
17.7,8.1,8.2,149,394
3.6,5.3,6.6,136,648
4.7,6.7,6.8,203,20
7.1,7.6,7.9,102,258
6.1,6.7,7.5,149,570
17.2,6.9,7.2,125,18
1.4,5.9,5.7,20,639
24.1,7.7,8.1,76,709
2.6,5.3,5.5,225,294
31.9,7.0,7.3,102,94
6.3,6.8,7.3,203,395
48.1,7.4,7.7,203,36
10.6,6.3,6.7,95,508
12.4,6.9,7.1,203,55
51.3,7.8,8.1,217,368
9.2,6.8,7.0,112,244
4.2,5.9,6.5,188,729
10.2,6.8,7.3,141,452
76.2,8.2,8.2,71,560
24.7,7.0,7.2,19,763
5.6,7.7,7.6,125,659
2.7,6.7,7.0,88,15
31.6,8.0,8.1,217,121
5.2,6.1,7.0,80,359
6.1,6.3,7.1,149,419
14.2,7.0,7.4,177,533
29.6,8.0,8.2,178,683
12.6,7.1,7.2,203,119
10.9,7.2,7.6,149,468
29.1,7.7,7.9,140,121
9.8,7.2,7.8,218,367
9.5,6.6,6.9,113,748
22.7,7.6,8.0,80,641
22.1,7.7,7.8,95,385
19.5,7.1,7.2,91,610
9.7,7.5,7.6,36,49
14.3,7.6,7.8,149,700
1.9,6.7,6.5,203,180
3.1,5.5,6.4,76,276
20.5,7.8,7.7,149,695
6.1,6.8,7.7,149,329
12.8,7.4,7.8,193,77
8.7,7.1,7.4,203,27
23.2,6.7,6.6,192,68
29.2,7.8,8.0,149,56
9.4,7.1,7.7,104,570
6.4,6.4,7.2,149,305
43.6,7.6,7.6,149,343
19.2,7.2,7.5,149,13
2.4,6.0,6.9,203,672
0.8,6.3,6.3,203,752
32.0,8.1,8.2,194,202
3.7,6.3,6.5,102,547
11.0,7.7,7.4,102,741
18.5,7.6,7.8,155,614
78.8,7.9,8.2,142,192
24.7,7.7,7.3,203,610
11.9,6.0,7.1,149,90
45.8,7.4,7.4,212,251
2.5,6.1,6.9,81,474
29.3,7.6,7.8,134,379
20.5,7.2,7.4,75,245
12.3,6.9,7.3,203,180
43.6,7.8,8.0,55,416
13.6,7.4,7.3,80,403
20.4,7.5,7.8,102,502
32.8,7.5,7.6,178,708
14.7,7.5,7.8,95,764
8.6,7.3,7.6,149,581
9.5,7.2,7.5,102,231
14.3,7.6,7.4,149,739
13.2,6.9,7.3,95,614
8.9,7.2,7.4,149,614
38.9,7.5,7.8,142,43
8.2,6.8,7.2,127,769
12.5,7.0,7.0,212,655
26.7,7.5,7.2,203,719
14.3,7.3,7.8,225,474
26.2,7.1,7.4,188,718
5.7,6.4,7.2,83,218
20.6,7.3,7.4,76,667
9.2,7.0,7.6,79,276
19.9,7.1,7.4,210,569
30.9,7.9,8.1,142,350
10.4,7.0,7.3,212,268
43.9,7.8,8.0,149,472
50.3,7.5,7.9,57,695
74.1,7.5,8.0,3,13
9.6,6.9,7.2,76,212
9.0,6.4,6.9,188,468
12.0,6.4,6.8,73,56
8.9,7.0,7.2,203,186
9.3,7.5,7.9,92,742
8.3,7.3,7.8,203,740
11.4,6.9,7.2,95,382
76.2,8.2,8.2,71,560
25.9,6.9,7.2,134,159
13.1,7.0,7.2,83,218
5.5,6.8,7.3,77,268
12.2,7.3,7.7,149,414
24.7,7.0,7.2,19,763
13.6,7.1,7.6,149,218
7.7,7.3,7.5,209,119
7.1,6.5,7.0,203,683
16.2,7.5,7.8,140,231
13.5,6.5,7.1,241,413
16.0,7.7,7.9,76,7
19.2,7.2,7.5,149,13
20.4,6.3,6.4,44,290
2.0,7.1,7.3,149,296
0.8,5.7,6.0,102,620
29.0,8.0,8.1,223,490
19.2,7.5,7.7,149,675
9.2,7.3,7.7,203,245
12.7,7.5,7.6,95,553
13.3,6.9,7.4,217,56
14.3,7.2,7.6,51,627
10.1,7.1,7.5,90,167
64.8,8.4,8.5,77,640
13.0,6.9,7.2,149,450
12.3,7.3,7.5,203,7
13.6,7.6,7.6,95,683
8.3,7.0,7.7,102,258
42.4,7.9,7.8,203,261
29.4,7.3,7.4,95,261
6.1,7.2,7.4,71,668
11.8,6.4,6.7,44,276
22.4,7.6,7.7,249,412
29.1,8.1,8.4,223,763
1.7,7.8,7.0,120,278
31.6,8.0,8.1,217,121
7.2,7.1,7.4,76,429
3.7,6.3,6.5,102,547
23.6,7.6,7.8,55,364
24.9,7.9,7.9,74,334
35.7,7.5,7.7,95,13
8.6,7.1,7.6,136,359
45.7,6.7,7.1,18,62
40.7,8.2,8.3,146,684
4.9,6.1,6.9,217,362
2.3,5.9,6.4,203,205
60.8,7.5,7.7,149,256
16.2,7.5,7.8,140,231
8.9,7.2,7.4,149,614
19.5,7.2,7.5,203,686
10.8,7.1,7.3,203,756
42.4,7.9,8.1,76,692
15.0,6.8,7.2,95,134
2.0,6.5,7.0,149,736
15.3,6.6,7.3,136,182
15.1,6.9,6.9,45,97
7.0,6.5,6.8,7,124
4.4,6.1,5.9,212,440
3.8,6.7,7.5,149,561
14.0,7.2,7.7,6,491
24.3,8.3,8.4,168,72
11.1,6.5,6.8,48,659
9.4,6.6,6.7,90,440
165.4,7.9,7.9,203,316
9.3,7.5,7.9,92,742
3.6,5.8,6.5,157,659
6.2,6.8,6.9,203,287
10.2,5.9,6.5,39,727
44.5,7.4,7.9,46,36
5.2,6.6,7.2,149,56
14.3,6.5,6.9,142,686
13.0,6.9,7.3,76,747
4.8,5.5,6.2,203,319
2.0,5.7,8.0,140,538
13.3,6.7,7.3,188,88
7.8,7.1,7.8,76,561
35.5,7.4,7.6,216,695
13.6,7.0,7.2,71,2
58.1,7.8,7.8,140,579
20.4,6.9,7.4,102,326
11.7,6.3,6.5,157,99
19.5,7.3,7.7,90,350
2.1,6.2,7.4,149,265
130.7,8.1,8.3,76,116
4.1,5.6,6.7,30,363
13.3,6.7,7.3,188,88
11.0,6.5,6.5,74,1
14.4,7.0,7.3,149,274
69.7,7.7,8.1,230,760
3.1,7.2,7.0,203,698
9.5,6.8,7.3,203,595
37.1,7.2,7.3,165,263
56.1,7.4,7.8,23,116
12.5,6.7,7.1,95,641
9.3,7.3,7.9,203,482
5.4,7.3,7.8,54,567
11.9,7.3,7.5,198,503
4.9,6.3,6.9,102,676
43.6,7.8,8.0,55,416
8.1,7.4,7.5,203,205
7.3,6.6,6.9,95,572
50.3,7.5,7.9,57,695
22.9,8.2,8.3,102,72
9.8,7.2,7.6,142,683
16.6,6.7,7.1,137,765
4.6,6.4,7.1,196,757
11.3,6.9,7.1,218,569
7.7,6.6,7.4,223,762
2.6,6.8,7.2,149,218
14.2,7.0,7.4,177,533
3.0,6.4,7.1,203,700
15.6,7.7,8.0,149,557
10.9,7.9,8.1,90,557
8.9,7.2,7.3,71,762
9.2,8.0,8.0,212,262
3.7,6.3,6.5,102,547
10.7,6.2,6.9,102,547
48.1,7.4,7.7,203,36
4.4,6.8,7.1,192,398
9.2,7.0,7.4,168,623
5.8,5.7,6.2,191,621
130.7,8.1,8.3,76,116
36.4,7.6,7.8,109,625
6.1,6.7,7.5,149,570
13.7,7.5,8.0,83,212
69.7,7.7,8.1,230,760
27.5,7.6,8.0,102,508
15.3,6.8,7.0,203,462
23.0,7.1,7.4,95,326
18.5,7.4,7.5,169,21
89.4,6.7,6.5,77,540
5.3,6.4,7.0,23,286
6.3,7.3,7.5,229,157
10.6,7.4,7.6,223,21
17.3,7.0,7.4,156,96
12.5,6.4,7.3,223,288
10.4,7.0,7.3,212,268
27.1,6.9,7.2,149,694
38.4,8.3,8.6,153,206
6.3,6.2,6.4,99,468
11.2,7.1,7.5,186,482
3.6,6.4,7.0,102,596
12.4,6.9,6.7,95,13
41.7,7.5,7.6,196,685
60.6,7.4,7.3,13,121
26.2,7.1,7.4,188,718
18.3,7.0,6.9,50,685
33.7,7.3,7.6,81,64
28.2,7.6,7.3,74,321
21.2,7.2,7.6,177,695
11.8,7.0,7.6,97,278
1.9,5.3,6.2,175,208
3.7,6.3,7.5,201,6
28.9,8.0,8.4,77,509
91.9,8.4,8.5,188,136
11.2,6.9,7.4,134,718
7.1,6.5,7.2,160,117
10.3,7.4,7.6,77,664
14.9,7.5,7.5,149,600
88.5,6.9,7.1,76,24
9.0,7.7,8.1,203,762
9.8,7.3,7.5,218,762
4.6,6.6,6.8,51,286
29.8,7.2,7.3,226,715
12.9,7.4,7.4,223,162
12.9,7.1,7.7,223,182
9.5,6.6,6.9,113,748
130.7,8.1,8.3,76,116
8.8,7.6,8.0,149,265
9.7,7.6,7.9,136,491
11.0,6.5,6.5,74,1
6.0,6.4,6.8,209,645
15.1,7.1,7.4,76,230
21.0,7.5,7.6,95,750
12.1,8.0,8.1,188,292
167.6,8.4,8.9,46,564
81.8,8.2,8.3,203,264
11.6,7.0,7.4,88,46
13.2,7.7,8.0,217,623
16.8,6.6,6.8,203,54
4.8,6.4,7.3,76,743
13.6,7.1,7.6,149,218
21.0,7.3,7.3,149,431
23.6,8.1,8.0,74,222
8.2,6.0,6.8,76,99
10.0,7.1,7.4,89,764
20.4,7.5,7.8,102,502
22.3,7.0,6.8,80,333
77.5,7.7,7.8,102,766
29.1,7.7,7.9,140,121
26.4,7.4,7.7,97,679
4.2,5.8,6.8,172,367
11.7,7.2,7.7,175,595
26.0,7.8,7.7,80,322
5.6,6.8,7.2,102,510
40.8,8.4,8.7,202,509
27.3,8.1,8.1,90,473
1.1,6.5,6.8,102,618
10.2,5.9,6.5,39,727
24.2,6.8,6.7,1,430
7.5,7.2,7.5,89,102
28.6,7.5,7.9,212,153
21.2,8.0,8.3,62,21
10.6,7.3,7.6,212,218
29.1,7.7,7.9,140,121
8.5,6.4,6.6,51,364
7.1,6.5,7.2,160,117
9.0,7.1,7.0,125,228
7.5,7.4,7.6,88,764
74.1,7.5,8.0,3,13
14.3,7.1,7.4,125,493
25.3,7.4,7.8,13,159
10.2,6.8,7.2,140,525
6.5,6.6,6.9,203,282
9.0,6.4,6.9,188,468
24.0,7.2,7.4,76,670
14.3,7.6,7.8,149,700
2.8,5.7,6.3,51,485
11.7,6.6,7.1,203,291
13.9,7.3,7.5,136,762
38.4,7.1,7.7,102,159
4.4,5.2,5.6,172,117
23.6,7.6,7.5,81,589
8.9,6.4,6.7,90,370
4.1,5.6,6.7,30,363
44.5,7.7,8.1,223,533
13.5,6.6,7.0,129,642
8.9,7.0,7.3,203,719
3.7,6.3,7.0,96,117
8.1,7.3,7.9,203,660
11.6,5.9,6.2,93,386
10.7,7.3,7.7,76,218
33.7,7.3,7.6,81,64
25.6,6.8,6.8,225,325
24.4,7.7,7.7,177,1
67.8,7.7,7.8,178,181
24.3,8.3,8.4,168,72
18.9,7.6,7.6,225,245
23.9,6.8,7.0,217,475
93.3,8.0,8.3,67,555
13.4,7.1,7.3,203,640
30.4,6.2,6.9,96,112
38.4,7.7,7.9,95,18
10.2,7.2,7.2,102,72
13.8,6.6,6.8,172,519
43.6,7.8,8.0,55,416
5.1,6.9,7.0,149,180
307.8,7.3,6.4,90,312
14.6,7.8,8.2,149,358
3.1,5.5,6.4,76,276
7.3,7.2,7.4,88,764
8.1,7.0,7.4,203,762
30.6,7.5,7.6,113,764
44.1,7.9,8.2,212,733
12.4,6.9,7.4,102,282
39.0,7.2,7.7,216,19
24.0,7.9,8.1,196,423
9.8,6.6,7.0,212,398
9.5,7.5,7.9,73,595
16.0,6.6,6.8,102,508
8.0,7.0,8.0,102,513
5.1,6.2,6.8,172,99
33.5,7.5,7.8,149,415
98.2,8.1,7.8,76,712
10.3,7.3,7.6,232,645
3.1,6.1,7.0,149,727
18.0,7.0,7.1,139,695
17.9,7.1,7.2,80,414
11.1,6.5,6.8,48,659
20.9,7.0,7.5,106,613
14.4,7.1,7.5,102,18
20.6,7.3,7.3,71,56
9.7,7.2,7.6,134,505
4.9,6.4,6.7,24,276
21.0,7.3,7.4,149,432
31.1,8.0,8.3,83,153
34.2,7.4,7.7,95,678
15.3,7.4,7.7,51,370
11.9,7.3,7.5,198,503
11.6,6.6,7.0,196,517
8.6,6.6,7.5,206,378
23.9,7.4,7.7,95,473
9.5,6.6,6.9,113,748
10.2,6.8,7.2,140,525
63.2,7.4,7.8,74,150
9.7,6.6,6.9,218,634
10.6,7.4,7.9,76,40
13.6,7.3,7.3,88,764
28.9,8.0,8.4,77,509
37.6,7.4,7.8,71,2
44.1,7.9,8.2,212,733
68.6,8.2,8.5,197,116
6.4,6.8,7.3,95,401
5.4,5.7,6.2,56,745
12.2,7.5,7.8,102,206
23.1,7.3,7.5,134,717
14.7,7.7,7.9,175,6
19.0,8.3,8.6,142,386
18.2,7.6,7.9,149,186
4.9,7.1,7.3,158,419
23.4,6.9,7.2,149,168
9.9,7.2,7.5,76,264
13.9,7.3,7.5,136,762
8.9,7.0,7.2,203,186
35.4,7.5,7.8,77,321
9.8,5.6,5.8,225,752
18.5,7.5,7.6,149,488
2.5,5.6,6.5,51,275
13.7,7.5,7.8,125,191
41.9,7.6,7.8,73,475
11.6,7.3,7.5,77,487
9.5,7.5,7.9,73,595
9.0,7.7,8.1,203,762
15.6,7.2,7.2,203,113
9.5,6.8,7.3,203,595
17.1,7.0,7.2,203,319
6.9,6.2,6.5,203,231
17.0,6.8,6.7,81,496
5.6,6.8,7.6,203,305
1.7,4.9,6.0,98,258
19.2,7.5,7.8,156,231
3.9,6.5,6.9,80,482
15.8,7.7,7.9,102,764
10.5,6.9,7.1,76,533
17.7,7.4,7.5,73,121
8.1,6.4,7.0,212,364
2.0,6.1,6.1,149,308
22.9,7.9,8.1,142,186
6.5,6.5,6.9,55,286
10.2,6.8,7.3,141,452
22.1,7.7,7.8,95,385
1.1,5.2,5.4,203,172
8.3,6.3,6.5,212,491
9.5,6.9,7.2,203,585
29.1,7.4,7.5,50,316
33.4,7.1,7.5,203,718
24.7,8.1,8.2,30,5
14.6,6.9,7.3,47,391
84.3,7.0,7.3,178,387
23.6,7.0,7.1,102,550
28.6,7.5,7.9,212,153
9.5,6.9,7.2,203,585
7.3,6.5,7.0,95,563
6.5,6.6,6.9,203,282
9.9,7.1,7.4,74,740
11.4,7.4,7.8,196,6
117.2,8.2,8.6,244,235
2.9,7.1,7.3,125,529
11.3,7.9,7.8,71,499
6.7,6.9,7.5,113,15
4.0,6.3,6.6,196,359
68.9,6.9,7.0,203,65
1.9,5.0,7.542690875,177,191
5.6,6.6,7.2,203,548
6.5,7.2,7.3,204,474
73.1,7.9,8.0,74,219
3.9,6.8,7.1,218,283
