Popularity,Vote_Average,IMDb_Rating,Genres,Director
4.4,5.9,6.2,203,329
139.4,8.4,8.8,8,116
3.2,6.0,5.6,191,108
44.5,7.7,8.1,223,533
73.6,7.4,7.6,134,203
9.7,7.2,7.5,74,77
81.4,8.1,8.3,142,720
177.9,8.7,9.3,149,207
8.6,7.3,7.7,149,69
6.7,5.9,6.5,223,699
11.3,7.0,7.1,121,227
21.2,7.7,8.1,142,699
8.6,7.5,7.9,203,74
16.9,7.4,7.5,149,654
23.9,7.5,7.8,12,49
26.8,7.2,7.4,142,42
12.3,7.3,7.5,210,721
26.8,7.9,8.0,102,762
56.5,7.9,8.3,125,337
10.8,5.9,6.2,131,289
18.5,7.6,8.0,76,592
19.6,7.4,7.5,191,325
12.7,6.7,7.2,79,53
13.2,7.7,8.0,217,623
33.4,7.6,7.8,196,348
31.0,7.9,7.8,95,476
12.7,6.6,7.0,212,363
17.4,6.8,7.3,95,18
23.6,7.6,7.5,81,589
38.4,7.7,8.1,234,627
38.2,7.4,7.7,149,19
6.7,6.9,7.5,113,15
5.7,6.1,6.5,125,481
10.7,6.6,7.2,178,482
15.6,7.8,7.9,149,494
11.6,6.7,7.1,212,569
14.4,6.2,6.7,121,740
13.1,8.0,8.2,55,370
23.6,8.1,8.0,74,222
15.6,7.7,8.0,149,557
4.0,7.6,7.5,149,618
24.4,7.7,7.7,177,1
10.0,7.1,7.4,89,764
3.6,5.0,6.1,59,757
81.8,8.2,8.3,203,264
58.1,7.8,7.8,140,579
13.0,6.9,7.3,76,747
8.8,7.4,7.8,95,764
1.2,6.8,6.7,121,278
21.5,7.7,8.0,149,550
11.9,7.5,7.9,45,732
23.9,7.4,7.7,95,473
29.6,8.0,8.2,178,683
3.8,6.2,6.5,48,99
6.2,7.0,7.3,102,435
69.0,8.1,8.3,208,501
30.4,6.2,6.9,96,112
12.7,6.9,7.3,74,686
8.6,6.7,7.3,95,593
8.0,6.6,7.0,76,429
18.1,7.5,7.8,225,378
40.1,8.1,8.2,149,550
34.0,7.7,7.9,203,522
6.1,6.7,7.5,149,570
10.3,7.1,7.3,169,21
6.9,7.0,7.3,225,762
24.3,7.4,7.5,140,189
26.9,7.3,7.5,134,475
7.6,6.5,6.8,125,740
9.2,6.7,6.7,203,656
6.0,7.2,7.5,136,401
7.9,6.5,7.0,203,439
3.9,6.5,6.2,149,364
9.9,7.1,7.6,149,723
7.3,7.2,7.4,88,764
13.6,7.6,8.0,97,268
81.4,8.0,8.0,82,512
22.3,7.6,7.1,73,722
19.0,7.7,8.0,156,525
1.5,5.0,6.1,250,759
13.9,7.1,7.3,176,224
104.8,7.6,8.1,8,237
24.5,7.2,7.5,45,475
16.8,7.0,7.2,83,533
67.3,8.1,7.8,203,454
1.1,5.6,6.5,223,441
14.2,7.4,7.5,76,52
7.3,6.8,7.4,51,493
8.9,6.4,6.7,90,370
17.7,6.7,7.1,218,230
19.3,7.2,7.4,102,700
19.0,7.8,8.1,125,206
13.6,7.0,7.2,71,2
26.2,7.0,7.4,177,410
77.0,7.6,7.9,197,165
84.3,7.0,7.3,178,387
3.9,6.5,6.2,149,364
14.5,7.3,7.6,216,367
20.3,7.4,7.8,203,319
2.6,7.0,7.3,149,205
2.5,5.5,5.5,235,447
2.3,5.5,6.7,77,132
11.0,7.4,7.6,149,429
11.7,7.8,8.1,149,292
2.5,7.1,7.2,198,606
4.8,6.1,6.3,95,88
16.8,6.9,7.2,3,35
9.8,6.3,6.8,3,57
6.7,6.6,7.3,171,467
23.9,6.8,7.0,217,475
14.7,7.5,7.8,95,764
30.7,7.5,7.9,36,94
13.9,7.1,7.3,176,224
15.3,6.6,7.3,136,182
9.8,6.7,7.4,23,754
2.4,6.8,7.2,149,587
148.8,8.2,8.5,3,609
9.2,6.6,6.9,210,700
7.6,6.8,7.2,223,530
10.2,7.2,7.2,102,72
17.4,7.9,8.0,186,612
13.9,7.3,7.5,136,762
73.7,8.2,8.6,223,695
16.7,7.9,8.1,73,344
9.8,7.0,7.6,212,762
23.6,7.6,7.5,81,589
7.1,6.9,7.4,149,163
12.1,7.2,7.5,76,414
3.6,6.7,7.2,223,27
36.0,7.9,8.0,99,671
7.2,6.9,7.2,188,240
24.3,7.5,7.5,71,766
6.0,7.3,7.9,212,391
20.1,8.2,8.5,218,284
15.6,7.8,7.9,149,494
2.7,6.3,6.7,95,246
33.0,8.0,8.2,134,475
13.3,7.9,8.1,95,206
8.4,6.9,7.2,149,370
8.8,7.0,7.2,223,373
2.0,7.1,7.3,149,296
16.1,6.7,6.7,178,419
12.2,7.5,7.8,102,206
23.9,7.5,7.8,12,49
21.1,7.6,7.9,140,525
10.3,7.8,8.0,102,213
1.0,6.0,5.6,149,446
20.2,7.5,7.7,19,760
7.8,6.9,7.1,102,245
12.7,7.7,7.9,203,595
6.1,6.8,7.2,149,435
9.0,6.9,7.2,102,267
1.6,5.8,7.1,149,180
40.3,8.0,7.9,106,701
20.9,6.9,7.1,98,374
7.4,6.3,7.0,48,420
4.6,6.7,7.2,203,547
7.1,6.9,7.4,149,163
3.8,6.3,7.1,95,278
18.1,6.8,7.1,140,161
12.7,7.8,8.1,223,330
9.2,7.0,7.4,168,623
10.2,5.9,6.5,39,727
6.1,6.7,7.5,149,570
24.3,8.3,8.4,168,72
14.0,7.4,7.8,34,573
4.7,6.2,6.4,203,120
8.0,6.7,6.6,193,54
2.7,6.9,7.1,88,266
13.4,7.0,7.0,121,681
21.7,7.6,7.7,73,121
18.1,6.8,7.1,140,161
14.8,7.1,7.4,95,320
11.1,7.2,7.5,81,627
1.4,6.2,7.3,76,213
9.3,7.4,7.1,35,574
8.1,6.8,7.2,157,231
63.5,7.7,8.0,52,609
225.8,8.2,8.5,3,165
33.4,7.9,8.2,225,121
10.9,7.2,7.6,149,468
41.3,7.7,7.8,203,100
38.4,7.7,8.1,234,627
7.1,7.6,7.9,102,258
130.7,8.1,8.3,76,116
99.8,8.5,8.6,135,207
16.8,6.6,6.8,203,54
183.2,8.2,8.2,21,393
12.6,6.8,7.2,46,63
10.7,6.7,7.3,102,320
25.9,6.9,7.2,134,159
19.3,7.2,7.4,102,700
22.9,7.0,7.0,142,263
69.5,7.4,6.9,95,151
113.5,8.2,8.1,76,479
11.1,7.8,8.1,247,128
117.2,8.2,8.6,244,235
14.7,7.5,7.8,95,764
44.1,7.9,8.2,212,733
4.4,5.7,5.9,95,71
15.8,7.2,7.5,203,762
11.0,7.4,7.6,149,429
40.3,8.0,7.9,106,701
15.7,7.2,7.5,194,375
69.0,8.1,8.3,208,501
15.5,7.3,7.7,152,364
16.8,6.6,6.8,203,54
14.4,6.1,6.2,14,747
3.0,5.9,6.2,51,606
12.0,6.4,6.8,73,56
18.5,7.4,7.5,169,21
5.6,7.2,7.2,80,483
30.7,7.4,7.4,149,55
4.9,6.1,6.6,141,117
50.9,7.8,7.7,203,36
81.6,8.5,8.7,73,475
18.0,7.8,8.1,214,675
9.5,6.6,6.9,113,748
10.0,7.1,7.0,76,96
3.2,7.3,7.6,219,212
2.2,6.0,6.1,122,147
24.0,7.2,7.4,76,670
23.6,7.6,7.8,55,364
19.4,6.7,7.0,76,64
19.6,7.4,7.9,96,240
7.1,7.3,7.8,125,306
28.3,7.2,7.3,182,715
29.0,7.3,7.5,221,410
10.6,7.3,7.6,212,218
9.3,6.2,6.4,212,205
21.7,7.6,7.7,73,121
16.8,6.9,7.2,3,35
34.3,7.1,7.5,74,141
2.0,5.3,6.4,95,672
11.8,7.9,8.1,202,292
6.1,6.6,6.9,149,368
135.3,7.6,7.9,5,316
27.9,7.0,7.1,203,705
13.4,7.4,7.6,71,686
29.2,7.1,7.3,95,649
79.2,8.3,8.5,41,631
3.2,6.3,6.6,77,106
2.4,6.0,6.4,95,252
1079.0,7.1,7.3,185,125
13.4,7.0,7.3,58,97
8.1,6.7,7.2,149,467
20.4,7.5,7.8,102,502
29.8,7.9,8.2,198,640
15.1,7.3,7.5,203,685
33.1,8.0,8.3,149,656
42.0,7.5,7.9,1,684
12.2,7.5,8.0,95,505
51.3,7.8,8.1,217,368
20.4,6.9,7.4,102,326
1.2,6.0,5.7,15,238
17.7,8.1,8.2,149,394
24.7,7.6,7.9,149,550
23.1,7.7,7.7,140,257
18.3,7.7,8.0,149,508
21.0,7.3,7.3,149,431
167.1,8.5,9.0,46,564
11.5,7.5,7.7,203,186
25.6,7.5,7.8,12,545
19.5,7.2,7.5,203,686
8.9,6.9,7.8,223,218
12.8,6.5,6.6,149,442
7.7,6.7,7.2,75,528
6.2,7.0,7.5,136,762
30.9,8.3,8.5,134,726
8.8,6.3,6.2,48,627
12.9,6.3,6.5,198,603
13.2,6.7,7.1,74,757
68.5,7.5,7.1,125,220
4.9,6.3,6.9,102,676
7.7,6.7,7.0,99,435
23.1,7.7,7.7,149,386
191.4,5.6,8.1,149,84
8.6,7.2,7.7,125,435
35.3,7.4,7.7,48,641
32.7,7.7,8.0,76,722
40.1,8.1,8.2,149,550
24.9,7.9,7.9,74,334
37.1,7.2,7.3,165,263
35.3,7.4,7.7,48,641
20.0,7.5,7.8,76,184
13.8,7.3,7.5,97,710
14.2,7.0,7.2,149,532
8.0,6.6,7.0,76,429
10.6,6.3,6.7,95,508
6.0,5.9,6.5,149,388
57.8,7.6,7.8,165,150
15.9,7.6,7.7,149,19
90.3,7.8,8.9,76,746
21.6,7.2,7.4,212,42
8.9,7.0,7.2,203,186
8.0,6.9,7.3,102,753
1.2,6.0,6.7,159,278
9.1,7.7,8.1,76,683
18.1,7.5,7.8,225,378
25.3,8.3,8.4,106,101
16.5,7.6,7.9,196,553
23.0,7.1,7.4,95,326
8.1,6.7,6.7,188,751
45.7,8.4,8.5,231,21
1.6,6.8,7.0,223,295
31.9,6.7,6.7,74,641
12.2,7.6,7.9,168,72
6.9,6.4,6.8,95,386
7.8,7.1,7.8,76,561
44.1,7.9,8.2,212,733
20.5,7.2,7.4,75,245
2.6,5.2,6.5,102,481
2.7,5.7,6.3,218,32
8.1,7.3,7.9,203,660
1.7,6.7,7.1,60,208
47.7,7.9,8.2,79,641
13.3,6.7,7.3,188,88
25.5,7.8,7.8,218,611
19.9,7.8,8.0,73,675
12.7,7.7,7.9,203,595
11.5,7.8,7.7,80,201
14.4,7.3,7.8,246,714
23.3,7.3,7.6,225,192
57.8,8.2,8.1,149,703
35.7,7.5,7.7,95,13
19.3,7.1,7.4,141,597
25.6,6.9,7.1,198,349
3.0,6.7,7.0,121,191
16.9,7.0,7.1,95,56
12.7,6.7,7.2,79,53
4.9,7.1,7.3,158,419
33.7,8.1,8.4,132,684
32.8,7.5,7.6,178,708
57.3,7.4,7.6,137,475
16.3,7.3,7.5,95,126
29.2,7.1,7.3,140,675
24.9,7.9,7.9,74,334
15.7,7.5,7.6,71,199
7.2,7.2,7.3,158,117
30.9,7.6,7.5,149,695
3.6,6.2,6.6,102,332
26.2,7.1,7.4,188,718
18.8,7.3,7.7,75,462
4.7,6.8,7.3,76,757
15.6,7.3,7.7,102,364
0.9,6.0,6.5,149,208
21.6,7.2,7.4,212,42
9.8,5.6,5.8,225,752
30.2,7.4,7.4,74,694
8.8,7.4,7.7,125,286
18.5,7.6,7.8,155,614
24.3,7.2,7.7,142,546
15.1,7.3,7.5,203,685
5.6,6.8,7.2,102,510
6.5,7.2,7.3,204,474
307.8,7.3,6.4,90,312
18.1,6.8,7.1,140,161
59.7,7.6,7.8,231,390
27.5,7.6,8.0,102,508
24.2,7.0,7.2,142,154
15.8,7.2,7.5,203,762
50.9,7.8,7.7,203,36
6.1,6.8,7.7,149,329
112.6,8.6,9.0,134,203
18.3,7.4,7.3,125,72
33.6,8.0,8.1,149,141
45.4,7.8,7.6,149,145
18.0,7.2,7.3,76,121
16.7,7.9,8.1,73,344
15.8,7.2,7.5,203,762
9.8,6.8,7.5,149,415
25.9,7.9,8.1,36,611
19.6,7.4,7.5,191,325
37.1,7.2,7.3,165,263
8.0,7.4,7.6,80,659
6.9,6.9,7.3,248,72
20.2,7.5,7.7,19,760
11.0,7.7,8.0,240,394
12.6,7.1,7.4,76,104
9.2,6.8,7.0,112,244
63.7,7.4,7.6,95,579
9.8,6.6,7.0,212,398
22.3,7.6,7.1,73,722
3.0,6.8,6.8,203,231
12.7,7.7,7.9,203,595
17.4,7.0,7.3,188,688
8.7,5.9,6.6,3,754
24.3,6.8,7.2,203,508
19.4,7.8,7.9,95,680
19.3,7.8,8.1,223,440
69.6,8.2,8.5,142,475
36.4,7.6,7.8,109,625
19.8,6.9,7.2,102,525
9.8,5.6,5.8,225,752
13.6,7.6,7.6,95,683
14.7,7.5,7.8,95,764
120.3,8.5,8.9,134,579
61.7,7.7,8.0,218,145
6.9,6.3,7.1,71,482
9.3,7.2,7.6,169,96
19.4,6.7,7.0,76,64
29.4,7.3,7.4,95,261
14.0,6.7,7.0,95,192
18.5,7.6,7.8,155,614
12.0,6.5,6.6,102,352
19.6,7.4,6.9,203,282
12.2,7.6,7.9,168,72
15.3,6.6,6.9,80,568
31.9,7.0,7.3,102,94
10.0,6.5,7.2,83,218
16.0,7.7,7.9,76,7
1.6,5.9,6.2,149,621
21.9,7.5,7.9,149,602
2.2,6.3,6.3,149,174
4.3,6.5,6.9,191,491
12.2,7.0,7.1,193,740
19.2,7.5,7.8,156,231
4.7,6.2,6.2,80,87
10.6,6.8,7.3,152,764
57.3,7.4,7.6,137,475
24.7,7.1,6.8,192,75
71.2,7.8,7.8,2,138
11.1,7.2,7.9,44,99
17.1,6.5,6.6,74,696
19.3,7.2,7.4,102,700
34.2,7.4,7.7,95,678
18.9,7.6,7.6,225,245
37.9,7.0,7.3,203,169
6.5,6.5,6.9,55,286
10.6,6.7,6.9,74,677
42.4,7.2,7.8,9,656
3.0,7.0,7.3,76,695
29.6,8.0,8.2,178,683
18.2,7.6,7.9,149,186
10.6,6.7,7.1,212,535
26.5,7.4,7.6,142,148
10.3,7.3,7.6,232,645
13.4,6.4,6.6,29,241
2.6,5.8,6.1,48,275
19.7,8.0,8.1,218,434
15.1,7.0,7.2,203,428
14.0,7.0,7.3,102,764
20.5,7.8,7.7,149,695
8.3,6.6,7.1,191,742
9.1,6.5,6.9,44,380
14.4,7.4,7.5,73,418
24.3,7.5,7.5,71,766
15.6,6.1,5.9,29,467
23.1,7.6,7.7,76,65
29.6,8.0,8.2,178,683
11.9,7.0,7.4,26,21
24.4,7.6,7.7,10,612
5.3,6.5,6.7,149,584
7.4,7.0,7.7,102,39
7.8,6.4,7.0,26,25
15.1,6.7,6.8,74,150
11.8,6.8,7.2,71,519
2.6,5.8,6.8,225,117
15.3,7.4,7.7,51,370
35.8,7.3,7.5,193,722
17.9,7.1,7.2,80,414
3.0,7.0,7.3,76,695
16.8,6.6,6.8,203,54
2.6,5.5,6.3,102,474
3.9,6.3,6.7,242,629
99.4,7.7,8.0,69,225
4.0,6.8,7.4,203,621
8.7,5.9,6.6,3,754
13.6,6.8,7.1,95,430
26.0,7.8,7.7,80,322
17.1,6.5,6.6,74,696
20.5,7.8,7.7,149,695
10.5,6.7,7.0,113,764
167.1,8.5,9.0,46,564
5.4,7.0,6.9,125,110
18.0,6.5,7.0,71,508
108.1,8.6,9.0,76,695
12.3,6.9,6.3,203,38
17.7,8.1,8.2,149,394
4.4,6.8,7.1,192,398
11.4,6.4,6.8,123,188
112.6,8.6,9.0,134,203
11.2,7.3,7.9,203,296
21.0,7.9,8.1,191,406
8.7,7.0,7.3,149,509
19.9,7.1,7.4,210,569
8.6,6.6,7.5,206,378
8.0,6.5,6.8,149,370
8.9,6.3,6.9,80,495
41.7,7.5,7.6,196,685
12.9,7.1,7.7,223,182
46.9,8.0,8.1,35,750
8.5,6.6,6.8,205,595
15.7,7.2,7.5,194,375
20.9,7.4,7.6,203,204
32.8,7.5,7.6,178,708
127.9,8.5,8.8,203,631
3.1,6.7,6.8,203,467
16.9,7.1,7.5,153,571
7.6,5.2,5.6,193,273
13.0,7.7,7.7,203,762
25.3,7.4,7.8,13,159
13.7,7.5,7.8,125,191
10.7,6.7,7.3,102,320
18.3,7.7,8.0,149,508
23.9,7.4,7.7,95,473
13.5,6.5,7.1,241,413
3.2,6.4,6.3,119,93
17.4,7.9,8.0,186,612
11.1,7.8,8.1,247,128
4.5,6.5,7.5,212,360
78.8,7.9,8.2,142,192
22.0,7.2,7.3,95,88
37.6,7.4,7.8,71,2
17.1,7.0,7.2,203,319
6.0,6.7,7.3,11,595
11.1,7.5,7.8,136,370
3.7,6.3,6.8,84,106
307.8,7.3,6.4,90,312
30.4,7.2,7.5,3,569
10.9,7.3,7.5,186,612
7.1,7.6,7.9,102,258
15.7,6.8,7.1,126,240
18.8,7.3,7.7,75,462
56.4,8.2,8.4,240,116
14.8,6.3,6.5,76,83
20.0,7.5,7.8,198,494
58.7,8.1,8.2,134,475
9.9,7.2,7.5,76,264
8.9,7.0,7.2,203,186
13.4,7.6,7.9,169,539
4.9,7.3,7.4,149,565
2.8,5.2,6.3,134,587
11.6,7.3,7.5,77,487
31.1,8.2,8.5,212,491
136.7,8.0,8.3,67,371
29.8,7.9,8.2,198,640
17.9,7.0,7.4,203,319
14.7,7.5,7.8,74,344
14.1,7.0,7.1,149,588
2.5,5.9,6.5,73,477
8.5,6.6,7.1,143,236
17.1,6.8,7.2,140,725
38.4,7.1,7.7,102,159
27.3,8.1,8.1,90,473
9.4,7.1,7.7,104,570
8.1,7.0,7.4,203,762
5.8,6.9,6.5,78,627
26.9,7.3,7.5,134,475
6.6,6.9,6.9,150,548
13.6,7.1,7.6,149,218
8.6,7.2,7.7,125,435
1.4,6.2,7.0,149,729
23.3,7.3,7.6,225,192
14.8,7.1,7.4,95,320
10.6,6.7,6.9,74,677
22.9,8.2,8.3,102,72
24.7,8.1,8.2,30,5
20.0,7.5,7.8,76,184
4.2,6.5,6.9,203,659
19.0,8.3,8.6,142,386
10.2,6.8,7.3,141,452
26.2,6.6,6.8,149,98
2.0,6.6,6.8,203,744
17.6,6.6,6.6,13,407
2.0,6.2,6.3,149,270
11.4,7.2,7.7,76,286
17.5,6.7,7.1,102,114
7.2,6.0,6.7,193,538
5.0,6.5,7.0,106,157
19.0,7.7,8.0,156,525
25.7,7.8,8.2,140,134
8.1,7.0,7.4,223,90
21.0,7.7,7.8,36,750
17.5,7.3,6.7,13,409
2.3,6.6,7.3,95,608
11.9,7.0,7.4,26,21
17.4,6.8,7.3,95,18
1079.0,7.1,7.3,185,125
12.5,7.3,7.8,50,153
56.7,8.0,8.2,198,460
23.6,7.3,7.2,54,695
9.6,7.3,7.6,203,537
18.3,6.8,7.3,48,153
26.3,8.0,8.1,48,684
3.8,7.2,7.5,149,659
13.4,7.7,7.9,106,72
7.7,6.8,7.7,149,675
13.4,6.2,6.1,119,122
14.1,7.2,7.1,178,590
10.6,6.3,6.7,213,421
24.5,7.4,7.7,102,320
1.5,5.9,6.4,149,258
6.6,7.1,7.7,203,762
1079.0,7.1,7.3,185,125
98.2,8.1,7.8,76,712
14.4,7.1,7.5,102,18
3.4,6.4,6.7,188,123
1520.3,7.9,8.4,0,695
9.8,7.3,7.5,102,245
7.1,6.5,7.0,203,683
13.6,7.6,7.6,95,683
4.3,6.5,6.9,191,491
56.7,8.0,8.2,198,460
20.9,6.9,7.1,98,374
1.6,6.6,6.8,89,190
22.9,7.8,8.1,54,153
23.6,7.6,7.8,55,364
58.6,8.1,8.2,223,684
5.4,6.8,7.5,130,578
42.4,7.9,8.1,76,692
3.1,5.5,7.4,212,469
109.2,7.0,6.8,38,261
2.5,6.5,6.9,76,757
26.2,7.1,7.4,188,718
16.5,7.0,7.2,95,558
10.9,6.6,7.1,80,68
12.0,6.9,7.3,95,522
17.9,7.5,7.9,7,492
8.8,6.0,6.4,102,268
5.9,5.5,5.8,212,208
36.4,7.5,8.0,53,184
8.6,6.9,7.4,73,627
8.6,7.5,7.8,97,394
9.5,6.6,6.9,113,748
5.0,6.5,7.2,76,370
8.6,6.0,6.2,191,211
8.3,7.0,7.7,102,258
20.0,7.8,8.1,73,723
9.8,7.0,7.6,212,762
7.5,7.6,7.6,140,394
1520.3,7.9,8.4,0,695
4.0,6.8,7.0,119,108
3.4,5.9,6.3,90,231
67.3,8.1,7.8,203,454
1.9,5.0,7.542690875,177,191
9.7,7.6,7.9,136,491
4.5,6.5,7.5,212,360
3.7,6.3,7.0,96,117
21.5,7.3,7.4,203,550
33.4,7.1,7.5,203,718
9.4,7.1,7.7,104,570
13.8,7.1,7.6,149,644
70.7,8.1,8.2,95,569
1520.3,7.9,8.4,0,695
7.2,6.9,7.2,188,240
15.4,7.0,7.5,2,683
7.7,6.7,7.0,99,435
14.3,6.8,7.2,142,156
17.9,7.4,7.6,81,525
38.2,7.6,7.7,140,154
42.4,7.9,7.8,203,261
19.5,7.5,7.8,198,203
8.9,6.4,6.7,90,370
5.8,6.7,7.1,77,106
60.6,7.4,7.3,13,121
15.8,7.5,7.8,73,367
20.5,7.2,7.4,75,245
165.4,7.9,7.9,203,316
7.2,7.0,7.6,217,445
12.4,6.7,7.1,134,129
9.4,7.1,7.7,104,570
34.6,7.6,7.6,43,609
24.7,6.8,6.9,218,3
21.7,7.3,7.5,203,361
38.1,7.5,7.7,67,631
19.6,7.4,7.5,191,325
12.0,6.4,6.8,73,56
9.0,6.3,6.3,149,468
220.4,6.9,7.2,95,342
8.9,6.3,6.9,80,495
22.9,7.9,8.1,142,186
12.0,7.6,8.0,74,402
20.3,7.4,7.7,142,656
12.0,6.5,6.9,125,690
165.4,7.9,7.9,203,316
19.4,7.3,7.3,157,249
4.6,7.1,7.5,149,265
20.9,6.9,7.3,76,695
9.8,6.9,7.4,138,595
34.2,7.0,7.3,203,656
21.2,7.9,8.1,196,21
4.1,6.8,6.5,211,163
29.2,8.0,8.3,194,536
36.0,7.9,8.0,99,671
14.3,7.1,7.4,125,493
1.8,7.0,7.3,76,359
7.5,6.3,6.6,32,650
15.1,7.1,7.4,76,230
1.6,5.2,6.0,199,397
21.8,7.2,7.3,102,282
64.1,7.8,8.1,27,321
1.7,4.9,6.0,98,258
9.7,5.7,5.9,212,107
35.7,7.8,7.8,74,554
14.5,7.8,8.1,74,49
13.6,7.6,7.6,95,683
0.9,5.0,6.2,203,216
32.4,8.1,8.3,121,682
8.9,7.0,7.2,203,186
10.3,7.4,7.6,77,664
16.9,7.4,7.5,149,654
63.7,7.4,7.6,95,579
12.7,7.8,8.0,149,741
1.3,5.6,6.4,203,248
13.0,6.9,7.2,149,450
6.7,6.9,7.5,113,15
148.8,8.2,8.5,3,609
17.6,6.8,7.1,81,290
8.4,6.8,7.2,95,439
19.3,7.2,7.4,102,700
5.3,6.7,7.2,193,108
31.4,7.5,7.8,19,29
13.1,8.0,8.2,55,370
13.0,6.8,7.2,141,517
32.0,7.4,7.5,142,579
46.6,7.9,8.0,208,679
1.2,6.3,6.3,87,307
69.6,8.2,8.5,107,579
3.3,6.5,7.2,203,115
20.5,7.8,7.7,149,695
22.9,7.9,8.1,142,186
95.6,7.9,8.0,99,136
16.5,7.6,7.9,196,553
22.9,7.9,8.1,142,186
2.5,6.6,6.6,212,27
27.5,7.6,8.0,102,508
112.6,8.6,9.0,134,203
5.5,6.6,7.2,102,621
9.3,7.3,7.9,203,482
10.1,6.8,6.7,51,606
5.1,6.5,6.8,203,732
8.9,6.4,6.7,90,370
37.1,7.2,7.3,165,263
69.6,8.2,8.5,142,475
255.2,7.1,7.4,198,181
11.6,7.2,7.4,203,13
26.9,7.3,7.5,134,475
10.7,6.4,6.5,203,400
13.4,7.6,7.9,169,539
35.8,7.3,7.5,193,722
105.1,7.8,8.2,67,34
56.9,8.1,8.3,63,684
80.3,8.0,8.4,8,316
41.7,7.5,7.6,196,685
81.1,7.7,8.0,66,81
18.5,7.6,8.0,76,592
11.0,7.5,7.6,138,675
9.1,6.3,6.7,203,386
61.7,7.7,8.0,218,145
9.2,7.0,7.4,168,623
9.0,6.7,6.7,179,364
14.0,6.8,7.0,95,56
12.6,7.1,7.4,76,104
20.1,7.1,7.4,73,1
4.9,6.2,6.8,72,108
12.0,6.4,6.8,73,56
20.9,6.9,7.1,98,374
8.4,6.3,6.9,198,549
73.7,8.2,8.6,223,695
12.4,7.3,7.5,76,622
13.8,7.1,7.6,88,478
177.9,8.7,9.3,149,207
2.9,4.7,5.7,250,158
9.4,6.8,7.3,203,180
7.8,7.0,7.3,74,68
8.3,7.3,7.5,198,394
23.4,7.5,7.5,71,131
13.1,6.7,7.1,225,470
7.8,6.9,7.1,102,245
30.7,7.7,8.0,141,142
26.4,7.7,7.7,149,383
41.9,7.6,7.8,73,475
14.7,7.5,7.8,74,344
31.1,8.0,8.3,83,153
2.5,6.0,6.4,100,293
6.7,6.7,7.6,171,623
21.6,7.2,7.4,212,42
52.7,8.0,8.1,13,321
42.0,7.5,7.9,1,684
16.0,7.2,7.1,80,700
12.1,8.0,8.1,188,292
10.7,6.2,6.9,102,547
24.7,7.6,7.9,149,550
9.7,6.8,7.3,126,521
63.7,7.4,7.6,95,579
8.4,7.5,7.5,179,324
11.7,7.0,7.4,51,768
122.5,8.0,8.2,70,475
110.0,7.3,7.8,77,321
2.1,6.0,6.7,40,440
4.5,5.6,6.8,72,108
9.7,6.6,6.9,218,634
19.4,6.7,7.0,76,64
30.9,7.9,8.1,142,350
120.3,8.5,8.9,134,579
4.0,6.7,6.9,102,245
8.1,6.8,7.2,157,231
16.2,7.5,7.8,140,231
19.2,7.2,7.5,149,13
36.5,7.7,7.6,149,109
13.2,7.7,8.0,217,623
25.6,6.8,6.8,225,325
19.0,7.8,8.1,125,206
18.0,7.8,8.1,214,675
9.9,6.9,7.3,97,191
9.9,7.2,7.6,99,613
48.1,7.4,7.7,203,36
6.5,6.5,7.1,108,491
20.5,7.2,7.4,75,245
24.3,6.8,7.2,203,508
3.8,6.2,6.5,76,22
13.4,7.1,7.4,56,455
22.9,8.2,8.3,102,72
19.8,6.9,7.2,102,525
3.7,5.8,6.9,149,706
0.7,5.0,5.6,86,32
10.6,7.0,7.2,172,394
12.7,7.7,7.9,203,595
8.5,6.7,7.6,51,627
91.9,8.4,8.5,188,136
2.9,6.5,7.4,102,511
69.6,8.2,8.5,107,579
12.8,7.4,7.8,193,77
35.7,7.5,7.7,95,13
15.9,7.6,7.7,149,19
11.8,6.2,6.6,192,629
11.4,7.6,8.0,149,198
40.7,8.2,8.3,146,684
37.1,7.2,7.3,165,263
16.9,7.0,7.1,95,56
33.5,7.5,7.8,149,415
191.4,5.6,8.1,149,84
20.7,7.7,7.7,188,144
12.7,6.5,6.9,149,95
23.3,7.3,7.6,225,192
8.7,7.0,7.3,149,509
21.9,7.5,7.9,149,602
63.9,8.3,8.1,95,569
29.6,8.0,8.2,178,683
21.7,6.3,6.3,113,641
33.4,7.6,7.8,196,348
24.5,7.4,7.7,102,320
4.5,7.1,7.9,152,245
3.4,5.7,6.4,213,659
27.5,7.6,8.0,102,508
29.4,8.0,8.3,134,621
7.5,6.9,7.3,102,355
8.6,7.3,7.6,149,581
18.0,7.0,7.1,139,695
18.0,7.1,7.4,203,428
176.2,8.7,9.2,134,203
18.3,7.0,7.0,149,422
64.8,8.4,8.5,77,640
7.5,7.0,7.2,136,762
8.6,7.2,7.7,125,435
3.5,5.8,6.2,102,449
33.7,7.6,7.8,73,609
26.4,7.7,7.7,149,383
12.4,6.9,7.4,102,282
12.4,6.9,7.1,203,55
10.3,7.4,7.6,77,664
14.6,6.9,7.3,47,391
38.4,7.1,7.2,100,192
38.9,7.5,7.8,142,43
12.6,6.7,6.8,77,651
15.6,7.3,7.7,102,364
32.7,7.7,8.0,76,722
36.0,7.9,8.0,99,671
9.1,6.4,6.6,125,163
26.8,7.9,8.0,102,762
8.1,7.3,7.9,203,660
