Popularity,Vote_Average,IMDb_Rating,Genres,Director,Winner
8.8,7.6,8.0,Drama,Guy Green,False
9.2,7.3,7.7,"Drama, Romance",George Stevens,False
9.2,7.3,7.7,"Drama, Romance",George Stevens,False
9.2,7.3,7.7,"Drama, Romance",George Stevens,True
9.2,7.3,7.7,"Drama, Romance",George Stevens,True
9.2,7.3,7.7,"Drama, Romance",George Stevens,False
220.4,6.9,7.2,"Comedy, Drama",Jesse Eisenberg,False
220.4,6.9,7.2,"Comedy, Drama",Jesse Eisenberg,False
17.8,7.0,7.2,Drama,Robert Redford,True
17.8,7.0,7.2,Drama,Robert Redford,False
17.1,7.0,7.2,"Drama, Romance",James Ivory,False
17.1,7.0,7.2,"Drama, Romance",James Ivory,False
17.1,7.0,7.2,"Drama, Romance",James Ivory,False
17.1,7.0,7.2,"Drama, Romance",James Ivory,False
17.1,7.0,7.2,"Drama, Romance",James Ivory,False
17.1,7.0,7.2,"Drama, Romance",James Ivory,True
18.0,7.9,8.3,Drama,Asghar Farhadi,False
14.0,6.7,7.0,"Comedy, Drama","Ethan Coen, Joel Coen",False
14.0,6.7,7.0,"Comedy, Drama","Ethan Coen, Joel Coen",False
1.0,5.8,5.5,Drama,William K. Howard,False
16.1,7.2,7.5,"Crime, Drama, Thriller",Sam Raimi,False
16.1,7.2,7.5,"Crime, Drama, Thriller",Sam Raimi,False
12.3,7.3,7.5,"Drama, Romance, Thriller",Tom Ford,False
10.2,6.8,7.2,"Crime, Drama, Mystery",Norman Jewison,False
10.2,6.8,7.2,"Crime, Drama, Mystery",Norman Jewison,False
10.2,6.8,7.2,"Crime, Drama, Mystery",Norman Jewison,False
3.2,6.3,6.6,"Biography, Drama, Music",Charles Vidor,False
3.2,6.3,6.6,"Biography, Drama, Music",Charles Vidor,False
9.8,8.1,8.1,"Drama, Romance",Ettore Scola,False
10.8,7.1,7.3,"Drama, Romance","William A. Wellman, Jack Conway, Victor Fleming",False
10.8,7.1,7.3,"Drama, Romance","William A. Wellman, Jack Conway, Victor Fleming",False
10.8,7.1,7.3,"Drama, Romance","William A. Wellman, Jack Conway, Victor Fleming",False
10.8,7.1,7.3,"Drama, Romance","William A. Wellman, Jack Conway, Victor Fleming",False
11.5,7.1,7.5,"Drama, Musical, Romance",George Cukor,False
11.5,7.1,7.5,"Drama, Musical, Romance",George Cukor,False
8.6,6.0,6.2,"Drama, Music, Romance",Frank Pierson,False
38.2,7.5,7.6,"Drama, Music, Romance",Bradley Cooper,False
38.2,7.5,7.6,"Drama, Music, Romance",Bradley Cooper,False
38.2,7.5,7.6,"Drama, Music, Romance",Bradley Cooper,False
38.2,7.5,7.6,"Drama, Music, Romance",Bradley Cooper,False
38.2,7.5,7.6,"Drama, Music, Romance",Bradley Cooper,False
38.2,7.5,7.6,"Drama, Music, Romance",Bradley Cooper,False
18.2,7.6,7.9,Drama,Elia Kazan,False
18.2,7.6,7.9,Drama,Elia Kazan,True
18.2,7.6,7.9,Drama,Elia Kazan,True
18.2,7.6,7.9,Drama,Elia Kazan,True
18.2,7.6,7.9,Drama,Elia Kazan,False
18.2,7.6,7.9,Drama,Elia Kazan,False
18.2,7.6,7.9,Drama,Elia Kazan,False
7.4,6.8,7.8,"Drama, History, Romance","Jack Conway, Robert Z. Leonard",False
1.9,7.1,7.3,"Comedy, Drama",Fred Coe,True
1.9,7.1,7.3,"Comedy, Drama",Fred Coe,False
5.7,6.1,6.5,"Comedy, Romance",Melvin Frank,True
5.7,6.1,6.5,"Comedy, Romance",Melvin Frank,False
8.6,7.6,8.0,"Drama, Family, Romance",Elia Kazan,True
14.1,7.3,7.6,"Drama, Mystery, Romance",Jean-Pierre Jeunet,False
14.6,7.8,8.2,Drama,John Cassavetes,False
14.6,7.8,8.2,Drama,John Cassavetes,False
1.8,7.0,7.3,"Biography, Drama, History",John Cromwell,False
1.8,7.0,7.3,"Biography, Drama, History",John Cromwell,False
17.5,6.7,7.1,"Comedy, Drama, Romance","Chris Weitz, Paul Weitz",False
11.3,6.8,7.2,Drama,Alexander Payne,False
11.3,6.8,7.2,Drama,Alexander Payne,False
9.2,6.6,6.9,"Drama, Romance, Thriller",Sydney Pollack,False
9.2,6.6,6.9,"Drama, Romance, Thriller",Sydney Pollack,False
9.2,6.6,6.9,"Drama, Romance, Thriller",Sydney Pollack,False
13.9,7.4,7.7,"Comedy, Drama",Spike Jonze,False
13.9,7.4,7.7,"Comedy, Drama",Spike Jonze,True
13.9,7.4,7.7,"Comedy, Drama",Spike Jonze,False
13.9,7.4,7.7,"Comedy, Drama",Spike Jonze,False
7.4,6.2,6.7,"Adventure, Drama, Family",Luis Buñuel,False
8.4,6.3,6.9,"Drama, Mystery, Thriller",Paul Schrader,False
8.4,6.3,6.9,"Drama, Mystery, Thriller",Paul Schrader,True
4.2,6.0,6.0,"Comedy, Drama, Romance",Alan Rudolph,False
36.5,7.7,7.6,Drama,Charlotte Wells,False
7.8,6.2,6.6,"Drama, Mystery",Norman Jewison,False
7.8,6.2,6.6,"Drama, Mystery",Norman Jewison,False
5.3,6.4,7.0,"Action, Drama, History",Howard Hawks,False
5.3,6.4,7.0,"Action, Drama, History",Howard Hawks,False
13.4,6.4,6.6,"Action, Drama, Thriller","George Seaton, Henry Hathaway",True
13.4,6.4,6.6,"Action, Drama, Thriller","George Seaton, Henry Hathaway",False
13.4,6.4,6.6,"Action, Drama, Thriller","George Seaton, Henry Hathaway",False
13.4,6.4,6.6,"Action, Drama, Thriller","George Seaton, Henry Hathaway",False
12.8,6.3,6.7,"Drama, Romance",Rodrigo García,False
12.8,6.3,6.7,"Drama, Romance",Rodrigo García,False
3.5,6.6,6.8,"Drama, Music, Musical",Henry King,False
7.9,6.5,7.0,"Drama, Romance",Lewis Gilbert,False
7.9,6.5,7.0,"Drama, Romance",Lewis Gilbert,False
7.9,6.5,7.0,"Drama, Romance",Lewis Gilbert,False
4.0,6.3,6.6,"Drama, Mystery, Romance",John Cromwell,False
4.0,6.3,6.6,"Drama, Mystery, Romance",John Cromwell,False
4.0,6.3,6.6,"Drama, Mystery, Romance",John Cromwell,False
17.0,6.8,6.7,"Biography, Drama, Sport",Michael Mann,False
17.0,6.8,6.7,"Biography, Drama, Sport",Michael Mann,False
1.4,5.9,5.7,"Action, Crime, Romance",Roland West,False
1.4,5.9,5.7,"Action, Crime, Romance",Roland West,False
10.2,6.4,6.6,"Comedy, Romance",Woody Allen,False
4.0,6.7,6.9,"Comedy, Drama, Romance",George Stevens,False
4.0,6.7,6.9,"Comedy, Drama, Romance",George Stevens,False
9.9,7.0,7.3,"Drama, Romance",Martin Scorsese,True
9.9,7.0,7.3,"Drama, Romance",Martin Scorsese,False
9.9,7.0,7.3,"Drama, Romance",Martin Scorsese,False
7.2,6.2,6.3,"Comedy, Drama, Music",Arthur Penn,False
80.3,8.0,8.4,"Action, Adventure, Sci-Fi",James Cameron,False
17.7,8.1,8.2,Drama,Joseph L. Mankiewicz,True
17.7,8.1,8.2,Drama,Joseph L. Mankiewicz,False
17.7,8.1,8.2,Drama,Joseph L. Mankiewicz,False
17.7,8.1,8.2,Drama,Joseph L. Mankiewicz,False
17.7,8.1,8.2,Drama,Joseph L. Mankiewicz,False
17.7,8.1,8.2,Drama,Joseph L. Mankiewicz,False
17.7,8.1,8.2,Drama,Joseph L. Mankiewicz,True
17.7,8.1,8.2,Drama,Joseph L. Mankiewicz,True
19.3,7.8,8.1,"Drama, War",Lewis Milestone,False
19.3,7.8,8.1,"Drama, War",Lewis Milestone,True
19.3,7.8,8.1,"Drama, War",Lewis Milestone,True
67.8,7.7,7.8,"Drama, History, War",Edward Berger,True
67.8,7.7,7.8,"Drama, History, War",Edward Berger,False
67.8,7.7,7.8,"Drama, History, War",Edward Berger,False
12.6,7.5,7.8,"Drama, Music, Musical",Bob Fosse,False
12.6,7.5,7.8,"Drama, Music, Musical",Bob Fosse,False
12.6,7.5,7.8,"Drama, Music, Musical",Bob Fosse,False
12.6,7.5,7.8,"Drama, Music, Musical",Bob Fosse,False
12.6,7.5,7.8,"Drama, Music, Musical",Bob Fosse,False
4.9,7.0,7.6,"Drama, Fantasy, Romance",William Dieterle,False
3.0,5.9,6.2,"Adventure, Drama, Romance",Richard Thorpe,False
9.2,7.0,7.4,"Drama, Film-Noir",Robert Rossen,True
9.2,7.0,7.4,"Drama, Film-Noir",Robert Rossen,False
9.2,7.0,7.4,"Drama, Film-Noir",Robert Rossen,True
9.2,7.0,7.4,"Drama, Film-Noir",Robert Rossen,False
9.2,7.0,7.4,"Drama, Film-Noir",Robert Rossen,True
16.3,6.5,6.8,"Crime, Drama, History",Ridley Scott,False
16.0,7.7,7.9,"Biography, Drama, History",Alan J. Pakula,True
16.0,7.7,7.9,"Biography, Drama, History",Alan J. Pakula,False
16.0,7.7,7.9,"Biography, Drama, History",Alan J. Pakula,False
16.0,7.7,7.9,"Biography, Drama, History",Alan J. Pakula,False
8.7,7.1,7.4,"Drama, Romance",Anatole Litvak,False
8.7,7.1,7.4,"Drama, Romance",Anatole Litvak,False
8.7,7.1,7.4,"Drama, Romance",Anatole Litvak,False
30.7,7.5,7.9,"Adventure, Comedy, Drama",Cameron Crowe,False
30.7,7.5,7.9,"Adventure, Comedy, Drama",Cameron Crowe,False
30.7,7.5,7.9,"Adventure, Comedy, Drama",Cameron Crowe,True
1.4,5.7,5.4,Drama,Alfred Santell,False
28.9,8.0,8.4,"Biography, Drama, Music",Milos Forman,True
28.9,8.0,8.4,"Biography, Drama, Music",Milos Forman,False
28.9,8.0,8.4,"Biography, Drama, Music",Milos Forman,False
28.9,8.0,8.4,"Biography, Drama, Music",Milos Forman,True
28.9,8.0,8.4,"Biography, Drama, Music",Milos Forman,True
28.9,8.0,8.4,"Biography, Drama, Music",Milos Forman,True
11.4,7.9,7.9,"Comedy, Drama",Federico Fellini,False
11.4,7.9,7.9,"Comedy, Drama",Federico Fellini,False
56.5,7.9,8.3,"Comedy, Romance",Jean-Pierre Jeunet,False
56.5,7.9,8.3,"Comedy, Romance",Jean-Pierre Jeunet,False
6.3,6.9,7.7,Drama,Elia Kazan,False
6.3,6.9,7.7,Drama,Elia Kazan,False
6.3,6.9,7.7,Drama,Elia Kazan,False
33.1,8.0,8.3,Drama,Sam Mendes,True
33.1,8.0,8.3,Drama,Sam Mendes,False
33.1,8.0,8.3,Drama,Sam Mendes,True
33.1,8.0,8.3,Drama,Sam Mendes,True
33.1,8.0,8.3,Drama,Sam Mendes,True
33.1,8.0,8.3,Drama,Sam Mendes,True
16.3,7.3,7.5,"Comedy, Drama",Cord Jefferson,False
16.3,7.3,7.5,"Comedy, Drama",Cord Jefferson,False
16.3,7.3,7.5,"Comedy, Drama",Cord Jefferson,False
16.3,7.3,7.5,"Comedy, Drama",Cord Jefferson,True
33.7,7.6,7.8,"Biography, Crime, Drama",Ridley Scott,False
26.3,7.0,7.5,"Comedy, Drama",Cord Jefferson,False
26.3,7.0,7.4,"Comedy, Drama, Music",George Lucas,False
26.3,7.0,7.4,"Comedy, Drama, Music",George Lucas,False
30.9,8.3,8.5,"Crime, Drama",Tony Kaye,False
25.9,6.9,7.2,"Crime, Drama",David O. Russell,False
25.9,6.9,7.2,"Crime, Drama",David O. Russell,False
25.9,6.9,7.2,"Crime, Drama",David O. Russell,False
25.9,6.9,7.2,"Crime, Drama",David O. Russell,False
25.9,6.9,7.2,"Crime, Drama",David O. Russell,False
25.9,6.9,7.2,"Crime, Drama",David O. Russell,False
25.9,6.9,7.2,"Crime, Drama",David O. Russell,False
60.6,7.4,7.3,"Action, Biography, Drama",Clint Eastwood,False
60.6,7.4,7.3,"Action, Biography, Drama",Clint Eastwood,False
60.6,7.4,7.3,"Action, Biography, Drama",Clint Eastwood,False
6.1,7.2,7.4,"Biography, Comedy, Drama","Shari Springer Berman, Robert Pulcini",False
3.0,7.0,7.3,"Biography, Drama, History",Steven Spielberg,False
3.0,7.0,7.3,"Biography, Drama, History",Steven Spielberg,False
15.6,7.8,7.9,Drama,Michael Haneke,False
15.6,7.8,7.9,Drama,Michael Haneke,False
15.6,7.8,7.9,Drama,Michael Haneke,False
15.6,7.8,7.9,Drama,Michael Haneke,False
13.7,7.4,7.4,"Comedy, Drama, Music",George Lucas,False
12.2,7.0,7.1,"Drama, Musical, Romance",Vincente Minnelli,True
12.2,7.0,7.1,"Drama, Musical, Romance",Vincente Minnelli,False
12.2,7.0,7.1,"Drama, Musical, Romance",Vincente Minnelli,True
13.0,6.9,7.2,Drama,Lone Scherfig,False
13.0,6.9,7.2,Drama,Lone Scherfig,False
13.0,6.9,7.2,Drama,Lone Scherfig,False
27.9,7.0,7.1,"Drama, Romance",Taylor Hackford,True
27.9,7.0,7.1,"Drama, Romance",Taylor Hackford,False
27.9,7.0,7.1,"Drama, Romance",Taylor Hackford,False
4.6,6.7,7.5,"Drama, Romance",Leo McCarey,False
4.6,6.7,7.2,"Drama, Romance",Paul Mazursky,False
4.6,6.7,7.2,"Drama, Romance",Paul Mazursky,False
8.8,6.8,7.2,"Drama, Romance",Paul Mazursky,True
52.1,7.5,7.7,"Crime, Drama, Thriller",Justine Triet,False
52.1,7.5,7.7,"Crime, Drama, Thriller",Justine Triet,False
52.1,7.5,7.7,"Crime, Drama, Thriller",Justine Triet,False
52.1,7.5,7.7,"Crime, Drama, Thriller",Justine Triet,True
21.0,7.8,7.0,"Biography, Drama, History",Anatole Litvak,False
21.0,7.8,8.0,"Crime, Drama, Mystery",Otto Preminger,False
21.0,7.8,8.0,"Crime, Drama, Mystery",Otto Preminger,False
21.0,7.8,8.0,"Crime, Drama, Mystery",Otto Preminger,False
21.0,7.8,8.0,"Crime, Drama, Mystery",Otto Preminger,False
9.2,6.8,7.0,"Comedy, Fantasy, Musical","George Sidney, Joseph Barbera, William Hanna",False
9.2,6.8,7.0,"Comedy, Fantasy, Musical","George Sidney, Joseph Barbera, William Hanna",False
9.2,6.8,7.0,"Comedy, Fantasy, Musical","George Sidney, Joseph Barbera, William Hanna",False
2.0,5.7,8.0,"Crime, Drama, Mystery",Otto Preminger,False
2.5,5.9,6.5,"Adventure, Comedy, Crime","Ben Hecht, Lee Garmes",False
10.2,7.5,7.9,"Crime, Drama, Film-Noir",Michael Curtiz,False
10.2,7.5,7.9,"Crime, Drama, Film-Noir",Michael Curtiz,False
14.3,6.8,7.2,"Crime, Drama, Thriller",David Michôd,False
1.6,5.6,6.4,Drama,Yurek Bogayevicz,False
5.2,6.1,7.0,"Biography, Drama, Romance",John Cromwell,False
5.2,6.1,7.0,"Biography, Drama, Romance",John Cromwell,True
5.1,6.2,6.6,"Drama, Romance",Clarence Brown,False
5.1,6.2,6.6,"Drama, Romance",Clarence Brown,False
5.1,6.2,6.6,"Drama, Romance",Clarence Brown,False
23.9,6.7,6.6,"Drama, Romance",Joe Wright,False
12.6,7.1,7.2,"Drama, Romance",Claude Lelouch,False
12.6,7.1,7.4,"Biography, Drama, History",Charles Jarrott,False
12.6,7.1,7.4,"Biography, Drama, History",Charles Jarrott,False
12.6,7.1,7.4,"Biography, Drama, History",Charles Jarrott,False
12.6,7.1,7.4,"Biography, Drama, History",Charles Jarrott,False
7.4,6.8,6.9,"Comedy, Musical, Romance","George Sidney, Busby Berkeley",False
18.1,7.7,8.0,"Comedy, Romance",Woody Allen,False
18.1,7.7,8.0,"Comedy, Romance",Woody Allen,True
18.1,7.7,8.0,"Comedy, Romance",Woody Allen,True
18.1,7.7,8.0,"Comedy, Romance",Woody Allen,True
18.1,7.7,8.0,"Comedy, Romance",Woody Allen,True
768.0,7.0,7.8,"Comedy, Drama, Romance",Sean Baker,False
768.0,7.0,7.8,"Comedy, Drama, Romance",Sean Baker,False
768.0,7.0,7.8,"Comedy, Drama, Romance",Sean Baker,False
768.0,7.0,7.8,"Comedy, Drama, Romance",Sean Baker,False
768.0,7.0,7.8,"Comedy, Drama, Romance",Sean Baker,False
21.3,7.6,7.7,Drama,Thomas Vinterberg,False
8.5,7.0,7.4,"Comedy, Drama",Mike Leigh,False
2.8,5.7,6.3,"Adventure, Drama, Romance","Mervyn LeRoy, Michael Curtiz",True
2.8,5.7,6.3,"Adventure, Drama, Romance","Mervyn LeRoy, Michael Curtiz",True
2.8,5.7,6.3,"Adventure, Drama, Romance","Mervyn LeRoy, Michael Curtiz",False
61.2,8.3,8.4,"Drama, Mystery, War",Francis Ford Coppola,False
61.2,8.3,8.4,"Drama, Mystery, War",Francis Ford Coppola,True
61.2,8.3,8.4,"Drama, Mystery, War",Francis Ford Coppola,False
61.2,8.3,8.4,"Drama, Mystery, War",Francis Ford Coppola,False
61.2,8.3,8.4,"Drama, Mystery, War",Francis Ford Coppola,False
35.3,7.4,7.7,"Adventure, Drama, History",Ron Howard,False
35.3,7.4,7.7,"Adventure, Drama, History",Ron Howard,False
35.3,7.4,7.7,"Adventure, Drama, History",Ron Howard,False
35.3,7.4,7.7,"Adventure, Drama, History",Ron Howard,False
5.3,5.9,6.1,"Action, Adventure, Comedy",John Rawlins,False
27.2,7.3,7.7,"Biography, Drama, History",Ben Affleck,False
27.2,7.3,7.7,"Biography, Drama, History",Ben Affleck,True
27.2,7.3,7.7,"Biography, Drama, History",Ben Affleck,True
2.3,6.1,6.8,"Comedy, Drama, Romance",Mitchell Leisen,False
1.2,6.0,5.7,"Action, Comedy, Drama",George Nicholls Jr.,False
11.9,6.6,6.7,"Adventure, Comedy, Family",Michael Anderson,True
11.9,6.6,6.7,"Adventure, Comedy, Family",Michael Anderson,False
11.9,6.6,6.7,"Adventure, Comedy, Family",Michael Anderson,True
11.9,6.6,6.7,"Adventure, Comedy, Family",Michael Anderson,True
77.0,7.6,7.9,"Drama, Mystery, Sci-Fi",Denis Villeneuve,False
77.0,7.6,7.9,"Drama, Mystery, Sci-Fi",Denis Villeneuve,False
77.0,7.6,7.9,"Drama, Mystery, Sci-Fi",Denis Villeneuve,False
77.0,7.6,7.9,"Drama, Mystery, Sci-Fi",Denis Villeneuve,False
3.9,6.5,6.2,Drama,John Ford,False
3.9,6.5,6.2,Drama,John Ford,False
12.0,6.5,6.9,"Comedy, Romance",Steve Gordon,False
12.0,6.5,6.9,"Comedy, Romance",Steve Gordon,True
12.0,6.5,6.9,"Comedy, Romance",Steve Gordon,False
24.5,7.4,7.7,"Comedy, Drama, Romance",James L. Brooks,True
24.5,7.4,7.7,"Comedy, Drama, Romance",James L. Brooks,False
24.5,7.4,7.7,"Comedy, Drama, Romance",James L. Brooks,True
24.5,7.4,7.7,"Comedy, Drama, Romance",James L. Brooks,False
24.5,7.4,7.7,"Comedy, Drama, Romance",James L. Brooks,False
16.3,6.9,6.9,"Biography, Drama, History",Julian Schnabel,False
10.2,6.8,7.3,"Crime, Drama, Romance",Louis Malle,False
10.2,6.8,7.3,"Crime, Drama, Romance",Louis Malle,False
10.2,6.8,7.3,"Crime, Drama, Romance",Louis Malle,False
10.2,6.8,7.3,"Crime, Drama, Romance",Louis Malle,False
10.2,6.8,7.3,"Crime, Drama, Romance",Louis Malle,False
33.4,7.6,7.8,"Drama, Mystery, Romance",Joe Wright,False
33.4,7.6,7.8,"Drama, Mystery, Romance",Joe Wright,False
33.4,7.6,7.8,"Drama, Mystery, Romance",Joe Wright,False
33.4,7.6,7.8,"Drama, Mystery, Romance",Joe Wright,False
13.6,7.5,8.0,"Drama, War",Louis Malle,False
11.4,6.9,7.2,"Comedy, Drama",John Wells,False
11.4,6.9,7.2,"Comedy, Drama",John Wells,False
8.0,7.0,8.0,"Comedy, Drama, Romance",Morton DaCosta,False
8.0,7.0,8.0,"Comedy, Drama, Romance",Morton DaCosta,False
8.0,7.0,8.0,"Comedy, Drama, Romance",Morton DaCosta,False
8.0,7.0,8.0,"Comedy, Drama, Romance",Morton DaCosta,False
12.1,8.0,8.1,"Drama, Music",Ingmar Bergman,False
12.1,8.0,8.1,"Drama, Music",Ingmar Bergman,False
5.2,6.6,7.2,Drama,Barry Levinson,False
5.2,6.6,7.2,Drama,Barry Levinson,False
135.3,7.6,7.9,"Action, Adventure, Fantasy",James Cameron,True
135.3,7.6,7.9,"Action, Adventure, Fantasy",James Cameron,False
135.3,7.6,7.9,"Action, Adventure, Fantasy",James Cameron,False
170.1,7.6,7.5,"Action, Adventure, Fantasy",James Cameron,False
35.7,7.8,7.8,"Biography, Drama",Penny Marshall,False
35.7,7.8,7.8,"Biography, Drama",Penny Marshall,False
35.7,7.8,7.8,"Biography, Drama",Penny Marshall,False
10.7,7.0,7.5,Drama,Sarah Polley,False
10.7,7.0,7.5,Drama,Sarah Polley,False
30.4,6.2,6.9,"Comedy, Drama, Family",Chris Noonan,False
30.4,6.2,6.9,"Comedy, Drama, Family",Chris Noonan,False
30.4,6.2,6.9,"Comedy, Drama, Family",Chris Noonan,False
30.4,6.2,6.9,"Comedy, Drama, Family",Chris Noonan,False
19.2,7.2,7.5,Drama,Alejandro G. Iñárritu,False
19.2,7.2,7.5,Drama,Alejandro G. Iñárritu,False
19.2,7.2,7.5,Drama,Alejandro G. Iñárritu,False
19.2,7.2,7.5,Drama,Alejandro G. Iñárritu,False
19.2,7.2,7.5,Drama,Alejandro G. Iñárritu,False
