Year,Category,Film,Film_ID,Nominee,Winner,TMDb_ID,Popularity,Vote_Count,Vote_Average,Genres,Director,IMDb_Rating
1963,Best Picture,Cleopatra,tt0056937,"Walter Wanger, Producer",False,8095,29.747,754,7.037,,Joseph L. Mankiewicz,7.0
1977,Best Supporting Actress,Close Encounters of the Third Kind,tt0075860,Melinda Dillon,False,840,35.512,4247,7.4,,Steven Spielberg,7.6
1977,Best Cinematography,Close Encounters of the Third Kind,tt0075860,Vilmos Zsigmond,True,840,35.512,4247,7.4,,Steven Spielberg,7.6
1977,Best Director,Close Encounters of the Third Kind,tt0075860,Steven Spielberg,False,840,35.512,4247,7.4,,Steven Spielberg,7.6
2004,Best Supporting Actor,Closer,tt0376541,Clive Owen,False,2288,24.326,3453,6.834,,Mike Nichols,7.2
2004,Best Supporting Actress,Closer,tt0376541,Natalie Portman,False,2288,24.326,3453,6.834,,Mike Nichols,7.2
1980,Best Actress,Coal Miner's Daughter,tt0080549,Sissy Spacek,True,16769,11.622,257,7.3,,Michael Apted,7.5
1980,Best Cinematography,Coal Miner's Daughter,tt0080549,Ralf D. Bode,False,16769,11.622,257,7.3,,Michael Apted,7.5
1980,Best Picture,Coal Miner's Daughter,tt0080549,"Bernard Schwartz, Producer",False,16769,11.622,257,7.3,,Michael Apted,7.5
1980,Best Adapted Screenplay,Coal Miner's Daughter,tt0080549,Tom Rickman,False,16769,11.622,257,7.3,,Michael Apted,7.5
1985,Best Supporting Actor,Cocoon,tt0088933,Don Ameche,True,10328,14.807,1290,6.6,,Ron Howard,6.7
2021,Best Supporting Actor,CODA,tt10366460,Troy Kotsur,True,776503,36.013,2279,7.937,,Sian Heder,8.0
2021,Best Picture,CODA,tt10366460,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers",True,776503,36.013,2279,7.937,,Sian Heder,8.0
2021,Best Adapted Screenplay,CODA,tt10366460,Screenplay by Siân Heder,True,776503,36.013,2279,7.937,,Sian Heder,8.0
2003,Best Actor,Cold Mountain,tt0159365,Jude Law,False,2289,24.255,1792,6.92,,Anthony Minghella,7.2
2003,Best Supporting Actress,Cold Mountain,tt0159365,Renée Zellweger,True,2289,24.255,1792,6.92,,Anthony Minghella,7.2
2003,Best Cinematography,Cold Mountain,tt0159365,John Seale,False,2289,24.255,1792,6.92,,Anthony Minghella,7.2
2018,Best Cinematography,Cold War,tt6543652,Lukasz Zal,False,440298,12.383,1476,7.4,,Pawel Pawlikowski,7.5
2018,Best Director,Cold War,tt6543652,Pawel Pawlikowski,False,440298,12.383,1476,7.4,,Pawel Pawlikowski,7.5
2004,Best Supporting Actor,Collateral,tt0369339,Jamie Foxx,False,1538,30.622,5660,7.227,,Michael Mann,7.5
1936,Best Supporting Actor,Come and Get It,tt0027459,Walter Brennan,True,93313,6.156,37,6.8,,"Howard Hawks, William Wyler, Richard Rosson",6.9
1952,Best Actress,"Come Back, Little Sheba",tt0044509,Shirley Booth,True,84214,2.563,34,7.4,,Daniel Mann,7.5
1952,Best Supporting Actress,"Come Back, Little Sheba",tt0044509,Terry Moore,False,84214,2.563,34,7.4,,Daniel Mann,7.5
1951,Best Supporting Actor,Come Fill the Cup,tt0043424,Gig Young,False,150808,1.405,5,7.0,,Gordon Douglas,6.9
1949,Best Actress,Come to the Stable,tt0041257,Loretta Young,False,120481,3.84,23,6.3,,Henry Koster,7.1
1949,Best Supporting Actress,Come to the Stable,tt0041257,Celeste Holm,False,120481,3.84,23,6.3,,Henry Koster,7.1
1949,Best Supporting Actress,Come to the Stable,tt0041257,Elsa Lanchester,False,120481,3.84,23,6.3,,Henry Koster,7.1
1949,Best Cinematography,Come to the Stable,tt0041257,Joseph LaShelle,False,120481,3.84,23,6.3,,Henry Koster,7.1
1978,Best Supporting Actor,Comes a Horseman,tt0077360,Richard Farnsworth,False,42201,4.294,66,6.0,,Alan J. Pakula,6.3
1978,Best Actor,Coming Home,tt0077362,Jon Voight,True,31657,10.433,188,7.0,,Hal Ashby,7.3
1978,Best Supporting Actor,Coming Home,tt0077362,Bruce Dern,False,31657,10.433,188,7.0,,Hal Ashby,7.3
1978,Best Actress,Coming Home,tt0077362,Jane Fonda,True,31657,10.433,188,7.0,,Hal Ashby,7.3
1978,Best Supporting Actress,Coming Home,tt0077362,Penelope Milford,False,31657,10.433,188,7.0,,Hal Ashby,7.3
1978,Best Director,Coming Home,tt0077362,Hal Ashby,False,31657,10.433,188,7.0,,Hal Ashby,7.3
1978,Best Picture,Coming Home,tt0077362,"Jerome Hellman, Producer",False,31657,10.433,188,7.0,,Hal Ashby,7.3
1978,Best Original Screenplay,Coming Home,tt0077362,"Story by Nancy Dowd; Screenplay by Waldo Salt, Robert C. Jones",True,31657,10.433,188,7.0,,Hal Ashby,7.3
2024,Best Actor,Conclave,tt20215234,Ralph Fiennes,False,974576,255.206,1064,7.1,,Edward Berger,7.4
2024,Best Supporting Actress,Conclave,tt20215234,Isabella Rossellini,False,974576,255.206,1064,7.1,,Edward Berger,7.4
2024,Best Picture,Conclave,tt20215234,"Tessa Ross, Juliette Howell and Michael A. Jackman, Producers",False,974576,255.206,1064,7.1,,Edward Berger,7.4
2024,Best Adapted Screenplay,Conclave,tt20215234,Screenplay by Peter Straughan,False,974576,255.206,1064,7.1,,Edward Berger,7.4
1929,Best Actor,Condemned,tt0019785,Ronald Colman,False,104208,2.075,14,6.4,,Wesley Ruggles,6.4
1937,Best Actor,Conquest,tt0028739,Charles Boyer,False,30630,3.12,21,6.6,,"Clarence Brown, Gustav Machatý",6.5
1967,Best Actor,Cool Hand Luke,tt0061512,Paul Newman,False,903,21.215,1439,7.727,,Stuart Rosenberg,8.1
1967,Best Supporting Actor,Cool Hand Luke,tt0061512,George Kennedy,True,903,21.215,1439,7.727,,Stuart Rosenberg,8.1
1928,Best Actress,Coquette,tt0019788,Mary Pickford,True,85507,4.155,27,5.6,,Sam Taylor,5.5
1943,Best Cinematography,Corvette K-225,tt0035757,Tony Gaudio,False,177751,2.143,11,6.2,,"Richard Rosson, Howard Hawks",6.5
1984,Best Actress,Country,tt0087091,Jessica Lange,False,42087,2.891,32,6.391,,Richard Pearce,6.6
1976,Best Actress,"Cousin, Cousine",tt0072826,Marie-Christine Barrault,False,5618,3.618,37,6.2,,Jean-Charles Tacchella,6.6
1976,Best Original Screenplay,"Cousin, Cousine",tt0072826,Story and Screenplay by Jean-Charles Tacchella; Adaptation by Daniele Thompson,False,5618,3.618,37,6.2,,Jean-Charles Tacchella,6.6
1944,Best Cinematography,Cover Girl,tt0036723,"Rudolph Maté, Allen M. Davey",False,21622,6.485,89,6.4,,Charles Vidor,6.7
2005,Best Supporting Actor,Crash,tt0375679,Matt Dillon,False,1640,24.333,3492,7.225,,Paul Haggis,7.7
2005,Best Director,Crash,tt0375679,Paul Haggis,False,1640,24.333,3492,7.225,,Paul Haggis,7.7
2005,Best Picture,Crash,tt0375679,"Paul Haggis and Cathy Schulman, Producers",True,1640,24.333,3492,7.225,,Paul Haggis,7.7
2005,Best Original Screenplay,Crash,tt0375679,Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,True,1640,24.333,3492,7.225,,Paul Haggis,7.7
2009,Best Actor,Crazy Heart,tt1263670,Jeff Bridges,True,25196,11.92,1059,6.9,,Scott Cooper,7.2
2009,Best Supporting Actress,Crazy Heart,tt1263670,Maggie Gyllenhaal,False,25196,11.92,1059,6.9,,Scott Cooper,7.2
2015,Best Supporting Actor,Creed,tt3076658,Sylvester Stallone,False,312221,55.902,7484,7.409,,Ryan Coogler,7.6
1973,Best Cinematography,Cries and Whispers,tt0069467,Sven Nykvist,True,10238,11.824,692,7.9,,Ingmar Bergman,8.1
1973,Best Director,Cries and Whispers,tt0069467,Ingmar Bergman,False,10238,11.824,692,7.9,,Ingmar Bergman,8.1
1973,Best Picture,Cries and Whispers,tt0069467,"Ingmar Bergman, Producer",False,10238,11.824,692,7.9,,Ingmar Bergman,8.1
1989,Best Supporting Actor,Crimes and Misdemeanors,tt0097123,Martin Landau,False,11562,8.763,878,7.418,,Woody Allen,7.8
1989,Best Director,Crimes and Misdemeanors,tt0097123,Woody Allen,False,11562,8.763,878,7.418,,Woody Allen,7.8
1989,Best Original Screenplay,Crimes and Misdemeanors,tt0097123,Woody Allen,False,11562,8.763,878,7.418,,Woody Allen,7.8
1986,Best Actress,Crimes of the Heart,tt0090886,Sissy Spacek,False,48259,4.813,62,6.1,,Bruce Beresford,6.3
1986,Best Supporting Actress,Crimes of the Heart,tt0090886,Tess Harper,False,48259,4.813,62,6.1,,Bruce Beresford,6.3
1986,Best Adapted Screenplay,Crimes of the Heart,tt0090886,Beth Henley,False,48259,4.813,62,6.1,,Bruce Beresford,6.3
1983,Best Supporting Actor,Cross Creek,tt0085380,Rip Torn,False,115332,2.763,23,6.5,,Martin Ritt,6.9
1983,Best Supporting Actress,Cross Creek,tt0085380,Alfre Woodard,False,115332,2.763,23,6.5,,Martin Ritt,6.9
1947,Best Supporting Actor,Crossfire,tt0039286,Robert Ryan,False,28120,15.296,138,6.6,,Edward Dmytryk,7.3
1947,Best Supporting Actress,Crossfire,tt0039286,Gloria Grahame,False,28120,15.296,138,6.6,,Edward Dmytryk,7.3
1947,Best Director,Crossfire,tt0039286,Edward Dmytryk,False,28120,15.296,138,6.6,,Edward Dmytryk,7.3
1947,Best Picture,Crossfire,tt0039286,RKO Radio,False,28120,15.296,138,6.6,,Edward Dmytryk,7.3
2000,Best Cinematography,"Crouching Tiger, Hidden Dragon",tt0190332,Peter Pau,True,146,25.413,3233,7.4,,Ang Lee,7.9
2000,Best Director,"Crouching Tiger, Hidden Dragon",tt0190332,Ang Lee,False,146,25.413,3233,7.4,,Ang Lee,7.9
2000,Best Picture,"Crouching Tiger, Hidden Dragon",tt0190332,"Bill Kong, Hsu Li Kong and Ang Lee, Producers",False,146,25.413,3233,7.4,,Ang Lee,7.9
2000,Best Adapted Screenplay,"Crouching Tiger, Hidden Dragon",tt0190332,Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung,False,146,25.413,3233,7.4,,Ang Lee,7.9
1987,Best Supporting Actor,Cry Freedom,tt0092804,Denzel Washington,False,12506,9.024,211,7.0,,Richard Attenborough,7.4
1950,Best Actor,Cyrano de Bergerac,tt0042367,José Ferrer,True,43386,7.308,61,6.8,,Michael Gordon,7.4
1990,Best Actor,Cyrano de Bergerac,tt0099334,Gerard Depardieu,False,11673,13.085,766,7.326,,Jean-Paul Rappeneau,7.5
2013,Best Actor,Dallas Buyers Club,tt0790636,Matthew McConaughey,True,152532,24.949,8505,7.9,,Jean-Marc Vallée,7.9
2013,Best Supporting Actor,Dallas Buyers Club,tt0790636,Jared Leto,True,152532,24.949,8505,7.9,,Jean-Marc Vallée,7.9
2013,Best Picture,Dallas Buyers Club,tt0790636,"Robbie Brenner and Rachel Winter, Producers",False,152532,24.949,8505,7.9,,Jean-Marc Vallée,7.9
2013,Best Original Screenplay,Dallas Buyers Club,tt0790636,Written by Craig Borten & Melisa Wallack,False,152532,24.949,8505,7.9,,Jean-Marc Vallée,7.9
1992,Best Supporting Actress,Damage,tt0104237,Miranda Richardson,False,11012,27.154,602,6.633,,Louis Malle,6.7
1990,Best Actor,Dances With Wolves,tt0099348,Kevin Costner,False,581,43.628,4272,7.8,,Kevin Costner,8.0
1990,Best Supporting Actor,Dances With Wolves,tt0099348,Graham Greene,False,581,43.628,4272,7.8,,Kevin Costner,8.0
1990,Best Supporting Actress,Dances With Wolves,tt0099348,Mary McDonnell,False,581,43.628,4272,7.8,,Kevin Costner,8.0
1990,Best Cinematography,Dances With Wolves,tt0099348,Dean Semler,True,581,43.628,4272,7.8,,Kevin Costner,8.0
1990,Best Director,Dances With Wolves,tt0099348,Kevin Costner,True,581,43.628,4272,7.8,,Kevin Costner,8.0
1990,Best Picture,Dances With Wolves,tt0099348,"Jim Wilson and Kevin Costner, Producers",True,581,43.628,4272,7.8,,Kevin Costner,8.0
1990,Best Adapted Screenplay,Dances With Wolves,tt0099348,Michael Blake,True,581,43.628,4272,7.8,,Kevin Costner,8.0
1935,Best Actress,Dangerous,tt0026261,Bette Davis,True,52863,4.687,49,6.7,,Alfred E. Green,6.8
1988,Best Actress,Dangerous Liaisons,tt0094947,Glenn Close,False,859,19.549,1167,7.2,,Stephen Frears,7.5
1988,Best Supporting Actress,Dangerous Liaisons,tt0094947,Michelle Pfeiffer,False,859,19.549,1167,7.2,,Stephen Frears,7.5
1988,Best Picture,Dangerous Liaisons,tt0094947,"Norma Heyman and Hank Moonjean, Producers",False,859,19.549,1167,7.2,,Stephen Frears,7.5
1988,Best Adapted Screenplay,Dangerous Liaisons,tt0094947,Christopher Hampton,True,859,19.549,1167,7.2,,Stephen Frears,7.5
1987,Best Actor,Dark Eyes,tt0093664,Marcello Mastroianni,False,44658,9.702,88,6.8,,Nikita Mikhalkov,7.3
1939,Best Actress,Dark Victory,tt0031210,Bette Davis,False,27972,5.28,141,6.954,,Edmund Goulding,7.4
1939,Best Picture,Dark Victory,tt0031210,Warner Bros.-First National,False,27972,5.28,141,6.954,,Edmund Goulding,7.4
2017,Best Actor,Darkest Hour,tt4555426,Gary Oldman,True,399404,25.776,5120,7.351,,Joe Wright,7.4
2017,Best Cinematography,Darkest Hour,tt4555426,Bruno Delbonnel,False,399404,25.776,5120,7.351,,Joe Wright,7.4
2017,Best Picture,Darkest Hour,tt4555426,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",False,399404,25.776,5120,7.351,,Joe Wright,7.4
1965,Best Actress,Darling,tt0059084,Julie Christie,True,24134,9.304,130,6.7,,John Schlesinger,7.0
1965,Best Director,Darling,tt0059084,John Schlesinger,False,24134,9.304,130,6.7,,John Schlesinger,7.0
1965,Best Picture,Darling,tt0059084,"Joseph Janni, Producer",False,24134,9.304,130,6.7,,John Schlesinger,7.0
1965,Best Original Screenplay,Darling,tt0059084,Frederic Raphael,True,24134,9.304,130,6.7,,John Schlesinger,7.0
1982,Best Cinematography,Das Boot,tt0082096,Jost Vacano,False,387,29.132,2240,8.084,,Wolfgang Petersen,8.4
1982,Best Director,Das Boot,tt0082096,Wolfgang Petersen,False,387,29.132,2240,8.084,,Wolfgang Petersen,8.4
1982,Best Adapted Screenplay,Das Boot,tt0082096,Wolfgang Petersen,False,387,29.132,2240,8.084,,Wolfgang Petersen,8.4
1993,Best Original Screenplay,Dave,tt0106673,Gary Ross,False,11566,11.462,756,6.651,,Ivan Reitman,6.9
1951,Best Cinematography,David and Bathsheba,tt0043455,Leon Shamroy,False,42567,6.066,61,5.8,,Henry King,6.1
1962,Best Director,David and Lisa,tt0055892,Frank Perry,False,109667,4.307,55,7.3,,Frank Perry,7.2
1935,Best Picture,David Copperfield,tt0026266,Metro-Goldwyn-Mayer,False,43899,8.822,68,6.588,,George Cukor,7.3
1974,Best Supporting Actress,Day for Night,tt0070460,Valentina Cortese,False,1675,10.269,597,7.786,,François Truffaut,8.0
1974,Best Director,Day for Night,tt0070460,Francois Truffaut,False,1675,10.269,597,7.786,,François Truffaut,8.0
1974,Best Original Screenplay,Day for Night,tt0070460,"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",False,1675,10.269,597,7.786,,François Truffaut,8.0
1978,Best Cinematography,Days of Heaven,tt0077405,Nestor Almendros,True,16642,17.706,1028,7.5,,Terrence Malick,8.0
1962,Best Actor,Days of Wine and Roses,tt0055895,Jack Lemmon,False,32488,8.627,192,7.466,,Blake Edwards,7.9
1962,Best Actress,Days of Wine and Roses,tt0055895,Lee Remick,False,32488,8.627,192,7.466,,Blake Edwards,7.9
1937,Best Supporting Actress,Dead End,tt0028773,Claire Trevor,False,27973,7.502,126,7.0,,William Wyler,7.2
1937,Best Cinematography,Dead End,tt0028773,Gregg Toland,False,27973,7.502,126,7.0,,William Wyler,7.2
1937,Best Picture,Dead End,tt0028773,Samuel Goldwyn Productions,False,27973,7.502,126,7.0,,William Wyler,7.2
1995,Best Actor,Dead Man Walking,tt0112818,Sean Penn,False,687,23.091,1354,7.3,,Tim Robbins,7.5
1995,Best Actress,Dead Man Walking,tt0112818,Susan Sarandon,True,687,23.091,1354,7.3,,Tim Robbins,7.5
1995,Best Director,Dead Man Walking,tt0112818,Tim Robbins,False,687,23.091,1354,7.3,,Tim Robbins,7.5
1989,Best Actor,Dead Poets Society,tt0097165,Robin Williams,False,207,63.938,11427,8.3,,Peter Weir,8.1
1989,Best Director,Dead Poets Society,tt0097165,Peter Weir,False,207,63.938,11427,8.3,,Peter Weir,8.1
1989,Best Picture,Dead Poets Society,tt0097165,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",False,207,63.938,11427,8.3,,Peter Weir,8.1
1989,Best Original Screenplay,Dead Poets Society,tt0097165,Tom Schulman,True,207,63.938,11427,8.3,,Peter Weir,8.1
1951,Best Actor,Death of a Salesman,tt0043458,Fredric March,False,104394,2.551,16,6.9,,Laslo Benedek,7.2
1951,Best Supporting Actor,Death of a Salesman,tt0043458,Kevin McCarthy,False,104394,2.551,16,6.9,,Laslo Benedek,7.2
1951,Best Supporting Actress,Death of a Salesman,tt0043458,Mildred Dunnock,False,104394,2.551,16,6.9,,Laslo Benedek,7.2
1951,Best Cinematography,Death of a Salesman,tt0043458,Frank Planer,False,104394,2.551,16,6.9,,Laslo Benedek,7.2
1951,Best Picture,Decision before Dawn,tt0043459,"Anatole Litvak and Frank McCarthy, Producers",False,4461,3.614,44,6.7,,Anatole Litvak,7.2
1997,Best Original Screenplay,Deconstructing Harry,tt0118954,Woody Allen,False,2639,13.613,968,7.3,,Woody Allen,7.3
1972,Best Director,Deliverance,tt0068473,John Boorman,False,10669,14.153,1603,7.306,,John Boorman,7.7
1972,Best Picture,Deliverance,tt0068473,"John Boorman, Producer",False,10669,14.153,1603,7.306,,John Boorman,7.7
1957,Best Original Screenplay,Designing Woman,tt0050306,George Wells,True,33668,7.629,70,6.5,,Vincente Minnelli,6.8
1958,Best Cinematography,Desire under the Elms,tt0051534,Daniel L. Fapp,False,77960,4.114,20,6.8,,Delbert Mann,6.5
1951,Best Actress,Detective Story,tt0043465,Eleanor Parker,False,20853,6.224,142,6.982,,William Wyler,7.5
1951,Best Supporting Actress,Detective Story,tt0043465,Lee Grant,False,20853,6.224,142,6.982,,William Wyler,7.5
1951,Best Director,Detective Story,tt0043465,William Wyler,False,20853,6.224,142,6.982,,William Wyler,7.5
1970,Best Actress,Diary of a Mad Housewife,tt0065636,Carrie Snodgress,False,31677,3.972,37,6.4,,Frank Perry,6.9
1990,Best Supporting Actor,Dick Tracy,tt0099422,Al Pacino,False,8592,14.388,938,6.1,,Warren Beatty,6.2
1990,Best Cinematography,Dick Tracy,tt0099422,Vittorio Storaro,False,8592,14.388,938,6.1,,Warren Beatty,6.2
1945,Best Original Screenplay,Dillinger,tt0037644,Philip Yordan,False,28115,2.479,30,5.9,,Max Nosseck,6.5
1982,Best Original Screenplay,Diner,tt0083833,Barry Levinson,False,13776,13.959,282,6.8,,Barry Levinson,7.0
2003,Best Original Screenplay,Dirty Pretty Things,tt0301199,Written by Steven Knight,False,3472,8.812,447,6.9,,Stephen Frears,7.2
1929,Best Actor,Disraeli,tt0019823,George Arliss,True,84274,3.718,20,5.1,,Alfred E. Green,6.1
1929,Best Picture,Disraeli,tt0019823,Warner Bros.,False,84274,3.718,20,5.1,,Alfred E. Green,6.1
2009,Best Picture,District 9,tt1136608,"Peter Jackson and Carolynne Cunningham, Producers",False,17654,45.485,9563,7.4,,Neill Blomkamp,7.9
2009,Best Adapted Screenplay,District 9,tt1136608,Written by Neill Blomkamp and Terri Tatchell,False,17654,45.485,9563,7.4,,Neill Blomkamp,7.9
1941,Best Cinematography,Dive Bomber,tt0033537,Bert Glennon,False,65587,8.254,28,6.3,,Michael Curtiz,6.5
1967,Best Original Screenplay,Divorce American Style,tt0061581,Story by Robert Kaufman; Screenplay by Norman Lear,False,102057,3.64,22,5.8,,Bud Yorkin,6.3
1962,Best Actor,Divorce--Italian Style,tt0055913,Marcello Mastroianni,False,20271,9.154,470,7.903,,Pietro Germi,8.0
1962,Best Director,Divorce--Italian Style,tt0055913,Pietro Germi,False,20271,9.154,470,7.903,,Pietro Germi,8.0
1962,Best Original Screenplay,Divorce--Italian Style,tt0055913,"Ennio de Concini, Alfredo Giannetti, Pietro Germi",True,20271,9.154,470,7.903,,Pietro Germi,8.0
2012,Best Supporting Actor,Django Unchained,tt1853728,Christoph Waltz,True,68718,69.558,26444,8.182,,Quentin Tarantino,8.5
2012,Best Cinematography,Django Unchained,tt1853728,Robert Richardson,False,68718,69.558,26444,8.182,,Quentin Tarantino,8.5
2012,Best Picture,Django Unchained,tt1853728,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers",False,68718,69.558,26444,8.182,,Quentin Tarantino,8.5
2012,Best Original Screenplay,Django Unchained,tt1853728,Written by Quentin Tarantino,True,68718,69.558,26444,8.182,,Quentin Tarantino,8.5
1989,Best Supporting Actor,Do the Right Thing,tt0097216,Danny Aiello,False,925,19.364,1789,7.8,,Spike Lee,7.9
1989,Best Original Screenplay,Do the Right Thing,tt0097216,Spike Lee,False,925,19.364,1789,7.8,,Spike Lee,7.9
1967,Best Cinematography,Doctor Dolittle,tt0061584,Robert Surtees,False,16081,12.13,180,6.2,,Richard Fleischer,6.2
1967,Best Picture,Doctor Dolittle,tt0061584,"Arthur P. Jacobs, Producer",False,16081,12.13,180,6.2,,Richard Fleischer,6.2
1965,Best Supporting Actor,Doctor Zhivago,tt0059113,Tom Courtenay,False,907,28.637,1155,7.5,,David Lean,7.9
1965,Best Cinematography,Doctor Zhivago,tt0059113,Freddie Young,True,907,28.637,1155,7.5,,David Lean,7.9
1965,Best Director,Doctor Zhivago,tt0059113,David Lean,False,907,28.637,1155,7.5,,David Lean,7.9
1965,Best Picture,Doctor Zhivago,tt0059113,"Carlo Ponti, Producer",False,907,28.637,1155,7.5,,David Lean,7.9
1936,Best Actor,Dodsworth,tt0027532,Walter Huston,False,31507,6.578,129,7.085,,William Wyler,7.7
1936,Best Supporting Actress,Dodsworth,tt0027532,Maria Ouspenskaya,False,31507,6.578,129,7.085,,William Wyler,7.7
1936,Best Director,Dodsworth,tt0027532,William Wyler,False,31507,6.578,129,7.085,,William Wyler,7.7
1936,Best Picture,Dodsworth,tt0027532,Samuel Goldwyn Productions,False,31507,6.578,129,7.085,,William Wyler,7.7
1975,Best Actor,Dog Day Afternoon,tt0072890,Al Pacino,False,968,19.9,2994,7.843,,Sidney Lumet,8.0
1975,Best Supporting Actor,Dog Day Afternoon,tt0072890,Chris Sarandon,False,968,19.9,2994,7.843,,Sidney Lumet,8.0
1975,Best Director,Dog Day Afternoon,tt0072890,Sidney Lumet,False,968,19.9,2994,7.843,,Sidney Lumet,8.0
1975,Best Picture,Dog Day Afternoon,tt0072890,"Martin Bregman and Martin Elfand, Producers",False,968,19.9,2994,7.843,,Sidney Lumet,8.0
1975,Best Original Screenplay,Dog Day Afternoon,tt0072890,Frank Pierson,True,968,19.9,2994,7.843,,Sidney Lumet,8.0
2021,Best Picture,Don't Look Up,tt11286314,"Adam McKay and Kevin Messick, Producers",False,646380,33.072,8372,7.1,,Adam McKay,7.2
2021,Best Original Screenplay,Don't Look Up,tt11286314,Screenplay by Adam McKay; Story by Adam McKay & David Sirota,False,646380,33.072,8372,7.1,,Adam McKay,7.2
1997,Best Adapted Screenplay,Donnie Brasco,tt0119008,Paul Attanasio,False,9366,24.077,4462,7.5,,Mike Newell,7.7
1944,Best Actress,Double Indemnity,tt0036775,Barbara Stanwyck,False,996,20.05,1820,8.113,,Billy Wilder,8.3
1944,Best Cinematography,Double Indemnity,tt0036775,John Seitz,False,996,20.05,1820,8.113,,Billy Wilder,8.3
1944,Best Director,Double Indemnity,tt0036775,Billy Wilder,False,996,20.05,1820,8.113,,Billy Wilder,8.3
1944,Best Picture,Double Indemnity,tt0036775,Paramount,False,996,20.05,1820,8.113,,Billy Wilder,8.3
2008,Best Supporting Actor,Doubt,tt0918927,Philip Seymour Hoffman,False,14359,15.677,1712,7.2,,John Patrick Shanley,7.5
2008,Best Actress,Doubt,tt0918927,Meryl Streep,False,14359,15.677,1712,7.2,,John Patrick Shanley,7.5
2008,Best Supporting Actress,Doubt,tt0918927,Amy Adams,False,14359,15.677,1712,7.2,,John Patrick Shanley,7.5
2008,Best Supporting Actress,Doubt,tt0918927,Viola Davis,False,14359,15.677,1712,7.2,,John Patrick Shanley,7.5
2008,Best Adapted Screenplay,Doubt,tt0918927,Written by John Patrick Shanley,False,14359,15.677,1712,7.2,,John Patrick Shanley,7.5
1940,Best Cinematography,Down Argentine Way,tt0032410,"Leon Shamroy, Ray Rennahan",False,43810,2.495,24,6.0,,Irving Cummings,6.4
1940,Best Original Screenplay,Dr. Ehrlich's Magic Bullet,tt0032413,"John Huston, Heinz Herald, Norman Burnside",False,88192,4.163,29,6.3,,William Dieterle,7.4
1931,Best Actor,Dr. Jekyll and Mr. Hyde,tt0022835,Fredric March,True,3019,10.281,291,7.3,,Rouben Mamoulian,7.6
1931,Best Cinematography,Dr. Jekyll and Mr. Hyde,tt0022835,Karl Struss,False,3019,10.281,291,7.3,,Rouben Mamoulian,7.6
1941,Best Cinematography,Dr. Jekyll and Mr. Hyde,tt0033553,Joseph Ruttenberg,False,3022,9.16,166,6.4,,Victor Fleming,6.8
1964,Best Actor,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,Peter Sellers,False,935,33.722,5678,8.117,,Stanley Kubrick,8.4
1964,Best Director,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,Stanley Kubrick,False,935,33.722,5678,8.117,,Stanley Kubrick,8.4
1964,Best Picture,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,"Stanley Kubrick, Producer",False,935,33.722,5678,8.117,,Stanley Kubrick,8.4
1928,Best Director,Drag,tt0019833,Frank Lloyd,False,116269,0.913,1,6.0,,Frank Lloyd,6.5
1944,Best Supporting Actress,Dragon Seed,tt0036777,Aline MacMahon,False,123665,3.429,14,6.4,,"Harold S. Bucquet, Jack Conway",5.9
1944,Best Cinematography,Dragon Seed,tt0036777,Sidney Wagner,False,123665,3.429,14,6.4,,"Harold S. Bucquet, Jack Conway",5.9
2006,Best Supporting Actor,Dreamgirls,tt0443489,Eddie Murphy,False,1125,23.165,1008,6.727,,Bill Condon,6.6
2006,Best Supporting Actress,Dreamgirls,tt0443489,Jennifer Hudson,True,1125,23.165,1008,6.727,,Bill Condon,6.6
2021,Best Director,Drive My Car,tt14039582,Ryusuke Hamaguchi,False,758866,16.878,1281,7.42,,Ryûsuke Hamaguchi,7.5
2021,Best Picture,Drive My Car,tt14039582,"Teruhisa Yamamoto, Producer",False,758866,16.878,1281,7.42,,Ryûsuke Hamaguchi,7.5
2021,Best Adapted Screenplay,Drive My Car,tt14039582,"Screenplay by Ryusuke Hamaguchi, Takamasa Oe",False,758866,16.878,1281,7.42,,Ryûsuke Hamaguchi,7.5
1989,Best Actor,Driving Miss Daisy,tt0097239,Morgan Freeman,False,403,22.027,1600,7.237,,Bruce Beresford,7.3
1989,Best Supporting Actor,Driving Miss Daisy,tt0097239,Dan Aykroyd,False,403,22.027,1600,7.237,,Bruce Beresford,7.3
1989,Best Actress,Driving Miss Daisy,tt0097239,Jessica Tandy,True,403,22.027,1600,7.237,,Bruce Beresford,7.3
1989,Best Picture,Driving Miss Daisy,tt0097239,"Richard D. Zanuck and Lili Fini Zanuck, Producers",True,403,22.027,1600,7.237,,Bruce Beresford,7.3
1989,Best Adapted Screenplay,Driving Miss Daisy,tt0097239,Alfred Uhry,True,403,22.027,1600,7.237,,Bruce Beresford,7.3
